ElapsedSec,Phase,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,LAT,LNG,GpsSpeedMps,GPSFixQual,GPSSats,GPSHdop,ALT,Pres,Distance,Azimuth,TargetLat,TargetLng,Angle,Direction,Fall,ConeDir,ConeProb,ConeMethod,ObstacleDist,AngleValid,BNOStaleSec,BNOAccValid,BNOAccStaleSec,BMPValid,BMPStaleSec,MotorCmdType,MotorCmdUpdatedElapsedSec,Motor1CmdSpeed,Motor1CmdForward,Motor2CmdSpeed,Motor2CmdForward,Phase7ArrivalReason,MissionEndReason,MissionTotalTimeout,MissionElapsedSec
0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0.000000,0.00,0,0,0.00,0.00,0.00,0.00,0.00,30.374217,130.959968,0.00,0.00,0.00,0.50,0.00,,999.00,0,0.00,0,0.00,0,0.00,stop,0.00,0.00,1,0.00,1,RUNNING,RUNNING,0,0.00
0.00,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,0.000000,0.000000,0.00,0,0,0.00,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.00,0.00,1,0.00,1,RUNNING,RUNNING,0,0.00
0.00,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,0.000000,0.000000,0.00,0,0,0.00,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.00,0.00,1,0.00,1,RUNNING,RUNNING,0,0.00
0.00,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,0.000000,0.000000,0.00,0,0,0.00,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.00,0.00,1,0.00,1,RUNNING,RUNNING,0,0.00
0.00,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,0.000000,0.000000,0.00,0,0,0.00,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.00,0.00,1,0.00,1,RUNNING,RUNNING,0,0.00
0.00,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,0.000000,0.000000,0.00,0,0,0.00,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.00,0.00,1,0.00,1,RUNNING,RUNNING,0,0.00
0.00,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,0.000000,0.000000,0.00,0,0,0.00,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.00,0.00,1,0.00,1,RUNNING,RUNNING,0,0.00
0.00,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,0.000000,0.000000,0.00,0,0,0.00,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.00,0.00,1,0.00,1,RUNNING,RUNNING,0,0.00
0.00,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,0.000000,0.000000,0.00,0,0,0.00,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.00,0.00,1,0.00,1,RUNNING,RUNNING,0,0.00
0.00,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.65,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.00,0.00,1,0.00,1,RUNNING,RUNNING,0,0.00
0.00,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.65,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.00,0.00,1,0.00,1,RUNNING,RUNNING,0,0.00
0.00,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.65,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.00,0.00,1,0.00,1,RUNNING,RUNNING,0,0.00
0.00,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.65,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.00,0.00,1,0.00,1,RUNNING,RUNNING,0,0.00
0.00,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.65,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.00,0.00,1,0.00,1,RUNNING,RUNNING,0,0.00
0.00,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.65,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.00,0.00,1,0.00,1,RUNNING,RUNNING,0,0.00
0.00,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.65,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.00,0.00,1,0.00,1,RUNNING,RUNNING,0,0.00
0.00,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.65,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.00,0.00,1,0.00,1,RUNNING,RUNNING,0,0.00
0.00,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.65,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.00,0.00,1,0.00,1,RUNNING,RUNNING,0,0.00
0.00,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.65,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.00,0.00,1,0.00,1,RUNNING,RUNNING,0,0.00
0.05,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.65,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.00,0.00,1,0.00,1,RUNNING,RUNNING,0,0.05
0.12,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.65,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.11,0.00,1,0.00,1,RUNNING,RUNNING,0,0.12
0.19,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.65,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.11,0.00,1,0.00,1,RUNNING,RUNNING,0,0.19
0.25,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.65,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.21,0.00,1,0.00,1,RUNNING,RUNNING,0,0.25
0.32,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.65,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.31,0.00,1,0.00,1,RUNNING,RUNNING,0,0.32
0.38,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.65,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.31,0.00,1,0.00,1,RUNNING,RUNNING,0,0.38
0.45,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.41,0.00,1,0.00,1,RUNNING,RUNNING,0,0.45
0.51,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.51,0.00,1,0.00,1,RUNNING,RUNNING,0,0.51
0.58,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.51,0.00,1,0.00,1,RUNNING,RUNNING,0,0.58
0.64,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.61,0.00,1,0.00,1,RUNNING,RUNNING,0,0.64
0.71,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.71,0.00,1,0.00,1,RUNNING,RUNNING,0,0.71
0.78,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.71,0.00,1,0.00,1,RUNNING,RUNNING,0,0.78
0.84,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.81,0.00,1,0.00,1,RUNNING,RUNNING,0,0.84
0.91,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.81,0.00,1,0.00,1,RUNNING,RUNNING,0,0.91
0.97,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,0.91,0.00,1,0.00,1,RUNNING,RUNNING,0,0.97
1.04,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,1.01,0.00,1,0.00,1,RUNNING,RUNNING,0,1.04
1.10,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,1.01,0.00,1,0.00,1,RUNNING,RUNNING,0,1.10
1.17,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,1.11,0.00,1,0.00,1,RUNNING,RUNNING,0,1.17
1.23,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,1.21,0.00,1,0.00,1,RUNNING,RUNNING,0,1.23
1.30,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,1.21,0.00,1,0.00,1,RUNNING,RUNNING,0,1.30
1.37,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,1.31,0.00,1,0.00,1,RUNNING,RUNNING,0,1.37
1.43,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.69,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,1.41,0.00,1,0.00,1,RUNNING,RUNNING,0,1.43
1.50,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.69,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,1.41,0.00,1,0.00,1,RUNNING,RUNNING,0,1.50
1.56,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.69,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,1.51,0.00,1,0.00,1,RUNNING,RUNNING,0,1.56
1.63,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.69,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,1.61,0.00,1,0.00,1,RUNNING,RUNNING,0,1.63
1.69,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.69,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,1.61,0.00,1,0.00,1,RUNNING,RUNNING,0,1.69
1.76,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.69,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,1.71,0.00,1,0.00,1,RUNNING,RUNNING,0,1.76
1.83,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.69,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,1.81,0.00,1,0.00,1,RUNNING,RUNNING,0,1.83
1.89,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.69,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,1.81,0.00,1,0.00,1,RUNNING,RUNNING,0,1.89
1.96,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.69,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,1.91,0.00,1,0.00,1,RUNNING,RUNNING,0,1.96
2.02,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.69,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,2.01,0.00,1,0.00,1,RUNNING,RUNNING,0,2.02
2.09,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.69,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,2.01,0.00,1,0.00,1,RUNNING,RUNNING,0,2.09
2.16,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.69,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,2.11,0.00,1,0.00,1,RUNNING,RUNNING,0,2.16
2.22,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.69,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,2.21,0.00,1,0.00,1,RUNNING,RUNNING,0,2.22
2.29,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.69,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,2.21,0.00,1,0.00,1,RUNNING,RUNNING,0,2.29
2.35,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374768,130.960088,0.00,2,19,0.69,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,2.31,0.00,1,0.00,1,RUNNING,RUNNING,0,2.35
2.42,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374767,130.960088,0.19,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,2.41,0.00,1,0.00,1,RUNNING,RUNNING,0,2.42
2.48,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374767,130.960088,0.19,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,2.41,0.00,1,0.00,1,RUNNING,RUNNING,0,2.48
2.55,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374767,130.960088,0.19,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,2.51,0.00,1,0.00,1,RUNNING,RUNNING,0,2.55
2.62,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374767,130.960088,0.19,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,2.61,0.00,1,0.00,1,RUNNING,RUNNING,0,2.62
2.68,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374767,130.960088,0.19,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,2.61,0.00,1,0.00,1,RUNNING,RUNNING,0,2.68
2.75,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374767,130.960088,0.19,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,2.71,0.00,1,0.00,1,RUNNING,RUNNING,0,2.75
2.81,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374767,130.960088,0.19,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,2.71,0.00,1,0.00,1,RUNNING,RUNNING,0,2.81
2.88,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374767,130.960088,0.19,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,2.81,0.00,1,0.00,1,RUNNING,RUNNING,0,2.88
2.94,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374767,130.960088,0.19,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,2.91,0.00,1,0.00,1,RUNNING,RUNNING,0,2.94
3.01,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374767,130.960088,0.19,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,2.91,0.00,1,0.00,1,RUNNING,RUNNING,0,3.01
3.08,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374767,130.960088,0.19,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,3.01,0.00,1,0.00,1,RUNNING,RUNNING,0,3.08
3.14,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374767,130.960088,0.19,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,3.12,0.00,1,0.00,1,RUNNING,RUNNING,0,3.14
3.21,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374767,130.960088,0.19,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,3.12,0.00,1,0.00,1,RUNNING,RUNNING,0,3.21
3.27,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374767,130.960088,0.19,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,3.22,0.00,1,0.00,1,RUNNING,RUNNING,0,3.27
3.34,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374767,130.960088,0.19,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,3.32,0.00,1,0.00,1,RUNNING,RUNNING,0,3.34
3.41,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374767,130.960088,0.19,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,3.32,0.00,1,0.00,1,RUNNING,RUNNING,0,3.41
3.47,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374767,130.960088,0.00,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,3.42,0.00,1,0.00,1,RUNNING,RUNNING,0,3.47
3.54,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374767,130.960088,0.00,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,3.52,0.00,1,0.00,1,RUNNING,RUNNING,0,3.54
3.61,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374767,130.960088,0.00,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,3.52,0.00,1,0.00,1,RUNNING,RUNNING,0,3.61
3.67,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374767,130.960088,0.00,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,3.62,0.00,1,0.00,1,RUNNING,RUNNING,0,3.67
3.74,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374767,130.960088,0.00,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,3.72,0.00,1,0.00,1,RUNNING,RUNNING,0,3.74
3.81,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374767,130.960088,0.00,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,3.72,0.00,1,0.00,1,RUNNING,RUNNING,0,3.81
3.87,0,-8.84,-0.45,4.15,0.00,0.19,0.00,520.88,-81.25,201.75,30.374767,130.960088,0.00,2,18,0.70,-29.04,101674.33,0.00,0.00,30.374217,130.959968,269.94,0.00,9.78,0.50,0.00,,999.00,1,0.00,1,0.00,1,0.00,stop,3.82,0.00,1,0.00,1,RUNNING,RUNNING,0,3.87
