ElapsedSec,ALT,Pres
129.26,-29.04,101674.33
129.33,-29.04,101674.33
129.4,-29.04,101674.33
129.46,-29.04,101674.33
129.53,-29.04,101674.33
129.6,-29.04,101674.33
129.66,-29.04,101674.33
129.73,-29.04,101674.33
129.8,-29.04,101674.33
129.86,-29.04,101674.33
129.93,-29.04,101674.33
130.0,-29.04,101674.33
130.06,-29.04,101674.33
130.13,-29.04,101674.33
130.19,-29.04,101674.33
130.26,-29.04,101674.33
130.33,-29.04,101674.33
130.39,-29.04,101674.33
130.46,-29.04,101674.33
130.52,-29.04,101674.33
130.59,-29.04,101674.33
130.66,-29.04,101674.33
130.72,-29.04,101674.33
130.79,-29.04,101674.33
130.86,-29.04,101674.33
130.92,-29.04,101674.33
130.99,-29.04,101674.33
131.06,-29.04,101674.33
131.12,-29.04,101674.33
131.19,-29.04,101674.33
131.26,-29.04,101674.33
131.32,-29.04,101674.33
131.39,-29.04,101674.33
131.46,-29.04,101674.33
131.52,-29.04,101674.33
131.59,-29.04,101674.33
131.65,-29.04,101674.33
131.72,-29.04,101674.33
131.79,-29.04,101674.33
131.86,-29.04,101674.33
131.92,-29.04,101674.33
131.99,-29.04,101674.33
132.05,-29.04,101674.33
132.12,-29.04,101674.33
132.19,-29.04,101674.33
132.25,-29.04,101674.33
132.32,-29.04,101674.33
132.39,-29.04,101674.33
132.45,-29.04,101674.33
132.52,-29.04,101674.33
132.59,-29.04,101674.33
132.65,-29.04,101674.33
132.72,-29.04,101674.33
132.79,-29.04,101674.33
132.86,-29.04,101674.33
132.92,-29.04,101674.33
132.99,-29.04,101674.33
133.06,-29.04,101674.33
133.12,-29.04,101674.33
133.19,-29.04,101674.33
133.25,-29.04,101674.33
133.32,-29.04,101674.33
133.39,-29.04,101674.33
133.45,-29.04,101674.33
133.52,-29.04,101674.33
133.59,-29.04,101674.33
133.65,-29.04,101674.33
133.72,-29.04,101674.33
133.79,-29.04,101674.33
133.86,-29.04,101674.33
133.92,-29.04,101674.33
133.99,-29.04,101674.33
134.06,-29.04,101674.33
134.12,-29.04,101674.33
134.19,-29.04,101674.33
134.26,-29.04,101674.33
134.32,-29.04,101674.33
134.39,-29.04,101674.33
134.45,-29.04,101674.33
134.52,-29.04,101674.33
134.59,-29.04,101674.33
134.65,-29.04,101674.33
134.72,-29.04,101674.33
134.78,-29.04,101674.33
134.85,-29.04,101674.33
134.92,-29.04,101674.33
134.98,-29.04,101674.33
135.05,-29.04,101674.33
135.11,-29.04,101674.33
135.18,-29.04,101674.33
135.25,-29.04,101674.33
135.31,-29.04,101674.33
135.38,-29.04,101674.33
135.45,-29.04,101674.33
135.51,-29.04,101674.33
135.58,-29.04,101674.33
135.64,-29.04,101674.33
135.71,-29.04,101674.33
135.77,-29.04,101674.33
135.84,-29.04,101674.33
135.91,-29.04,101674.33
135.97,-29.04,101674.33
136.04,-29.04,101674.33
136.11,-29.04,101674.33
136.17,-29.04,101674.33
136.24,-29.04,101674.33
136.31,-29.04,101674.33
136.37,-29.04,101674.33
136.44,-29.04,101674.33
136.5,-29.04,101674.33
136.57,-29.04,101674.33
136.64,-29.04,101674.33
136.7,-29.04,101674.33
136.77,-29.04,101674.33
136.84,-29.04,101674.33
136.9,-29.04,101674.33
136.97,-29.04,101674.33
137.03,-29.04,101674.33
137.1,-29.04,101674.33
137.17,-29.04,101674.33
137.24,-29.04,101674.33
137.3,-29.04,101674.33
137.37,-29.04,101674.33
137.43,-29.04,101674.33
137.5,-29.04,101674.33
137.57,-29.04,101674.33
137.63,-29.04,101674.33
137.7,-29.04,101674.33
137.77,-29.04,101674.33
137.83,-29.04,101674.33
137.9,-29.04,101674.33
137.96,-29.04,101674.33
138.03,-29.04,101674.33
138.1,-29.04,101674.33
138.16,-29.04,101674.33
138.23,-29.04,101674.33
138.3,-29.04,101674.33
138.36,-29.04,101674.33
138.43,-29.04,101674.33
138.5,-29.04,101674.33
138.56,-29.04,101674.33
138.63,-29.04,101674.33
138.7,-29.04,101674.33
138.76,-29.04,101674.33
138.83,-29.04,101674.33
138.9,-29.04,101674.33
138.96,-29.04,101674.33
139.03,-29.04,101674.33
139.1,-29.04,101674.33
139.16,-29.04,101674.33
139.23,-29.04,101674.33
139.3,-29.04,101674.33
139.36,-29.04,101674.33
139.43,-29.04,101674.33
139.5,-29.04,101674.33
139.56,-29.04,101674.33
139.63,-29.04,101674.33
139.7,-29.04,101674.33
139.76,-29.04,101674.33
139.83,-29.04,101674.33
139.9,-29.04,101674.33
139.96,-29.04,101674.33
140.03,-29.04,101674.33
140.1,-29.04,101674.33
140.16,-29.04,101674.33
140.23,-29.04,101674.33
140.3,-29.04,101674.33
140.37,-29.04,101674.33
140.44,-29.04,101674.33
140.5,-29.04,101674.33
140.57,-29.04,101674.33
140.63,-29.04,101674.33
140.7,-29.04,101674.33
140.77,-29.04,101674.33
140.83,-29.04,101674.33
140.9,-29.04,101674.33
140.96,-29.04,101674.33
141.03,-29.04,101674.33
141.1,-29.04,101674.33
141.16,-29.04,101674.33
141.23,-29.04,101674.33
141.29,-29.04,101674.33
141.36,-29.04,101674.33
141.43,-29.04,101674.33
141.49,-29.04,101674.33
141.56,-29.04,101674.33
141.62,-29.04,101674.33
141.69,-29.04,101674.33
141.76,-29.04,101674.33
141.82,-29.04,101674.33
141.89,-29.04,101674.33
141.96,-29.04,101674.33
142.02,-29.04,101674.33
142.09,-29.04,101674.33
142.15,-29.04,101674.33
142.22,-29.04,101674.33
142.29,-29.04,101674.33
142.35,-29.04,101674.33
142.42,-29.04,101674.33
142.49,-29.04,101674.33
142.55,-29.04,101674.33
142.62,-29.04,101674.33
142.69,-29.04,101674.33
142.75,-29.04,101674.33
142.82,-29.04,101674.33
142.88,-29.04,101674.33
142.95,-29.04,101674.33
143.02,-29.04,101674.33
143.08,-29.04,101674.33
143.15,-29.04,101674.33
143.22,-29.04,101674.33
143.28,-29.04,101674.33
143.35,-29.04,101674.33
143.41,-29.04,101674.33
143.48,-29.04,101674.33
143.55,-29.04,101674.33
143.61,-29.04,101674.33
143.68,-29.04,101674.33
143.75,-29.04,101674.33
143.81,-29.04,101674.33
143.88,-29.04,101674.33
143.95,-29.04,101674.33
144.01,-29.04,101674.33
144.08,-29.04,101674.33
144.14,-29.04,101674.33
144.21,-29.04,101674.33
144.28,-29.04,101674.33
144.34,-29.04,101674.33
144.41,-29.04,101674.33
144.48,-29.04,101674.33
144.54,-29.04,101674.33
144.61,-29.04,101674.33
144.68,-29.04,101674.33
144.74,-29.04,101674.33
144.81,-29.04,101674.33
144.88,-29.04,101674.33
144.94,-29.04,101674.33
145.01,-29.04,101674.33
145.08,-29.04,101674.33
145.14,-29.04,101674.33
145.21,-29.04,101674.33
145.27,-29.04,101674.33
145.34,-29.04,101674.33
145.41,-29.04,101674.33
145.47,-29.04,101674.33
145.54,-29.04,101674.33
145.61,-29.04,101674.33
145.67,-29.04,101674.33
145.74,-29.04,101674.33
145.81,-29.04,101674.33
145.88,-29.04,101674.33
145.94,-29.04,101674.33
146.01,-29.04,101674.33
146.08,-29.04,101674.33
146.14,-29.04,101674.33
146.21,-29.04,101674.33
146.28,-29.04,101674.33
146.34,-29.04,101674.33
146.41,-29.04,101674.33
146.47,-29.04,101674.33
146.54,-29.04,101674.33
146.61,-29.04,101674.33
146.67,-29.04,101674.33
146.74,-29.04,101674.33
146.81,-29.04,101674.33
146.88,-29.04,101674.33
146.95,-29.04,101674.33
147.01,-29.04,101674.33
147.08,-29.04,101674.33
147.15,-29.04,101674.33
147.21,-29.04,101674.33
147.28,-29.04,101674.33
147.34,-29.04,101674.33
147.41,-29.04,101674.33
147.48,-29.04,101674.33
147.54,-29.04,101674.33
147.61,-29.04,101674.33
147.67,-29.04,101674.33
147.74,-29.04,101674.33
147.81,-29.04,101674.33
147.87,-29.04,101674.33
147.94,-29.04,101674.33
148.0,-29.04,101674.33
148.07,-29.04,101674.33
148.14,-29.04,101674.33
148.21,-29.04,101674.33
148.28,-29.04,101674.33
148.34,-29.04,101674.33
148.41,-29.04,101674.33
148.48,-29.04,101674.33
148.54,-29.04,101674.33
148.61,-29.04,101674.33
148.67,-29.04,101674.33
148.74,-29.04,101674.33
148.81,-29.04,101674.33
148.87,-29.04,101674.33
148.94,-29.04,101674.33
149.0,-29.04,101674.33
149.07,-29.04,101674.33
149.14,-29.04,101674.33
149.2,-29.04,101674.33
149.27,-29.04,101674.33
149.33,-29.04,101674.33
149.4,-29.04,101674.33
149.47,-29.04,101674.33
149.53,-29.04,101674.33
149.6,-29.04,101674.33
149.67,-29.04,101674.33
149.73,-29.04,101674.33
149.8,-29.04,101674.33
149.86,-29.04,101674.33
149.93,-29.04,101674.33
150.0,-29.04,101674.33
150.06,-29.04,101674.33
150.13,-29.04,101674.33
150.2,-29.04,101674.33
150.26,-29.04,101674.33
150.33,-29.04,101674.33
150.39,-29.04,101674.33
150.46,-29.04,101674.33
150.53,-29.04,101674.33
150.59,-29.04,101674.33
150.66,-29.04,101674.33
150.72,-29.04,101674.33
150.79,-29.04,101674.33
150.86,-29.04,101674.33
150.92,-29.04,101674.33
150.99,-29.04,101674.33
151.05,-29.04,101674.33
151.12,-29.04,101674.33
151.19,-29.04,101674.33
151.25,-29.04,101674.33
151.32,-29.04,101674.33
151.39,-29.04,101674.33
151.45,-29.04,101674.33
151.52,-29.04,101674.33
151.58,-29.04,101674.33
151.65,-29.04,101674.33
151.72,-29.04,101674.33
151.78,-29.04,101674.33
151.85,-29.04,101674.33
151.92,-29.04,101674.33
151.98,-29.04,101674.33
152.05,-29.04,101674.33
152.11,-29.04,101674.33
152.18,-29.04,101674.33
152.25,-29.04,101674.33
152.32,-29.04,101674.33
152.38,-29.04,101674.33
152.45,-29.04,101674.33
152.51,-29.04,101674.33
152.58,-29.04,101674.33
152.65,-29.04,101674.33
152.71,-29.04,101674.33
152.78,-29.04,101674.33
152.85,-29.04,101674.33
152.91,-29.04,101674.33
152.98,-29.04,101674.33
153.05,-29.04,101674.33
153.11,-29.04,101674.33
153.18,-29.04,101674.33
153.25,-29.04,101674.33
153.31,-29.04,101674.33
153.38,-29.04,101674.33
153.45,-29.04,101674.33
153.51,-29.04,101674.33
153.58,-29.04,101674.33
153.65,-29.04,101674.33
153.71,-29.04,101674.33
153.78,-29.04,101674.33
153.85,-29.04,101674.33
153.91,-29.04,101674.33
153.98,-29.04,101674.33
154.05,-29.04,101674.33
154.11,-29.04,101674.33
154.18,-29.04,101674.33
154.25,-29.04,101674.33
154.31,-29.04,101674.33
154.38,-29.04,101674.33
154.45,-29.04,101674.33
154.51,-29.04,101674.33
154.58,-29.04,101674.33
154.65,-29.04,101674.33
154.71,-29.04,101674.33
154.78,-29.04,101674.33
154.85,-29.04,101674.33
154.92,-29.04,101674.33
154.99,-29.04,101674.33
155.05,-29.04,101674.33
155.12,-29.04,101674.33
155.18,-29.04,101674.33
155.25,-29.04,101674.33
155.32,-29.04,101674.33
155.38,-29.04,101674.33
155.45,-29.04,101674.33
155.52,-29.04,101674.33
155.58,-29.04,101674.33
155.65,-29.04,101674.33
155.71,-29.04,101674.33
155.78,-29.04,101674.33
155.85,-29.04,101674.33
155.91,-29.04,101674.33
155.98,-29.04,101674.33
156.05,-29.04,101674.33
156.11,-29.04,101674.33
156.18,-29.04,101674.33
156.24,-29.04,101674.33
156.31,-29.04,101674.33
156.38,-29.04,101674.33
156.44,-29.04,101674.33
156.51,-29.04,101674.33
156.57,-29.04,101674.33
156.64,-29.04,101674.33
156.7,-29.04,101674.33
156.77,-29.04,101674.33
156.84,-29.04,101674.33
156.91,-29.04,101674.33
156.97,-29.04,101674.33
157.04,-29.04,101674.33
157.1,-29.04,101674.33
157.17,-29.04,101674.33
157.23,-29.04,101674.33
157.3,-29.04,101674.33
157.37,-29.04,101674.33
157.43,-29.04,101674.33
157.5,-29.04,101674.33
157.56,-29.04,101674.33
157.63,-29.04,101674.33
157.7,-29.04,101674.33
157.76,-29.04,101674.33
157.83,-29.04,101674.33
157.89,-29.04,101674.33
157.96,-29.04,101674.33
158.02,-29.04,101674.33
158.09,-29.04,101674.33
158.16,-29.04,101674.33
158.22,-29.04,101674.33
158.29,-29.04,101674.33
158.35,-29.04,101674.33
158.42,-29.04,101674.33
158.49,-29.04,101674.33
158.55,-29.04,101674.33
158.62,-29.04,101674.33
158.68,-29.04,101674.33
158.75,-29.04,101674.33
158.82,-29.04,101674.33
158.88,-29.04,101674.33
158.95,-29.04,101674.33
159.01,-29.04,101674.33
159.08,-29.04,101674.33
159.14,-29.04,101674.33
159.21,-29.04,101674.33
159.28,-29.04,101674.33
159.34,-29.04,101674.33
159.41,-29.04,101674.33
159.47,-29.04,101674.33
159.54,-29.04,101674.33
159.61,-29.04,101674.33
159.67,-29.04,101674.33
159.74,-29.04,101674.33
159.8,-29.04,101674.33
159.87,-29.04,101674.33
159.94,-29.04,101674.33
160.0,-29.04,101674.33
160.07,-29.04,101674.33
160.13,-29.04,101674.33
160.2,-29.04,101674.33
160.27,-29.04,101674.33
160.33,-29.04,101674.33
160.4,-29.04,101674.33
160.46,-29.04,101674.33
160.53,-29.04,101674.33
160.6,-29.04,101674.33
160.66,-29.04,101674.33
160.73,-29.04,101674.33
160.79,-29.04,101674.33
160.86,-29.04,101674.33
160.93,-29.04,101674.33
160.99,-29.04,101674.33
161.06,-29.04,101674.33
161.13,-29.04,101674.33
161.19,-29.04,101674.33
161.26,-29.04,101674.33
161.33,-29.04,101674.33
161.39,-29.04,101674.33
161.47,-29.04,101674.33
161.53,-29.04,101674.33
161.6,-29.04,101674.33
161.66,-29.04,101674.33
161.73,-29.04,101674.33
161.8,-29.04,101674.33
161.86,-29.04,101674.33
161.93,-29.04,101674.33
161.99,-29.04,101674.33
162.06,-29.04,101674.33
162.13,-29.04,101674.33
162.19,-29.04,101674.33
162.26,-29.04,101674.33
162.32,-29.04,101674.33
162.39,-29.04,101674.33
162.46,-29.04,101674.33
162.52,-29.04,101674.33
162.59,-29.04,101674.33
162.65,-29.04,101674.33
162.72,-29.04,101674.33
162.79,-29.04,101674.33
162.85,-29.04,101674.33
162.92,-29.04,101674.33
162.99,-29.04,101674.33
163.05,-29.04,101674.33
163.12,-29.04,101674.33
163.18,-29.04,101674.33
163.25,-29.04,101674.33
163.32,-29.04,101674.33
163.38,-29.04,101674.33
163.45,-29.04,101674.33
163.51,-29.04,101674.33
163.58,-29.04,101674.33
163.65,-29.04,101674.33
163.71,-29.04,101674.33
163.78,-29.04,101674.33
163.84,-29.04,101674.33
163.91,-29.04,101674.33
163.98,-29.04,101674.33
164.04,-29.04,101674.33
164.11,-29.04,101674.33
164.18,-29.04,101674.33
164.24,-29.04,101674.33
164.31,-29.04,101674.33
164.37,-29.04,101674.33
164.44,-29.04,101674.33
164.51,-29.04,101674.33
164.57,-29.04,101674.33
164.64,-29.04,101674.33
164.71,-29.04,101674.33
164.77,-29.04,101674.33
164.84,-29.04,101674.33
164.9,-29.04,101674.33
164.97,-29.04,101674.33
165.04,-29.04,101674.33
165.11,-29.04,101674.33
165.17,-29.04,101674.33
165.24,-29.04,101674.33
165.3,-29.04,101674.33
165.37,-29.04,101674.33
165.44,-29.04,101674.33
165.5,-29.04,101674.33
165.57,-29.04,101674.33
165.64,-29.04,101674.33
165.7,-29.04,101674.33
165.77,-29.04,101674.33
165.84,-29.04,101674.33
165.9,-29.04,101674.33
165.97,-29.04,101674.33
166.04,-29.04,101674.33
166.1,-29.04,101674.33
166.17,-29.04,101674.33
166.24,-29.04,101674.33
166.3,-29.04,101674.33
166.37,-29.04,101674.33
166.43,-29.04,101674.33
166.5,-29.04,101674.33
166.57,-29.04,101674.33
166.63,-29.04,101674.33
166.7,-29.04,101674.33
166.77,-29.04,101674.33
166.83,-29.04,101674.33
166.9,-29.04,101674.33
166.97,-29.04,101674.33
167.03,-29.04,101674.33
167.1,-29.04,101674.33
167.17,-29.04,101674.33
167.24,-29.04,101674.33
167.3,-29.04,101674.33
167.37,-29.04,101674.33
167.43,-29.04,101674.33
167.5,-29.04,101674.33
167.57,-29.04,101674.33
167.63,-29.04,101674.33
167.7,-29.04,101674.33
167.78,-29.04,101674.33
167.84,-29.04,101674.33
167.91,-29.04,101674.33
167.97,-29.04,101674.33
168.04,-29.04,101674.33
168.11,-29.04,101674.33
168.17,-29.04,101674.33
168.24,-29.04,101674.33
168.31,-29.04,101674.33
168.37,-29.04,101674.33
168.44,-29.04,101674.33
168.5,-29.04,101674.33
168.57,-29.04,101674.33
168.64,-29.04,101674.33
168.7,-29.04,101674.33
168.77,-29.04,101674.33
168.83,-29.04,101674.33
168.9,-29.04,101674.33
168.96,-29.04,101674.33
169.03,-29.04,101674.33
169.1,-29.04,101674.33
169.16,-29.04,101674.33
169.23,-29.04,101674.33
169.3,-29.04,101674.33
169.36,-29.04,101674.33
169.43,-29.04,101674.33
169.49,-29.04,101674.33
169.56,-29.04,101674.33
169.63,-29.04,101674.33
169.69,-29.04,101674.33
169.76,-29.04,101674.33
169.82,-29.04,101674.33
169.89,-29.04,101674.33
169.96,-29.04,101674.33
170.02,-29.04,101674.33
170.09,-29.04,101674.33
170.15,-29.04,101674.33
170.22,-29.04,101674.33
170.29,-29.04,101674.33
170.35,-29.04,101674.33
170.42,-29.04,101674.33
170.49,-29.04,101674.33
170.55,-29.04,101674.33
170.62,-29.04,101674.33
170.69,-29.04,101674.33
170.75,-29.04,101674.33
170.82,-29.04,101674.33
170.88,-29.04,101674.33
170.95,-29.04,101674.33
171.02,-29.04,101674.33
171.08,-29.04,101674.33
171.15,-29.04,101674.33
171.22,-29.04,101674.33
171.28,-29.04,101674.33
171.35,-29.04,101674.33
171.42,-29.04,101674.33
171.48,-29.04,101674.33
171.55,-29.04,101674.33
171.62,-29.04,101674.33
171.68,-29.04,101674.33
171.75,-29.04,101674.33
171.81,-29.04,101674.33
171.88,-29.04,101674.33
171.95,-29.04,101674.33
172.01,-29.04,101674.33
172.08,-29.04,101674.33
172.15,-29.04,101674.33
172.21,-29.04,101674.33
172.28,-29.04,101674.33
172.35,-29.04,101674.33
172.41,-29.04,101674.33
172.48,-29.04,101674.33
172.55,-29.04,101674.33
172.61,-29.04,101674.33
172.68,-29.04,101674.33
172.75,-29.04,101674.33
172.81,-29.04,101674.33
172.88,-29.04,101674.33
172.95,-29.04,101674.33
173.01,-29.04,101674.33
173.08,-29.04,101674.33
173.15,-29.04,101674.33
173.21,-29.04,101674.33
173.28,-29.04,101674.33
173.34,-29.04,101674.33
173.41,-29.04,101674.33
173.48,-29.04,101674.33
173.55,-29.04,101674.33
173.61,-29.04,101674.33
173.68,-29.04,101674.33
173.75,-29.04,101674.33
173.81,-29.04,101674.33
173.88,-29.04,101674.33
173.95,-29.04,101674.33
174.01,-29.04,101674.33
174.09,-29.04,101674.33
174.15,-29.04,101674.33
174.22,-29.04,101674.33
174.28,-29.04,101674.33
174.35,-29.04,101674.33
174.41,-29.04,101674.33
174.48,-29.04,101674.33
174.55,-29.04,101674.33
174.61,-29.04,101674.33
174.68,-29.04,101674.33
174.75,-29.04,101674.33
174.81,-29.04,101674.33
174.88,-29.04,101674.33
174.94,-29.04,101674.33
175.01,-29.04,101674.33
175.08,-29.04,101674.33
175.14,-29.04,101674.33
175.21,-29.04,101674.33
175.27,-29.04,101674.33
175.34,-29.04,101674.33
175.41,-29.04,101674.33
175.47,-29.04,101674.33
175.54,-29.04,101674.33
175.61,-29.04,101674.33
175.67,-29.04,101674.33
175.74,-29.04,101674.33
175.81,-29.04,101674.33
175.87,-29.04,101674.33
175.94,-29.04,101674.33
176.0,-29.04,101674.33
176.07,-29.04,101674.33
176.14,-29.04,101674.33
176.2,-29.04,101674.33
176.27,-29.04,101674.33
176.33,-29.04,101674.33
176.4,-29.04,101674.33
176.47,-29.04,101674.33
176.53,-29.04,101674.33
176.6,-29.04,101674.33
176.66,-29.04,101674.33
176.73,-29.04,101674.33
176.8,-29.04,101674.33
176.86,-29.04,101674.33
176.93,-29.04,101674.33
177.0,-29.04,101674.33
177.06,-29.04,101674.33
177.13,-29.04,101674.33
177.2,-29.04,101674.33
177.26,-29.04,101674.33
177.33,-29.04,101674.33
177.39,-29.04,101674.33
177.46,-29.04,101674.33
177.53,-29.04,101674.33
177.59,-29.04,101674.33
177.66,-29.04,101674.33
177.73,-29.04,101674.33
177.79,-29.04,101674.33
177.86,-29.04,101674.33
177.93,-29.04,101674.33
177.99,-29.04,101674.33
178.06,-29.04,101674.33
178.12,-29.04,101674.33
178.19,-29.04,101674.33
178.26,-29.04,101674.33
178.32,-29.04,101674.33
178.39,-29.04,101674.33
178.46,-29.04,101674.33
178.52,-29.04,101674.33
178.59,-29.04,101674.33
178.66,-29.04,101674.33
178.72,-29.04,101674.33
178.79,-29.04,101674.33
178.86,-29.04,101674.33
178.92,-29.04,101674.33
178.99,-29.04,101674.33
179.06,-29.04,101674.33
179.12,-29.04,101674.33
179.19,-29.04,101674.33
179.26,-29.04,101674.33
179.32,-29.04,101674.33
179.39,-29.04,101674.33
179.46,-29.04,101674.33
179.52,-29.04,101674.33
179.59,-29.04,101674.33
179.66,-29.04,101674.33
179.72,-29.04,101674.33
179.79,-29.04,101674.33
179.86,-29.04,101674.33
179.92,-29.04,101674.33
179.99,-29.04,101674.33
180.06,-29.04,101674.33
180.13,-29.04,101674.33
180.19,-29.04,101674.33
180.26,-29.04,101674.33
180.33,-29.04,101674.33
180.4,-29.04,101674.33
180.46,-29.04,101674.33
180.53,-29.04,101674.33
180.6,-29.04,101674.33
180.66,-29.04,101674.33
180.73,-29.04,101674.33
180.79,-29.04,101674.33
180.86,-29.04,101674.33
180.93,-29.04,101674.33
180.99,-29.04,101674.33
181.06,-29.04,101674.33
181.13,-29.04,101674.33
181.19,-29.04,101674.33
181.26,-29.04,101674.33
181.32,-29.04,101674.33
181.39,-29.04,101674.33
181.46,-29.04,101674.33
181.52,-29.04,101674.33
181.59,-29.04,101674.33
181.65,-29.04,101674.33
181.72,-29.04,101674.33
181.79,-29.04,101674.33
181.85,-29.04,101674.33
181.92,-29.04,101674.33
181.98,-29.04,101674.33
182.05,-29.04,101674.33
182.12,-29.04,101674.33
182.18,-29.04,101674.33
182.25,-29.04,101674.33
182.32,-29.04,101674.33
182.38,-29.04,101674.33
182.45,-29.04,101674.33
182.52,-29.04,101674.33
182.58,-29.04,101674.33
182.65,-29.04,101674.33
182.71,-29.04,101674.33
182.78,-29.04,101674.33
182.85,-29.04,101674.33
182.91,-29.04,101674.33
182.98,-29.04,101674.33
183.05,-29.04,101674.33
183.11,-29.04,101674.33
183.18,-29.04,101674.33
183.24,-29.04,101674.33
183.31,-29.04,101674.33
183.38,-29.04,101674.33
183.44,-29.04,101674.33
183.51,-29.04,101674.33
183.58,-29.04,101674.33
183.64,-29.04,101674.33
183.71,-29.04,101674.33
183.78,-29.04,101674.33
183.84,-29.04,101674.33
183.91,-29.04,101674.33
183.98,-29.04,101674.33
184.04,-29.04,101674.33
184.11,-29.04,101674.33
184.18,-29.04,101674.33
184.24,-29.04,101674.33
184.31,-29.04,101674.33
184.37,-29.04,101674.33
184.44,-29.04,101674.33
184.51,-29.04,101674.33
184.57,-29.04,101674.33
184.64,-29.04,101674.33
184.71,-29.04,101674.33
184.77,-29.04,101674.33
184.84,-29.04,101674.33
184.91,-29.04,101674.33
184.97,-29.04,101674.33
185.04,-29.04,101674.33
185.11,-29.04,101674.33
185.17,-29.04,101674.33
185.24,-29.04,101674.33
185.3,-29.04,101674.33
185.37,-29.04,101674.33
185.44,-29.04,101674.33
185.5,-29.04,101674.33
185.57,-29.04,101674.33
185.64,-29.04,101674.33
185.7,-29.04,101674.33
185.77,-29.04,101674.33
185.84,-29.04,101674.33
185.9,-29.04,101674.33
185.97,-29.04,101674.33
186.04,-29.04,101674.33
186.1,-29.04,101674.33
186.17,-29.04,101674.33
186.24,-29.04,101674.33
186.3,-29.04,101674.33
186.37,-29.04,101674.33
186.44,-29.04,101674.33
186.5,-29.04,101674.33
186.57,-29.04,101674.33
186.64,-29.04,101674.33
186.7,-29.04,101674.33
186.78,-29.04,101674.33
186.84,-29.04,101674.33
186.91,-29.04,101674.33
186.98,-29.04,101674.33
187.04,-29.04,101674.33
187.11,-29.04,101674.33
187.17,-29.04,101674.33
187.24,-29.04,101674.33
187.31,-29.04,101674.33
187.37,-29.04,101674.33
187.44,-29.04,101674.33
187.5,-29.04,101674.33
187.57,-29.04,101674.33
187.64,-29.04,101674.33
187.7,-29.04,101674.33
187.77,-29.04,101674.33
187.84,-29.04,101674.33
187.9,-29.04,101674.33
187.97,-29.04,101674.33
188.03,-29.04,101674.33
188.1,-29.04,101674.33
188.17,-29.04,101674.33
188.23,-29.04,101674.33
188.3,-29.04,101674.33
188.37,-29.04,101674.33
188.43,-29.04,101674.33
188.5,-29.04,101674.33
188.56,-29.04,101674.33
188.63,-29.04,101674.33
188.7,-29.04,101674.33
188.76,-29.04,101674.33
188.83,-29.04,101674.33
188.9,-29.04,101674.33
188.96,-29.04,101674.33
189.03,-29.04,101674.33
189.09,-29.04,101674.33
189.16,-29.04,101674.33
189.23,-29.04,101674.33
189.3,-29.04,101674.33
189.37,-29.04,101674.33
189.43,-29.04,101674.33
189.5,-29.04,101674.33
189.57,-29.04,101674.33
189.63,-29.04,101674.33
189.7,-29.04,101674.33
189.76,-29.04,101674.33
189.83,-29.04,101674.33
189.9,-29.04,101674.33
189.96,-29.04,101674.33
190.03,-29.04,101674.33
190.09,-29.04,101674.33
190.16,-29.04,101674.33
190.23,-29.04,101674.33
190.29,-29.04,101674.33
190.36,-29.04,101674.33
190.42,-29.04,101674.33
190.49,-29.04,101674.33
190.56,-29.04,101674.33
190.62,-29.04,101674.33
190.69,-29.04,101674.33
190.76,-29.04,101674.33
190.82,-29.04,101674.33
190.89,-29.04,101674.33
190.96,-29.04,101674.33
191.02,-29.04,101674.33
191.09,-29.04,101674.33
191.15,-29.04,101674.33
191.22,-29.04,101674.33
191.29,-29.04,101674.33
191.35,-29.04,101674.33
191.42,-29.04,101674.33
191.49,-29.04,101674.33
191.55,-29.04,101674.33
191.62,-29.04,101674.33
191.69,-29.04,101674.33
191.75,-29.04,101674.33
191.82,-29.04,101674.33
191.88,-29.04,101674.33
191.95,-29.04,101674.33
192.02,-29.04,101674.33
192.08,-29.04,101674.33
192.15,-29.04,101674.33
192.22,-29.04,101674.33
192.28,-29.04,101674.33
192.35,-29.04,101674.33
192.41,-29.04,101674.33
192.48,-29.04,101674.33
192.55,-29.04,101674.33
192.61,-29.04,101674.33
192.68,-29.04,101674.33
192.75,-29.04,101674.33
192.81,-29.04,101674.33
192.88,-29.04,101674.33
192.95,-29.04,101674.33
193.01,-29.04,101674.33
193.08,-29.04,101674.33
193.15,-29.04,101674.33
193.21,-29.04,101674.33
193.28,-29.04,101674.33
193.35,-29.04,101674.33
193.41,-29.04,101674.33
193.48,-29.04,101674.33
193.55,-29.04,101674.33
193.61,-29.04,101674.33
193.68,-29.04,101674.33
193.75,-29.04,101674.33
193.81,-29.04,101674.33
193.88,-29.04,101674.33
193.95,-29.04,101674.33
194.01,-29.04,101674.33
194.08,-29.04,101674.33
194.15,-29.04,101674.33
194.21,-29.04,101674.33
194.28,-29.04,101674.33
194.35,-29.04,101674.33
194.41,-29.04,101674.33
194.48,-29.04,101674.33
194.55,-29.04,101674.33
194.61,-29.04,101674.33
194.68,-29.04,101674.33
194.75,-29.04,101674.33
194.81,-29.04,101674.33
194.88,-29.04,101674.33
194.95,-29.04,101674.33
195.01,-29.04,101674.33
195.08,-29.04,101674.33
195.15,-29.04,101674.33
195.21,-29.04,101674.33
195.28,-29.04,101674.33
195.35,-29.04,101674.33
195.41,-29.04,101674.33
195.48,-29.04,101674.33
