ElapsedSec,AccX,AccY,AccZ
160.86,-8.84,-0.45,4.15
160.93,-8.84,-0.45,4.15
160.99,-8.84,-0.45,4.15
161.06,-8.84,-0.45,4.15
161.13,-8.84,-0.45,4.15
161.19,-8.84,-0.45,4.15
161.26,-8.84,-0.45,4.15
161.33,-8.84,-0.45,4.15
161.39,-8.84,-0.45,4.15
161.47,-8.84,-0.45,4.15
161.53,-8.84,-0.45,4.15
161.6,-8.84,-0.45,4.15
161.66,-8.84,-0.45,4.15
161.73,-8.84,-0.45,4.15
161.8,-8.84,-0.45,4.15
161.86,-8.84,-0.45,4.15
161.93,-8.84,-0.45,4.15
161.99,-8.84,-0.45,4.15
162.06,-8.84,-0.45,4.15
162.13,-8.84,-0.45,4.15
162.19,-8.84,-0.45,4.15
162.26,-8.84,-0.45,4.15
162.32,-8.84,-0.45,4.15
162.39,-8.84,-0.45,4.15
162.46,-8.84,-0.45,4.15
162.52,-8.84,-0.45,4.15
162.59,-8.84,-0.45,4.15
162.65,-8.84,-0.45,4.15
162.72,-8.84,-0.45,4.15
162.79,-8.84,-0.45,4.15
162.85,-8.84,-0.45,4.15
162.92,-8.84,-0.45,4.15
162.99,-8.84,-0.45,4.15
163.05,-8.84,-0.45,4.15
163.12,-8.84,-0.45,4.15
163.18,-8.84,-0.45,4.15
163.25,-8.84,-0.45,4.15
163.32,-8.84,-0.45,4.15
163.38,-8.84,-0.45,4.15
163.45,-8.84,-0.45,4.15
163.51,-8.84,-0.45,4.15
163.58,-8.84,-0.45,4.15
163.65,-8.84,-0.45,4.15
163.71,-8.84,-0.45,4.15
163.78,-8.84,-0.45,4.15
163.84,-8.84,-0.45,4.15
163.91,-8.84,-0.45,4.15
163.98,-8.84,-0.45,4.15
164.04,-8.84,-0.45,4.15
164.11,-8.84,-0.45,4.15
164.18,-8.84,-0.45,4.15
164.24,-8.84,-0.45,4.15
164.31,-8.84,-0.45,4.15
164.37,-8.84,-0.45,4.15
164.44,-8.84,-0.45,4.15
164.51,-8.84,-0.45,4.15
164.57,-8.84,-0.45,4.15
164.64,-8.84,-0.45,4.15
164.71,-8.84,-0.45,4.15
164.77,-8.84,-0.45,4.15
164.84,-8.84,-0.45,4.15
164.9,-8.84,-0.45,4.15
164.97,-8.84,-0.45,4.15
165.04,-8.84,-0.45,4.15
165.11,-8.84,-0.45,4.15
165.17,-8.84,-0.45,4.15
165.24,-8.84,-0.45,4.15
165.3,-8.84,-0.45,4.15
165.37,-8.84,-0.45,4.15
165.44,-8.84,-0.45,4.15
165.5,-8.84,-0.45,4.15
165.57,-8.84,-0.45,4.15
165.64,-8.84,-0.45,4.15
165.7,-8.84,-0.45,4.15
165.77,-8.84,-0.45,4.15
165.84,-8.84,-0.45,4.15
165.9,-8.84,-0.45,4.15
165.97,-8.84,-0.45,4.15
166.04,-8.84,-0.45,4.15
166.1,-8.84,-0.45,4.15
166.17,-8.84,-0.45,4.15
166.24,-8.84,-0.45,4.15
166.3,-8.84,-0.45,4.15
166.37,-8.84,-0.45,4.15
166.43,-8.84,-0.45,4.15
166.5,-8.84,-0.45,4.15
166.57,-8.84,-0.45,4.15
166.63,-8.84,-0.45,4.15
166.7,-8.84,-0.45,4.15
166.77,-8.84,-0.45,4.15
166.83,-8.84,-0.45,4.15
166.9,-8.84,-0.45,4.15
166.97,-8.84,-0.45,4.15
167.03,-8.84,-0.45,4.15
167.1,-8.84,-0.45,4.15
167.17,-8.84,-0.45,4.15
167.24,-8.84,-0.45,4.15
167.3,-8.84,-0.45,4.15
167.37,-8.84,-0.45,4.15
167.43,-8.84,-0.45,4.15
167.5,-8.84,-0.45,4.15
167.57,-8.84,-0.45,4.15
167.63,-8.84,-0.45,4.15
167.7,-8.84,-0.45,4.15
167.78,-8.84,-0.45,4.15
167.84,-8.84,-0.45,4.15
167.91,-8.84,-0.45,4.15
167.97,-8.84,-0.45,4.15
168.04,-8.84,-0.45,4.15
168.11,-8.84,-0.45,4.15
168.17,-8.84,-0.45,4.15
168.24,-8.84,-0.45,4.15
168.31,-8.84,-0.45,4.15
168.37,-8.84,-0.45,4.15
168.44,-8.84,-0.45,4.15
168.5,-8.84,-0.45,4.15
168.57,-8.84,-0.45,4.15
168.64,-8.84,-0.45,4.15
168.7,-8.84,-0.45,4.15
168.77,-8.84,-0.45,4.15
168.83,-8.84,-0.45,4.15
168.9,-8.84,-0.45,4.15
168.96,-8.84,-0.45,4.15
169.03,-8.84,-0.45,4.15
169.1,-8.84,-0.45,4.15
169.16,-8.84,-0.45,4.15
169.23,-8.84,-0.45,4.15
169.3,-8.84,-0.45,4.15
169.36,-8.84,-0.45,4.15
169.43,-8.84,-0.45,4.15
169.49,-8.84,-0.45,4.15
169.56,-8.84,-0.45,4.15
169.63,-8.84,-0.45,4.15
169.69,-8.84,-0.45,4.15
169.76,-8.84,-0.45,4.15
169.82,-8.84,-0.45,4.15
169.89,-8.84,-0.45,4.15
169.96,-8.84,-0.45,4.15
170.02,-8.84,-0.45,4.15
170.09,-8.84,-0.45,4.15
170.15,-8.84,-0.45,4.15
170.22,-8.84,-0.45,4.15
170.29,-8.84,-0.45,4.15
170.35,-8.84,-0.45,4.15
170.42,-8.84,-0.45,4.15
170.49,-8.84,-0.45,4.15
170.55,-8.84,-0.45,4.15
170.62,-8.84,-0.45,4.15
170.69,-8.84,-0.45,4.15
170.75,-8.84,-0.45,4.15
170.82,-8.84,-0.45,4.15
170.88,-8.84,-0.45,4.15
170.95,-8.84,-0.45,4.15
171.02,-8.84,-0.45,4.15
171.08,-8.84,-0.45,4.15
171.15,-8.84,-0.45,4.15
171.22,-8.84,-0.45,4.15
171.28,-8.84,-0.45,4.15
171.35,-8.84,-0.45,4.15
171.42,-8.84,-0.45,4.15
171.48,-8.84,-0.45,4.15
171.55,-8.84,-0.45,4.15
171.62,-8.84,-0.45,4.15
171.68,-8.84,-0.45,4.15
171.75,-8.84,-0.45,4.15
171.81,-8.84,-0.45,4.15
171.88,-8.84,-0.45,4.15
171.95,-8.84,-0.45,4.15
172.01,-8.84,-0.45,4.15
172.08,-8.84,-0.45,4.15
172.15,-8.84,-0.45,4.15
172.21,-8.84,-0.45,4.15
172.28,-8.84,-0.45,4.15
172.35,-8.84,-0.45,4.15
172.41,-8.84,-0.45,4.15
172.48,-8.84,-0.45,4.15
172.55,-8.84,-0.45,4.15
172.61,-8.84,-0.45,4.15
172.68,-8.84,-0.45,4.15
172.75,-8.84,-0.45,4.15
172.81,-8.84,-0.45,4.15
172.88,-8.84,-0.45,4.15
172.95,-8.84,-0.45,4.15
173.01,-8.84,-0.45,4.15
173.08,-8.84,-0.45,4.15
173.15,-8.84,-0.45,4.15
173.21,-8.84,-0.45,4.15
173.28,-8.84,-0.45,4.15
173.34,-8.84,-0.45,4.15
173.41,-8.84,-0.45,4.15
173.48,-8.84,-0.45,4.15
173.55,-8.84,-0.45,4.15
173.61,-8.84,-0.45,4.15
173.68,-8.84,-0.45,4.15
173.75,-8.84,-0.45,4.15
173.81,-8.84,-0.45,4.15
173.88,-8.84,-0.45,4.15
173.95,-8.84,-0.45,4.15
174.01,-8.84,-0.45,4.15
174.09,-8.84,-0.45,4.15
174.15,-8.84,-0.45,4.15
174.22,-8.84,-0.45,4.15
174.28,-8.84,-0.45,4.15
174.35,-8.84,-0.45,4.15
174.41,-8.84,-0.45,4.15
174.48,-8.84,-0.45,4.15
174.55,-8.84,-0.45,4.15
174.61,-8.84,-0.45,4.15
174.68,-8.84,-0.45,4.15
174.75,-8.84,-0.45,4.15
174.81,-8.84,-0.45,4.15
174.88,-8.84,-0.45,4.15
174.94,-8.84,-0.45,4.15
175.01,-8.84,-0.45,4.15
175.08,-8.84,-0.45,4.15
175.14,-8.84,-0.45,4.15
175.21,-8.84,-0.45,4.15
175.27,-8.84,-0.45,4.15
175.34,-8.84,-0.45,4.15
175.41,-8.84,-0.45,4.15
175.47,-8.84,-0.45,4.15
175.54,-8.84,-0.45,4.15
175.61,-8.84,-0.45,4.15
175.67,-8.84,-0.45,4.15
175.74,-8.84,-0.45,4.15
175.81,-8.84,-0.45,4.15
175.87,-8.84,-0.45,4.15
175.94,-8.84,-0.45,4.15
176.0,-8.84,-0.45,4.15
176.07,-8.84,-0.45,4.15
176.14,-8.84,-0.45,4.15
176.2,-8.84,-0.45,4.15
176.27,-8.84,-0.45,4.15
176.33,-8.84,-0.45,4.15
176.4,-8.84,-0.45,4.15
176.47,-8.84,-0.45,4.15
176.53,-8.84,-0.45,4.15
176.6,-8.84,-0.45,4.15
176.66,-8.84,-0.45,4.15
176.73,-8.84,-0.45,4.15
176.8,-8.84,-0.45,4.15
176.86,-8.84,-0.45,4.15
176.93,-8.84,-0.45,4.15
177.0,-8.84,-0.45,4.15
177.06,-8.84,-0.45,4.15
177.13,-8.84,-0.45,4.15
177.2,-8.84,-0.45,4.15
177.26,-8.84,-0.45,4.15
177.33,-8.84,-0.45,4.15
177.39,-8.84,-0.45,4.15
177.46,-8.84,-0.45,4.15
177.53,-8.84,-0.45,4.15
177.59,-8.84,-0.45,4.15
177.66,-8.84,-0.45,4.15
177.73,-8.84,-0.45,4.15
177.79,-8.84,-0.45,4.15
177.86,-8.84,-0.45,4.15
177.93,-8.84,-0.45,4.15
177.99,-8.84,-0.45,4.15
178.06,-8.84,-0.45,4.15
178.12,-8.84,-0.45,4.15
178.19,-8.84,-0.45,4.15
178.26,-8.84,-0.45,4.15
178.32,-8.84,-0.45,4.15
178.39,-8.84,-0.45,4.15
178.46,-8.84,-0.45,4.15
178.52,-8.84,-0.45,4.15
178.59,-8.84,-0.45,4.15
178.66,-8.84,-0.45,4.15
178.72,-8.84,-0.45,4.15
178.79,-8.84,-0.45,4.15
178.86,-8.84,-0.45,4.15
178.92,-8.84,-0.45,4.15
178.99,-8.84,-0.45,4.15
179.06,-8.84,-0.45,4.15
179.12,-8.84,-0.45,4.15
179.19,-8.84,-0.45,4.15
179.26,-8.84,-0.45,4.15
179.32,-8.84,-0.45,4.15
179.39,-8.84,-0.45,4.15
179.46,-8.84,-0.45,4.15
179.52,-8.84,-0.45,4.15
179.59,-8.84,-0.45,4.15
179.66,-8.84,-0.45,4.15
179.72,-8.84,-0.45,4.15
179.79,-8.84,-0.45,4.15
179.86,-8.84,-0.45,4.15
179.92,-8.84,-0.45,4.15
179.99,-8.84,-0.45,4.15
180.06,-8.84,-0.45,4.15
180.13,-8.84,-0.45,4.15
180.19,-8.84,-0.45,4.15
180.26,-8.84,-0.45,4.15
180.33,-8.84,-0.45,4.15
180.4,-8.84,-0.45,4.15
180.46,-8.84,-0.45,4.15
180.53,-8.84,-0.45,4.15
180.6,-8.84,-0.45,4.15
180.66,-8.84,-0.45,4.15
180.73,-8.84,-0.45,4.15
180.79,-8.84,-0.45,4.15
180.86,-8.84,-0.45,4.15
180.93,-8.84,-0.45,4.15
180.99,-8.84,-0.45,4.15
181.06,-8.84,-0.45,4.15
181.13,-8.84,-0.45,4.15
181.19,-8.84,-0.45,4.15
181.26,-8.84,-0.45,4.15
181.32,-8.84,-0.45,4.15
181.39,-8.84,-0.45,4.15
181.46,-8.84,-0.45,4.15
181.52,-8.84,-0.45,4.15
181.59,-8.84,-0.45,4.15
181.65,-8.84,-0.45,4.15
181.72,-8.84,-0.45,4.15
181.79,-8.84,-0.45,4.15
181.85,-8.84,-0.45,4.15
181.92,-8.84,-0.45,4.15
181.98,-8.84,-0.45,4.15
182.05,-8.84,-0.45,4.15
182.12,-8.84,-0.45,4.15
182.18,-8.84,-0.45,4.15
182.25,-8.84,-0.45,4.15
182.32,-8.84,-0.45,4.15
182.38,-8.84,-0.45,4.15
182.45,-8.84,-0.45,4.15
182.52,-8.84,-0.45,4.15
182.58,-8.84,-0.45,4.15
182.65,-8.84,-0.45,4.15
182.71,-8.84,-0.45,4.15
182.78,-8.84,-0.45,4.15
182.85,-8.84,-0.45,4.15
182.91,-8.84,-0.45,4.15
182.98,-8.84,-0.45,4.15
183.05,-8.84,-0.45,4.15
183.11,-8.84,-0.45,4.15
183.18,-8.84,-0.45,4.15
183.24,-8.84,-0.45,4.15
183.31,-8.84,-0.45,4.15
183.38,-8.84,-0.45,4.15
183.44,-8.84,-0.45,4.15
183.51,-8.84,-0.45,4.15
183.58,-8.84,-0.45,4.15
183.64,-8.84,-0.45,4.15
183.71,-8.84,-0.45,4.15
183.78,-8.84,-0.45,4.15
183.84,-8.84,-0.45,4.15
183.91,-8.84,-0.45,4.15
183.98,-8.84,-0.45,4.15
184.04,-8.84,-0.45,4.15
184.11,-8.84,-0.45,4.15
184.18,-8.84,-0.45,4.15
184.24,-8.84,-0.45,4.15
184.31,-8.84,-0.45,4.15
184.37,-8.84,-0.45,4.15
184.44,-8.84,-0.45,4.15
184.51,-8.84,-0.45,4.15
184.57,-8.84,-0.45,4.15
184.64,-8.84,-0.45,4.15
184.71,-8.84,-0.45,4.15
184.77,-8.84,-0.45,4.15
184.84,-8.84,-0.45,4.15
184.91,-8.84,-0.45,4.15
184.97,-8.84,-0.45,4.15
185.04,-8.84,-0.45,4.15
185.11,-8.84,-0.45,4.15
185.17,-8.84,-0.45,4.15
185.24,-8.84,-0.45,4.15
185.3,-8.84,-0.45,4.15
185.37,-8.84,-0.45,4.15
185.44,-8.84,-0.45,4.15
185.5,-8.84,-0.45,4.15
185.57,-8.84,-0.45,4.15
185.64,-8.84,-0.45,4.15
185.7,-8.84,-0.45,4.15
185.77,-8.84,-0.45,4.15
185.84,-8.84,-0.45,4.15
185.9,-8.84,-0.45,4.15
185.97,-8.84,-0.45,4.15
186.04,-8.84,-0.45,4.15
186.1,-8.84,-0.45,4.15
186.17,-8.84,-0.45,4.15
186.24,-8.84,-0.45,4.15
186.3,-8.84,-0.45,4.15
186.37,-8.84,-0.45,4.15
186.44,-8.84,-0.45,4.15
186.5,-8.84,-0.45,4.15
186.57,-8.84,-0.45,4.15
186.64,-8.84,-0.45,4.15
186.7,-8.84,-0.45,4.15
186.78,-8.84,-0.45,4.15
186.84,-8.84,-0.45,4.15
186.91,-8.84,-0.45,4.15
186.98,-8.84,-0.45,4.15
187.04,-8.84,-0.45,4.15
187.11,-8.84,-0.45,4.15
187.17,-8.84,-0.45,4.15
187.24,-8.84,-0.45,4.15
187.31,-8.84,-0.45,4.15
187.37,-8.84,-0.45,4.15
187.44,-8.84,-0.45,4.15
187.5,-8.84,-0.45,4.15
187.57,-8.84,-0.45,4.15
187.64,-8.84,-0.45,4.15
187.7,-8.84,-0.45,4.15
187.77,-8.84,-0.45,4.15
187.84,-8.84,-0.45,4.15
187.9,-8.84,-0.45,4.15
187.97,-8.84,-0.45,4.15
188.03,-8.84,-0.45,4.15
188.1,-8.84,-0.45,4.15
188.17,-8.84,-0.45,4.15
188.23,-8.84,-0.45,4.15
188.3,-8.84,-0.45,4.15
188.37,-8.84,-0.45,4.15
188.43,-8.84,-0.45,4.15
188.5,-8.84,-0.45,4.15
188.56,-8.84,-0.45,4.15
188.63,-8.84,-0.45,4.15
188.7,-8.84,-0.45,4.15
188.76,-8.84,-0.45,4.15
188.83,-8.84,-0.45,4.15
188.9,-8.84,-0.45,4.15
188.96,-8.84,-0.45,4.15
189.03,-8.84,-0.45,4.15
189.09,-8.84,-0.45,4.15
189.16,-8.84,-0.45,4.15
189.23,-8.84,-0.45,4.15
189.3,-8.84,-0.45,4.15
189.37,-8.84,-0.45,4.15
189.43,-8.84,-0.45,4.15
189.5,-8.84,-0.45,4.15
189.57,-8.84,-0.45,4.15
189.63,-8.84,-0.45,4.15
189.7,-8.84,-0.45,4.15
189.76,-8.84,-0.45,4.15
189.83,-8.84,-0.45,4.15
189.9,-8.84,-0.45,4.15
189.96,-8.84,-0.45,4.15
190.03,-8.84,-0.45,4.15
190.09,-8.84,-0.45,4.15
190.16,-8.84,-0.45,4.15
190.23,-8.84,-0.45,4.15
190.29,-8.84,-0.45,4.15
190.36,-8.84,-0.45,4.15
190.42,-8.84,-0.45,4.15
190.49,-8.84,-0.45,4.15
190.56,-8.84,-0.45,4.15
190.62,-8.84,-0.45,4.15
190.69,-8.84,-0.45,4.15
190.76,-8.84,-0.45,4.15
190.82,-8.84,-0.45,4.15
190.89,-8.84,-0.45,4.15
190.96,-8.84,-0.45,4.15
191.02,-8.84,-0.45,4.15
191.09,-8.84,-0.45,4.15
191.15,-8.84,-0.45,4.15
191.22,-8.84,-0.45,4.15
191.29,-8.84,-0.45,4.15
191.35,-8.84,-0.45,4.15
191.42,-8.84,-0.45,4.15
191.49,-8.84,-0.45,4.15
191.55,-8.84,-0.45,4.15
191.62,-8.84,-0.45,4.15
191.69,-8.84,-0.45,4.15
191.75,-8.84,-0.45,4.15
191.82,-8.84,-0.45,4.15
191.88,-8.84,-0.45,4.15
191.95,-8.84,-0.45,4.15
192.02,-8.84,-0.45,4.15
192.08,-8.84,-0.45,4.15
192.15,-8.84,-0.45,4.15
192.22,-8.84,-0.45,4.15
192.28,-8.84,-0.45,4.15
192.35,-8.84,-0.45,4.15
192.41,-8.84,-0.45,4.15
192.48,-8.84,-0.45,4.15
192.55,-8.84,-0.45,4.15
192.61,-8.84,-0.45,4.15
192.68,-8.84,-0.45,4.15
192.75,-8.84,-0.45,4.15
192.81,-8.84,-0.45,4.15
192.88,-8.84,-0.45,4.15
192.95,-8.84,-0.45,4.15
193.01,-8.84,-0.45,4.15
193.08,-8.84,-0.45,4.15
193.15,-8.84,-0.45,4.15
193.21,-8.84,-0.45,4.15
193.28,-8.84,-0.45,4.15
193.35,-8.84,-0.45,4.15
193.41,-8.84,-0.45,4.15
193.48,-8.84,-0.45,4.15
193.55,-8.84,-0.45,4.15
193.61,-8.84,-0.45,4.15
193.68,-8.84,-0.45,4.15
193.75,-8.84,-0.45,4.15
193.81,-8.84,-0.45,4.15
193.88,-8.84,-0.45,4.15
193.95,-8.84,-0.45,4.15
194.01,-8.84,-0.45,4.15
194.08,-8.84,-0.45,4.15
194.15,-8.84,-0.45,4.15
194.21,-8.84,-0.45,4.15
194.28,-8.84,-0.45,4.15
194.35,-8.84,-0.45,4.15
194.41,-8.84,-0.45,4.15
194.48,-8.84,-0.45,4.15
194.55,-8.84,-0.45,4.15
194.61,-8.84,-0.45,4.15
194.68,-8.84,-0.45,4.15
194.75,-8.84,-0.45,4.15
194.81,-8.84,-0.45,4.15
194.88,-8.84,-0.45,4.15
194.95,-8.84,-0.45,4.15
195.01,-8.84,-0.45,4.15
195.08,-8.84,-0.45,4.15
195.15,-8.84,-0.45,4.15
195.21,-8.84,-0.45,4.15
195.28,-8.84,-0.45,4.15
195.35,-8.84,-0.45,4.15
195.41,-8.84,-0.45,4.15
195.48,-8.84,-0.45,4.15
195.55,-8.84,-0.45,4.15
195.62,-8.84,-0.45,4.15
195.68,-8.84,-0.45,4.15
195.75,-8.84,-0.45,4.15
195.82,-8.84,-0.45,4.15
195.89,-8.84,-0.45,4.15
195.95,-8.84,-0.45,4.15
196.02,-8.84,-0.45,4.15
196.09,-8.84,-0.45,4.15
196.15,-8.84,-0.45,4.15
196.22,-8.84,-0.45,4.15
196.28,-8.84,-0.45,4.15
196.35,-8.84,-0.45,4.15
196.42,-8.84,-0.45,4.15
196.48,-8.84,-0.45,4.15
196.55,-8.84,-0.45,4.15
196.61,-8.84,-0.45,4.15
196.68,-8.84,-0.45,4.15
196.75,-8.84,-0.45,4.15
196.81,-8.84,-0.45,4.15
196.88,-8.84,-0.45,4.15
196.95,-8.84,-0.45,4.15
197.01,-8.84,-0.45,4.15
197.08,-8.84,-0.45,4.15
197.14,-8.84,-0.45,4.15
197.21,-8.84,-0.45,4.15
197.28,-8.84,-0.45,4.15
197.34,-8.84,-0.45,4.15
197.41,-8.84,-0.45,4.15
197.48,-8.84,-0.45,4.15
197.54,-8.84,-0.45,4.15
197.61,-8.84,-0.45,4.15
197.67,-8.84,-0.45,4.15
197.74,-8.84,-0.45,4.15
197.81,-8.84,-0.45,4.15
197.87,-8.84,-0.45,4.15
197.94,-8.84,-0.45,4.15
198.01,-8.84,-0.45,4.15
198.07,-8.84,-0.45,4.15
198.14,-8.84,-0.45,4.15
198.2,-8.84,-0.45,4.15
198.27,-8.84,-0.45,4.15
198.34,-8.84,-0.45,4.15
198.4,-8.84,-0.45,4.15
198.47,-8.84,-0.45,4.15
198.54,-8.84,-0.45,4.15
198.6,-8.84,-0.45,4.15
198.67,-8.84,-0.45,4.15
198.74,-8.84,-0.45,4.15
198.8,-8.84,-0.45,4.15
198.87,-8.84,-0.45,4.15
198.94,-8.84,-0.45,4.15
199.0,-8.84,-0.45,4.15
199.07,-8.84,-0.45,4.15
199.14,-8.84,-0.45,4.15
199.2,-8.84,-0.45,4.15
199.27,-8.84,-0.45,4.15
199.34,-8.84,-0.45,4.15
199.4,-8.84,-0.45,4.15
199.47,-8.84,-0.45,4.15
199.53,-8.84,-0.45,4.15
199.6,-8.84,-0.45,4.15
199.67,-8.84,-0.45,4.15
199.73,-8.84,-0.45,4.15
199.8,-8.84,-0.45,4.15
199.87,-8.84,-0.45,4.15
199.93,-8.84,-0.45,4.15
200.0,-8.84,-0.45,4.15
200.07,-8.84,-0.45,4.15
200.13,-8.84,-0.45,4.15
200.2,-8.84,-0.45,4.15
200.27,-8.84,-0.45,4.15
200.33,-8.84,-0.45,4.15
200.4,-8.84,-0.45,4.15
200.47,-8.84,-0.45,4.15
200.53,-8.84,-0.45,4.15
200.6,-8.84,-0.45,4.15
200.67,-8.84,-0.45,4.15
200.73,-8.84,-0.45,4.15
200.8,-8.84,-0.45,4.15
200.87,-8.84,-0.45,4.15
200.93,-8.84,-0.45,4.15
201.0,-8.84,-0.45,4.15
201.07,-8.84,-0.45,4.15
201.13,-8.84,-0.45,4.15
201.2,-8.84,-0.45,4.15
201.27,-8.84,-0.45,4.15
201.34,-8.84,-0.45,4.15
201.4,-8.84,-0.45,4.15
201.47,-8.84,-0.45,4.15
201.54,-8.84,-0.45,4.15
201.6,-8.84,-0.45,4.15
201.67,-8.84,-0.45,4.15
201.74,-8.84,-0.45,4.15
201.8,-8.84,-0.45,4.15
201.87,-8.84,-0.45,4.15
201.94,-8.84,-0.45,4.15
202.0,-8.84,-0.45,4.15
202.07,-8.84,-0.45,4.15
202.14,-8.84,-0.45,4.15
202.2,-8.84,-0.45,4.15
202.27,-8.84,-0.45,4.15
202.35,-8.84,-0.45,4.15
202.41,-8.84,-0.45,4.15
202.48,-8.84,-0.45,4.15
202.55,-8.84,-0.45,4.15
202.61,-8.84,-0.45,4.15
202.68,-8.84,-0.45,4.15
202.74,-8.84,-0.45,4.15
202.81,-8.84,-0.45,4.15
202.88,-8.84,-0.45,4.15
202.94,-8.84,-0.45,4.15
203.01,-8.84,-0.45,4.15
203.07,-8.84,-0.45,4.15
203.14,-8.84,-0.45,4.15
203.21,-8.84,-0.45,4.15
203.27,-8.84,-0.45,4.15
203.34,-8.84,-0.45,4.15
203.41,-8.84,-0.45,4.15
203.47,-8.84,-0.45,4.15
203.54,-8.84,-0.45,4.15
203.6,-8.84,-0.45,4.15
203.67,-8.84,-0.45,4.15
203.74,-8.84,-0.45,4.15
203.8,-8.84,-0.45,4.15
203.87,-8.84,-0.45,4.15
203.93,-8.84,-0.45,4.15
204.0,-8.84,-0.45,4.15
204.07,-8.84,-0.45,4.15
204.13,-8.84,-0.45,4.15
204.2,-8.84,-0.45,4.15
204.27,-8.84,-0.45,4.15
204.33,-8.84,-0.45,4.15
204.4,-8.84,-0.45,4.15
204.46,-8.84,-0.45,4.15
204.53,-8.84,-0.45,4.15
204.6,-8.84,-0.45,4.15
204.66,-8.84,-0.45,4.15
204.73,-8.84,-0.45,4.15
204.8,-8.84,-0.45,4.15
204.86,-8.84,-0.45,4.15
204.93,-8.84,-0.45,4.15
204.99,-8.84,-0.45,4.15
205.06,-8.84,-0.45,4.15
205.13,-8.84,-0.45,4.15
205.19,-8.84,-0.45,4.15
205.26,-8.84,-0.45,4.15
205.33,-8.84,-0.45,4.15
205.39,-8.84,-0.45,4.15
205.46,-8.84,-0.45,4.15
205.53,-8.84,-0.45,4.15
205.59,-8.84,-0.45,4.15
205.66,-8.84,-0.45,4.15
205.73,-8.84,-0.45,4.15
205.79,-8.84,-0.45,4.15
205.86,-8.84,-0.45,4.15
205.92,-8.84,-0.45,4.15
205.99,-8.84,-0.45,4.15
206.06,-8.84,-0.45,4.15
206.13,-8.84,-0.45,4.15
206.19,-8.84,-0.45,4.15
206.26,-8.84,-0.45,4.15
206.32,-8.84,-0.45,4.15
206.39,-8.84,-0.45,4.15
206.46,-8.84,-0.45,4.15
206.52,-8.84,-0.45,4.15
206.59,-8.84,-0.45,4.15
206.66,-8.84,-0.45,4.15
206.72,-8.84,-0.45,4.15
206.79,-8.84,-0.45,4.15
206.86,-8.84,-0.45,4.15
206.92,-8.84,-0.45,4.15
206.99,-8.84,-0.45,4.15
207.06,-8.84,-0.45,4.15
207.12,-8.84,-0.45,4.15
207.19,-8.84,-0.45,4.15
207.26,-8.84,-0.45,4.15
207.32,-8.84,-0.45,4.15
207.39,-8.84,-0.45,4.15
207.46,-8.84,-0.45,4.15
207.52,-8.84,-0.45,4.15
207.59,-8.84,-0.45,4.15
207.66,-8.84,-0.45,4.15
207.72,-8.84,-0.45,4.15
207.79,-8.84,-0.45,4.15
207.86,-8.84,-0.45,4.15
207.92,-8.84,-0.45,4.15
207.99,-8.84,-0.45,4.15
208.06,-8.84,-0.45,4.15
208.13,-8.84,-0.45,4.15
208.19,-8.84,-0.45,4.15
208.26,-8.84,-0.45,4.15
208.33,-8.84,-0.45,4.15
208.39,-8.84,-0.45,4.15
208.46,-8.84,-0.45,4.15
208.53,-8.84,-0.45,4.15
208.59,-8.84,-0.45,4.15
208.66,-8.84,-0.45,4.15
208.73,-8.84,-0.45,4.15
208.79,-8.84,-0.45,4.15
208.86,-8.84,-0.45,4.15
208.93,-8.84,-0.45,4.15
209.0,-8.84,-0.45,4.15
209.07,-8.84,-0.45,4.15
209.13,-8.84,-0.45,4.15
209.2,-8.84,-0.45,4.15
209.27,-8.84,-0.45,4.15
209.33,-8.84,-0.45,4.15
209.4,-8.84,-0.45,4.15
209.46,-8.84,-0.45,4.15
209.53,-8.84,-0.45,4.15
209.6,-8.84,-0.45,4.15
209.66,-8.84,-0.45,4.15
209.73,-8.84,-0.45,4.15
209.79,-8.84,-0.45,4.15
209.86,-8.84,-0.45,4.15
209.93,-8.84,-0.45,4.15
209.99,-8.84,-0.45,4.15
210.06,-8.84,-0.45,4.15
210.13,-8.84,-0.45,4.15
210.19,-8.84,-0.45,4.15
210.26,-8.84,-0.45,4.15
210.32,-8.84,-0.45,4.15
210.39,-8.84,-0.45,4.15
210.46,-8.84,-0.45,4.15
210.52,-8.84,-0.45,4.15
210.59,-8.84,-0.45,4.15
210.66,-8.84,-0.45,4.15
210.72,-8.84,-0.45,4.15
210.79,-8.84,-0.45,4.15
210.85,-8.84,-0.45,4.15
210.92,-8.84,-0.45,4.15
210.99,-8.84,-0.45,4.15
211.05,-8.84,-0.45,4.15
211.12,-8.84,-0.45,4.15
211.19,-8.84,-0.45,4.15
211.25,-8.84,-0.45,4.15
211.32,-8.84,-0.45,4.15
211.38,-8.84,-0.45,4.15
211.45,-8.84,-0.45,4.15
211.52,-8.84,-0.45,4.15
211.58,-8.84,-0.45,4.15
211.65,-8.84,-0.45,4.15
211.72,-8.84,-0.45,4.15
211.78,-8.84,-0.45,4.15
211.85,-8.84,-0.45,4.15
211.92,-8.84,-0.45,4.15
211.98,-8.84,-0.45,4.15
212.05,-8.84,-0.45,4.15
212.12,-8.84,-0.45,4.15
212.18,-8.84,-0.45,4.15
212.25,-8.84,-0.45,4.15
212.32,-8.84,-0.45,4.15
212.38,-8.84,-0.45,4.15
