ElapsedSec,AccX,AccY,AccZ
474.77,-8.84,-0.45,4.15
474.84,-8.84,-0.45,4.15
474.91,-8.84,-0.45,4.15
474.98,-8.84,-0.45,4.15
475.04,-8.84,-0.45,4.15
475.11,-8.84,-0.45,4.15
475.18,-8.84,-0.45,4.15
475.25,-8.84,-0.45,4.15
475.32,-8.84,-0.45,4.15
475.39,-8.84,-0.45,4.15
475.45,-8.84,-0.45,4.15
475.52,-8.84,-0.45,4.15
475.58,-8.84,-0.45,4.15
475.65,-8.84,-0.45,4.15
475.72,-8.84,-0.45,4.15
475.78,-8.84,-0.45,4.15
475.85,-8.84,-0.45,4.15
475.92,-8.84,-0.45,4.15
475.98,-8.84,-0.45,4.15
476.05,-8.84,-0.45,4.15
476.12,-8.84,-0.45,4.15
476.18,-8.84,-0.45,4.15
476.25,-8.84,-0.45,4.15
476.31,-8.84,-0.45,4.15
476.38,-8.84,-0.45,4.15
476.45,-8.84,-0.45,4.15
476.51,-8.84,-0.45,4.15
476.58,-8.84,-0.45,4.15
476.66,-8.84,-0.45,4.15
476.72,-8.84,-0.45,4.15
476.79,-8.84,-0.45,4.15
476.86,-8.84,-0.45,4.15
476.92,-8.84,-0.45,4.15
476.99,-8.84,-0.45,4.15
477.05,-8.84,-0.45,4.15
477.12,-8.84,-0.45,4.15
477.19,-8.84,-0.45,4.15
477.25,-8.84,-0.45,4.15
477.32,-8.84,-0.45,4.15
477.39,-8.84,-0.45,4.15
477.45,-8.84,-0.45,4.15
477.52,-8.84,-0.45,4.15
477.59,-8.84,-0.45,4.15
477.65,-8.84,-0.45,4.15
477.72,-8.84,-0.45,4.15
477.79,-8.84,-0.45,4.15
477.85,-8.84,-0.45,4.15
477.92,-8.84,-0.45,4.15
477.99,-8.84,-0.45,4.15
478.05,-8.84,-0.45,4.15
478.12,-8.84,-0.45,4.15
478.19,-8.84,-0.45,4.15
478.25,-8.84,-0.45,4.15
478.32,-8.84,-0.45,4.15
478.38,-8.84,-0.45,4.15
478.45,-8.84,-0.45,4.15
478.52,-8.84,-0.45,4.15
478.58,-8.84,-0.45,4.15
478.65,-8.84,-0.45,4.15
478.72,-8.84,-0.45,4.15
478.78,-8.84,-0.45,4.15
478.85,-8.84,-0.45,4.15
478.92,-8.84,-0.45,4.15
478.98,-8.84,-0.45,4.15
479.05,-8.84,-0.45,4.15
479.12,-8.84,-0.45,4.15
479.18,-8.84,-0.45,4.15
479.25,-8.84,-0.45,4.15
479.32,-8.84,-0.45,4.15
479.38,-8.84,-0.45,4.15
479.45,-8.84,-0.45,4.15
479.52,-8.84,-0.45,4.15
479.58,-8.84,-0.45,4.15
479.65,-8.84,-0.45,4.15
479.72,-8.84,-0.45,4.15
479.78,-8.84,-0.45,4.15
479.85,-8.84,-0.45,4.15
479.92,-8.84,-0.45,4.15
479.98,-8.84,-0.45,4.15
480.05,-8.84,-0.45,4.15
480.12,-8.84,-0.45,4.15
480.18,-8.84,-0.45,4.15
480.25,-8.84,-0.45,4.15
480.32,-8.84,-0.45,4.15
480.38,-8.84,-0.45,4.15
480.45,-8.84,-0.45,4.15
480.52,-8.84,-0.45,4.15
480.59,-8.84,-0.45,4.15
480.65,-8.84,-0.45,4.15
480.72,-8.84,-0.45,4.15
480.79,-8.84,-0.45,4.15
480.85,-8.84,-0.45,4.15
480.92,-8.84,-0.45,4.15
480.99,-8.84,-0.45,4.15
481.05,-8.84,-0.45,4.15
481.12,-8.84,-0.45,4.15
481.19,-8.84,-0.45,4.15
481.25,-8.84,-0.45,4.15
481.32,-8.84,-0.45,4.15
481.39,-8.84,-0.45,4.15
481.45,-8.84,-0.45,4.15
481.52,-8.84,-0.45,4.15
481.59,-8.84,-0.45,4.15
481.65,-8.84,-0.45,4.15
481.72,-8.84,-0.45,4.15
481.79,-8.84,-0.45,4.15
481.86,-8.84,-0.45,4.15
481.92,-8.84,-0.45,4.15
481.99,-8.84,-0.45,4.15
482.06,-8.84,-0.45,4.15
482.12,-8.84,-0.45,4.15
482.19,-8.84,-0.45,4.15
482.26,-8.84,-0.45,4.15
482.32,-8.84,-0.45,4.15
482.39,-8.84,-0.45,4.15
482.46,-8.84,-0.45,4.15
482.52,-8.84,-0.45,4.15
482.59,-8.84,-0.45,4.15
482.66,-8.84,-0.45,4.15
482.73,-8.84,-0.45,4.15
482.79,-8.84,-0.45,4.15
482.86,-8.84,-0.45,4.15
482.93,-8.84,-0.45,4.15
482.99,-8.84,-0.45,4.15
483.06,-8.84,-0.45,4.15
483.13,-8.84,-0.45,4.15
483.2,-8.84,-0.45,4.15
483.27,-8.84,-0.45,4.15
483.33,-8.84,-0.45,4.15
483.4,-8.84,-0.45,4.15
483.47,-8.84,-0.45,4.15
483.53,-8.84,-0.45,4.15
483.6,-8.84,-0.45,4.15
483.67,-8.84,-0.45,4.15
483.73,-8.84,-0.45,4.15
483.8,-8.84,-0.45,4.15
483.87,-8.84,-0.45,4.15
483.93,-8.84,-0.45,4.15
484.0,-8.84,-0.45,4.15
484.06,-8.84,-0.45,4.15
484.13,-8.84,-0.45,4.15
484.2,-8.84,-0.45,4.15
484.26,-8.84,-0.45,4.15
484.33,-8.84,-0.45,4.15
484.39,-8.84,-0.45,4.15
484.46,-8.84,-0.45,4.15
484.53,-8.84,-0.45,4.15
484.59,-8.84,-0.45,4.15
484.66,-8.84,-0.45,4.15
484.73,-8.84,-0.45,4.15
484.79,-8.84,-0.45,4.15
484.86,-8.84,-0.45,4.15
484.93,-8.84,-0.45,4.15
484.99,-8.84,-0.45,4.15
485.06,-8.84,-0.45,4.15
485.13,-8.84,-0.45,4.15
485.19,-8.84,-0.45,4.15
485.26,-8.84,-0.45,4.15
485.32,-8.84,-0.45,4.15
485.39,-8.84,-0.45,4.15
485.46,-8.84,-0.45,4.15
485.52,-8.84,-0.45,4.15
485.59,-8.84,-0.45,4.15
485.66,-8.84,-0.45,4.15
485.72,-8.84,-0.45,4.15
485.79,-8.84,-0.45,4.15
485.86,-8.84,-0.45,4.15
485.92,-8.84,-0.45,4.15
485.99,-8.84,-0.45,4.15
486.06,-8.84,-0.45,4.15
486.12,-8.84,-0.45,4.15
486.19,-8.84,-0.45,4.15
486.26,-8.84,-0.45,4.15
486.32,-8.84,-0.45,4.15
486.39,-8.84,-0.45,4.15
486.46,-8.84,-0.45,4.15
486.52,-8.84,-0.45,4.15
486.59,-8.84,-0.45,4.15
486.66,-8.84,-0.45,4.15
486.72,-8.84,-0.45,4.15
486.79,-8.84,-0.45,4.15
486.86,-8.84,-0.45,4.15
486.92,-8.84,-0.45,4.15
486.99,-8.84,-0.45,4.15
487.06,-8.84,-0.45,4.15
487.12,-8.84,-0.45,4.15
487.19,-8.84,-0.45,4.15
487.26,-8.84,-0.45,4.15
487.33,-8.84,-0.45,4.15
487.39,-8.84,-0.45,4.15
487.46,-8.84,-0.45,4.15
487.53,-8.84,-0.45,4.15
487.59,-8.84,-0.45,4.15
487.66,-8.84,-0.45,4.15
487.73,-8.84,-0.45,4.15
487.79,-8.84,-0.45,4.15
487.86,-8.84,-0.45,4.15
487.93,-8.84,-0.45,4.15
487.99,-8.84,-0.45,4.15
488.06,-8.84,-0.45,4.15
488.13,-8.84,-0.45,4.15
488.19,-8.84,-0.45,4.15
488.26,-8.84,-0.45,4.15
488.33,-8.84,-0.45,4.15
488.4,-8.84,-0.45,4.15
488.46,-8.84,-0.45,4.15
488.53,-8.84,-0.45,4.15
488.6,-8.84,-0.45,4.15
488.66,-8.84,-0.45,4.15
488.73,-8.84,-0.45,4.15
488.8,-8.84,-0.45,4.15
488.86,-8.84,-0.45,4.15
488.93,-8.84,-0.45,4.15
489.0,-8.84,-0.45,4.15
489.07,-8.84,-0.45,4.15
489.13,-8.84,-0.45,4.15
489.2,-8.84,-0.45,4.15
489.27,-8.84,-0.45,4.15
489.33,-8.84,-0.45,4.15
489.4,-8.84,-0.45,4.15
489.47,-8.84,-0.45,4.15
489.54,-8.84,-0.45,4.15
489.6,-8.84,-0.45,4.15
489.67,-8.84,-0.45,4.15
489.74,-8.84,-0.45,4.15
489.8,-8.84,-0.45,4.15
489.87,-8.84,-0.45,4.15
489.94,-8.84,-0.45,4.15
490.01,-8.84,-0.45,4.15
490.08,-8.84,-0.45,4.15
490.14,-8.84,-0.45,4.15
490.21,-8.84,-0.45,4.15
490.28,-8.84,-0.45,4.15
490.34,-8.84,-0.45,4.15
490.41,-8.84,-0.45,4.15
490.48,-8.84,-0.45,4.15
490.54,-8.84,-0.45,4.15
490.61,-8.84,-0.45,4.15
490.67,-8.84,-0.45,4.15
490.74,-8.84,-0.45,4.15
490.81,-8.84,-0.45,4.15
490.87,-8.84,-0.45,4.15
490.94,-8.84,-0.45,4.15
491.01,-8.84,-0.45,4.15
491.07,-8.84,-0.45,4.15
491.14,-8.84,-0.45,4.15
491.21,-8.84,-0.45,4.15
491.27,-8.84,-0.45,4.15
491.34,-8.84,-0.45,4.15
491.41,-8.84,-0.45,4.15
491.47,-8.84,-0.45,4.15
491.54,-8.84,-0.45,4.15
491.6,-8.84,-0.45,4.15
491.67,-8.84,-0.45,4.15
491.74,-8.84,-0.45,4.15
491.8,-8.84,-0.45,4.15
491.87,-8.84,-0.45,4.15
491.94,-8.84,-0.45,4.15
492.0,-8.84,-0.45,4.15
492.07,-8.84,-0.45,4.15
492.14,-8.84,-0.45,4.15
492.2,-8.84,-0.45,4.15
492.27,-8.84,-0.45,4.15
492.34,-8.84,-0.45,4.15
492.4,-8.84,-0.45,4.15
492.47,-8.84,-0.45,4.15
492.54,-8.84,-0.45,4.15
492.6,-8.84,-0.45,4.15
492.67,-8.84,-0.45,4.15
492.74,-8.84,-0.45,4.15
492.8,-8.84,-0.45,4.15
492.87,-8.84,-0.45,4.15
492.94,-8.84,-0.45,4.15
493.0,-8.84,-0.45,4.15
493.07,-8.84,-0.45,4.15
493.14,-8.84,-0.45,4.15
493.2,-8.84,-0.45,4.15
493.27,-8.84,-0.45,4.15
493.34,-8.84,-0.45,4.15
493.41,-8.84,-0.45,4.15
493.47,-8.84,-0.45,4.15
493.54,-8.84,-0.45,4.15
493.61,-8.84,-0.45,4.15
493.67,-8.84,-0.45,4.15
493.74,-8.84,-0.45,4.15
493.81,-8.84,-0.45,4.15
493.87,-8.84,-0.45,4.15
493.94,-8.84,-0.45,4.15
494.01,-8.84,-0.45,4.15
494.07,-8.84,-0.45,4.15
494.14,-8.84,-0.45,4.15
494.21,-8.84,-0.45,4.15
494.27,-8.84,-0.45,4.15
494.34,-8.84,-0.45,4.15
494.41,-8.84,-0.45,4.15
494.47,-8.84,-0.45,4.15
494.54,-8.84,-0.45,4.15
494.61,-8.84,-0.45,4.15
494.67,-8.84,-0.45,4.15
494.74,-8.84,-0.45,4.15
494.81,-8.84,-0.45,4.15
494.88,-8.84,-0.45,4.15
494.94,-8.84,-0.45,4.15
495.01,-8.84,-0.45,4.15
495.08,-8.84,-0.45,4.15
495.14,-8.84,-0.45,4.15
495.21,-8.84,-0.45,4.15
495.28,-8.84,-0.45,4.15
495.34,-8.84,-0.45,4.15
495.41,-8.84,-0.45,4.15
495.48,-8.84,-0.45,4.15
495.55,-8.84,-0.45,4.15
495.61,-8.84,-0.45,4.15
495.68,-8.84,-0.45,4.15
495.75,-8.84,-0.45,4.15
495.81,-8.84,-0.45,4.15
495.88,-8.84,-0.45,4.15
495.95,-8.84,-0.45,4.15
496.01,-8.84,-0.45,4.15
496.08,-8.84,-0.45,4.15
496.15,-8.84,-0.45,4.15
496.21,-8.84,-0.45,4.15
496.28,-8.84,-0.45,4.15
496.35,-8.84,-0.45,4.15
496.41,-8.84,-0.45,4.15
496.48,-8.84,-0.45,4.15
496.55,-8.84,-0.45,4.15
496.62,-8.84,-0.45,4.15
496.69,-8.84,-0.45,4.15
496.75,-8.84,-0.45,4.15
496.82,-8.84,-0.45,4.15
496.89,-8.84,-0.45,4.15
496.95,-8.84,-0.45,4.15
497.02,-8.84,-0.45,4.15
497.09,-8.84,-0.45,4.15
497.15,-8.84,-0.45,4.15
497.22,-8.84,-0.45,4.15
497.29,-8.84,-0.45,4.15
497.35,-8.84,-0.45,4.15
497.42,-8.84,-0.45,4.15
497.49,-8.84,-0.45,4.15
497.55,-8.84,-0.45,4.15
497.62,-8.84,-0.45,4.15
497.68,-8.84,-0.45,4.15
497.75,-8.84,-0.45,4.15
497.82,-8.84,-0.45,4.15
497.88,-8.84,-0.45,4.15
497.95,-8.84,-0.45,4.15
498.02,-8.84,-0.45,4.15
498.08,-8.84,-0.45,4.15
498.15,-8.84,-0.45,4.15
498.22,-8.84,-0.45,4.15
498.28,-8.84,-0.45,4.15
498.35,-8.84,-0.45,4.15
498.42,-8.84,-0.45,4.15
498.48,-8.84,-0.45,4.15
498.55,-8.84,-0.45,4.15
498.62,-8.84,-0.45,4.15
498.68,-8.84,-0.45,4.15
498.75,-8.84,-0.45,4.15
498.81,-8.84,-0.45,4.15
498.88,-8.84,-0.45,4.15
498.95,-8.84,-0.45,4.15
499.02,-8.84,-0.45,4.15
499.08,-8.84,-0.45,4.15
499.15,-8.84,-0.45,4.15
499.22,-8.84,-0.45,4.15
499.28,-8.84,-0.45,4.15
499.35,-8.84,-0.45,4.15
499.42,-8.84,-0.45,4.15
499.48,-8.84,-0.45,4.15
499.55,-8.84,-0.45,4.15
499.62,-8.84,-0.45,4.15
499.68,-8.84,-0.45,4.15
499.75,-8.84,-0.45,4.15
499.82,-8.84,-0.45,4.15
499.88,-8.84,-0.45,4.15
499.95,-8.84,-0.45,4.15
500.02,-8.84,-0.45,4.15
500.08,-8.84,-0.45,4.15
500.15,-8.84,-0.45,4.15
500.22,-8.84,-0.45,4.15
500.28,-8.84,-0.45,4.15
500.35,-8.84,-0.45,4.15
500.42,-8.84,-0.45,4.15
500.49,-8.84,-0.45,4.15
500.55,-8.84,-0.45,4.15
500.62,-8.84,-0.45,4.15
500.69,-8.84,-0.45,4.15
500.75,-8.84,-0.45,4.15
500.82,-8.84,-0.45,4.15
500.89,-8.84,-0.45,4.15
500.95,-8.84,-0.45,4.15
501.02,-8.84,-0.45,4.15
501.09,-8.84,-0.45,4.15
501.15,-8.84,-0.45,4.15
501.22,-8.84,-0.45,4.15
501.29,-8.84,-0.45,4.15
501.35,-8.84,-0.45,4.15
501.42,-8.84,-0.45,4.15
501.49,-8.84,-0.45,4.15
501.55,-8.84,-0.45,4.15
501.62,-8.84,-0.45,4.15
501.69,-8.84,-0.45,4.15
501.76,-8.84,-0.45,4.15
501.82,-8.84,-0.45,4.15
501.89,-8.84,-0.45,4.15
501.96,-8.84,-0.45,4.15
502.03,-8.84,-0.45,4.15
502.09,-8.84,-0.45,4.15
502.16,-8.84,-0.45,4.15
502.23,-8.84,-0.45,4.15
502.29,-8.84,-0.45,4.15
502.36,-8.84,-0.45,4.15
502.43,-8.84,-0.45,4.15
502.49,-8.84,-0.45,4.15
502.56,-8.84,-0.45,4.15
502.63,-8.84,-0.45,4.15
502.69,-8.84,-0.45,4.15
502.76,-8.84,-0.45,4.15
502.83,-8.84,-0.45,4.15
502.9,-8.84,-0.45,4.15
502.96,-8.84,-0.45,4.15
503.03,-8.84,-0.45,4.15
503.1,-8.84,-0.45,4.15
503.17,-8.84,-0.45,4.15
503.24,-8.84,-0.45,4.15
503.31,-8.84,-0.45,4.15
503.37,-8.84,-0.45,4.15
503.44,-8.84,-0.45,4.15
503.5,-8.84,-0.45,4.15
503.57,-8.84,-0.45,4.15
503.64,-8.84,-0.45,4.15
503.7,-8.84,-0.45,4.15
503.77,-8.84,-0.45,4.15
503.84,-8.84,-0.45,4.15
503.9,-8.84,-0.45,4.15
503.97,-8.84,-0.45,4.15
504.03,-8.84,-0.45,4.15
504.1,-8.84,-0.45,4.15
504.17,-8.84,-0.45,4.15
504.23,-8.84,-0.45,4.15
504.3,-8.84,-0.45,4.15
504.37,-8.84,-0.45,4.15
504.43,-8.84,-0.45,4.15
504.5,-8.84,-0.45,4.15
504.57,-8.84,-0.45,4.15
504.63,-8.84,-0.45,4.15
504.7,-8.84,-0.45,4.15
504.77,-8.84,-0.45,4.15
504.83,-8.84,-0.45,4.15
504.9,-8.84,-0.45,4.15
504.97,-8.84,-0.45,4.15
505.03,-8.84,-0.45,4.15
505.1,-8.84,-0.45,4.15
505.17,-8.84,-0.45,4.15
505.23,-8.84,-0.45,4.15
505.3,-8.84,-0.45,4.15
505.37,-8.84,-0.45,4.15
505.43,-8.84,-0.45,4.15
505.5,-8.84,-0.45,4.15
505.57,-8.84,-0.45,4.15
505.63,-8.84,-0.45,4.15
505.7,-8.84,-0.45,4.15
505.77,-8.84,-0.45,4.15
505.83,-8.84,-0.45,4.15
505.9,-8.84,-0.45,4.15
505.97,-8.84,-0.45,4.15
506.03,-8.84,-0.45,4.15
506.1,-8.84,-0.45,4.15
506.17,-8.84,-0.45,4.15
506.23,-8.84,-0.45,4.15
506.3,-8.84,-0.45,4.15
506.37,-8.84,-0.45,4.15
506.43,-8.84,-0.45,4.15
506.5,-8.84,-0.45,4.15
506.57,-8.84,-0.45,4.15
506.63,-8.84,-0.45,4.15
506.7,-8.84,-0.45,4.15
506.77,-8.84,-0.45,4.15
506.83,-8.84,-0.45,4.15
506.9,-8.84,-0.45,4.15
506.97,-8.84,-0.45,4.15
507.03,-8.84,-0.45,4.15
507.1,-8.84,-0.45,4.15
507.17,-8.84,-0.45,4.15
507.23,-8.84,-0.45,4.15
507.3,-8.84,-0.45,4.15
507.37,-8.84,-0.45,4.15
507.43,-8.84,-0.45,4.15
507.5,-8.84,-0.45,4.15
507.57,-8.84,-0.45,4.15
507.64,-8.84,-0.45,4.15
507.7,-8.84,-0.45,4.15
507.77,-8.84,-0.45,4.15
507.84,-8.84,-0.45,4.15
507.9,-8.84,-0.45,4.15
507.97,-8.84,-0.45,4.15
508.04,-8.84,-0.45,4.15
508.1,-8.84,-0.45,4.15
508.17,-8.84,-0.45,4.15
508.24,-8.84,-0.45,4.15
508.3,-8.84,-0.45,4.15
508.37,-8.84,-0.45,4.15
508.44,-8.84,-0.45,4.15
508.5,-8.84,-0.45,4.15
508.57,-8.84,-0.45,4.15
508.64,-8.84,-0.45,4.15
508.71,-8.84,-0.45,4.15
508.77,-8.84,-0.45,4.15
508.84,-8.84,-0.45,4.15
508.91,-8.84,-0.45,4.15
508.97,-8.84,-0.45,4.15
509.04,-8.84,-0.45,4.15
509.11,-8.84,-0.45,4.15
509.17,-8.84,-0.45,4.15
509.24,-8.84,-0.45,4.15
509.31,-8.84,-0.45,4.15
509.38,-8.84,-0.45,4.15
509.44,-8.84,-0.45,4.15
509.51,-8.84,-0.45,4.15
509.59,-8.84,-0.45,4.15
509.66,-8.84,-0.45,4.15
509.72,-8.84,-0.45,4.15
509.79,-8.84,-0.45,4.15
509.85,-8.84,-0.45,4.15
509.92,-8.84,-0.45,4.15
509.99,-8.84,-0.45,4.15
510.05,-8.84,-0.45,4.15
510.12,-8.84,-0.45,4.15
510.19,-8.84,-0.45,4.15
510.25,-8.84,-0.45,4.15
510.32,-8.84,-0.45,4.15
510.38,-8.84,-0.45,4.15
510.45,-8.84,-0.45,4.15
510.52,-8.84,-0.45,4.15
510.58,-8.84,-0.45,4.15
510.65,-8.84,-0.45,4.15
510.72,-8.84,-0.45,4.15
510.78,-8.84,-0.45,4.15
510.85,-8.84,-0.45,4.15
510.92,-8.84,-0.45,4.15
510.98,-8.84,-0.45,4.15
511.05,-8.84,-0.45,4.15
511.11,-8.84,-0.45,4.15
511.18,-8.84,-0.45,4.15
511.25,-8.84,-0.45,4.15
511.31,-8.84,-0.45,4.15
511.38,-8.84,-0.45,4.15
511.45,-8.84,-0.45,4.15
511.51,-8.84,-0.45,4.15
511.58,-8.84,-0.45,4.15
511.65,-8.84,-0.45,4.15
511.71,-8.84,-0.45,4.15
511.78,-8.84,-0.45,4.15
511.84,-8.84,-0.45,4.15
511.91,-8.84,-0.45,4.15
511.98,-8.84,-0.45,4.15
512.04,-8.84,-0.45,4.15
512.11,-8.84,-0.45,4.15
512.18,-8.84,-0.45,4.15
512.24,-8.84,-0.45,4.15
512.31,-8.84,-0.45,4.15
512.38,-8.84,-0.45,4.15
512.45,-8.84,-0.45,4.15
512.51,-8.84,-0.45,4.15
512.58,-8.84,-0.45,4.15
512.65,-8.84,-0.45,4.15
512.71,-8.84,-0.45,4.15
512.78,-8.84,-0.45,4.15
512.85,-8.84,-0.45,4.15
512.91,-8.84,-0.45,4.15
512.98,-8.84,-0.45,4.15
513.05,-8.84,-0.45,4.15
513.11,-8.84,-0.45,4.15
513.18,-8.84,-0.45,4.15
513.25,-8.84,-0.45,4.15
513.31,-8.84,-0.45,4.15
513.38,-8.84,-0.45,4.15
513.45,-8.84,-0.45,4.15
513.51,-8.84,-0.45,4.15
513.58,-8.84,-0.45,4.15
513.65,-8.84,-0.45,4.15
513.71,-8.84,-0.45,4.15
513.78,-8.84,-0.45,4.15
513.85,-8.84,-0.45,4.15
513.91,-8.84,-0.45,4.15
513.98,-8.84,-0.45,4.15
514.05,-8.84,-0.45,4.15
514.12,-8.84,-0.45,4.15
514.18,-8.84,-0.45,4.15
514.25,-8.84,-0.45,4.15
514.32,-8.84,-0.45,4.15
514.38,-8.84,-0.45,4.15
514.45,-8.84,-0.45,4.15
514.52,-8.84,-0.45,4.15
514.58,-8.84,-0.45,4.15
514.65,-8.84,-0.45,4.15
514.72,-8.84,-0.45,4.15
514.79,-8.84,-0.45,4.15
514.85,-8.84,-0.45,4.15
514.92,-8.84,-0.45,4.15
514.99,-8.84,-0.45,4.15
515.05,-8.84,-0.45,4.15
515.12,-8.84,-0.45,4.15
515.19,-8.84,-0.45,4.15
515.25,-8.84,-0.45,4.15
515.32,-8.84,-0.45,4.15
515.39,-8.84,-0.45,4.15
515.46,-8.84,-0.45,4.15
515.52,-8.84,-0.45,4.15
515.59,-8.84,-0.45,4.15
515.66,-8.84,-0.45,4.15
515.72,-8.84,-0.45,4.15
515.79,-8.84,-0.45,4.15
515.86,-8.84,-0.45,4.15
515.93,-8.84,-0.45,4.15
515.99,-8.84,-0.45,4.15
516.06,-8.84,-0.45,4.15
516.13,-8.84,-0.45,4.15
516.19,-8.84,-0.45,4.15
516.27,-8.84,-0.45,4.15
516.33,-8.84,-0.45,4.15
516.4,-8.84,-0.45,4.15
516.47,-8.84,-0.45,4.15
516.53,-8.84,-0.45,4.15
516.6,-8.84,-0.45,4.15
516.67,-8.84,-0.45,4.15
516.73,-8.84,-0.45,4.15
516.8,-8.84,-0.45,4.15
516.87,-8.84,-0.45,4.15
516.93,-8.84,-0.45,4.15
517.0,-8.84,-0.45,4.15
517.06,-8.84,-0.45,4.15
517.13,-8.84,-0.45,4.15
517.2,-8.84,-0.45,4.15
517.27,-8.84,-0.45,4.15
517.33,-8.84,-0.45,4.15
517.4,-8.84,-0.45,4.15
517.46,-8.84,-0.45,4.15
517.53,-8.84,-0.45,4.15
517.6,-8.84,-0.45,4.15
517.67,-8.84,-0.45,4.15
517.74,-8.84,-0.45,4.15
517.81,-8.84,-0.45,4.15
517.87,-8.84,-0.45,4.15
517.94,-8.84,-0.45,4.15
518.0,-8.84,-0.45,4.15
518.07,-8.84,-0.45,4.15
518.14,-8.84,-0.45,4.15
518.2,-8.84,-0.45,4.15
518.27,-8.84,-0.45,4.15
518.34,-8.84,-0.45,4.15
518.4,-8.84,-0.45,4.15
518.47,-8.84,-0.45,4.15
518.53,-8.84,-0.45,4.15
518.6,-8.84,-0.45,4.15
518.67,-8.84,-0.45,4.15
518.73,-8.84,-0.45,4.15
518.8,-8.84,-0.45,4.15
518.87,-8.84,-0.45,4.15
518.93,-8.84,-0.45,4.15
519.0,-8.84,-0.45,4.15
519.06,-8.84,-0.45,4.15
519.13,-8.84,-0.45,4.15
519.2,-8.84,-0.45,4.15
519.26,-8.84,-0.45,4.15
519.33,-8.84,-0.45,4.15
519.4,-8.84,-0.45,4.15
519.46,-8.84,-0.45,4.15
519.53,-8.84,-0.45,4.15
519.6,-8.84,-0.45,4.15
519.66,-8.84,-0.45,4.15
519.73,-8.84,-0.45,4.15
519.79,-8.84,-0.45,4.15
519.86,-8.84,-0.45,4.15
519.93,-8.84,-0.45,4.15
519.99,-8.84,-0.45,4.15
520.06,-8.84,-0.45,4.15
520.13,-8.84,-0.45,4.15
520.19,-8.84,-0.45,4.15
520.26,-8.84,-0.45,4.15
520.33,-8.84,-0.45,4.15
520.39,-8.84,-0.45,4.15
520.46,-8.84,-0.45,4.15
520.53,-8.84,-0.45,4.15
520.59,-8.84,-0.45,4.15
520.66,-8.84,-0.45,4.15
520.73,-8.84,-0.45,4.15
520.79,-8.84,-0.45,4.15
520.86,-8.84,-0.45,4.15
520.93,-8.84,-0.45,4.15
520.99,-8.84,-0.45,4.15
521.06,-8.84,-0.45,4.15
521.13,-8.84,-0.45,4.15
521.19,-8.84,-0.45,4.15
521.26,-8.84,-0.45,4.15
521.33,-8.84,-0.45,4.15
521.39,-8.84,-0.45,4.15
521.46,-8.84,-0.45,4.15
521.53,-8.84,-0.45,4.15
521.59,-8.84,-0.45,4.15
521.66,-8.84,-0.45,4.15
521.73,-8.84,-0.45,4.15
521.79,-8.84,-0.45,4.15
521.86,-8.84,-0.45,4.15
521.93,-8.84,-0.45,4.15
521.99,-8.84,-0.45,4.15
522.06,-8.84,-0.45,4.15
522.13,-8.84,-0.45,4.15
522.19,-8.84,-0.45,4.15
522.26,-8.84,-0.45,4.15
522.33,-8.84,-0.45,4.15
522.39,-8.84,-0.45,4.15
522.46,-8.84,-0.45,4.15
522.53,-8.84,-0.45,4.15
522.59,-8.84,-0.45,4.15
522.66,-8.84,-0.45,4.15
522.73,-8.84,-0.45,4.15
522.8,-8.84,-0.45,4.15
522.86,-8.84,-0.45,4.15
522.93,-8.84,-0.45,4.15
523.0,-8.84,-0.45,4.15
523.06,-8.84,-0.45,4.15
523.13,-8.84,-0.45,4.15
523.2,-8.84,-0.45,4.15
523.26,-8.84,-0.45,4.15
523.33,-8.84,-0.45,4.15
523.4,-8.84,-0.45,4.15
523.47,-8.84,-0.45,4.15
523.53,-8.84,-0.45,4.15
523.6,-8.84,-0.45,4.15
523.67,-8.84,-0.45,4.15
523.73,-8.84,-0.45,4.15
523.8,-8.84,-0.45,4.15
523.87,-8.84,-0.45,4.15
523.94,-8.84,-0.45,4.15
524.0,-8.84,-0.45,4.15
524.07,-8.84,-0.45,4.15
524.14,-8.84,-0.45,4.15
524.21,-8.84,-0.45,4.15
524.27,-8.84,-0.45,4.15
524.35,-8.84,-0.45,4.15
524.41,-8.84,-0.45,4.15
524.48,-8.84,-0.45,4.15
524.54,-8.84,-0.45,4.15
524.61,-8.84,-0.45,4.15
524.68,-8.84,-0.45,4.15
524.74,-8.84,-0.45,4.15
524.81,-8.84,-0.45,4.15
524.88,-8.84,-0.45,4.15
524.94,-8.84,-0.45,4.15
525.01,-8.84,-0.45,4.15
525.08,-8.84,-0.45,4.15
525.14,-8.84,-0.45,4.15
525.21,-8.84,-0.45,4.15
525.27,-8.84,-0.45,4.15
525.34,-8.84,-0.45,4.15
525.41,-8.84,-0.45,4.15
525.47,-8.84,-0.45,4.15
525.54,-8.84,-0.45,4.15
525.61,-8.84,-0.45,4.15
525.67,-8.84,-0.45,4.15
525.74,-8.84,-0.45,4.15
525.8,-8.84,-0.45,4.15
525.87,-8.84,-0.45,4.15
525.94,-8.84,-0.45,4.15
526.0,-8.84,-0.45,4.15
526.07,-8.84,-0.45,4.15
526.14,-8.84,-0.45,4.15
526.2,-8.84,-0.45,4.15
526.27,-8.84,-0.45,4.15
526.34,-8.84,-0.45,4.15
526.4,-8.84,-0.45,4.15
526.47,-8.84,-0.45,4.15
526.54,-8.84,-0.45,4.15
