ElapsedSec,ConeDir,ConeProb,ConeMethod,ObstacleDist
27.33,0.5,0.0,,999.0
27.39,0.5,0.0,,999.0
27.46,0.5,0.0,,999.0
27.52,0.5,0.0,,999.0
27.59,0.5,0.0,,999.0
27.66,0.5,0.0,,999.0
27.72,0.5,0.0,,999.0
27.79,0.5,0.0,,999.0
27.86,0.5,0.0,,999.0
27.92,0.5,0.0,,999.0
27.99,0.5,0.0,,999.0
28.05,0.5,0.0,,999.0
28.12,0.5,0.0,,999.0
28.19,0.5,0.0,,999.0
28.25,0.5,0.0,,999.0
28.32,0.5,0.0,,999.0
28.39,0.5,0.0,,999.0
28.45,0.5,0.0,,999.0
28.52,0.5,0.0,,999.0
28.59,0.5,0.0,,999.0
28.65,0.5,0.0,,999.0
28.72,0.5,0.0,,999.0
28.79,0.5,0.0,,999.0
28.85,0.5,0.0,,999.0
28.92,0.5,0.0,,999.0
28.99,0.5,0.0,,999.0
29.05,0.5,0.0,,999.0
29.12,0.5,0.0,,999.0
29.19,0.5,0.0,,999.0
29.25,0.5,0.0,,999.0
29.32,0.5,0.0,,999.0
29.39,0.5,0.0,,999.0
29.45,0.5,0.0,,999.0
29.52,0.5,0.0,,999.0
29.58,0.5,0.0,,999.0
29.65,0.5,0.0,,999.0
29.72,0.5,0.0,,999.0
29.78,0.5,0.0,,999.0
29.85,0.5,0.0,,999.0
29.92,0.5,0.0,,999.0
29.98,0.5,0.0,,999.0
30.05,0.5,0.0,,999.0
30.12,0.5,0.0,,999.0
30.18,0.5,0.0,,999.0
30.25,0.5,0.0,,999.0
30.32,0.5,0.0,,999.0
30.38,0.5,0.0,,999.0
30.45,0.5,0.0,,999.0
30.52,0.5,0.0,,999.0
30.58,0.5,0.0,,999.0
30.65,0.5,0.0,,999.0
30.71,0.5,0.0,,999.0
30.78,0.5,0.0,,999.0
30.85,0.5,0.0,,999.0
30.91,0.5,0.0,,999.0
30.98,0.5,0.0,,999.0
31.05,0.5,0.0,,999.0
31.11,0.5,0.0,,999.0
31.18,0.5,0.0,,999.0
31.25,0.5,0.0,,999.0
31.31,0.5,0.0,,999.0
31.38,0.5,0.0,,999.0
31.45,0.5,0.0,,999.0
31.52,0.5,0.0,,999.0
31.58,0.5,0.0,,999.0
31.65,0.5,0.0,,999.0
31.72,0.5,0.0,,999.0
31.79,0.5,0.0,,999.0
31.85,0.5,0.0,,999.0
31.92,0.5,0.0,,999.0
31.99,0.5,0.0,,999.0
32.05,0.5,0.0,,999.0
32.12,0.5,0.0,,999.0
32.18,0.5,0.0,,999.0
32.25,0.5,0.0,,999.0
32.32,0.5,0.0,,999.0
32.38,0.5,0.0,,999.0
32.45,0.5,0.0,,999.0
32.51,0.5,0.0,,999.0
32.58,0.5,0.0,,999.0
32.65,0.5,0.0,,999.0
32.71,0.5,0.0,,999.0
32.78,0.5,0.0,,999.0
32.84,0.5,0.0,,999.0
32.91,0.5,0.0,,999.0
32.98,0.5,0.0,,999.0
33.04,0.5,0.0,,999.0
33.11,0.5,0.0,,999.0
33.17,0.5,0.0,,999.0
33.24,0.5,0.0,,999.0
33.31,0.5,0.0,,999.0
33.37,0.5,0.0,,999.0
33.44,0.5,0.0,,999.0
33.51,0.5,0.0,,999.0
