ElapsedSec,ConeDir,ConeProb,ConeMethod,ObstacleDist
166.43,0.5,0.0,,999.0
166.5,0.5,0.0,,999.0
166.57,0.5,0.0,,999.0
166.63,0.5,0.0,,999.0
166.7,0.5,0.0,,999.0
166.77,0.5,0.0,,999.0
166.83,0.5,0.0,,999.0
166.9,0.5,0.0,,999.0
166.97,0.5,0.0,,999.0
167.03,0.5,0.0,,999.0
167.1,0.5,0.0,,999.0
167.17,0.5,0.0,,999.0
167.24,0.5,0.0,,999.0
167.3,0.5,0.0,,999.0
167.37,0.5,0.0,,999.0
167.43,0.5,0.0,,999.0
167.5,0.5,0.0,,999.0
167.57,0.5,0.0,,999.0
167.63,0.5,0.0,,999.0
167.7,0.5,0.0,,999.0
167.78,0.5,0.0,,999.0
167.84,0.5,0.0,,999.0
167.91,0.5,0.0,,999.0
167.97,0.5,0.0,,999.0
168.04,0.5,0.0,,999.0
168.11,0.5,0.0,,999.0
168.17,0.5,0.0,,999.0
168.24,0.5,0.0,,999.0
168.31,0.5,0.0,,999.0
168.37,0.5,0.0,,999.0
168.44,0.5,0.0,,999.0
168.5,0.5,0.0,,999.0
168.57,0.5,0.0,,999.0
168.64,0.5,0.0,,999.0
168.7,0.5,0.0,,999.0
168.77,0.5,0.0,,999.0
168.83,0.5,0.0,,999.0
168.9,0.5,0.0,,999.0
168.96,0.5,0.0,,999.0
169.03,0.5,0.0,,999.0
169.1,0.5,0.0,,999.0
169.16,0.5,0.0,,999.0
169.23,0.5,0.0,,999.0
169.3,0.5,0.0,,999.0
169.36,0.5,0.0,,999.0
169.43,0.5,0.0,,999.0
169.49,0.5,0.0,,999.0
169.56,0.5,0.0,,999.0
169.63,0.5,0.0,,999.0
169.69,0.5,0.0,,999.0
169.76,0.5,0.0,,999.0
169.82,0.5,0.0,,999.0
169.89,0.5,0.0,,999.0
169.96,0.5,0.0,,999.0
170.02,0.5,0.0,,999.0
170.09,0.5,0.0,,999.0
170.15,0.5,0.0,,999.0
170.22,0.5,0.0,,999.0
170.29,0.5,0.0,,999.0
170.35,0.5,0.0,,999.0
170.42,0.5,0.0,,999.0
170.49,0.5,0.0,,999.0
170.55,0.5,0.0,,999.0
170.62,0.5,0.0,,999.0
170.69,0.5,0.0,,999.0
170.75,0.5,0.0,,999.0
170.82,0.5,0.0,,999.0
170.88,0.5,0.0,,999.0
170.95,0.5,0.0,,999.0
171.02,0.5,0.0,,999.0
171.08,0.5,0.0,,999.0
171.15,0.5,0.0,,999.0
171.22,0.5,0.0,,999.0
171.28,0.5,0.0,,999.0
171.35,0.5,0.0,,999.0
171.42,0.5,0.0,,999.0
171.48,0.5,0.0,,999.0
171.55,0.5,0.0,,999.0
171.62,0.5,0.0,,999.0
171.68,0.5,0.0,,999.0
171.75,0.5,0.0,,999.0
171.81,0.5,0.0,,999.0
171.88,0.5,0.0,,999.0
171.95,0.5,0.0,,999.0
172.01,0.5,0.0,,999.0
172.08,0.5,0.0,,999.0
172.15,0.5,0.0,,999.0
172.21,0.5,0.0,,999.0
172.28,0.5,0.0,,999.0
172.35,0.5,0.0,,999.0
172.41,0.5,0.0,,999.0
172.48,0.5,0.0,,999.0
172.55,0.5,0.0,,999.0
172.61,0.5,0.0,,999.0
172.68,0.5,0.0,,999.0
172.75,0.5,0.0,,999.0
172.81,0.5,0.0,,999.0
172.88,0.5,0.0,,999.0
172.95,0.5,0.0,,999.0
173.01,0.5,0.0,,999.0
173.08,0.5,0.0,,999.0
173.15,0.5,0.0,,999.0
173.21,0.5,0.0,,999.0
173.28,0.5,0.0,,999.0
173.34,0.5,0.0,,999.0
173.41,0.5,0.0,,999.0
173.48,0.5,0.0,,999.0
173.55,0.5,0.0,,999.0
173.61,0.5,0.0,,999.0
173.68,0.5,0.0,,999.0
173.75,0.5,0.0,,999.0
173.81,0.5,0.0,,999.0
173.88,0.5,0.0,,999.0
173.95,0.5,0.0,,999.0
174.01,0.5,0.0,,999.0
174.09,0.5,0.0,,999.0
174.15,0.5,0.0,,999.0
174.22,0.5,0.0,,999.0
174.28,0.5,0.0,,999.0
174.35,0.5,0.0,,999.0
174.41,0.5,0.0,,999.0
174.48,0.5,0.0,,999.0
174.55,0.5,0.0,,999.0
174.61,0.5,0.0,,999.0
174.68,0.5,0.0,,999.0
174.75,0.5,0.0,,999.0
174.81,0.5,0.0,,999.0
174.88,0.5,0.0,,999.0
174.94,0.5,0.0,,999.0
175.01,0.5,0.0,,999.0
175.08,0.5,0.0,,999.0
175.14,0.5,0.0,,999.0
175.21,0.5,0.0,,999.0
175.27,0.5,0.0,,999.0
175.34,0.5,0.0,,999.0
175.41,0.5,0.0,,999.0
175.47,0.5,0.0,,999.0
175.54,0.5,0.0,,999.0
175.61,0.5,0.0,,999.0
175.67,0.5,0.0,,999.0
175.74,0.5,0.0,,999.0
175.81,0.5,0.0,,999.0
175.87,0.5,0.0,,999.0
175.94,0.5,0.0,,999.0
176.0,0.5,0.0,,999.0
176.07,0.5,0.0,,999.0
176.14,0.5,0.0,,999.0
176.2,0.5,0.0,,999.0
176.27,0.5,0.0,,999.0
176.33,0.5,0.0,,999.0
176.4,0.5,0.0,,999.0
176.47,0.5,0.0,,999.0
176.53,0.5,0.0,,999.0
176.6,0.5,0.0,,999.0
176.66,0.5,0.0,,999.0
176.73,0.5,0.0,,999.0
176.8,0.5,0.0,,999.0
176.86,0.5,0.0,,999.0
176.93,0.5,0.0,,999.0
177.0,0.5,0.0,,999.0
177.06,0.5,0.0,,999.0
177.13,0.5,0.0,,999.0
177.2,0.5,0.0,,999.0
177.26,0.5,0.0,,999.0
177.33,0.5,0.0,,999.0
177.39,0.5,0.0,,999.0
177.46,0.5,0.0,,999.0
177.53,0.5,0.0,,999.0
177.59,0.5,0.0,,999.0
177.66,0.5,0.0,,999.0
177.73,0.5,0.0,,999.0
177.79,0.5,0.0,,999.0
177.86,0.5,0.0,,999.0
177.93,0.5,0.0,,999.0
177.99,0.5,0.0,,999.0
178.06,0.5,0.0,,999.0
178.12,0.5,0.0,,999.0
178.19,0.5,0.0,,999.0
178.26,0.5,0.0,,999.0
178.32,0.5,0.0,,999.0
178.39,0.5,0.0,,999.0
178.46,0.5,0.0,,999.0
178.52,0.5,0.0,,999.0
178.59,0.5,0.0,,999.0
178.66,0.5,0.0,,999.0
178.72,0.5,0.0,,999.0
178.79,0.5,0.0,,999.0
178.86,0.5,0.0,,999.0
178.92,0.5,0.0,,999.0
178.99,0.5,0.0,,999.0
179.06,0.5,0.0,,999.0
179.12,0.5,0.0,,999.0
179.19,0.5,0.0,,999.0
179.26,0.5,0.0,,999.0
179.32,0.5,0.0,,999.0
179.39,0.5,0.0,,999.0
179.46,0.5,0.0,,999.0
179.52,0.5,0.0,,999.0
179.59,0.5,0.0,,999.0
179.66,0.5,0.0,,999.0
179.72,0.5,0.0,,999.0
179.79,0.5,0.0,,999.0
179.86,0.5,0.0,,999.0
179.92,0.5,0.0,,999.0
179.99,0.5,0.0,,999.0
180.06,0.5,0.0,,999.0
180.13,0.5,0.0,,999.0
180.19,0.5,0.0,,999.0
180.26,0.5,0.0,,999.0
180.33,0.5,0.0,,999.0
180.4,0.5,0.0,,999.0
180.46,0.5,0.0,,999.0
180.53,0.5,0.0,,999.0
180.6,0.5,0.0,,999.0
180.66,0.5,0.0,,999.0
180.73,0.5,0.0,,999.0
180.79,0.5,0.0,,999.0
180.86,0.5,0.0,,999.0
180.93,0.5,0.0,,999.0
180.99,0.5,0.0,,999.0
181.06,0.5,0.0,,999.0
181.13,0.5,0.0,,999.0
181.19,0.5,0.0,,999.0
181.26,0.5,0.0,,999.0
181.32,0.5,0.0,,999.0
181.39,0.5,0.0,,999.0
181.46,0.5,0.0,,999.0
181.52,0.5,0.0,,999.0
181.59,0.5,0.0,,999.0
181.65,0.5,0.0,,999.0
181.72,0.5,0.0,,999.0
181.79,0.5,0.0,,999.0
181.85,0.5,0.0,,999.0
181.92,0.5,0.0,,999.0
181.98,0.5,0.0,,999.0
182.05,0.5,0.0,,999.0
182.12,0.5,0.0,,999.0
182.18,0.5,0.0,,999.0
182.25,0.5,0.0,,999.0
182.32,0.5,0.0,,999.0
182.38,0.5,0.0,,999.0
182.45,0.5,0.0,,999.0
182.52,0.5,0.0,,999.0
182.58,0.5,0.0,,999.0
182.65,0.5,0.0,,999.0
182.71,0.5,0.0,,999.0
182.78,0.5,0.0,,999.0
182.85,0.5,0.0,,999.0
182.91,0.5,0.0,,999.0
182.98,0.5,0.0,,999.0
183.05,0.5,0.0,,999.0
183.11,0.5,0.0,,999.0
183.18,0.5,0.0,,999.0
183.24,0.5,0.0,,999.0
183.31,0.5,0.0,,999.0
183.38,0.5,0.0,,999.0
183.44,0.5,0.0,,999.0
183.51,0.5,0.0,,999.0
183.58,0.5,0.0,,999.0
183.64,0.5,0.0,,999.0
183.71,0.5,0.0,,999.0
183.78,0.5,0.0,,999.0
183.84,0.5,0.0,,999.0
183.91,0.5,0.0,,999.0
183.98,0.5,0.0,,999.0
184.04,0.5,0.0,,999.0
184.11,0.5,0.0,,999.0
184.18,0.5,0.0,,999.0
184.24,0.5,0.0,,999.0
184.31,0.5,0.0,,999.0
184.37,0.5,0.0,,999.0
184.44,0.5,0.0,,999.0
184.51,0.5,0.0,,999.0
184.57,0.5,0.0,,999.0
184.64,0.5,0.0,,999.0
184.71,0.5,0.0,,999.0
184.77,0.5,0.0,,999.0
184.84,0.5,0.0,,999.0
184.91,0.5,0.0,,999.0
184.97,0.5,0.0,,999.0
185.04,0.5,0.0,,999.0
185.11,0.5,0.0,,999.0
185.17,0.5,0.0,,999.0
185.24,0.5,0.0,,999.0
185.3,0.5,0.0,,999.0
185.37,0.5,0.0,,999.0
185.44,0.5,0.0,,999.0
185.5,0.5,0.0,,999.0
185.57,0.5,0.0,,999.0
185.64,0.5,0.0,,999.0
185.7,0.5,0.0,,999.0
185.77,0.5,0.0,,999.0
185.84,0.5,0.0,,999.0
185.9,0.5,0.0,,999.0
185.97,0.5,0.0,,999.0
186.04,0.5,0.0,,999.0
186.1,0.5,0.0,,999.0
186.17,0.5,0.0,,999.0
186.24,0.5,0.0,,999.0
186.3,0.5,0.0,,999.0
186.37,0.5,0.0,,999.0
186.44,0.5,0.0,,999.0
186.5,0.5,0.0,,999.0
186.57,0.5,0.0,,999.0
186.64,0.5,0.0,,999.0
186.7,0.5,0.0,,999.0
186.78,0.5,0.0,,999.0
186.84,0.5,0.0,,999.0
186.91,0.5,0.0,,999.0
186.98,0.5,0.0,,999.0
187.04,0.5,0.0,,999.0
187.11,0.5,0.0,,999.0
187.17,0.5,0.0,,999.0
187.24,0.5,0.0,,999.0
187.31,0.5,0.0,,999.0
187.37,0.5,0.0,,999.0
187.44,0.5,0.0,,999.0
187.5,0.5,0.0,,999.0
187.57,0.5,0.0,,999.0
187.64,0.5,0.0,,999.0
187.7,0.5,0.0,,999.0
187.77,0.5,0.0,,999.0
187.84,0.5,0.0,,999.0
187.9,0.5,0.0,,999.0
187.97,0.5,0.0,,999.0
188.03,0.5,0.0,,999.0
188.1,0.5,0.0,,999.0
188.17,0.5,0.0,,999.0
188.23,0.5,0.0,,999.0
188.3,0.5,0.0,,999.0
188.37,0.5,0.0,,999.0
188.43,0.5,0.0,,999.0
188.5,0.5,0.0,,999.0
188.56,0.5,0.0,,999.0
188.63,0.5,0.0,,999.0
188.7,0.5,0.0,,999.0
188.76,0.5,0.0,,999.0
188.83,0.5,0.0,,999.0
188.9,0.5,0.0,,999.0
188.96,0.5,0.0,,999.0
189.03,0.5,0.0,,999.0
189.09,0.5,0.0,,999.0
189.16,0.5,0.0,,999.0
189.23,0.5,0.0,,999.0
189.3,0.5,0.0,,999.0
189.37,0.5,0.0,,999.0
189.43,0.5,0.0,,999.0
189.5,0.5,0.0,,999.0
189.57,0.5,0.0,,999.0
189.63,0.5,0.0,,999.0
189.7,0.5,0.0,,999.0
189.76,0.5,0.0,,999.0
189.83,0.5,0.0,,999.0
189.9,0.5,0.0,,999.0
189.96,0.5,0.0,,999.0
190.03,0.5,0.0,,999.0
190.09,0.5,0.0,,999.0
190.16,0.5,0.0,,999.0
190.23,0.5,0.0,,999.0
190.29,0.5,0.0,,999.0
190.36,0.5,0.0,,999.0
190.42,0.5,0.0,,999.0
190.49,0.5,0.0,,999.0
190.56,0.5,0.0,,999.0
190.62,0.5,0.0,,999.0
190.69,0.5,0.0,,999.0
190.76,0.5,0.0,,999.0
190.82,0.5,0.0,,999.0
190.89,0.5,0.0,,999.0
190.96,0.5,0.0,,999.0
191.02,0.5,0.0,,999.0
191.09,0.5,0.0,,999.0
191.15,0.5,0.0,,999.0
191.22,0.5,0.0,,999.0
191.29,0.5,0.0,,999.0
191.35,0.5,0.0,,999.0
191.42,0.5,0.0,,999.0
191.49,0.5,0.0,,999.0
191.55,0.5,0.0,,999.0
191.62,0.5,0.0,,999.0
191.69,0.5,0.0,,999.0
191.75,0.5,0.0,,999.0
191.82,0.5,0.0,,999.0
191.88,0.5,0.0,,999.0
191.95,0.5,0.0,,999.0
192.02,0.5,0.0,,999.0
192.08,0.5,0.0,,999.0
192.15,0.5,0.0,,999.0
192.22,0.5,0.0,,999.0
192.28,0.5,0.0,,999.0
192.35,0.5,0.0,,999.0
192.41,0.5,0.0,,999.0
192.48,0.5,0.0,,999.0
192.55,0.5,0.0,,999.0
192.61,0.5,0.0,,999.0
192.68,0.5,0.0,,999.0
192.75,0.5,0.0,,999.0
192.81,0.5,0.0,,999.0
192.88,0.5,0.0,,999.0
192.95,0.5,0.0,,999.0
193.01,0.5,0.0,,999.0
193.08,0.5,0.0,,999.0
193.15,0.5,0.0,,999.0
193.21,0.5,0.0,,999.0
193.28,0.5,0.0,,999.0
193.35,0.5,0.0,,999.0
193.41,0.5,0.0,,999.0
193.48,0.5,0.0,,999.0
193.55,0.5,0.0,,999.0
193.61,0.5,0.0,,999.0
193.68,0.5,0.0,,999.0
193.75,0.5,0.0,,999.0
193.81,0.5,0.0,,999.0
193.88,0.5,0.0,,999.0
193.95,0.5,0.0,,999.0
194.01,0.5,0.0,,999.0
194.08,0.5,0.0,,999.0
194.15,0.5,0.0,,999.0
194.21,0.5,0.0,,999.0
194.28,0.5,0.0,,999.0
194.35,0.5,0.0,,999.0
194.41,0.5,0.0,,999.0
194.48,0.5,0.0,,999.0
194.55,0.5,0.0,,999.0
194.61,0.5,0.0,,999.0
194.68,0.5,0.0,,999.0
194.75,0.5,0.0,,999.0
194.81,0.5,0.0,,999.0
194.88,0.5,0.0,,999.0
194.95,0.5,0.0,,999.0
195.01,0.5,0.0,,999.0
195.08,0.5,0.0,,999.0
195.15,0.5,0.0,,999.0
195.21,0.5,0.0,,999.0
195.28,0.5,0.0,,999.0
195.35,0.5,0.0,,999.0
195.41,0.5,0.0,,999.0
195.48,0.5,0.0,,999.0
195.55,0.5,0.0,,999.0
195.62,0.5,0.0,,999.0
195.68,0.5,0.0,,999.0
195.75,0.5,0.0,,999.0
195.82,0.5,0.0,,999.0
195.89,0.5,0.0,,999.0
195.95,0.5,0.0,,999.0
196.02,0.5,0.0,,999.0
196.09,0.5,0.0,,999.0
196.15,0.5,0.0,,999.0
196.22,0.5,0.0,,999.0
196.28,0.5,0.0,,999.0
196.35,0.5,0.0,,999.0
196.42,0.5,0.0,,999.0
196.48,0.5,0.0,,999.0
196.55,0.5,0.0,,999.0
196.61,0.5,0.0,,999.0
196.68,0.5,0.0,,999.0
196.75,0.5,0.0,,999.0
196.81,0.5,0.0,,999.0
196.88,0.5,0.0,,999.0
196.95,0.5,0.0,,999.0
197.01,0.5,0.0,,999.0
197.08,0.5,0.0,,999.0
197.14,0.5,0.0,,999.0
197.21,0.5,0.0,,999.0
197.28,0.5,0.0,,999.0
197.34,0.5,0.0,,999.0
197.41,0.5,0.0,,999.0
197.48,0.5,0.0,,999.0
197.54,0.5,0.0,,999.0
197.61,0.5,0.0,,999.0
197.67,0.5,0.0,,999.0
197.74,0.5,0.0,,999.0
197.81,0.5,0.0,,999.0
197.87,0.5,0.0,,999.0
197.94,0.5,0.0,,999.0
198.01,0.5,0.0,,999.0
198.07,0.5,0.0,,999.0
198.14,0.5,0.0,,999.0
198.2,0.5,0.0,,999.0
198.27,0.5,0.0,,999.0
198.34,0.5,0.0,,999.0
198.4,0.5,0.0,,999.0
198.47,0.5,0.0,,999.0
198.54,0.5,0.0,,999.0
198.6,0.5,0.0,,999.0
198.67,0.5,0.0,,999.0
198.74,0.5,0.0,,999.0
198.8,0.5,0.0,,999.0
198.87,0.5,0.0,,999.0
198.94,0.5,0.0,,999.0
199.0,0.5,0.0,,999.0
199.07,0.5,0.0,,999.0
199.14,0.5,0.0,,999.0
199.2,0.5,0.0,,999.0
199.27,0.5,0.0,,999.0
199.34,0.5,0.0,,999.0
199.4,0.5,0.0,,999.0
199.47,0.5,0.0,,999.0
199.53,0.5,0.0,,999.0
199.6,0.5,0.0,,999.0
199.67,0.5,0.0,,999.0
199.73,0.5,0.0,,999.0
199.8,0.5,0.0,,999.0
199.87,0.5,0.0,,999.0
199.93,0.5,0.0,,999.0
200.0,0.5,0.0,,999.0
200.07,0.5,0.0,,999.0
200.13,0.5,0.0,,999.0
200.2,0.5,0.0,,999.0
200.27,0.5,0.0,,999.0
200.33,0.5,0.0,,999.0
200.4,0.5,0.0,,999.0
200.47,0.5,0.0,,999.0
200.53,0.5,0.0,,999.0
200.6,0.5,0.0,,999.0
200.67,0.5,0.0,,999.0
200.73,0.5,0.0,,999.0
200.8,0.5,0.0,,999.0
200.87,0.5,0.0,,999.0
200.93,0.5,0.0,,999.0
201.0,0.5,0.0,,999.0
201.07,0.5,0.0,,999.0
201.13,0.5,0.0,,999.0
201.2,0.5,0.0,,999.0
201.27,0.5,0.0,,999.0
201.34,0.5,0.0,,999.0
201.4,0.5,0.0,,999.0
201.47,0.5,0.0,,999.0
201.54,0.5,0.0,,999.0
201.6,0.5,0.0,,999.0
201.67,0.5,0.0,,999.0
201.74,0.5,0.0,,999.0
201.8,0.5,0.0,,999.0
201.87,0.5,0.0,,999.0
201.94,0.5,0.0,,999.0
202.0,0.5,0.0,,999.0
202.07,0.5,0.0,,999.0
202.14,0.5,0.0,,999.0
202.2,0.5,0.0,,999.0
202.27,0.5,0.0,,999.0
202.35,0.5,0.0,,999.0
202.41,0.5,0.0,,999.0
202.48,0.5,0.0,,999.0
202.55,0.5,0.0,,999.0
202.61,0.5,0.0,,999.0
202.68,0.5,0.0,,999.0
202.74,0.5,0.0,,999.0
202.81,0.5,0.0,,999.0
202.88,0.5,0.0,,999.0
202.94,0.5,0.0,,999.0
203.01,0.5,0.0,,999.0
203.07,0.5,0.0,,999.0
203.14,0.5,0.0,,999.0
203.21,0.5,0.0,,999.0
203.27,0.5,0.0,,999.0
203.34,0.5,0.0,,999.0
203.41,0.5,0.0,,999.0
203.47,0.5,0.0,,999.0
203.54,0.5,0.0,,999.0
203.6,0.5,0.0,,999.0
203.67,0.5,0.0,,999.0
203.74,0.5,0.0,,999.0
203.8,0.5,0.0,,999.0
203.87,0.5,0.0,,999.0
203.93,0.5,0.0,,999.0
204.0,0.5,0.0,,999.0
204.07,0.5,0.0,,999.0
204.13,0.5,0.0,,999.0
204.2,0.5,0.0,,999.0
204.27,0.5,0.0,,999.0
204.33,0.5,0.0,,999.0
204.4,0.5,0.0,,999.0
204.46,0.5,0.0,,999.0
204.53,0.5,0.0,,999.0
204.6,0.5,0.0,,999.0
204.66,0.5,0.0,,999.0
204.73,0.5,0.0,,999.0
204.8,0.5,0.0,,999.0
204.86,0.5,0.0,,999.0
204.93,0.5,0.0,,999.0
204.99,0.5,0.0,,999.0
205.06,0.5,0.0,,999.0
205.13,0.5,0.0,,999.0
205.19,0.5,0.0,,999.0
205.26,0.5,0.0,,999.0
205.33,0.5,0.0,,999.0
205.39,0.5,0.0,,999.0
205.46,0.5,0.0,,999.0
205.53,0.5,0.0,,999.0
205.59,0.5,0.0,,999.0
205.66,0.5,0.0,,999.0
205.73,0.5,0.0,,999.0
205.79,0.5,0.0,,999.0
205.86,0.5,0.0,,999.0
205.92,0.5,0.0,,999.0
205.99,0.5,0.0,,999.0
206.06,0.5,0.0,,999.0
206.13,0.5,0.0,,999.0
206.19,0.5,0.0,,999.0
206.26,0.5,0.0,,999.0
206.32,0.5,0.0,,999.0
206.39,0.5,0.0,,999.0
206.46,0.5,0.0,,999.0
206.52,0.5,0.0,,999.0
206.59,0.5,0.0,,999.0
206.66,0.5,0.0,,999.0
206.72,0.5,0.0,,999.0
206.79,0.5,0.0,,999.0
206.86,0.5,0.0,,999.0
206.92,0.5,0.0,,999.0
206.99,0.5,0.0,,999.0
207.06,0.5,0.0,,999.0
207.12,0.5,0.0,,999.0
207.19,0.5,0.0,,999.0
207.26,0.5,0.0,,999.0
207.32,0.5,0.0,,999.0
207.39,0.5,0.0,,999.0
207.46,0.5,0.0,,999.0
207.52,0.5,0.0,,999.0
207.59,0.5,0.0,,999.0
207.66,0.5,0.0,,999.0
207.72,0.5,0.0,,999.0
207.79,0.5,0.0,,999.0
207.86,0.5,0.0,,999.0
207.92,0.5,0.0,,999.0
207.99,0.5,0.0,,999.0
208.06,0.5,0.0,,999.0
208.13,0.5,0.0,,999.0
208.19,0.5,0.0,,999.0
208.26,0.5,0.0,,999.0
208.33,0.5,0.0,,999.0
208.39,0.5,0.0,,999.0
208.46,0.5,0.0,,999.0
208.53,0.5,0.0,,999.0
208.59,0.5,0.0,,999.0
208.66,0.5,0.0,,999.0
208.73,0.5,0.0,,999.0
208.79,0.5,0.0,,999.0
208.86,0.5,0.0,,999.0
208.93,0.5,0.0,,999.0
209.0,0.5,0.0,,999.0
209.07,0.5,0.0,,999.0
209.13,0.5,0.0,,999.0
209.2,0.5,0.0,,999.0
209.27,0.5,0.0,,999.0
209.33,0.5,0.0,,999.0
209.4,0.5,0.0,,999.0
209.46,0.5,0.0,,999.0
209.53,0.5,0.0,,999.0
209.6,0.5,0.0,,999.0
209.66,0.5,0.0,,999.0
209.73,0.5,0.0,,999.0
209.79,0.5,0.0,,999.0
209.86,0.5,0.0,,999.0
209.93,0.5,0.0,,999.0
209.99,0.5,0.0,,999.0
210.06,0.5,0.0,,999.0
210.13,0.5,0.0,,999.0
210.19,0.5,0.0,,999.0
210.26,0.5,0.0,,999.0
210.32,0.5,0.0,,999.0
210.39,0.5,0.0,,999.0
210.46,0.5,0.0,,999.0
210.52,0.5,0.0,,999.0
210.59,0.5,0.0,,999.0
210.66,0.5,0.0,,999.0
210.72,0.5,0.0,,999.0
210.79,0.5,0.0,,999.0
210.85,0.5,0.0,,999.0
210.92,0.5,0.0,,999.0
210.99,0.5,0.0,,999.0
211.05,0.5,0.0,,999.0
211.12,0.5,0.0,,999.0
211.19,0.5,0.0,,999.0
211.25,0.5,0.0,,999.0
211.32,0.5,0.0,,999.0
211.38,0.5,0.0,,999.0
211.45,0.5,0.0,,999.0
211.52,0.5,0.0,,999.0
211.58,0.5,0.0,,999.0
211.65,0.5,0.0,,999.0
211.72,0.5,0.0,,999.0
211.78,0.5,0.0,,999.0
211.85,0.5,0.0,,999.0
211.92,0.5,0.0,,999.0
211.98,0.5,0.0,,999.0
212.05,0.5,0.0,,999.0
212.12,0.5,0.0,,999.0
212.18,0.5,0.0,,999.0
212.25,0.5,0.0,,999.0
212.32,0.5,0.0,,999.0
212.38,0.5,0.0,,999.0
212.45,0.5,0.0,,999.0
212.52,0.5,0.0,,999.0
212.58,0.5,0.0,,999.0
212.65,0.5,0.0,,999.0
212.72,0.5,0.0,,999.0
212.78,0.5,0.0,,999.0
212.85,0.5,0.0,,999.0
212.92,0.5,0.0,,999.0
212.98,0.5,0.0,,999.0
213.05,0.5,0.0,,999.0
213.11,0.5,0.0,,999.0
213.18,0.5,0.0,,999.0
213.25,0.5,0.0,,999.0
213.31,0.5,0.0,,999.0
213.38,0.5,0.0,,999.0
213.44,0.5,0.0,,999.0
213.51,0.5,0.0,,999.0
213.58,0.5,0.0,,999.0
213.64,0.5,0.0,,999.0
213.71,0.5,0.0,,999.0
213.78,0.5,0.0,,999.0
213.84,0.5,0.0,,999.0
213.91,0.5,0.0,,999.0
213.97,0.5,0.0,,999.0
214.04,0.5,0.0,,999.0
214.11,0.5,0.0,,999.0
214.17,0.5,0.0,,999.0
214.24,0.5,0.0,,999.0
214.31,0.5,0.0,,999.0
214.37,0.5,0.0,,999.0
214.44,0.5,0.0,,999.0
214.5,0.5,0.0,,999.0
214.57,0.5,0.0,,999.0
214.64,0.5,0.0,,999.0
214.7,0.5,0.0,,999.0
214.77,0.5,0.0,,999.0
214.83,0.5,0.0,,999.0
214.9,0.5,0.0,,999.0
214.97,0.5,0.0,,999.0
215.03,0.5,0.0,,999.0
215.1,0.5,0.0,,999.0
215.16,0.5,0.0,,999.0
215.23,0.5,0.0,,999.0
215.29,0.5,0.0,,999.0
215.36,0.5,0.0,,999.0
215.43,0.5,0.0,,999.0
215.49,0.5,0.0,,999.0
215.56,0.5,0.0,,999.0
215.63,0.5,0.0,,999.0
215.7,0.5,0.0,,999.0
215.76,0.5,0.0,,999.0
215.83,0.5,0.0,,999.0
215.89,0.5,0.0,,999.0
215.96,0.5,0.0,,999.0
216.02,0.5,0.0,,999.0
216.09,0.5,0.0,,999.0
216.16,0.5,0.0,,999.0
216.22,0.5,0.0,,999.0
216.29,0.5,0.0,,999.0
216.35,0.5,0.0,,999.0
216.42,0.5,0.0,,999.0
216.48,0.5,0.0,,999.0
216.55,0.5,0.0,,999.0
216.61,0.5,0.0,,999.0
216.68,0.5,0.0,,999.0
216.75,0.5,0.0,,999.0
216.81,0.5,0.0,,999.0
216.88,0.5,0.0,,999.0
216.94,0.5,0.0,,999.0
217.01,0.5,0.0,,999.0
217.08,0.5,0.0,,999.0
217.14,0.5,0.0,,999.0
217.21,0.5,0.0,,999.0
217.27,0.5,0.0,,999.0
217.34,0.5,0.0,,999.0
217.4,0.5,0.0,,999.0
217.47,0.5,0.0,,999.0
217.54,0.5,0.0,,999.0
217.6,0.5,0.0,,999.0
217.67,0.5,0.0,,999.0
217.74,0.5,0.0,,999.0
217.8,0.5,0.0,,999.0
217.87,0.5,0.0,,999.0
217.94,0.5,0.0,,999.0
218.0,0.5,0.0,,999.0
218.07,0.5,0.0,,999.0
218.14,0.5,0.0,,999.0
218.2,0.5,0.0,,999.0
218.27,0.5,0.0,,999.0
218.34,0.5,0.0,,999.0
218.4,0.5,0.0,,999.0
218.47,0.5,0.0,,999.0
218.54,0.5,0.0,,999.0
218.6,0.5,0.0,,999.0
218.67,0.5,0.0,,999.0
218.74,0.5,0.0,,999.0
218.8,0.5,0.0,,999.0
218.87,0.5,0.0,,999.0
218.94,0.5,0.0,,999.0
219.0,0.5,0.0,,999.0
219.07,0.5,0.0,,999.0
219.14,0.5,0.0,,999.0
219.2,0.5,0.0,,999.0
219.27,0.5,0.0,,999.0
219.34,0.5,0.0,,999.0
219.4,0.5,0.0,,999.0
219.47,0.5,0.0,,999.0
219.54,0.5,0.0,,999.0
219.6,0.5,0.0,,999.0
219.67,0.5,0.0,,999.0
219.74,0.5,0.0,,999.0
219.8,0.5,0.0,,999.0
219.87,0.5,0.0,,999.0
219.94,0.5,0.0,,999.0
220.0,0.5,0.0,,999.0
220.07,0.5,0.0,,999.0
220.14,0.5,0.0,,999.0
220.2,0.5,0.0,,999.0
220.27,0.5,0.0,,999.0
220.34,0.5,0.0,,999.0
220.4,0.5,0.0,,999.0
220.47,0.5,0.0,,999.0
220.54,0.5,0.0,,999.0
220.6,0.5,0.0,,999.0
220.67,0.5,0.0,,999.0
220.74,0.5,0.0,,999.0
220.8,0.5,0.0,,999.0
220.87,0.5,0.0,,999.0
220.94,0.5,0.0,,999.0
