ElapsedSec,Phase,AnomalyCount,HighlightAnomalyCount,MissingCount
256.2,3,1,1,0
256.26,3,1,1,0
256.33,3,1,1,0
256.4,3,1,1,0
256.46,3,1,1,0
256.53,3,1,1,0
256.59,3,1,1,0
256.66,3,1,1,0
256.73,3,1,1,0
256.79,3,1,1,0
256.86,3,1,1,0
256.92,3,1,1,0
256.99,3,1,1,0
257.06,3,1,1,0
257.12,3,1,1,0
257.19,3,1,1,0
257.26,3,1,1,0
257.32,3,1,1,0
257.39,3,1,1,0
257.45,3,1,1,0
257.52,3,1,1,0
257.59,3,1,1,0
257.65,3,1,1,0
257.72,3,1,1,0
257.78,3,1,1,0
257.85,3,1,1,0
257.92,3,1,1,0
257.98,3,1,1,0
258.05,3,1,1,0
258.12,3,1,1,0
258.18,3,1,1,0
258.25,3,1,1,0
258.32,3,1,1,0
258.38,3,1,1,0
258.45,3,1,1,0
258.52,3,1,1,0
258.58,3,1,1,0
258.65,3,1,1,0
258.71,3,1,1,0
258.78,3,1,1,0
258.85,3,1,1,0
258.91,3,1,1,0
258.98,3,1,1,0
259.05,3,1,1,0
259.11,3,1,1,0
259.18,3,1,1,0
259.25,3,1,1,0
259.31,3,1,1,0
259.38,3,1,1,0
259.44,3,1,1,0
259.51,3,1,1,0
259.58,3,1,1,0
259.64,3,1,1,0
259.71,3,1,1,0
259.78,3,1,1,0
259.84,3,1,1,0
259.91,3,1,1,0
259.97,3,1,1,0
260.04,3,1,1,0
260.11,3,1,1,0
260.17,3,1,1,0
260.24,3,1,1,0
260.31,3,1,1,0
260.37,3,1,1,0
260.44,3,1,1,0
260.51,3,1,1,0
260.57,3,1,1,0
260.64,3,1,1,0
260.71,3,1,1,0
260.77,3,1,1,0
260.84,3,1,1,0
260.91,3,1,1,0
260.97,3,1,1,0
261.04,3,1,1,0
261.11,3,1,1,0
261.17,3,1,1,0
261.24,3,1,1,0
261.31,3,1,1,0
261.38,3,1,1,0
261.44,3,1,1,0
261.51,3,1,1,0
261.58,3,1,1,0
261.64,3,1,1,0
261.71,3,1,1,0
261.78,3,1,1,0
261.84,3,1,1,0
261.91,3,1,1,0
261.98,3,1,1,0
262.04,3,1,1,0
262.11,3,1,1,0
262.19,3,1,1,0
262.25,3,1,1,0
262.32,3,1,1,0
262.39,3,1,1,0
262.45,3,1,1,0
262.52,3,1,1,0
262.58,3,1,1,0
262.65,3,1,1,0
262.72,3,1,1,0
262.78,3,1,1,0
262.85,3,1,1,0
262.92,3,1,1,0
262.98,3,1,1,0
263.05,3,1,1,0
263.11,3,1,1,0
263.18,3,1,1,0
263.25,3,1,1,0
263.31,3,1,1,0
263.38,3,1,1,0
263.44,3,1,1,0
263.51,3,1,1,0
263.58,3,1,1,0
263.64,3,1,1,0
263.71,3,1,1,0
263.78,3,1,1,0
263.84,3,1,1,0
263.91,3,1,1,0
263.97,3,1,1,0
264.04,3,1,1,0
264.11,3,1,1,0
264.17,3,1,1,0
264.24,3,1,1,0
264.31,3,1,1,0
264.37,3,1,1,0
264.44,3,1,1,0
264.5,3,1,1,0
264.57,3,1,1,0
264.64,3,1,1,0
264.7,3,1,1,0
264.77,3,1,1,0
264.84,3,1,1,0
264.9,3,1,1,0
264.97,3,1,1,0
265.04,3,1,1,0
265.1,3,1,1,0
265.17,3,1,1,0
265.24,3,1,1,0
265.3,3,1,1,0
265.37,3,1,1,0
265.44,3,1,1,0
265.5,3,1,1,0
265.57,3,1,1,0
265.64,3,1,1,0
265.7,3,1,1,0
265.77,3,1,1,0
265.84,3,1,1,0
265.9,3,1,1,0
265.97,3,1,1,0
266.04,3,1,1,0
266.1,3,1,1,0
266.17,3,1,1,0
266.24,3,1,1,0
266.3,3,1,1,0
266.37,3,1,1,0
266.44,3,1,1,0
266.5,3,1,1,0
266.57,3,1,1,0
266.64,3,1,1,0
266.7,3,1,1,0
266.77,3,1,1,0
266.84,3,1,1,0
266.9,3,1,1,0
266.97,3,1,1,0
267.03,3,1,1,0
267.1,3,1,1,0
267.17,3,1,1,0
267.24,3,1,1,0
267.3,3,1,1,0
267.37,3,1,1,0
267.44,3,1,1,0
267.5,3,1,1,0
267.57,3,1,1,0
267.64,3,1,1,0
267.7,3,1,1,0
267.77,3,1,1,0
267.84,3,1,1,0
267.9,3,1,1,0
267.97,3,1,1,0
268.04,3,1,1,0
268.1,3,1,1,0
268.17,3,1,1,0
268.24,3,1,1,0
268.3,3,1,1,0
268.37,3,1,1,0
268.44,3,1,1,0
268.5,3,1,1,0
268.57,3,1,1,0
268.64,3,1,1,0
268.71,3,1,1,0
268.77,3,1,1,0
268.85,3,1,1,0
268.91,3,1,1,0
268.98,3,1,1,0
269.04,3,1,1,0
269.11,3,1,1,0
269.18,3,1,1,0
269.24,3,1,1,0
269.31,3,1,1,0
269.38,3,1,1,0
269.44,3,1,1,0
269.51,3,1,1,0
269.57,3,1,1,0
269.64,3,1,1,0
269.71,3,1,1,0
269.77,3,1,1,0
269.84,3,1,1,0
269.9,3,1,1,0
269.97,3,1,1,0
270.04,3,1,1,0
270.1,3,1,1,0
270.17,3,1,1,0
270.24,3,1,1,0
270.3,3,1,1,0
270.37,3,1,1,0
270.44,3,1,1,0
270.5,3,1,1,0
270.57,3,1,1,0
270.63,3,1,1,0
270.7,3,1,1,0
270.77,3,1,1,0
270.83,3,1,1,0
270.9,3,1,1,0
270.97,3,1,1,0
271.03,3,1,1,0
271.1,3,1,1,0
271.17,3,1,1,0
271.24,3,1,1,0
271.31,3,1,1,0
271.37,3,1,1,0
271.44,3,1,1,0
271.51,3,1,1,0
271.57,3,1,1,0
271.64,3,1,1,0
271.7,3,1,1,0
271.77,3,1,1,0
271.83,3,1,1,0
271.9,3,1,1,0
271.97,3,1,1,0
272.03,3,1,1,0
272.1,3,1,1,0
272.16,3,1,1,0
272.23,3,1,1,0
272.3,3,1,1,0
272.36,3,1,1,0
272.43,3,1,1,0
272.5,3,1,1,0
272.56,3,1,1,0
272.63,3,1,1,0
272.7,3,1,1,0
272.76,3,1,1,0
272.83,3,1,1,0
272.89,3,1,1,0
272.96,3,1,1,0
273.03,3,1,1,0
273.09,3,1,1,0
273.16,3,1,1,0
273.23,3,1,1,0
273.3,3,1,1,0
273.36,3,1,1,0
273.43,3,1,1,0
273.49,3,1,1,0
273.56,3,1,1,0
273.63,3,1,1,0
273.69,3,1,1,0
273.76,3,1,1,0
273.83,3,1,1,0
273.89,3,1,1,0
273.96,3,1,1,0
274.03,3,1,1,0
274.09,3,1,1,0
274.16,3,1,1,0
274.23,3,1,1,0
274.29,3,1,1,0
274.36,3,1,1,0
274.43,3,1,1,0
274.49,3,1,1,0
274.56,3,1,1,0
274.63,3,1,1,0
274.69,3,1,1,0
274.76,3,1,1,0
274.83,3,1,1,0
274.89,3,1,1,0
274.96,3,1,1,0
275.02,3,1,1,0
275.09,3,1,1,0
275.16,3,1,1,0
275.22,3,1,1,0
275.29,3,1,1,0
275.36,3,1,1,0
275.42,3,1,1,0
275.49,3,1,1,0
275.56,3,1,1,0
275.62,3,1,1,0
275.69,3,1,1,0
275.76,3,1,1,0
275.82,3,1,1,0
275.89,3,1,1,0
275.96,3,1,1,0
276.02,3,1,1,0
276.09,3,1,1,0
276.16,3,1,1,0
276.22,3,1,1,0
276.29,3,1,1,0
276.36,3,1,1,0
276.42,3,1,1,0
276.49,3,1,1,0
276.56,3,1,1,0
276.62,3,1,1,0
276.69,3,1,1,0
276.76,3,1,1,0
276.82,3,1,1,0
276.89,3,1,1,0
276.96,3,1,1,0
277.02,3,1,1,0
277.09,3,1,1,0
277.16,3,1,1,0
277.23,3,1,1,0
277.29,3,1,1,0
277.36,3,1,1,0
277.43,3,1,1,0
277.49,3,1,1,0
277.56,3,1,1,0
277.63,3,1,1,0
277.69,3,1,1,0
277.76,3,1,1,0
277.84,3,1,1,0
277.9,3,1,1,0
277.97,3,1,1,0
278.03,3,1,1,0
278.1,3,1,1,0
278.17,3,1,1,0
278.23,3,1,1,0
278.3,3,1,1,0
278.37,3,1,1,0
278.43,3,1,1,0
278.5,3,1,1,0
278.57,3,1,1,0
278.63,3,1,1,0
278.7,3,1,1,0
278.76,3,1,1,0
278.83,3,1,1,0
278.9,3,1,1,0
278.96,3,1,1,0
279.03,3,1,1,0
279.1,3,1,1,0
279.16,3,1,1,0
279.23,3,1,1,0
279.3,3,1,1,0
279.36,3,1,1,0
279.43,3,1,1,0
279.5,3,1,1,0
279.56,3,1,1,0
279.63,3,1,1,0
279.69,3,1,1,0
279.76,3,1,1,0
279.83,3,1,1,0
279.89,3,1,1,0
279.96,3,1,1,0
280.03,3,1,1,0
280.09,3,1,1,0
280.16,3,1,1,0
280.22,3,1,1,0
280.29,3,1,1,0
280.36,3,1,1,0
280.43,3,1,1,0
280.49,3,1,1,0
280.56,3,1,1,0
280.62,3,1,1,0
280.69,3,1,1,0
280.76,3,1,1,0
280.82,3,1,1,0
280.89,3,1,1,0
280.96,3,1,1,0
281.02,3,1,1,0
281.09,3,1,1,0
281.16,3,1,1,0
281.22,3,1,1,0
281.29,3,1,1,0
281.36,3,1,1,0
281.42,3,1,1,0
281.49,3,1,1,0
281.56,3,1,1,0
281.62,3,1,1,0
281.69,3,1,1,0
281.76,3,1,1,0
281.82,3,1,1,0
281.89,3,1,1,0
281.96,3,1,1,0
282.02,3,1,1,0
282.09,3,1,1,0
282.16,3,1,1,0
282.22,3,1,1,0
282.29,3,1,1,0
282.36,3,1,1,0
282.43,3,1,1,0
282.49,3,1,1,0
282.56,3,1,1,0
282.63,3,1,1,0
282.69,3,1,1,0
282.76,3,1,1,0
282.83,3,1,1,0
282.9,3,1,1,0
282.96,3,1,1,0
283.03,3,1,1,0
283.1,3,1,1,0
283.16,3,1,1,0
283.23,3,1,1,0
283.3,3,1,1,0
283.36,3,1,1,0
283.43,3,1,1,0
283.5,3,1,1,0
283.57,3,1,1,0
283.63,3,1,1,0
283.7,3,1,1,0
283.77,3,1,1,0
283.83,3,1,1,0
283.9,3,1,1,0
283.97,3,1,1,0
284.03,3,1,1,0
284.1,3,1,1,0
284.17,3,1,1,0
284.23,3,1,1,0
284.3,3,1,1,0
284.37,3,1,1,0
284.44,3,1,1,0
284.51,3,1,1,0
284.58,3,1,1,0
284.64,3,1,1,0
284.71,3,1,1,0
284.77,3,1,1,0
284.84,3,1,1,0
284.91,3,1,1,0
284.97,3,1,1,0
285.04,3,1,1,0
285.11,3,1,1,0
285.17,3,1,1,0
285.24,3,1,1,0
285.31,3,1,1,0
285.37,3,1,1,0
285.44,3,1,1,0
285.5,3,1,1,0
285.57,3,1,1,0
285.64,3,1,1,0
285.7,3,1,1,0
285.77,3,1,1,0
285.84,3,1,1,0
285.9,3,1,1,0
285.97,3,1,1,0
286.03,3,1,1,0
286.1,3,1,1,0
286.17,3,1,1,0
286.23,3,1,1,0
286.3,3,1,1,0
286.37,3,1,1,0
286.44,3,1,1,0
286.5,3,1,1,0
286.57,3,1,1,0
286.64,3,1,1,0
286.7,3,1,1,0
286.77,3,1,1,0
286.84,3,1,1,0
286.9,3,1,1,0
286.97,3,1,1,0
287.04,3,1,1,0
287.1,3,1,1,0
287.17,3,1,1,0
287.24,3,1,1,0
287.3,3,1,1,0
287.37,3,1,1,0
287.44,3,1,1,0
287.5,3,1,1,0
287.57,3,1,1,0
287.64,3,1,1,0
287.7,3,1,1,0
287.77,3,1,1,0
287.84,3,1,1,0
287.9,3,1,1,0
287.97,3,1,1,0
288.03,3,1,1,0
288.1,3,1,1,0
288.17,3,1,1,0
288.23,3,1,1,0
288.3,3,1,1,0
288.37,3,1,1,0
288.44,3,1,1,0
288.5,3,1,1,0
288.57,3,1,1,0
288.64,3,1,1,0
288.7,3,1,1,0
288.77,3,1,1,0
288.84,3,1,1,0
288.9,3,1,1,0
288.97,3,1,1,0
289.04,3,1,1,0
289.1,3,1,1,0
289.17,3,1,1,0
289.24,3,1,1,0
289.3,3,1,1,0
289.37,3,1,1,0
289.44,3,1,1,0
289.5,3,1,1,0
289.57,3,1,1,0
289.64,3,1,1,0
289.7,3,1,1,0
289.77,3,1,1,0
289.84,3,1,1,0
289.9,3,1,1,0
289.97,3,1,1,0
290.04,3,1,1,0
290.1,3,1,1,0
290.17,3,1,1,0
290.24,3,1,1,0
290.31,3,1,1,0
290.37,3,1,1,0
290.44,3,1,1,0
290.51,3,1,1,0
290.57,3,1,1,0
290.64,3,1,1,0
290.71,3,1,1,0
290.78,3,1,1,0
290.85,3,1,1,0
290.92,3,1,1,0
290.99,3,1,1,0
291.05,3,1,1,0
291.12,3,1,1,0
291.18,3,1,1,0
291.25,3,1,1,0
291.32,3,1,1,0
291.38,3,1,1,0
291.45,3,1,1,0
291.52,3,1,1,0
291.58,3,1,1,0
291.65,3,1,1,0
291.71,3,1,1,0
291.78,3,1,1,0
291.85,3,1,1,0
291.91,3,1,1,0
291.98,3,1,1,0
292.05,3,1,1,0
292.11,3,1,1,0
292.18,3,1,1,0
292.25,3,1,1,0
292.31,3,1,1,0
292.38,3,1,1,0
292.45,3,1,1,0
292.51,3,1,1,0
292.58,3,1,1,0
292.65,3,1,1,0
292.71,3,1,1,0
292.78,3,1,1,0
292.84,3,1,1,0
292.91,3,1,1,0
292.98,3,1,1,0
293.04,3,1,1,0
293.11,3,1,1,0
293.18,3,1,1,0
293.24,3,1,1,0
293.31,3,1,1,0
293.38,3,1,1,0
293.45,3,1,1,0
293.51,3,1,1,0
293.58,3,1,1,0
293.65,3,1,1,0
293.71,3,1,1,0
293.78,3,1,1,0
293.85,3,1,1,0
293.91,3,1,1,0
293.98,3,1,1,0
294.04,3,1,1,0
294.11,3,1,1,0
294.18,3,1,1,0
294.25,3,1,1,0
294.31,3,1,1,0
294.38,3,1,1,0
294.45,3,1,1,0
294.51,3,1,1,0
294.58,3,1,1,0
294.65,3,1,1,0
294.71,3,1,1,0
294.78,3,1,1,0
294.85,3,1,1,0
294.91,3,1,1,0
294.98,3,1,1,0
295.05,3,1,1,0
295.11,3,1,1,0
295.18,3,1,1,0
295.25,3,1,1,0
295.32,3,1,1,0
295.38,3,1,1,0
295.45,3,1,1,0
295.52,3,1,1,0
295.58,3,1,1,0
295.65,3,1,1,0
295.72,3,1,1,0
295.78,3,1,1,0
295.85,3,1,1,0
295.92,3,1,1,0
295.98,3,1,1,0
296.05,3,1,1,0
296.12,3,1,1,0
296.19,3,1,1,0
296.25,3,1,1,0
296.32,3,1,1,0
296.39,3,1,1,0
296.45,3,1,1,0
296.52,3,1,1,0
296.59,3,1,1,0
296.65,3,1,1,0
296.72,3,1,1,0
296.79,3,1,1,0
296.85,3,1,1,0
296.92,3,1,1,0
296.99,3,1,1,0
297.06,3,1,1,0
297.12,3,1,1,0
297.19,3,1,1,0
297.26,3,1,1,0
297.32,3,1,1,0
297.39,3,1,1,0
297.46,3,1,1,0
297.53,3,1,1,0
297.6,3,1,1,0
297.66,3,1,1,0
297.73,3,1,1,0
297.8,3,1,1,0
297.86,3,1,1,0
297.93,3,1,1,0
297.99,3,1,1,0
298.06,3,1,1,0
298.13,3,1,1,0
298.2,3,1,1,0
298.26,3,1,1,0
298.33,3,1,1,0
298.39,3,1,1,0
298.46,3,1,1,0
298.53,3,1,1,0
298.59,3,1,1,0
298.66,3,1,1,0
298.73,3,1,1,0
298.79,3,1,1,0
298.86,3,1,1,0
298.93,3,1,1,0
298.99,3,1,1,0
299.06,3,1,1,0
299.13,3,1,1,0
299.19,3,1,1,0
299.26,3,1,1,0
299.33,3,1,1,0
299.39,3,1,1,0
299.46,3,1,1,0
299.53,3,1,1,0
299.59,3,1,1,0
299.66,3,1,1,0
299.73,3,1,1,0
299.79,3,1,1,0
299.86,3,1,1,0
299.92,3,1,1,0
299.99,3,1,1,0
300.06,3,1,1,0
300.12,3,1,1,0
300.19,3,1,1,0
300.26,3,1,1,0
300.32,3,1,1,0
300.39,3,1,1,0
300.46,3,1,1,0
300.52,3,1,1,0
300.59,3,1,1,0
300.66,3,1,1,0
300.72,3,1,1,0
300.79,3,1,1,0
300.86,3,1,1,0
300.92,3,1,1,0
300.99,3,1,1,0
301.06,3,1,1,0
301.12,3,1,1,0
301.19,3,1,1,0
301.26,3,1,1,0
301.32,3,1,1,0
301.39,3,1,1,0
301.46,3,1,1,0
301.52,3,1,1,0
301.59,3,1,1,0
301.66,3,1,1,0
301.73,3,1,1,0
301.79,3,1,1,0
301.86,3,1,1,0
301.93,3,1,1,0
301.99,3,1,1,0
302.06,3,1,1,0
302.13,3,1,1,0
302.19,3,1,1,0
302.26,3,1,1,0
302.33,3,1,1,0
302.39,3,1,1,0
302.46,3,1,1,0
302.53,3,1,1,0
302.6,3,1,1,0
302.66,3,1,1,0
302.73,3,1,1,0
302.8,3,1,1,0
302.86,3,1,1,0
302.93,3,1,1,0
303.0,3,1,1,0
303.07,3,1,1,0
303.13,3,1,1,0
303.2,3,1,1,0
303.27,3,1,1,0
303.33,3,1,1,0
303.4,3,1,1,0
303.47,3,1,1,0
303.53,3,1,1,0
303.6,3,1,1,0
303.67,3,1,1,0
303.74,3,1,1,0
303.8,3,1,1,0
303.87,3,1,1,0
303.94,3,1,1,0
304.01,3,1,1,0
304.08,3,1,1,0
304.15,3,1,1,0
304.21,3,1,1,0
304.28,3,1,1,0
304.35,3,1,1,0
304.41,3,1,1,0
304.48,3,1,1,0
304.54,3,1,1,0
304.61,3,1,1,0
304.68,3,1,1,0
304.74,3,1,1,0
304.81,3,1,1,0
304.88,3,1,1,0
304.94,3,1,1,0
305.01,3,1,1,0
305.08,3,1,1,0
305.14,3,1,1,0
305.21,3,1,1,0
305.28,3,1,1,0
305.34,3,1,1,0
305.41,3,1,1,0
305.48,3,1,1,0
305.54,3,1,1,0
305.61,3,1,1,0
305.68,3,1,1,0
305.74,3,1,1,0
305.81,3,1,1,0
305.88,3,1,1,0
305.94,3,1,1,0
306.01,3,1,1,0
306.08,3,1,1,0
306.14,3,1,1,0
306.21,3,1,1,0
306.28,3,1,1,0
306.34,3,1,1,0
306.41,3,1,1,0
306.48,3,1,1,0
306.54,3,1,1,0
306.61,3,1,1,0
306.68,3,1,1,0
306.74,3,1,1,0
306.81,3,1,1,0
306.88,3,1,1,0
306.94,3,1,1,0
307.01,3,1,1,0
307.08,3,1,1,0
307.14,3,1,1,0
307.21,3,1,1,0
307.28,3,1,1,0
307.34,3,1,1,0
307.41,3,1,1,0
307.48,3,1,1,0
307.54,3,1,1,0
307.61,3,1,1,0
307.68,3,1,1,0
307.75,3,1,1,0
307.82,3,1,1,0
307.88,3,1,1,0
307.95,3,1,1,0
308.01,3,1,1,0
308.08,3,1,1,0
308.15,3,1,1,0
308.21,3,1,1,0
308.28,3,1,1,0
308.34,3,1,1,0
308.41,3,1,1,0
308.48,3,1,1,0
308.54,3,1,1,0
308.61,3,1,1,0
308.68,3,1,1,0
308.74,3,1,1,0
308.81,3,1,1,0
308.87,3,1,1,0
308.94,3,1,1,0
309.01,3,1,1,0
309.07,3,1,1,0
309.14,3,1,1,0
309.21,3,1,1,0
309.27,3,1,1,0
309.34,3,1,1,0
309.4,3,1,1,0
309.47,3,1,1,0
309.54,3,1,1,0
309.6,3,1,1,0
309.67,3,1,1,0
309.74,3,1,1,0
309.8,3,1,1,0
309.87,3,1,1,0
309.94,3,1,1,0
310.0,3,1,1,0
310.07,3,1,1,0
310.14,3,1,1,0
310.2,3,1,1,0
310.27,3,1,1,0
310.34,3,1,1,0
310.4,3,1,1,0
310.47,3,1,1,0
310.54,3,1,1,0
310.6,3,1,1,0
310.67,3,1,1,0
310.74,3,1,1,0
310.81,3,1,1,0
310.87,3,1,1,0
310.94,3,1,1,0
311.01,3,1,1,0
311.07,3,1,1,0
311.14,3,1,1,0
311.2,3,1,1,0
311.27,3,1,1,0
311.33,3,1,1,0
311.4,3,1,1,0
311.47,3,1,1,0
311.53,3,1,1,0
311.6,3,1,1,0
311.66,3,1,1,0
311.73,3,1,1,0
311.8,3,1,1,0
311.86,3,1,1,0
311.93,3,1,1,0
311.99,3,1,1,0
312.06,3,1,1,0
312.12,3,1,1,0
312.19,3,1,1,0
312.26,3,1,1,0
312.33,3,1,1,0
312.4,3,1,1,0
312.46,3,1,1,0
312.53,3,1,1,0
312.59,3,1,1,0
312.66,3,1,1,0
312.73,3,1,1,0
312.79,3,1,1,0
312.86,3,1,1,0
312.93,3,1,1,0
312.99,3,1,1,0
313.06,3,1,1,0
313.12,3,1,1,0
313.19,3,1,1,0
313.26,3,1,1,0
313.32,3,1,1,0
313.39,3,1,1,0
313.46,3,1,1,0
313.53,3,1,1,0
313.59,3,1,1,0
313.66,3,1,1,0
313.72,3,1,1,0
313.79,3,1,1,0
313.86,3,1,1,0
313.92,3,1,1,0
313.99,3,1,1,0
314.06,3,1,1,0
314.12,3,1,1,0
314.19,3,1,1,0
314.26,3,1,1,0
314.32,3,1,1,0
314.39,3,1,1,0
314.46,3,1,1,0
314.52,3,1,1,0
314.59,3,1,1,0
314.66,3,1,1,0
314.72,3,1,1,0
314.79,3,1,1,0
314.86,3,1,1,0
314.92,3,1,1,0
314.99,3,1,1,0
315.05,3,1,1,0
315.12,3,1,1,0
315.19,3,1,1,0
315.25,3,1,1,0
315.32,3,1,1,0
315.39,3,1,1,0
315.45,3,1,1,0
315.52,3,1,1,0
315.59,3,1,1,0
315.65,3,1,1,0
315.72,3,1,1,0
315.79,3,1,1,0
315.85,3,1,1,0
315.92,3,1,1,0
315.99,3,1,1,0
316.05,3,1,1,0
316.12,3,1,1,0
316.19,3,1,1,0
316.25,3,1,1,0
316.32,3,1,1,0
316.39,3,1,1,0
316.45,3,1,1,0
316.52,3,1,1,0
316.59,3,1,1,0
316.65,3,1,1,0
316.72,3,1,1,0
316.79,3,1,1,0
316.85,3,1,1,0
316.92,3,1,1,0
316.99,3,1,1,0
317.05,3,1,1,0
317.12,3,1,1,0
317.19,3,1,1,0
317.25,3,1,1,0
317.32,3,1,1,0
317.39,3,1,1,0
317.46,3,1,1,0
317.52,3,1,1,0
317.59,3,1,1,0
317.66,3,1,1,0
317.72,3,1,1,0
317.79,3,1,1,0
317.86,3,1,1,0
317.93,3,1,1,0
317.99,3,1,1,0
318.06,3,1,1,0
318.13,3,1,1,0
318.19,3,1,1,0
318.26,3,1,1,0
318.33,3,1,1,0
318.4,3,1,1,0
318.46,3,1,1,0
318.53,3,1,1,0
318.6,3,1,1,0
318.66,3,1,1,0
318.73,3,1,1,0
318.81,3,1,1,0
318.87,3,1,1,0
318.94,3,1,1,0
319.01,3,1,1,0
319.07,3,1,1,0
319.14,3,1,1,0
319.21,3,1,1,0
319.27,3,1,1,0
319.34,3,1,1,0
319.41,3,1,1,0
319.47,3,1,1,0
319.54,3,1,1,0
319.6,3,1,1,0
319.67,3,1,1,0
319.74,3,1,1,0
319.8,3,1,1,0
319.87,3,1,1,0
319.94,3,1,1,0
320.0,3,1,1,0
320.07,3,1,1,0
320.13,3,1,1,0
320.2,3,1,1,0
320.27,3,1,1,0
320.33,3,1,1,0
320.4,3,1,1,0
320.47,3,1,1,0
320.53,3,1,1,0
320.6,3,1,1,0
320.67,3,1,1,0
320.73,3,1,1,0
320.8,3,1,1,0
320.87,3,1,1,0
320.93,3,1,1,0
321.0,3,1,1,0
321.06,3,1,1,0
321.13,3,1,1,0
321.2,3,1,1,0
321.27,3,1,1,0
321.33,3,1,1,0
321.4,3,1,1,0
321.47,3,1,1,0
321.53,3,1,1,0
321.6,3,1,1,0
321.67,3,1,1,0
321.73,3,1,1,0
321.8,3,1,1,0
321.87,3,1,1,0
321.93,3,1,1,0
322.0,3,1,1,0
322.07,3,1,1,0
322.13,3,1,1,0
322.2,3,1,1,0
322.27,3,1,1,0
322.33,3,1,1,0
322.4,3,1,1,0
322.47,3,1,1,0
322.53,3,1,1,0
322.6,3,1,1,0
322.67,3,1,1,0
322.73,3,1,1,0
322.8,3,1,1,0
322.87,3,1,1,0
322.94,3,1,1,0
323.0,3,1,1,0
323.07,3,1,1,0
323.14,3,1,1,0
323.2,3,1,1,0
323.27,3,1,1,0
323.34,3,1,1,0
323.41,3,1,1,0
323.47,3,1,1,0
323.54,3,1,1,0
323.61,3,1,1,0
323.67,3,1,1,0
323.74,3,1,1,0
323.81,3,1,1,0
323.88,3,1,1,0
323.94,3,1,1,0
324.01,3,1,1,0
324.08,3,1,1,0
324.14,3,1,1,0
324.21,3,1,1,0
324.28,3,1,1,0
324.35,3,1,1,0
324.41,3,1,1,0
324.48,3,1,1,0
324.55,3,1,1,0
324.61,3,1,1,0
324.68,3,1,1,0
324.75,3,1,1,0
324.81,3,1,1,0
324.88,3,1,1,0
324.96,3,1,1,0
325.03,3,1,1,0
325.09,3,1,1,0
325.16,3,1,1,0
325.22,3,1,1,0
325.29,3,1,1,0
325.36,3,1,1,0
325.42,3,1,1,0
325.49,3,1,1,0
325.56,3,1,1,0
325.62,3,1,1,0
325.69,3,1,1,0
325.76,3,1,1,0
325.82,3,1,1,0
325.89,3,1,1,0
325.96,3,1,1,0
326.02,3,1,1,0
326.09,3,1,1,0
326.16,3,1,1,0
326.22,3,1,1,0
326.29,3,1,1,0
326.35,3,1,1,0
326.42,3,1,1,0
326.49,3,1,1,0
326.55,3,1,1,0
326.62,3,1,1,0
326.69,3,1,1,0
326.75,3,1,1,0
326.82,3,1,1,0
326.88,3,1,1,0
326.95,3,1,1,0
327.02,3,1,1,0
327.08,3,1,1,0
327.15,3,1,1,0
327.22,3,1,1,0
327.28,3,1,1,0
327.35,3,1,1,0
327.42,3,1,1,0
327.48,3,1,1,0
327.55,3,1,1,0
327.62,3,1,1,0
327.68,3,1,1,0
327.75,3,1,1,0
327.82,3,1,1,0
327.88,3,1,1,0
327.95,3,1,1,0
328.02,3,1,1,0
328.08,3,1,1,0
328.15,3,1,1,0
328.22,3,1,1,0
328.28,3,1,1,0
328.35,3,1,1,0
328.42,3,1,1,0
328.48,3,1,1,0
328.55,3,1,1,0
328.62,3,1,1,0
328.68,3,1,1,0
328.75,3,1,1,0
328.82,3,1,1,0
328.88,3,1,1,0
328.95,3,1,1,0
329.02,3,1,1,0
329.08,3,1,1,0
329.15,3,1,1,0
329.22,3,1,1,0
329.28,3,1,1,0
329.35,3,1,1,0
329.42,3,1,1,0
329.48,3,1,1,0
329.55,3,1,1,0
329.62,3,1,1,0
329.69,3,1,1,0
329.75,3,1,1,0
329.82,3,1,1,0
329.89,3,1,1,0
329.95,3,1,1,0
330.02,3,1,1,0
330.09,3,1,1,0
330.15,3,1,1,0
330.22,3,1,1,0
330.29,3,1,1,0
330.36,3,1,1,0
330.42,3,1,1,0
330.49,3,1,1,0
330.56,3,1,1,0
330.62,3,1,1,0
330.69,3,1,1,0
330.76,3,1,1,0
330.82,3,1,1,0
330.89,3,1,1,0
330.96,3,1,1,0
331.02,3,1,1,0
331.09,3,1,1,0
331.17,3,1,1,0
331.23,3,1,1,0
331.3,3,1,1,0
331.36,3,1,1,0
331.43,3,1,1,0
331.5,3,1,1,0
331.56,3,1,1,0
331.63,3,1,1,0
331.7,3,1,1,0
331.76,3,1,1,0
331.83,3,1,1,0
331.9,3,1,1,0
331.96,3,1,1,0
332.03,3,1,1,0
332.09,3,1,1,0
332.16,3,1,1,0
332.23,3,1,1,0
332.29,3,1,1,0
332.36,3,1,1,0
332.43,3,1,1,0
332.49,3,1,1,0
332.56,3,1,1,0
332.62,3,1,1,0
332.69,3,1,1,0
332.76,3,1,1,0
332.83,3,1,1,0
332.89,3,1,1,0
332.96,3,1,1,0
333.03,3,1,1,0
333.09,3,1,1,0
333.16,3,1,1,0
333.22,3,1,1,0
333.29,3,1,1,0
333.36,3,1,1,0
333.42,3,1,1,0
333.49,3,1,1,0
333.56,3,1,1,0
333.62,3,1,1,0
333.69,3,1,1,0
