ElapsedSec,Phase,AnomalyCount,HighlightAnomalyCount,MissingCount
230.87,2,1,1,0
230.94,2,1,1,0
231.0,2,1,1,0
231.07,2,1,1,0
231.14,2,1,1,0
231.2,3,1,1,0
231.27,3,1,1,0
231.33,3,1,1,0
231.4,3,1,1,0
231.47,3,1,1,0
231.53,3,1,1,0
231.6,3,1,1,0
231.66,3,1,1,0
231.73,3,1,1,0
231.8,3,1,1,0
231.86,3,1,1,0
231.93,3,1,1,0
231.99,3,1,1,0
232.06,3,1,1,0
232.13,3,1,1,0
232.19,3,1,1,0
232.26,3,1,1,0
232.33,3,1,1,0
232.39,3,1,1,0
232.46,3,1,1,0
232.52,3,1,1,0
232.59,3,1,1,0
232.66,3,1,1,0
232.72,3,1,1,0
232.79,3,1,1,0
232.86,3,1,1,0
232.92,3,1,1,0
232.99,3,1,1,0
233.05,3,1,1,0
233.12,3,1,1,0
233.19,3,1,1,0
233.25,3,1,1,0
233.32,3,1,1,0
233.39,3,1,1,0
233.45,3,1,1,0
233.52,3,1,1,0
233.59,3,1,1,0
233.65,3,1,1,0
233.72,3,1,1,0
233.78,3,1,1,0
233.85,3,1,1,0
233.92,3,1,1,0
233.98,3,1,1,0
234.12,3,1,1,0
234.19,3,1,1,0
234.25,3,1,1,0
234.32,3,1,1,0
234.39,3,1,1,0
234.45,3,1,1,0
234.52,3,1,1,0
234.59,3,1,1,0
234.65,3,1,1,0
234.72,3,1,1,0
234.79,3,1,1,0
234.85,3,1,1,0
234.92,3,1,1,0
234.98,3,1,1,0
235.05,3,1,1,0
235.12,3,1,1,0
235.19,3,1,1,0
235.25,3,1,1,0
235.32,3,1,1,0
235.38,3,1,1,0
235.45,3,1,1,0
235.52,3,1,1,0
235.58,3,1,1,0
235.65,3,1,1,0
235.72,3,1,1,0
235.78,3,1,1,0
235.85,3,1,1,0
235.92,3,1,1,0
235.98,3,1,1,0
236.05,3,1,1,0
236.12,3,1,1,0
236.18,3,1,1,0
236.25,3,1,1,0
236.32,3,1,1,0
236.38,3,1,1,0
236.45,3,1,1,0
236.52,3,1,1,0
236.58,3,1,1,0
236.65,3,1,1,0
236.72,3,1,1,0
236.79,3,1,1,0
236.85,3,1,1,0
236.92,3,1,1,0
236.99,3,1,1,0
237.05,3,1,1,0
237.12,3,1,1,0
237.19,3,1,1,0
237.26,3,1,1,0
237.32,3,1,1,0
237.39,3,1,1,0
237.45,3,1,1,0
237.52,3,1,1,0
237.59,3,1,1,0
