ElapsedSec,Distance,Azimuth,TargetLat,TargetLng,Angle,Direction,AngleValid
22.08,0.0,0.0,30.374217,130.959968,269.94,0.0,1
22.14,0.0,0.0,30.374217,130.959968,269.94,0.0,1
22.21,0.0,0.0,30.374217,130.959968,269.94,0.0,1
22.28,0.0,0.0,30.374217,130.959968,269.94,0.0,1
22.34,0.0,0.0,30.374217,130.959968,269.94,0.0,1
22.41,0.0,0.0,30.374217,130.959968,269.94,0.0,1
22.48,0.0,0.0,30.374217,130.959968,269.94,0.0,1
22.54,0.0,0.0,30.374217,130.959968,269.94,0.0,1
22.61,0.0,0.0,30.374217,130.959968,269.94,0.0,1
22.68,0.0,0.0,30.374217,130.959968,269.94,0.0,1
22.74,0.0,0.0,30.374217,130.959968,269.94,0.0,1
22.81,0.0,0.0,30.374217,130.959968,269.94,0.0,1
22.88,0.0,0.0,30.374217,130.959968,269.94,0.0,1
22.94,0.0,0.0,30.374217,130.959968,269.94,0.0,1
23.01,0.0,0.0,30.374217,130.959968,269.94,0.0,1
23.08,0.0,0.0,30.374217,130.959968,269.94,0.0,1
23.14,0.0,0.0,30.374217,130.959968,269.94,0.0,1
23.21,0.0,0.0,30.374217,130.959968,269.94,0.0,1
23.28,0.0,0.0,30.374217,130.959968,269.94,0.0,1
23.34,0.0,0.0,30.374217,130.959968,269.94,0.0,1
23.41,0.0,0.0,30.374217,130.959968,269.94,0.0,1
23.48,0.0,0.0,30.374217,130.959968,269.94,0.0,1
23.54,0.0,0.0,30.374217,130.959968,269.94,0.0,1
23.61,0.0,0.0,30.374217,130.959968,269.94,0.0,1
23.68,0.0,0.0,30.374217,130.959968,269.94,0.0,1
23.74,0.0,0.0,30.374217,130.959968,269.94,0.0,1
23.81,0.0,0.0,30.374217,130.959968,269.94,0.0,1
23.88,0.0,0.0,30.374217,130.959968,269.94,0.0,1
23.95,0.0,0.0,30.374217,130.959968,269.94,0.0,1
24.02,0.0,0.0,30.374217,130.959968,269.94,0.0,1
24.08,0.0,0.0,30.374217,130.959968,269.94,0.0,1
24.15,0.0,0.0,30.374217,130.959968,269.94,0.0,1
24.21,0.0,0.0,30.374217,130.959968,269.94,0.0,1
24.28,0.0,0.0,30.374217,130.959968,269.94,0.0,1
24.35,0.0,0.0,30.374217,130.959968,269.94,0.0,1
24.41,0.0,0.0,30.374217,130.959968,269.94,0.0,1
24.48,0.0,0.0,30.374217,130.959968,269.94,0.0,1
24.54,0.0,0.0,30.374217,130.959968,269.94,0.0,1
24.61,0.0,0.0,30.374217,130.959968,269.94,0.0,1
24.67,0.0,0.0,30.374217,130.959968,269.94,0.0,1
24.74,0.0,0.0,30.374217,130.959968,269.94,0.0,1
24.81,0.0,0.0,30.374217,130.959968,269.94,0.0,1
24.87,0.0,0.0,30.374217,130.959968,269.94,0.0,1
24.94,0.0,0.0,30.374217,130.959968,269.94,0.0,1
25.01,0.0,0.0,30.374217,130.959968,269.94,0.0,1
25.07,0.0,0.0,30.374217,130.959968,269.94,0.0,1
25.15,0.0,0.0,30.374217,130.959968,269.94,0.0,1
25.21,0.0,0.0,30.374217,130.959968,269.94,0.0,1
25.28,0.0,0.0,30.374217,130.959968,269.94,0.0,1
25.35,0.0,0.0,30.374217,130.959968,269.94,0.0,1
25.41,0.0,0.0,30.374217,130.959968,269.94,0.0,1
25.48,0.0,0.0,30.374217,130.959968,269.94,0.0,1
25.54,0.0,0.0,30.374217,130.959968,269.94,0.0,1
25.61,0.0,0.0,30.374217,130.959968,269.94,0.0,1
25.67,0.0,0.0,30.374217,130.959968,269.94,0.0,1
25.74,0.0,0.0,30.374217,130.959968,269.94,0.0,1
25.81,0.0,0.0,30.374217,130.959968,269.94,0.0,1
25.87,0.0,0.0,30.374217,130.959968,269.94,0.0,1
25.94,0.0,0.0,30.374217,130.959968,269.94,0.0,1
26.01,0.0,0.0,30.374217,130.959968,269.94,0.0,1
26.07,0.0,0.0,30.374217,130.959968,269.94,0.0,1
26.14,0.0,0.0,30.374217,130.959968,269.94,0.0,1
26.2,0.0,0.0,30.374217,130.959968,269.94,0.0,1
26.27,0.0,0.0,30.374217,130.959968,269.94,0.0,1
26.34,0.0,0.0,30.374217,130.959968,269.94,0.0,1
26.4,0.0,0.0,30.374217,130.959968,269.94,0.0,1
26.47,0.0,0.0,30.374217,130.959968,269.94,0.0,1
26.53,0.0,0.0,30.374217,130.959968,269.94,0.0,1
26.6,0.0,0.0,30.374217,130.959968,269.94,0.0,1
26.67,0.0,0.0,30.374217,130.959968,269.94,0.0,1
26.73,0.0,0.0,30.374217,130.959968,269.94,0.0,1
26.8,0.0,0.0,30.374217,130.959968,269.94,0.0,1
26.86,0.0,0.0,30.374217,130.959968,269.94,0.0,1
26.93,0.0,0.0,30.374217,130.959968,269.94,0.0,1
26.99,0.0,0.0,30.374217,130.959968,269.94,0.0,1
27.06,0.0,0.0,30.374217,130.959968,269.94,0.0,1
27.13,0.0,0.0,30.374217,130.959968,269.94,0.0,1
