ElapsedSec,Distance,Azimuth,TargetLat,TargetLng,Angle,Direction,AngleValid
145.21,0.0,0.0,30.374217,130.959968,269.94,0.0,1
145.27,0.0,0.0,30.374217,130.959968,269.94,0.0,1
145.34,0.0,0.0,30.374217,130.959968,269.94,0.0,1
145.41,0.0,0.0,30.374217,130.959968,269.94,0.0,1
145.47,0.0,0.0,30.374217,130.959968,269.94,0.0,1
145.54,0.0,0.0,30.374217,130.959968,269.94,0.0,1
145.61,0.0,0.0,30.374217,130.959968,269.94,0.0,1
145.67,0.0,0.0,30.374217,130.959968,269.94,0.0,1
145.74,0.0,0.0,30.374217,130.959968,269.94,0.0,1
145.81,0.0,0.0,30.374217,130.959968,269.94,0.0,1
145.88,0.0,0.0,30.374217,130.959968,269.94,0.0,1
145.94,0.0,0.0,30.374217,130.959968,269.94,0.0,1
146.01,0.0,0.0,30.374217,130.959968,269.94,0.0,1
146.08,0.0,0.0,30.374217,130.959968,269.94,0.0,1
146.14,0.0,0.0,30.374217,130.959968,269.94,0.0,1
146.21,0.0,0.0,30.374217,130.959968,269.94,0.0,1
146.28,0.0,0.0,30.374217,130.959968,269.94,0.0,1
146.34,0.0,0.0,30.374217,130.959968,269.94,0.0,1
146.41,0.0,0.0,30.374217,130.959968,269.94,0.0,1
146.47,0.0,0.0,30.374217,130.959968,269.94,0.0,1
146.54,0.0,0.0,30.374217,130.959968,269.94,0.0,1
146.61,0.0,0.0,30.374217,130.959968,269.94,0.0,1
146.67,0.0,0.0,30.374217,130.959968,269.94,0.0,1
146.74,0.0,0.0,30.374217,130.959968,269.94,0.0,1
146.81,0.0,0.0,30.374217,130.959968,269.94,0.0,1
146.88,0.0,0.0,30.374217,130.959968,269.94,0.0,1
146.95,0.0,0.0,30.374217,130.959968,269.94,0.0,1
147.01,0.0,0.0,30.374217,130.959968,269.94,0.0,1
147.08,0.0,0.0,30.374217,130.959968,269.94,0.0,1
147.15,0.0,0.0,30.374217,130.959968,269.94,0.0,1
147.21,0.0,0.0,30.374217,130.959968,269.94,0.0,1
147.28,0.0,0.0,30.374217,130.959968,269.94,0.0,1
147.34,0.0,0.0,30.374217,130.959968,269.94,0.0,1
147.41,0.0,0.0,30.374217,130.959968,269.94,0.0,1
147.48,0.0,0.0,30.374217,130.959968,269.94,0.0,1
147.54,0.0,0.0,30.374217,130.959968,269.94,0.0,1
147.61,0.0,0.0,30.374217,130.959968,269.94,0.0,1
147.67,0.0,0.0,30.374217,130.959968,269.94,0.0,1
147.74,0.0,0.0,30.374217,130.959968,269.94,0.0,1
147.81,0.0,0.0,30.374217,130.959968,269.94,0.0,1
147.87,0.0,0.0,30.374217,130.959968,269.94,0.0,1
147.94,0.0,0.0,30.374217,130.959968,269.94,0.0,1
148.0,0.0,0.0,30.374217,130.959968,269.94,0.0,1
148.07,0.0,0.0,30.374217,130.959968,269.94,0.0,1
148.14,0.0,0.0,30.374217,130.959968,269.94,0.0,1
148.21,0.0,0.0,30.374217,130.959968,269.94,0.0,1
148.28,0.0,0.0,30.374217,130.959968,269.94,0.0,1
148.34,0.0,0.0,30.374217,130.959968,269.94,0.0,1
148.41,0.0,0.0,30.374217,130.959968,269.94,0.0,1
148.48,0.0,0.0,30.374217,130.959968,269.94,0.0,1
148.54,0.0,0.0,30.374217,130.959968,269.94,0.0,1
148.61,0.0,0.0,30.374217,130.959968,269.94,0.0,1
148.67,0.0,0.0,30.374217,130.959968,269.94,0.0,1
148.74,0.0,0.0,30.374217,130.959968,269.94,0.0,1
148.81,0.0,0.0,30.374217,130.959968,269.94,0.0,1
148.87,0.0,0.0,30.374217,130.959968,269.94,0.0,1
148.94,0.0,0.0,30.374217,130.959968,269.94,0.0,1
149.0,0.0,0.0,30.374217,130.959968,269.94,0.0,1
149.07,0.0,0.0,30.374217,130.959968,269.94,0.0,1
149.14,0.0,0.0,30.374217,130.959968,269.94,0.0,1
149.2,0.0,0.0,30.374217,130.959968,269.94,0.0,1
149.27,0.0,0.0,30.374217,130.959968,269.94,0.0,1
149.33,0.0,0.0,30.374217,130.959968,269.94,0.0,1
149.4,0.0,0.0,30.374217,130.959968,269.94,0.0,1
149.47,0.0,0.0,30.374217,130.959968,269.94,0.0,1
149.53,0.0,0.0,30.374217,130.959968,269.94,0.0,1
149.6,0.0,0.0,30.374217,130.959968,269.94,0.0,1
149.67,0.0,0.0,30.374217,130.959968,269.94,0.0,1
149.73,0.0,0.0,30.374217,130.959968,269.94,0.0,1
149.8,0.0,0.0,30.374217,130.959968,269.94,0.0,1
149.86,0.0,0.0,30.374217,130.959968,269.94,0.0,1
149.93,0.0,0.0,30.374217,130.959968,269.94,0.0,1
150.0,0.0,0.0,30.374217,130.959968,269.94,0.0,1
150.06,0.0,0.0,30.374217,130.959968,269.94,0.0,1
150.13,0.0,0.0,30.374217,130.959968,269.94,0.0,1
150.2,0.0,0.0,30.374217,130.959968,269.94,0.0,1
150.26,0.0,0.0,30.374217,130.959968,269.94,0.0,1
150.33,0.0,0.0,30.374217,130.959968,269.94,0.0,1
150.39,0.0,0.0,30.374217,130.959968,269.94,0.0,1
150.46,0.0,0.0,30.374217,130.959968,269.94,0.0,1
150.53,0.0,0.0,30.374217,130.959968,269.94,0.0,1
150.59,0.0,0.0,30.374217,130.959968,269.94,0.0,1
150.66,0.0,0.0,30.374217,130.959968,269.94,0.0,1
150.72,0.0,0.0,30.374217,130.959968,269.94,0.0,1
150.79,0.0,0.0,30.374217,130.959968,269.94,0.0,1
150.86,0.0,0.0,30.374217,130.959968,269.94,0.0,1
150.92,0.0,0.0,30.374217,130.959968,269.94,0.0,1
150.99,0.0,0.0,30.374217,130.959968,269.94,0.0,1
151.05,0.0,0.0,30.374217,130.959968,269.94,0.0,1
151.12,0.0,0.0,30.374217,130.959968,269.94,0.0,1
151.19,0.0,0.0,30.374217,130.959968,269.94,0.0,1
151.25,0.0,0.0,30.374217,130.959968,269.94,0.0,1
151.32,0.0,0.0,30.374217,130.959968,269.94,0.0,1
151.39,0.0,0.0,30.374217,130.959968,269.94,0.0,1
151.45,0.0,0.0,30.374217,130.959968,269.94,0.0,1
151.52,0.0,0.0,30.374217,130.959968,269.94,0.0,1
151.58,0.0,0.0,30.374217,130.959968,269.94,0.0,1
151.65,0.0,0.0,30.374217,130.959968,269.94,0.0,1
151.72,0.0,0.0,30.374217,130.959968,269.94,0.0,1
151.78,0.0,0.0,30.374217,130.959968,269.94,0.0,1
151.85,0.0,0.0,30.374217,130.959968,269.94,0.0,1
151.92,0.0,0.0,30.374217,130.959968,269.94,0.0,1
151.98,0.0,0.0,30.374217,130.959968,269.94,0.0,1
152.05,0.0,0.0,30.374217,130.959968,269.94,0.0,1
152.11,0.0,0.0,30.374217,130.959968,269.94,0.0,1
152.18,0.0,0.0,30.374217,130.959968,269.94,0.0,1
152.25,0.0,0.0,30.374217,130.959968,269.94,0.0,1
152.32,0.0,0.0,30.374217,130.959968,269.94,0.0,1
152.38,0.0,0.0,30.374217,130.959968,269.94,0.0,1
152.45,0.0,0.0,30.374217,130.959968,269.94,0.0,1
152.51,0.0,0.0,30.374217,130.959968,269.94,0.0,1
152.58,0.0,0.0,30.374217,130.959968,269.94,0.0,1
152.65,0.0,0.0,30.374217,130.959968,269.94,0.0,1
152.71,0.0,0.0,30.374217,130.959968,269.94,0.0,1
152.78,0.0,0.0,30.374217,130.959968,269.94,0.0,1
152.85,0.0,0.0,30.374217,130.959968,269.94,0.0,1
152.91,0.0,0.0,30.374217,130.959968,269.94,0.0,1
152.98,0.0,0.0,30.374217,130.959968,269.94,0.0,1
153.05,0.0,0.0,30.374217,130.959968,269.94,0.0,1
153.11,0.0,0.0,30.374217,130.959968,269.94,0.0,1
153.18,0.0,0.0,30.374217,130.959968,269.94,0.0,1
153.25,0.0,0.0,30.374217,130.959968,269.94,0.0,1
153.31,0.0,0.0,30.374217,130.959968,269.94,0.0,1
153.38,0.0,0.0,30.374217,130.959968,269.94,0.0,1
153.45,0.0,0.0,30.374217,130.959968,269.94,0.0,1
153.51,0.0,0.0,30.374217,130.959968,269.94,0.0,1
153.58,0.0,0.0,30.374217,130.959968,269.94,0.0,1
153.65,0.0,0.0,30.374217,130.959968,269.94,0.0,1
153.71,0.0,0.0,30.374217,130.959968,269.94,0.0,1
153.78,0.0,0.0,30.374217,130.959968,269.94,0.0,1
153.85,0.0,0.0,30.374217,130.959968,269.94,0.0,1
153.91,0.0,0.0,30.374217,130.959968,269.94,0.0,1
153.98,0.0,0.0,30.374217,130.959968,269.94,0.0,1
154.05,0.0,0.0,30.374217,130.959968,269.94,0.0,1
154.11,0.0,0.0,30.374217,130.959968,269.94,0.0,1
154.18,0.0,0.0,30.374217,130.959968,269.94,0.0,1
154.25,0.0,0.0,30.374217,130.959968,269.94,0.0,1
154.31,0.0,0.0,30.374217,130.959968,269.94,0.0,1
154.38,0.0,0.0,30.374217,130.959968,269.94,0.0,1
154.45,0.0,0.0,30.374217,130.959968,269.94,0.0,1
154.51,0.0,0.0,30.374217,130.959968,269.94,0.0,1
154.58,0.0,0.0,30.374217,130.959968,269.94,0.0,1
154.65,0.0,0.0,30.374217,130.959968,269.94,0.0,1
154.71,0.0,0.0,30.374217,130.959968,269.94,0.0,1
154.78,0.0,0.0,30.374217,130.959968,269.94,0.0,1
154.85,0.0,0.0,30.374217,130.959968,269.94,0.0,1
154.92,0.0,0.0,30.374217,130.959968,269.94,0.0,1
154.99,0.0,0.0,30.374217,130.959968,269.94,0.0,1
155.05,0.0,0.0,30.374217,130.959968,269.94,0.0,1
155.12,0.0,0.0,30.374217,130.959968,269.94,0.0,1
155.18,0.0,0.0,30.374217,130.959968,269.94,0.0,1
155.25,0.0,0.0,30.374217,130.959968,269.94,0.0,1
155.32,0.0,0.0,30.374217,130.959968,269.94,0.0,1
155.38,0.0,0.0,30.374217,130.959968,269.94,0.0,1
155.45,0.0,0.0,30.374217,130.959968,269.94,0.0,1
155.52,0.0,0.0,30.374217,130.959968,269.94,0.0,1
155.58,0.0,0.0,30.374217,130.959968,269.94,0.0,1
155.65,0.0,0.0,30.374217,130.959968,269.94,0.0,1
155.71,0.0,0.0,30.374217,130.959968,269.94,0.0,1
155.78,0.0,0.0,30.374217,130.959968,269.94,0.0,1
155.85,0.0,0.0,30.374217,130.959968,269.94,0.0,1
155.91,0.0,0.0,30.374217,130.959968,269.94,0.0,1
155.98,0.0,0.0,30.374217,130.959968,269.94,0.0,1
156.05,0.0,0.0,30.374217,130.959968,269.94,0.0,1
156.11,0.0,0.0,30.374217,130.959968,269.94,0.0,1
156.18,0.0,0.0,30.374217,130.959968,269.94,0.0,1
156.24,0.0,0.0,30.374217,130.959968,269.94,0.0,1
156.31,0.0,0.0,30.374217,130.959968,269.94,0.0,1
156.38,0.0,0.0,30.374217,130.959968,269.94,0.0,1
156.44,0.0,0.0,30.374217,130.959968,269.94,0.0,1
156.51,0.0,0.0,30.374217,130.959968,269.94,0.0,1
156.57,0.0,0.0,30.374217,130.959968,269.94,0.0,1
156.64,0.0,0.0,30.374217,130.959968,269.94,0.0,1
156.7,0.0,0.0,30.374217,130.959968,269.94,0.0,1
156.77,0.0,0.0,30.374217,130.959968,269.94,0.0,1
156.84,0.0,0.0,30.374217,130.959968,269.94,0.0,1
156.91,0.0,0.0,30.374217,130.959968,269.94,0.0,1
156.97,0.0,0.0,30.374217,130.959968,269.94,0.0,1
157.04,0.0,0.0,30.374217,130.959968,269.94,0.0,1
157.1,0.0,0.0,30.374217,130.959968,269.94,0.0,1
157.17,0.0,0.0,30.374217,130.959968,269.94,0.0,1
157.23,0.0,0.0,30.374217,130.959968,269.94,0.0,1
157.3,0.0,0.0,30.374217,130.959968,269.94,0.0,1
157.37,0.0,0.0,30.374217,130.959968,269.94,0.0,1
157.43,0.0,0.0,30.374217,130.959968,269.94,0.0,1
157.5,0.0,0.0,30.374217,130.959968,269.94,0.0,1
157.56,0.0,0.0,30.374217,130.959968,269.94,0.0,1
157.63,0.0,0.0,30.374217,130.959968,269.94,0.0,1
157.7,0.0,0.0,30.374217,130.959968,269.94,0.0,1
157.76,0.0,0.0,30.374217,130.959968,269.94,0.0,1
157.83,0.0,0.0,30.374217,130.959968,269.94,0.0,1
157.89,0.0,0.0,30.374217,130.959968,269.94,0.0,1
157.96,0.0,0.0,30.374217,130.959968,269.94,0.0,1
158.02,0.0,0.0,30.374217,130.959968,269.94,0.0,1
158.09,0.0,0.0,30.374217,130.959968,269.94,0.0,1
158.16,0.0,0.0,30.374217,130.959968,269.94,0.0,1
158.22,0.0,0.0,30.374217,130.959968,269.94,0.0,1
158.29,0.0,0.0,30.374217,130.959968,269.94,0.0,1
158.35,0.0,0.0,30.374217,130.959968,269.94,0.0,1
158.42,0.0,0.0,30.374217,130.959968,269.94,0.0,1
158.49,0.0,0.0,30.374217,130.959968,269.94,0.0,1
158.55,0.0,0.0,30.374217,130.959968,269.94,0.0,1
158.62,0.0,0.0,30.374217,130.959968,269.94,0.0,1
158.68,0.0,0.0,30.374217,130.959968,269.94,0.0,1
158.75,0.0,0.0,30.374217,130.959968,269.94,0.0,1
158.82,0.0,0.0,30.374217,130.959968,269.94,0.0,1
158.88,0.0,0.0,30.374217,130.959968,269.94,0.0,1
158.95,0.0,0.0,30.374217,130.959968,269.94,0.0,1
159.01,0.0,0.0,30.374217,130.959968,269.94,0.0,1
159.08,0.0,0.0,30.374217,130.959968,269.94,0.0,1
159.14,0.0,0.0,30.374217,130.959968,269.94,0.0,1
159.21,0.0,0.0,30.374217,130.959968,269.94,0.0,1
159.28,0.0,0.0,30.374217,130.959968,269.94,0.0,1
159.34,0.0,0.0,30.374217,130.959968,269.94,0.0,1
159.41,0.0,0.0,30.374217,130.959968,269.94,0.0,1
159.47,0.0,0.0,30.374217,130.959968,269.94,0.0,1
159.54,0.0,0.0,30.374217,130.959968,269.94,0.0,1
159.61,0.0,0.0,30.374217,130.959968,269.94,0.0,1
159.67,0.0,0.0,30.374217,130.959968,269.94,0.0,1
159.74,0.0,0.0,30.374217,130.959968,269.94,0.0,1
159.8,0.0,0.0,30.374217,130.959968,269.94,0.0,1
159.87,0.0,0.0,30.374217,130.959968,269.94,0.0,1
159.94,0.0,0.0,30.374217,130.959968,269.94,0.0,1
160.0,0.0,0.0,30.374217,130.959968,269.94,0.0,1
160.07,0.0,0.0,30.374217,130.959968,269.94,0.0,1
160.13,0.0,0.0,30.374217,130.959968,269.94,0.0,1
160.2,0.0,0.0,30.374217,130.959968,269.94,0.0,1
160.27,0.0,0.0,30.374217,130.959968,269.94,0.0,1
160.33,0.0,0.0,30.374217,130.959968,269.94,0.0,1
160.4,0.0,0.0,30.374217,130.959968,269.94,0.0,1
160.46,0.0,0.0,30.374217,130.959968,269.94,0.0,1
160.53,0.0,0.0,30.374217,130.959968,269.94,0.0,1
160.6,0.0,0.0,30.374217,130.959968,269.94,0.0,1
160.66,0.0,0.0,30.374217,130.959968,269.94,0.0,1
160.73,0.0,0.0,30.374217,130.959968,269.94,0.0,1
160.79,0.0,0.0,30.374217,130.959968,269.94,0.0,1
160.86,0.0,0.0,30.374217,130.959968,269.94,0.0,1
160.93,0.0,0.0,30.374217,130.959968,269.94,0.0,1
160.99,0.0,0.0,30.374217,130.959968,269.94,0.0,1
161.06,0.0,0.0,30.374217,130.959968,269.94,0.0,1
161.13,0.0,0.0,30.374217,130.959968,269.94,0.0,1
161.19,0.0,0.0,30.374217,130.959968,269.94,0.0,1
161.26,0.0,0.0,30.374217,130.959968,269.94,0.0,1
161.33,0.0,0.0,30.374217,130.959968,269.94,0.0,1
161.39,0.0,0.0,30.374217,130.959968,269.94,0.0,1
161.47,0.0,0.0,30.374217,130.959968,269.94,0.0,1
161.53,0.0,0.0,30.374217,130.959968,269.94,0.0,1
161.6,0.0,0.0,30.374217,130.959968,269.94,0.0,1
161.66,0.0,0.0,30.374217,130.959968,269.94,0.0,1
161.73,0.0,0.0,30.374217,130.959968,269.94,0.0,1
161.8,0.0,0.0,30.374217,130.959968,269.94,0.0,1
161.86,0.0,0.0,30.374217,130.959968,269.94,0.0,1
161.93,0.0,0.0,30.374217,130.959968,269.94,0.0,1
161.99,0.0,0.0,30.374217,130.959968,269.94,0.0,1
162.06,0.0,0.0,30.374217,130.959968,269.94,0.0,1
162.13,0.0,0.0,30.374217,130.959968,269.94,0.0,1
162.19,0.0,0.0,30.374217,130.959968,269.94,0.0,1
162.26,0.0,0.0,30.374217,130.959968,269.94,0.0,1
162.32,0.0,0.0,30.374217,130.959968,269.94,0.0,1
162.39,0.0,0.0,30.374217,130.959968,269.94,0.0,1
162.46,0.0,0.0,30.374217,130.959968,269.94,0.0,1
162.52,0.0,0.0,30.374217,130.959968,269.94,0.0,1
162.59,0.0,0.0,30.374217,130.959968,269.94,0.0,1
162.65,0.0,0.0,30.374217,130.959968,269.94,0.0,1
162.72,0.0,0.0,30.374217,130.959968,269.94,0.0,1
162.79,0.0,0.0,30.374217,130.959968,269.94,0.0,1
162.85,0.0,0.0,30.374217,130.959968,269.94,0.0,1
162.92,0.0,0.0,30.374217,130.959968,269.94,0.0,1
162.99,0.0,0.0,30.374217,130.959968,269.94,0.0,1
163.05,0.0,0.0,30.374217,130.959968,269.94,0.0,1
163.12,0.0,0.0,30.374217,130.959968,269.94,0.0,1
163.18,0.0,0.0,30.374217,130.959968,269.94,0.0,1
163.25,0.0,0.0,30.374217,130.959968,269.94,0.0,1
163.32,0.0,0.0,30.374217,130.959968,269.94,0.0,1
163.38,0.0,0.0,30.374217,130.959968,269.94,0.0,1
163.45,0.0,0.0,30.374217,130.959968,269.94,0.0,1
163.51,0.0,0.0,30.374217,130.959968,269.94,0.0,1
163.58,0.0,0.0,30.374217,130.959968,269.94,0.0,1
163.65,0.0,0.0,30.374217,130.959968,269.94,0.0,1
163.71,0.0,0.0,30.374217,130.959968,269.94,0.0,1
163.78,0.0,0.0,30.374217,130.959968,269.94,0.0,1
163.84,0.0,0.0,30.374217,130.959968,269.94,0.0,1
163.91,0.0,0.0,30.374217,130.959968,269.94,0.0,1
163.98,0.0,0.0,30.374217,130.959968,269.94,0.0,1
164.04,0.0,0.0,30.374217,130.959968,269.94,0.0,1
164.11,0.0,0.0,30.374217,130.959968,269.94,0.0,1
164.18,0.0,0.0,30.374217,130.959968,269.94,0.0,1
164.24,0.0,0.0,30.374217,130.959968,269.94,0.0,1
164.31,0.0,0.0,30.374217,130.959968,269.94,0.0,1
164.37,0.0,0.0,30.374217,130.959968,269.94,0.0,1
164.44,0.0,0.0,30.374217,130.959968,269.94,0.0,1
164.51,0.0,0.0,30.374217,130.959968,269.94,0.0,1
164.57,0.0,0.0,30.374217,130.959968,269.94,0.0,1
164.64,0.0,0.0,30.374217,130.959968,269.94,0.0,1
164.71,0.0,0.0,30.374217,130.959968,269.94,0.0,1
164.77,0.0,0.0,30.374217,130.959968,269.94,0.0,1
164.84,0.0,0.0,30.374217,130.959968,269.94,0.0,1
164.9,0.0,0.0,30.374217,130.959968,269.94,0.0,1
164.97,0.0,0.0,30.374217,130.959968,269.94,0.0,1
165.04,0.0,0.0,30.374217,130.959968,269.94,0.0,1
165.11,0.0,0.0,30.374217,130.959968,269.94,0.0,1
165.17,0.0,0.0,30.374217,130.959968,269.94,0.0,1
165.24,0.0,0.0,30.374217,130.959968,269.94,0.0,1
165.3,0.0,0.0,30.374217,130.959968,269.94,0.0,1
165.37,0.0,0.0,30.374217,130.959968,269.94,0.0,1
165.44,0.0,0.0,30.374217,130.959968,269.94,0.0,1
165.5,0.0,0.0,30.374217,130.959968,269.94,0.0,1
165.57,0.0,0.0,30.374217,130.959968,269.94,0.0,1
165.64,0.0,0.0,30.374217,130.959968,269.94,0.0,1
165.7,0.0,0.0,30.374217,130.959968,269.94,0.0,1
165.77,0.0,0.0,30.374217,130.959968,269.94,0.0,1
165.84,0.0,0.0,30.374217,130.959968,269.94,0.0,1
165.9,0.0,0.0,30.374217,130.959968,269.94,0.0,1
165.97,0.0,0.0,30.374217,130.959968,269.94,0.0,1
166.04,0.0,0.0,30.374217,130.959968,269.94,0.0,1
166.1,0.0,0.0,30.374217,130.959968,269.94,0.0,1
166.17,0.0,0.0,30.374217,130.959968,269.94,0.0,1
166.24,0.0,0.0,30.374217,130.959968,269.94,0.0,1
166.3,0.0,0.0,30.374217,130.959968,269.94,0.0,1
166.37,0.0,0.0,30.374217,130.959968,269.94,0.0,1
166.43,0.0,0.0,30.374217,130.959968,269.94,0.0,1
166.5,0.0,0.0,30.374217,130.959968,269.94,0.0,1
166.57,0.0,0.0,30.374217,130.959968,269.94,0.0,1
166.63,0.0,0.0,30.374217,130.959968,269.94,0.0,1
166.7,0.0,0.0,30.374217,130.959968,269.94,0.0,1
166.77,0.0,0.0,30.374217,130.959968,269.94,0.0,1
166.83,0.0,0.0,30.374217,130.959968,269.94,0.0,1
166.9,0.0,0.0,30.374217,130.959968,269.94,0.0,1
166.97,0.0,0.0,30.374217,130.959968,269.94,0.0,1
167.03,0.0,0.0,30.374217,130.959968,269.94,0.0,1
167.1,0.0,0.0,30.374217,130.959968,269.94,0.0,1
167.17,0.0,0.0,30.374217,130.959968,269.94,0.0,1
167.24,0.0,0.0,30.374217,130.959968,269.94,0.0,1
167.3,0.0,0.0,30.374217,130.959968,269.94,0.0,1
167.37,0.0,0.0,30.374217,130.959968,269.94,0.0,1
167.43,0.0,0.0,30.374217,130.959968,269.94,0.0,1
167.5,0.0,0.0,30.374217,130.959968,269.94,0.0,1
167.57,0.0,0.0,30.374217,130.959968,269.94,0.0,1
167.63,0.0,0.0,30.374217,130.959968,269.94,0.0,1
167.7,0.0,0.0,30.374217,130.959968,269.94,0.0,1
167.78,0.0,0.0,30.374217,130.959968,269.94,0.0,1
167.84,0.0,0.0,30.374217,130.959968,269.94,0.0,1
167.91,0.0,0.0,30.374217,130.959968,269.94,0.0,1
167.97,0.0,0.0,30.374217,130.959968,269.94,0.0,1
168.04,0.0,0.0,30.374217,130.959968,269.94,0.0,1
168.11,0.0,0.0,30.374217,130.959968,269.94,0.0,1
168.17,0.0,0.0,30.374217,130.959968,269.94,0.0,1
168.24,0.0,0.0,30.374217,130.959968,269.94,0.0,1
168.31,0.0,0.0,30.374217,130.959968,269.94,0.0,1
168.37,0.0,0.0,30.374217,130.959968,269.94,0.0,1
168.44,0.0,0.0,30.374217,130.959968,269.94,0.0,1
168.5,0.0,0.0,30.374217,130.959968,269.94,0.0,1
168.57,0.0,0.0,30.374217,130.959968,269.94,0.0,1
168.64,0.0,0.0,30.374217,130.959968,269.94,0.0,1
168.7,0.0,0.0,30.374217,130.959968,269.94,0.0,1
168.77,0.0,0.0,30.374217,130.959968,269.94,0.0,1
168.83,0.0,0.0,30.374217,130.959968,269.94,0.0,1
168.9,0.0,0.0,30.374217,130.959968,269.94,0.0,1
168.96,0.0,0.0,30.374217,130.959968,269.94,0.0,1
169.03,0.0,0.0,30.374217,130.959968,269.94,0.0,1
169.1,0.0,0.0,30.374217,130.959968,269.94,0.0,1
169.16,0.0,0.0,30.374217,130.959968,269.94,0.0,1
169.23,0.0,0.0,30.374217,130.959968,269.94,0.0,1
169.3,0.0,0.0,30.374217,130.959968,269.94,0.0,1
169.36,0.0,0.0,30.374217,130.959968,269.94,0.0,1
169.43,0.0,0.0,30.374217,130.959968,269.94,0.0,1
169.49,0.0,0.0,30.374217,130.959968,269.94,0.0,1
169.56,0.0,0.0,30.374217,130.959968,269.94,0.0,1
169.63,0.0,0.0,30.374217,130.959968,269.94,0.0,1
169.69,0.0,0.0,30.374217,130.959968,269.94,0.0,1
169.76,0.0,0.0,30.374217,130.959968,269.94,0.0,1
169.82,0.0,0.0,30.374217,130.959968,269.94,0.0,1
169.89,0.0,0.0,30.374217,130.959968,269.94,0.0,1
169.96,0.0,0.0,30.374217,130.959968,269.94,0.0,1
170.02,0.0,0.0,30.374217,130.959968,269.94,0.0,1
170.09,0.0,0.0,30.374217,130.959968,269.94,0.0,1
170.15,0.0,0.0,30.374217,130.959968,269.94,0.0,1
170.22,0.0,0.0,30.374217,130.959968,269.94,0.0,1
170.29,0.0,0.0,30.374217,130.959968,269.94,0.0,1
170.35,0.0,0.0,30.374217,130.959968,269.94,0.0,1
170.42,0.0,0.0,30.374217,130.959968,269.94,0.0,1
170.49,0.0,0.0,30.374217,130.959968,269.94,0.0,1
170.55,0.0,0.0,30.374217,130.959968,269.94,0.0,1
170.62,0.0,0.0,30.374217,130.959968,269.94,0.0,1
170.69,0.0,0.0,30.374217,130.959968,269.94,0.0,1
170.75,0.0,0.0,30.374217,130.959968,269.94,0.0,1
170.82,0.0,0.0,30.374217,130.959968,269.94,0.0,1
170.88,0.0,0.0,30.374217,130.959968,269.94,0.0,1
170.95,0.0,0.0,30.374217,130.959968,269.94,0.0,1
171.02,0.0,0.0,30.374217,130.959968,269.94,0.0,1
171.08,0.0,0.0,30.374217,130.959968,269.94,0.0,1
171.15,0.0,0.0,30.374217,130.959968,269.94,0.0,1
171.22,0.0,0.0,30.374217,130.959968,269.94,0.0,1
171.28,0.0,0.0,30.374217,130.959968,269.94,0.0,1
171.35,0.0,0.0,30.374217,130.959968,269.94,0.0,1
171.42,0.0,0.0,30.374217,130.959968,269.94,0.0,1
171.48,0.0,0.0,30.374217,130.959968,269.94,0.0,1
171.55,0.0,0.0,30.374217,130.959968,269.94,0.0,1
171.62,0.0,0.0,30.374217,130.959968,269.94,0.0,1
171.68,0.0,0.0,30.374217,130.959968,269.94,0.0,1
171.75,0.0,0.0,30.374217,130.959968,269.94,0.0,1
171.81,0.0,0.0,30.374217,130.959968,269.94,0.0,1
171.88,0.0,0.0,30.374217,130.959968,269.94,0.0,1
171.95,0.0,0.0,30.374217,130.959968,269.94,0.0,1
172.01,0.0,0.0,30.374217,130.959968,269.94,0.0,1
172.08,0.0,0.0,30.374217,130.959968,269.94,0.0,1
172.15,0.0,0.0,30.374217,130.959968,269.94,0.0,1
172.21,0.0,0.0,30.374217,130.959968,269.94,0.0,1
172.28,0.0,0.0,30.374217,130.959968,269.94,0.0,1
172.35,0.0,0.0,30.374217,130.959968,269.94,0.0,1
172.41,0.0,0.0,30.374217,130.959968,269.94,0.0,1
172.48,0.0,0.0,30.374217,130.959968,269.94,0.0,1
172.55,0.0,0.0,30.374217,130.959968,269.94,0.0,1
172.61,0.0,0.0,30.374217,130.959968,269.94,0.0,1
172.68,0.0,0.0,30.374217,130.959968,269.94,0.0,1
172.75,0.0,0.0,30.374217,130.959968,269.94,0.0,1
172.81,0.0,0.0,30.374217,130.959968,269.94,0.0,1
172.88,0.0,0.0,30.374217,130.959968,269.94,0.0,1
172.95,0.0,0.0,30.374217,130.959968,269.94,0.0,1
173.01,0.0,0.0,30.374217,130.959968,269.94,0.0,1
173.08,0.0,0.0,30.374217,130.959968,269.94,0.0,1
173.15,0.0,0.0,30.374217,130.959968,269.94,0.0,1
173.21,0.0,0.0,30.374217,130.959968,269.94,0.0,1
173.28,0.0,0.0,30.374217,130.959968,269.94,0.0,1
173.34,0.0,0.0,30.374217,130.959968,269.94,0.0,1
173.41,0.0,0.0,30.374217,130.959968,269.94,0.0,1
173.48,0.0,0.0,30.374217,130.959968,269.94,0.0,1
173.55,0.0,0.0,30.374217,130.959968,269.94,0.0,1
173.61,0.0,0.0,30.374217,130.959968,269.94,0.0,1
173.68,0.0,0.0,30.374217,130.959968,269.94,0.0,1
173.75,0.0,0.0,30.374217,130.959968,269.94,0.0,1
173.81,0.0,0.0,30.374217,130.959968,269.94,0.0,1
173.88,0.0,0.0,30.374217,130.959968,269.94,0.0,1
173.95,0.0,0.0,30.374217,130.959968,269.94,0.0,1
174.01,0.0,0.0,30.374217,130.959968,269.94,0.0,1
174.09,0.0,0.0,30.374217,130.959968,269.94,0.0,1
