ElapsedSec,Fall,BNOStaleSec
70.16,9.78,0.0
70.23,9.78,0.0
70.3,9.78,0.0
70.36,9.78,0.0
70.43,9.78,0.0
70.5,9.78,0.0
70.56,9.78,0.0
70.63,9.78,0.0
70.7,9.78,0.0
70.76,9.78,0.0
70.83,9.78,0.0
70.9,9.78,0.0
70.96,9.78,0.0
71.03,9.78,0.0
71.09,9.78,0.0
71.16,9.78,0.0
71.23,9.78,0.0
71.29,9.78,0.0
71.36,9.78,0.0
71.43,9.78,0.0
71.49,9.78,0.0
71.56,9.78,0.0
71.63,9.78,0.0
71.69,9.78,0.0
71.76,9.78,0.0
71.83,9.78,0.0
71.9,9.78,0.0
71.96,9.78,0.0
72.03,9.78,0.0
72.1,9.78,0.0
72.16,9.78,0.0
72.23,9.78,0.0
72.3,9.78,0.0
72.36,9.78,0.0
72.43,9.78,0.0
72.49,9.78,0.0
72.56,9.78,0.0
72.63,9.78,0.0
72.7,9.78,0.0
72.76,9.78,0.0
72.83,9.78,0.0
72.9,9.78,0.0
72.97,9.78,0.0
73.03,9.78,0.0
73.1,9.78,0.0
73.16,9.78,0.0
73.23,9.78,0.0
73.3,9.78,0.0
73.36,9.78,0.0
73.43,9.78,0.0
73.49,9.78,0.0
73.56,9.78,0.0
73.63,9.78,0.0
73.69,9.78,0.0
73.76,9.78,0.0
73.82,9.78,0.0
73.89,9.78,0.0
73.96,9.78,0.0
74.02,9.78,0.0
74.09,9.78,0.0
74.15,9.78,0.0
74.22,9.78,0.0
74.29,9.78,0.0
74.35,9.78,0.0
74.42,9.78,0.0
74.48,9.78,0.0
74.55,9.78,0.0
74.62,9.78,0.0
74.68,9.78,0.0
74.75,9.78,0.0
74.82,9.78,0.0
74.88,9.78,0.0
74.95,9.78,0.0
75.02,9.78,0.0
75.08,9.78,0.0
75.15,9.78,0.0
75.21,9.78,0.0
75.28,9.78,0.0
75.35,9.78,0.0
75.41,9.78,0.0
75.48,9.78,0.0
75.55,9.78,0.0
75.61,9.78,0.0
75.68,9.78,0.0
