ElapsedSec,Fall,BNOStaleSec
215.16,9.78,0.0
215.23,9.78,0.0
215.29,9.78,0.0
215.36,9.78,0.0
215.43,9.78,0.0
215.49,9.78,0.0
215.56,9.78,0.0
215.63,9.78,0.0
215.7,9.78,0.0
215.76,9.78,0.0
215.83,9.78,0.0
215.89,9.78,0.0
215.96,9.78,0.0
216.02,9.78,0.0
216.09,9.78,0.0
216.16,9.78,0.0
216.22,9.78,0.0
216.29,9.78,0.0
216.35,9.78,0.0
216.42,9.78,0.0
216.48,9.78,0.0
216.55,9.78,0.0
216.61,9.78,0.0
216.68,9.78,0.0
216.75,9.78,0.0
216.81,9.78,0.0
216.88,9.78,0.0
216.94,9.78,0.0
217.01,9.78,0.0
217.08,9.78,0.0
217.14,9.78,0.0
217.21,9.78,0.0
217.27,9.78,0.0
217.34,9.78,0.0
217.4,9.78,0.0
217.47,9.78,0.0
217.54,9.78,0.0
217.6,9.78,0.0
217.67,9.78,0.0
217.74,9.78,0.0
217.8,9.78,0.0
217.87,9.78,0.0
217.94,9.78,0.0
218.0,9.78,0.0
218.07,9.78,0.0
218.14,9.78,0.0
218.2,9.78,0.0
218.27,9.78,0.0
218.34,9.78,0.0
218.4,9.78,0.0
218.47,9.78,0.0
218.54,9.78,0.0
218.6,9.78,0.0
218.67,9.78,0.0
218.74,9.78,0.0
218.8,9.78,0.0
218.87,9.78,0.0
218.94,9.78,0.0
219.0,9.78,0.0
219.07,9.78,0.0
219.14,9.78,0.0
219.2,9.78,0.0
219.27,9.78,0.0
219.34,9.78,0.0
219.4,9.78,0.0
219.47,9.78,0.0
219.54,9.78,0.0
219.6,9.78,0.0
219.67,9.78,0.0
219.74,9.78,0.0
219.8,9.78,0.0
219.87,9.78,0.0
219.94,9.78,0.0
220.0,9.78,0.0
220.07,9.78,0.0
220.14,9.78,0.0
220.2,9.78,0.0
220.27,9.78,0.0
220.34,9.78,0.0
220.4,9.78,0.0
220.47,9.78,0.0
220.54,9.78,0.0
220.6,9.78,0.0
220.67,9.78,0.0
220.74,9.78,0.0
220.8,9.78,0.0
220.87,9.78,0.0
220.94,9.78,0.0
221.0,9.78,0.0
221.07,9.78,0.0
221.14,9.78,0.0
221.2,9.78,0.0
221.27,9.78,0.0
221.34,9.78,0.0
221.4,9.78,0.0
221.47,9.78,0.0
221.54,9.78,0.0
221.6,9.78,0.0
221.67,9.78,0.0
221.74,9.78,0.0
221.8,9.78,0.0
221.87,9.78,0.0
221.94,9.78,0.0
222.01,9.78,0.0
222.07,9.78,0.0
222.15,9.78,0.0
222.21,9.78,0.0
222.28,9.78,0.0
222.34,9.78,0.0
222.41,9.78,0.0
222.48,9.78,0.0
222.54,9.78,0.0
222.61,9.78,0.0
222.68,9.78,0.0
222.74,9.78,0.0
222.81,9.78,0.0
222.87,9.78,0.0
222.94,9.78,0.0
223.01,9.78,0.0
223.07,9.78,0.0
223.15,9.78,0.0
223.21,9.78,0.0
223.28,9.78,0.0
223.35,9.78,0.0
223.41,9.78,0.0
223.48,9.78,0.0
223.55,9.78,0.0
223.61,9.78,0.0
223.68,9.78,0.0
223.74,9.78,0.0
223.81,9.78,0.0
223.88,9.78,0.0
223.94,9.78,0.0
224.01,9.78,0.0
224.08,9.78,0.0
224.14,9.78,0.0
224.21,9.78,0.0
224.28,9.78,0.0
224.34,9.78,0.0
224.41,9.78,0.0
224.48,9.78,0.0
224.54,9.78,0.0
224.61,9.78,0.0
224.67,9.78,0.0
224.74,9.78,0.0
224.81,9.78,0.0
224.87,9.78,0.0
224.94,9.78,0.0
225.01,9.78,0.0
225.07,9.78,0.0
225.14,9.78,0.0
225.21,9.78,0.0
225.27,9.78,0.0
225.34,9.78,0.0
225.4,9.78,0.0
225.47,9.78,0.0
225.54,9.78,0.0
225.6,9.78,0.0
225.67,9.78,0.0
225.74,9.78,0.0
225.8,9.78,0.0
225.87,9.78,0.0
225.93,9.78,0.0
226.0,9.78,0.0
226.07,9.78,0.0
226.14,9.78,0.0
226.2,9.78,0.0
226.27,9.78,0.0
226.33,9.78,0.0
226.4,9.78,0.0
226.47,9.78,0.0
226.53,9.78,0.0
226.6,9.78,0.0
226.67,9.78,0.0
226.74,9.78,0.0
226.8,9.78,0.0
226.87,9.78,0.0
226.94,9.78,0.0
227.0,9.78,0.0
227.07,9.78,0.0
227.14,9.78,0.0
227.2,9.78,0.0
227.27,9.78,0.0
227.34,9.78,0.0
227.4,9.78,0.0
227.47,9.78,0.0
227.54,9.78,0.0
227.6,9.78,0.0
227.67,9.78,0.0
227.74,9.78,0.0
227.8,9.78,0.0
227.87,9.78,0.0
227.94,9.78,0.0
228.0,9.78,0.0
228.07,9.78,0.0
228.14,9.78,0.0
228.2,9.78,0.0
228.27,9.78,0.0
228.34,9.78,0.0
228.4,9.78,0.0
228.47,9.78,0.0
228.54,9.78,0.0
228.6,9.78,0.0
228.67,9.78,0.0
228.74,9.78,0.0
228.81,9.78,0.0
228.88,9.78,0.0
228.94,9.78,0.0
229.01,9.78,0.0
229.08,9.78,0.0
229.14,9.78,0.0
229.21,9.78,0.0
229.27,9.78,0.0
229.34,9.78,0.0
229.41,9.78,0.0
229.47,9.78,0.0
229.54,9.78,0.0
229.6,9.78,0.0
229.67,9.78,0.0
229.74,9.78,0.0
229.8,9.78,0.0
229.87,9.78,0.0
229.93,9.78,0.0
230.0,9.78,0.0
230.08,9.78,0.0
230.14,9.78,0.0
230.21,9.78,0.0
230.28,9.78,0.0
230.34,9.78,0.0
230.41,9.78,0.0
230.48,9.78,0.0
230.54,9.78,0.0
230.61,9.78,0.0
230.67,9.78,0.0
230.74,9.78,0.0
230.81,9.78,0.0
230.87,9.78,0.0
230.94,9.78,0.0
231.0,9.78,0.0
231.07,9.78,0.0
231.14,9.78,0.0
231.2,9.78,0.0
231.27,9.78,0.0
231.33,9.78,0.0
231.4,9.78,0.0
231.47,9.78,0.0
231.53,9.78,0.0
231.6,9.78,0.0
231.66,9.78,0.0
231.73,9.78,0.0
231.8,9.78,0.0
231.86,9.78,0.0
231.93,9.78,0.0
231.99,9.78,0.0
232.06,9.78,0.0
232.13,9.78,0.0
232.19,9.78,0.0
232.26,9.78,0.0
232.33,9.78,0.0
232.39,9.78,0.0
232.46,9.78,0.0
232.52,9.78,0.0
232.59,9.78,0.0
232.66,9.78,0.0
232.72,9.78,0.0
232.79,9.78,0.0
232.86,9.78,0.0
232.92,9.78,0.0
232.99,9.78,0.0
233.05,9.78,0.0
233.12,9.78,0.0
233.19,9.78,0.0
233.25,9.78,0.0
233.32,9.78,0.0
233.39,9.78,0.0
233.45,9.78,0.0
233.52,9.78,0.0
233.59,9.78,0.0
233.65,9.78,0.0
233.72,9.78,0.0
233.78,9.78,0.0
233.85,9.78,0.0
233.92,9.78,0.0
233.98,9.78,0.0
234.12,9.78,0.0
234.19,9.78,0.0
234.25,9.78,0.0
234.32,9.78,0.0
234.39,9.78,0.0
234.45,9.78,0.0
234.52,9.78,0.0
234.59,9.78,0.0
234.65,9.78,0.0
234.72,9.78,0.0
234.79,9.78,0.0
234.85,9.78,0.0
234.92,9.78,0.0
234.98,9.78,0.0
235.05,9.78,0.0
235.12,9.78,0.0
235.19,9.78,0.0
235.25,9.78,0.0
235.32,9.78,0.0
235.38,9.78,0.0
235.45,9.78,0.0
235.52,9.78,0.0
235.58,9.78,0.0
235.65,9.78,0.0
235.72,9.78,0.0
235.78,9.78,0.0
235.85,9.78,0.0
235.92,9.78,0.0
235.98,9.78,0.0
236.05,9.78,0.0
236.12,9.78,0.0
236.18,9.78,0.0
236.25,9.78,0.0
236.32,9.78,0.0
236.38,9.78,0.0
236.45,9.78,0.0
236.52,9.78,0.0
236.58,9.78,0.0
236.65,9.78,0.0
236.72,9.78,0.0
236.79,9.78,0.0
236.85,9.78,0.0
236.92,9.78,0.0
236.99,9.78,0.0
237.05,9.78,0.0
237.12,9.78,0.0
237.19,9.78,0.0
237.26,9.78,0.0
237.32,9.78,0.0
237.39,9.78,0.0
237.45,9.78,0.0
237.52,9.78,0.0
237.59,9.78,0.0
237.65,9.78,0.0
237.72,9.78,0.0
237.78,9.78,0.0
237.85,9.78,0.0
237.92,9.78,0.0
237.98,9.78,0.0
238.05,9.78,0.0
238.11,9.78,0.0
238.18,9.78,0.0
238.25,9.78,0.0
238.31,9.78,0.0
238.38,9.78,0.0
238.45,9.78,0.0
238.51,9.78,0.0
238.58,9.78,0.0
238.64,9.78,0.0
238.71,9.78,0.0
238.78,9.78,0.0
238.84,9.78,0.0
238.91,9.78,0.0
238.97,9.78,0.0
239.04,9.78,0.0
239.11,9.78,0.0
239.18,9.78,0.0
239.24,9.78,0.0
239.31,9.78,0.0
239.37,9.78,0.0
239.44,9.78,0.0
239.51,9.78,0.0
239.57,9.78,0.0
239.64,9.78,0.0
239.71,9.78,0.0
239.77,9.78,0.0
239.84,9.78,0.0
239.9,9.78,0.0
239.97,9.78,0.0
240.04,9.78,0.0
240.1,9.78,0.0
240.17,9.78,0.0
240.24,9.78,0.0
240.3,9.78,0.0
240.37,9.78,0.0
240.44,9.78,0.0
240.5,9.78,0.0
240.57,9.78,0.0
240.64,9.78,0.0
240.7,9.78,0.0
240.77,9.78,0.0
240.83,9.78,0.0
240.9,9.78,0.0
240.97,9.78,0.0
241.03,9.78,0.0
241.1,9.78,0.0
241.17,9.78,0.0
241.23,9.78,0.0
241.3,9.78,0.0
241.37,9.78,0.0
241.43,9.78,0.0
241.5,9.78,0.0
241.56,9.78,0.0
241.63,9.78,0.0
241.7,9.78,0.0
241.76,9.78,0.0
241.83,9.78,0.0
241.9,9.78,0.0
241.96,9.78,0.0
242.03,9.78,0.0
242.1,9.78,0.0
242.16,9.78,0.0
242.23,9.78,0.0
242.3,9.78,0.0
242.36,9.78,0.0
242.43,9.78,0.0
242.5,9.78,0.0
242.56,9.78,0.0
242.63,9.78,0.0
242.7,9.78,0.0
242.76,9.78,0.0
242.83,9.78,0.0
242.9,9.78,0.0
242.96,9.78,0.0
243.03,9.78,0.0
243.1,9.78,0.0
243.16,9.78,0.0
243.23,9.78,0.0
243.3,9.78,0.0
243.37,9.78,0.0
243.44,9.78,0.0
243.5,9.78,0.0
243.57,9.78,0.0
243.64,9.78,0.0
243.7,9.78,0.0
243.77,9.78,0.0
243.83,9.78,0.0
243.9,9.78,0.0
243.97,9.78,0.0
244.03,9.78,0.0
244.1,9.78,0.0
244.16,9.78,0.0
244.23,9.78,0.0
244.3,9.78,0.0
244.36,9.78,0.0
244.43,9.78,0.0
244.49,9.78,0.0
244.56,9.78,0.0
244.63,9.78,0.0
244.69,9.78,0.0
244.76,9.78,0.0
244.82,9.78,0.0
244.89,9.78,0.0
244.96,9.78,0.0
245.02,9.78,0.0
245.09,9.78,0.0
245.15,9.78,0.0
245.22,9.78,0.0
245.29,9.78,0.0
245.35,9.78,0.0
245.42,9.78,0.0
245.49,9.78,0.0
245.55,9.78,0.0
245.62,9.78,0.0
245.68,9.78,0.0
245.75,9.78,0.0
245.82,9.78,0.0
245.88,9.78,0.0
245.95,9.78,0.0
246.02,9.78,0.0
246.08,9.78,0.0
246.15,9.78,0.0
246.22,9.78,0.0
246.28,9.78,0.0
246.35,9.78,0.0
246.41,9.78,0.0
246.48,9.78,0.0
246.55,9.78,0.0
246.61,9.78,0.0
246.68,9.78,0.0
246.75,9.78,0.0
246.81,9.78,0.0
246.88,9.78,0.0
246.94,9.78,0.0
247.01,9.78,0.0
247.08,9.78,0.0
247.14,9.78,0.0
247.21,9.78,0.0
247.28,9.78,0.0
247.34,9.78,0.0
247.41,9.78,0.0
247.48,9.78,0.0
247.54,9.78,0.0
247.61,9.78,0.0
247.68,9.78,0.0
247.74,9.78,0.0
247.81,9.78,0.0
247.88,9.78,0.0
247.94,9.78,0.0
248.01,9.78,0.0
248.07,9.78,0.0
248.14,9.78,0.0
248.21,9.78,0.0
248.28,9.78,0.0
248.34,9.78,0.0
248.41,9.78,0.0
248.48,9.78,0.0
248.54,9.78,0.0
248.61,9.78,0.0
248.67,9.78,0.0
248.74,9.78,0.0
248.81,9.78,0.0
248.87,9.78,0.0
248.94,9.78,0.0
249.01,9.78,0.0
249.07,9.78,0.0
249.14,9.78,0.0
249.21,9.78,0.0
249.28,9.78,0.0
249.34,9.78,0.0
249.41,9.78,0.0
249.48,9.78,0.0
249.54,9.78,0.0
249.61,9.78,0.0
249.68,9.78,0.0
249.75,9.78,0.0
249.81,9.78,0.0
249.88,9.78,0.0
249.95,9.78,0.0
250.01,9.78,0.0
250.08,9.78,0.0
250.14,9.78,0.0
250.21,9.78,0.0
250.28,9.78,0.0
250.34,9.78,0.0
250.41,9.78,0.0
250.47,9.78,0.0
250.54,9.78,0.0
250.61,9.78,0.0
250.67,9.78,0.0
250.74,9.78,0.0
250.8,9.78,0.0
250.87,9.78,0.0
250.94,9.78,0.0
251.0,9.78,0.0
251.07,9.78,0.0
251.13,9.78,0.0
251.2,9.78,0.0
251.27,9.78,0.0
251.33,9.78,0.0
251.4,9.78,0.0
251.47,9.78,0.0
251.53,9.78,0.0
251.6,9.78,0.0
251.67,9.78,0.0
251.73,9.78,0.0
251.8,9.78,0.0
251.87,9.78,0.0
251.93,9.78,0.0
252.0,9.78,0.0
252.06,9.78,0.0
252.13,9.78,0.0
252.2,9.78,0.0
252.26,9.78,0.0
252.33,9.78,0.0
252.4,9.78,0.0
252.46,9.78,0.0
252.53,9.78,0.0
252.6,9.78,0.0
252.66,9.78,0.0
252.73,9.78,0.0
252.79,9.78,0.0
252.86,9.78,0.0
252.93,9.78,0.0
252.99,9.78,0.0
253.06,9.78,0.0
253.13,9.78,0.0
253.19,9.78,0.0
253.26,9.78,0.0
253.33,9.78,0.0
253.39,9.78,0.0
253.46,9.78,0.0
253.52,9.78,0.0
253.59,9.78,0.0
253.66,9.78,0.0
253.72,9.78,0.0
253.79,9.78,0.0
253.86,9.78,0.0
253.92,9.78,0.0
253.99,9.78,0.0
254.06,9.78,0.0
254.12,9.78,0.0
254.19,9.78,0.0
254.26,9.78,0.0
254.32,9.78,0.0
254.39,9.78,0.0
254.46,9.78,0.0
254.52,9.78,0.0
254.59,9.78,0.0
254.66,9.78,0.0
254.72,9.78,0.0
254.79,9.78,0.0
254.86,9.78,0.0
254.92,9.78,0.0
254.99,9.78,0.0
255.06,9.78,0.0
255.12,9.78,0.0
255.19,9.78,0.0
255.26,9.78,0.0
255.33,9.78,0.0
255.39,9.78,0.0
255.46,9.78,0.0
255.53,9.78,0.0
255.59,9.78,0.0
255.66,9.78,0.0
255.73,9.78,0.0
255.79,9.78,0.0
255.87,9.78,0.0
255.93,9.78,0.0
256.0,9.78,0.0
256.06,9.78,0.0
256.13,9.78,0.0
256.2,9.78,0.0
256.26,9.78,0.0
256.33,9.78,0.0
256.4,9.78,0.0
256.46,9.78,0.0
256.53,9.78,0.0
256.59,9.78,0.0
256.66,9.78,0.0
256.73,9.78,0.0
256.79,9.78,0.0
256.86,9.78,0.0
256.92,9.78,0.0
256.99,9.78,0.0
257.06,9.78,0.0
257.12,9.78,0.0
257.19,9.78,0.0
257.26,9.78,0.0
257.32,9.78,0.0
257.39,9.78,0.0
257.45,9.78,0.0
257.52,9.78,0.0
257.59,9.78,0.0
257.65,9.78,0.0
257.72,9.78,0.0
257.78,9.78,0.0
257.85,9.78,0.0
257.92,9.78,0.0
257.98,9.78,0.0
258.05,9.78,0.0
258.12,9.78,0.0
258.18,9.78,0.0
258.25,9.78,0.0
258.32,9.78,0.0
258.38,9.78,0.0
258.45,9.78,0.0
258.52,9.78,0.0
258.58,9.78,0.0
258.65,9.78,0.0
258.71,9.78,0.0
258.78,9.78,0.0
258.85,9.78,0.0
258.91,9.78,0.0
258.98,9.78,0.0
259.05,9.78,0.0
259.11,9.78,0.0
259.18,9.78,0.0
259.25,9.78,0.0
259.31,9.78,0.0
259.38,9.78,0.0
259.44,9.78,0.0
259.51,9.78,0.0
259.58,9.78,0.0
259.64,9.78,0.0
259.71,9.78,0.0
259.78,9.78,0.0
259.84,9.78,0.0
259.91,9.78,0.0
259.97,9.78,0.0
260.04,9.78,0.0
260.11,9.78,0.0
260.17,9.78,0.0
260.24,9.78,0.0
260.31,9.78,0.0
260.37,9.78,0.0
260.44,9.78,0.0
260.51,9.78,0.0
260.57,9.78,0.0
260.64,9.78,0.0
260.71,9.78,0.0
260.77,9.78,0.0
260.84,9.78,0.0
260.91,9.78,0.0
260.97,9.78,0.0
261.04,9.78,0.0
261.11,9.78,0.0
261.17,9.78,0.0
261.24,9.78,0.0
261.31,9.78,0.0
261.38,9.78,0.0
261.44,9.78,0.0
261.51,9.78,0.0
261.58,9.78,0.0
261.64,9.78,0.0
261.71,9.78,0.0
261.78,9.78,0.0
261.84,9.78,0.0
261.91,9.78,0.0
261.98,9.78,0.0
262.04,9.78,0.0
262.11,9.78,0.0
262.19,9.78,0.0
262.25,9.78,0.0
262.32,9.78,0.0
262.39,9.78,0.0
262.45,9.78,0.0
262.52,9.78,0.0
262.58,9.78,0.0
262.65,9.78,0.0
262.72,9.78,0.0
262.78,9.78,0.0
262.85,9.78,0.0
262.92,9.78,0.0
262.98,9.78,0.0
263.05,9.78,0.0
263.11,9.78,0.0
263.18,9.78,0.0
263.25,9.78,0.0
263.31,9.78,0.0
263.38,9.78,0.0
263.44,9.78,0.0
263.51,9.78,0.0
263.58,9.78,0.0
263.64,9.78,0.0
263.71,9.78,0.0
263.78,9.78,0.0
263.84,9.78,0.0
263.91,9.78,0.0
263.97,9.78,0.0
264.04,9.78,0.0
264.11,9.78,0.0
264.17,9.78,0.0
264.24,9.78,0.0
264.31,9.78,0.0
264.37,9.78,0.0
264.44,9.78,0.0
264.5,9.78,0.0
264.57,9.78,0.0
264.64,9.78,0.0
264.7,9.78,0.0
264.77,9.78,0.0
264.84,9.78,0.0
264.9,9.78,0.0
264.97,9.78,0.0
265.04,9.78,0.0
265.1,9.78,0.0
265.17,9.78,0.0
265.24,9.78,0.0
265.3,9.78,0.0
265.37,9.78,0.0
265.44,9.78,0.0
265.5,9.78,0.0
265.57,9.78,0.0
265.64,9.78,0.0
265.7,9.78,0.0
265.77,9.78,0.0
265.84,9.78,0.0
265.9,9.78,0.0
265.97,9.78,0.0
266.04,9.78,0.0
266.1,9.78,0.0
266.17,9.78,0.0
266.24,9.78,0.0
266.3,9.78,0.0
266.37,9.78,0.0
266.44,9.78,0.0
266.5,9.78,0.0
266.57,9.78,0.0
266.64,9.78,0.0
266.7,9.78,0.0
266.77,9.78,0.0
266.84,9.78,0.0
266.9,9.78,0.0
266.97,9.78,0.0
267.03,9.78,0.0
267.1,9.78,0.0
267.17,9.78,0.0
267.24,9.78,0.0
267.3,9.78,0.0
267.37,9.78,0.0
267.44,9.78,0.0
267.5,9.78,0.0
267.57,9.78,0.0
267.64,9.78,0.0
267.7,9.78,0.0
267.77,9.78,0.0
267.84,9.78,0.0
267.9,9.78,0.0
267.97,9.78,0.0
268.04,9.78,0.0
268.1,9.78,0.0
268.17,9.78,0.0
268.24,9.78,0.0
268.3,9.78,0.0
268.37,9.78,0.0
268.44,9.78,0.0
268.5,9.78,0.0
268.57,9.78,0.0
268.64,9.78,0.0
268.71,9.78,0.0
268.77,9.78,0.0
268.85,9.78,0.0
268.91,9.78,0.0
268.98,9.78,0.0
269.04,9.78,0.0
269.11,9.78,0.0
269.18,9.78,0.0
269.24,9.78,0.0
269.31,9.78,0.0
269.38,9.78,0.0
269.44,9.78,0.0
269.51,9.78,0.0
269.57,9.78,0.0
269.64,9.78,0.0
269.71,9.78,0.0
269.77,9.78,0.0
269.84,9.78,0.0
269.9,9.78,0.0
269.97,9.78,0.0
270.04,9.78,0.0
270.1,9.78,0.0
270.17,9.78,0.0
270.24,9.78,0.0
270.3,9.78,0.0
270.37,9.78,0.0
270.44,9.78,0.0
270.5,9.78,0.0
270.57,9.78,0.0
270.63,9.78,0.0
270.7,9.78,0.0
270.77,9.78,0.0
270.83,9.78,0.0
270.9,9.78,0.0
270.97,9.78,0.0
271.03,9.78,0.0
271.1,9.78,0.0
271.17,9.78,0.0
271.24,9.78,0.0
271.31,9.78,0.0
271.37,9.78,0.0
271.44,9.78,0.0
271.51,9.78,0.0
271.57,9.78,0.0
271.64,9.78,0.0
271.7,9.78,0.0
271.77,9.78,0.0
271.83,9.78,0.0
271.9,9.78,0.0
271.97,9.78,0.0
272.03,9.78,0.0
272.1,9.78,0.0
272.16,9.78,0.0
272.23,9.78,0.0
272.3,9.78,0.0
272.36,9.78,0.0
272.43,9.78,0.0
272.5,9.78,0.0
272.56,9.78,0.0
272.63,9.78,0.0
272.7,9.78,0.0
272.76,9.78,0.0
272.83,9.78,0.0
272.89,9.78,0.0
272.96,9.78,0.0
273.03,9.78,0.0
273.09,9.78,0.0
273.16,9.78,0.0
273.23,9.78,0.0
273.3,9.78,0.0
273.36,9.78,0.0
273.43,9.78,0.0
273.49,9.78,0.0
273.56,9.78,0.0
273.63,9.78,0.0
273.69,9.78,0.0
273.76,9.78,0.0
273.83,9.78,0.0
273.89,9.78,0.0
273.96,9.78,0.0
274.03,9.78,0.0
274.09,9.78,0.0
274.16,9.78,0.0
274.23,9.78,0.0
274.29,9.78,0.0
274.36,9.78,0.0
274.43,9.78,0.0
274.49,9.78,0.0
274.56,9.78,0.0
274.63,9.78,0.0
274.69,9.78,0.0
274.76,9.78,0.0
274.83,9.78,0.0
274.89,9.78,0.0
274.96,9.78,0.0
275.02,9.78,0.0
275.09,9.78,0.0
275.16,9.78,0.0
275.22,9.78,0.0
275.29,9.78,0.0
275.36,9.78,0.0
275.42,9.78,0.0
275.49,9.78,0.0
275.56,9.78,0.0
275.62,9.78,0.0
275.69,9.78,0.0
275.76,9.78,0.0
275.82,9.78,0.0
275.89,9.78,0.0
275.96,9.78,0.0
276.02,9.78,0.0
276.09,9.78,0.0
276.16,9.78,0.0
276.22,9.78,0.0
276.29,9.78,0.0
276.36,9.78,0.0
276.42,9.78,0.0
276.49,9.78,0.0
276.56,9.78,0.0
276.62,9.78,0.0
276.69,9.78,0.0
276.76,9.78,0.0
276.82,9.78,0.0
276.89,9.78,0.0
276.96,9.78,0.0
277.02,9.78,0.0
277.09,9.78,0.0
277.16,9.78,0.0
277.23,9.78,0.0
277.29,9.78,0.0
277.36,9.78,0.0
277.43,9.78,0.0
277.49,9.78,0.0
277.56,9.78,0.0
277.63,9.78,0.0
277.69,9.78,0.0
277.76,9.78,0.0
277.84,9.78,0.0
277.9,9.78,0.0
277.97,9.78,0.0
278.03,9.78,0.0
278.1,9.78,0.0
278.17,9.78,0.0
278.23,9.78,0.0
278.3,9.78,0.0
278.37,9.78,0.0
278.43,9.78,0.0
278.5,9.78,0.0
278.57,9.78,0.0
278.63,9.78,0.0
278.7,9.78,0.0
278.76,9.78,0.0
278.83,9.78,0.0
278.9,9.78,0.0
278.96,9.78,0.0
279.03,9.78,0.0
279.1,9.78,0.0
279.16,9.78,0.0
279.23,9.78,0.0
279.3,9.78,0.0
279.36,9.78,0.0
279.43,9.78,0.0
279.5,9.78,0.0
279.56,9.78,0.0
279.63,9.78,0.0
279.69,9.78,0.0
279.76,9.78,0.0
279.83,9.78,0.0
279.89,9.78,0.0
279.96,9.78,0.0
280.03,9.78,0.0
280.09,9.78,0.0
280.16,9.78,0.0
280.22,9.78,0.0
280.29,9.78,0.0
280.36,9.78,0.0
280.43,9.78,0.0
280.49,9.78,0.0
280.56,9.78,0.0
280.62,9.78,0.0
280.69,9.78,0.0
280.76,9.78,0.0
280.82,9.78,0.0
280.89,9.78,0.0
280.96,9.78,0.0
281.02,9.78,0.0
281.09,9.78,0.0
281.16,9.78,0.0
281.22,9.78,0.0
281.29,9.78,0.0
281.36,9.78,0.0
281.42,9.78,0.0
281.49,9.78,0.0
281.56,9.78,0.0
281.62,9.78,0.0
281.69,9.78,0.0
281.76,9.78,0.0
281.82,9.78,0.0
281.89,9.78,0.0
281.96,9.78,0.0
282.02,9.78,0.0
282.09,9.78,0.0
282.16,9.78,0.0
282.22,9.78,0.0
282.29,9.78,0.0
282.36,9.78,0.0
282.43,9.78,0.0
282.49,9.78,0.0
282.56,9.78,0.0
282.63,9.78,0.0
282.69,9.78,0.0
282.76,9.78,0.0
282.83,9.78,0.0
282.9,9.78,0.0
282.96,9.78,0.0
283.03,9.78,0.0
283.1,9.78,0.0
283.16,9.78,0.0
283.23,9.78,0.0
283.3,9.78,0.0
283.36,9.78,0.0
283.43,9.78,0.0
283.5,9.78,0.0
283.57,9.78,0.0
283.63,9.78,0.0
283.7,9.78,0.0
283.77,9.78,0.0
283.83,9.78,0.0
283.9,9.78,0.0
283.97,9.78,0.0
284.03,9.78,0.0
284.1,9.78,0.0
284.17,9.78,0.0
284.23,9.78,0.0
284.3,9.78,0.0
284.37,9.78,0.0
284.44,9.78,0.0
284.51,9.78,0.0
284.58,9.78,0.0
284.64,9.78,0.0
284.71,9.78,0.0
284.77,9.78,0.0
284.84,9.78,0.0
284.91,9.78,0.0
284.97,9.78,0.0
285.04,9.78,0.0
285.11,9.78,0.0
285.17,9.78,0.0
285.24,9.78,0.0
285.31,9.78,0.0
285.37,9.78,0.0
285.44,9.78,0.0
285.5,9.78,0.0
285.57,9.78,0.0
285.64,9.78,0.0
285.7,9.78,0.0
285.77,9.78,0.0
285.84,9.78,0.0
285.9,9.78,0.0
285.97,9.78,0.0
286.03,9.78,0.0
286.1,9.78,0.0
286.17,9.78,0.0
286.23,9.78,0.0
286.3,9.78,0.0
286.37,9.78,0.0
286.44,9.78,0.0
286.5,9.78,0.0
286.57,9.78,0.0
286.64,9.78,0.0
286.7,9.78,0.0
286.77,9.78,0.0
286.84,9.78,0.0
286.9,9.78,0.0
286.97,9.78,0.0
287.04,9.78,0.0
287.1,9.78,0.0
287.17,9.78,0.0
287.24,9.78,0.0
287.3,9.78,0.0
287.37,9.78,0.0
287.44,9.78,0.0
287.5,9.78,0.0
287.57,9.78,0.0
287.64,9.78,0.0
287.7,9.78,0.0
287.77,9.78,0.0
287.84,9.78,0.0
287.9,9.78,0.0
287.97,9.78,0.0
288.03,9.78,0.0
288.1,9.78,0.0
288.17,9.78,0.0
288.23,9.78,0.0
288.3,9.78,0.0
288.37,9.78,0.0
288.44,9.78,0.0
288.5,9.78,0.0
288.57,9.78,0.0
288.64,9.78,0.0
288.7,9.78,0.0
288.77,9.78,0.0
288.84,9.78,0.0
288.9,9.78,0.0
288.97,9.78,0.0
289.04,9.78,0.0
289.1,9.78,0.0
289.17,9.78,0.0
289.24,9.78,0.0
289.3,9.78,0.0
289.37,9.78,0.0
289.44,9.78,0.0
289.5,9.78,0.0
289.57,9.78,0.0
289.64,9.78,0.0
289.7,9.78,0.0
289.77,9.78,0.0
289.84,9.78,0.0
289.9,9.78,0.0
289.97,9.78,0.0
290.04,9.78,0.0
290.1,9.78,0.0
290.17,9.78,0.0
290.24,9.78,0.0
290.31,9.78,0.0
290.37,9.78,0.0
290.44,9.78,0.0
290.51,9.78,0.0
290.57,9.78,0.0
290.64,9.78,0.0
290.71,9.78,0.0
290.78,9.78,0.0
290.85,9.78,0.0
290.92,9.78,0.0
290.99,9.78,0.0
291.05,9.78,0.0
291.12,9.78,0.0
291.18,9.78,0.0
291.25,9.78,0.0
291.32,9.78,0.0
291.38,9.78,0.0
291.45,9.78,0.0
291.52,9.78,0.0
291.58,9.78,0.0
291.65,9.78,0.0
291.71,9.78,0.0
291.78,9.78,0.0
291.85,9.78,0.0
291.91,9.78,0.0
291.98,9.78,0.0
292.05,9.78,0.0
292.11,9.78,0.0
292.18,9.78,0.0
292.25,9.78,0.0
292.31,9.78,0.0
292.38,9.78,0.0
292.45,9.78,0.0
292.51,9.78,0.0
292.58,9.78,0.0
292.65,9.78,0.0
