ElapsedSec,LAT,LNG,GpsSpeedMps,GPSFixQual,GPSSats,GPSHdop
125.11,30.374755,130.960078,0.0,2,18,0.7
125.17,30.374755,130.960078,0.0,2,18,0.7
125.24,30.374755,130.960078,0.0,2,18,0.7
125.3,30.374755,130.960078,0.0,2,18,0.7
125.37,30.374755,130.960078,0.0,2,18,0.7
125.43,30.374755,130.960078,0.0,2,18,0.7
125.5,30.374755,130.960078,0.0,2,18,0.7
125.57,30.374755,130.960078,0.0,2,18,0.7
125.63,30.374755,130.960078,0.0,2,18,0.7
125.7,30.374755,130.960078,0.0,2,18,0.7
125.76,30.374755,130.960078,0.0,2,18,0.7
125.83,30.374755,130.960078,0.0,2,18,0.7
125.9,30.374755,130.960078,0.0,2,18,0.7
125.96,30.374755,130.960078,0.0,2,18,0.7
126.03,30.374755,130.960078,0.0,2,18,0.7
126.09,30.374755,130.960078,0.0,2,18,0.7
126.16,30.374755,130.960078,0.0,2,18,0.7
126.23,30.374755,130.960078,0.0,2,18,0.7
126.29,30.374755,130.960078,0.0,2,18,0.7
126.36,30.374755,130.960078,0.0,2,18,0.7
126.42,30.374755,130.960078,0.0,2,18,0.7
126.49,30.374755,130.960078,0.0,2,18,0.7
126.56,30.374755,130.960078,0.0,2,18,0.7
126.62,30.374755,130.960078,0.0,2,18,0.7
126.69,30.374755,130.960078,0.0,2,18,0.7
126.75,30.374755,130.960078,0.0,2,18,0.7
126.82,30.374755,130.960078,0.0,2,18,0.7
126.89,30.374755,130.960078,0.0,2,18,0.7
126.95,30.374755,130.960078,0.0,2,18,0.7
127.02,30.374755,130.960078,0.0,2,18,0.7
127.09,30.374755,130.960078,0.0,2,18,0.7
127.16,30.374755,130.960078,0.0,2,18,0.7
127.22,30.374755,130.960078,0.0,2,18,0.7
127.29,30.374755,130.960078,0.0,2,18,0.7
127.35,30.374755,130.960078,0.0,2,18,0.7
127.42,30.374755,130.960078,0.0,2,18,0.7
127.48,30.374755,130.960078,0.0,2,18,0.7
127.55,30.374755,130.960078,0.0,2,18,0.7
127.61,30.374755,130.960078,0.0,2,18,0.7
127.68,30.374755,130.960078,0.0,2,18,0.7
127.74,30.374755,130.960078,0.0,2,18,0.7
127.81,30.374755,130.960078,0.0,2,18,0.7
127.88,30.374755,130.960078,0.0,2,18,0.7
127.94,30.374755,130.960078,0.0,2,18,0.7
128.01,30.374755,130.960078,0.0,2,18,0.7
128.07,30.374755,130.960078,0.0,2,18,0.7
128.14,30.374755,130.960078,0.0,2,18,0.7
128.21,30.374755,130.960078,0.0,2,18,0.7
128.27,30.374755,130.960078,0.0,2,18,0.7
128.34,30.374755,130.960078,0.0,2,18,0.7
128.4,30.374755,130.960078,0.0,2,18,0.7
128.47,30.374755,130.960078,0.0,2,18,0.7
128.54,30.374755,130.960078,0.0,2,18,0.7
128.6,30.374755,130.960078,0.0,2,18,0.7
128.67,30.374755,130.960078,0.0,2,18,0.7
128.74,30.374755,130.960078,0.0,2,18,0.7
128.8,30.374755,130.960078,0.0,2,18,0.7
128.87,30.374755,130.960078,0.0,2,18,0.7
128.93,30.374755,130.960078,0.0,2,18,0.7
129.0,30.374755,130.960078,0.0,2,18,0.7
129.07,30.374755,130.960078,0.0,2,18,0.7
129.13,30.374755,130.960078,0.0,2,18,0.7
129.2,30.374755,130.960078,0.0,2,18,0.7
129.26,30.374755,130.960078,0.0,2,18,0.7
129.33,30.374755,130.960078,0.0,2,18,0.7
129.4,30.374755,130.960078,0.0,2,18,0.7
129.46,30.374755,130.960078,0.0,2,18,0.7
129.53,30.374755,130.960078,0.0,2,18,0.7
129.6,30.374755,130.960078,0.0,2,18,0.7
129.66,30.374755,130.960078,0.0,2,18,0.7
129.73,30.374755,130.960078,0.0,2,18,0.7
129.8,30.374755,130.960078,0.0,2,18,0.7
129.86,30.374755,130.960078,0.0,2,18,0.7
129.93,30.374755,130.960078,0.0,2,18,0.7
130.0,30.374755,130.960078,0.0,2,18,0.7
130.06,30.374755,130.960078,0.0,2,18,0.7
130.13,30.374755,130.960078,0.0,2,18,0.7
130.19,30.374755,130.960078,0.0,2,18,0.7
130.26,30.374755,130.960078,0.0,2,18,0.7
130.33,30.374755,130.960078,0.0,2,18,0.7
130.39,30.374755,130.960078,0.0,2,18,0.7
130.46,30.374755,130.960078,0.0,2,18,0.66
130.52,30.374755,130.960078,0.0,2,18,0.66
130.59,30.374755,130.960078,0.0,2,18,0.66
130.66,30.374755,130.960078,0.0,2,18,0.66
130.72,30.374755,130.960078,0.0,2,18,0.66
130.79,30.374755,130.960078,0.0,2,18,0.66
130.86,30.374755,130.960078,0.0,2,18,0.66
130.92,30.374755,130.960078,0.0,2,18,0.66
130.99,30.374755,130.960078,0.0,2,18,0.66
131.06,30.374755,130.960078,0.0,2,18,0.66
131.12,30.374755,130.960078,0.0,2,18,0.66
131.19,30.374755,130.960078,0.0,2,18,0.66
131.26,30.374755,130.960078,0.0,2,18,0.66
131.32,30.374755,130.960078,0.0,2,18,0.66
131.39,30.374755,130.960078,0.0,2,18,0.66
131.46,30.374755,130.960078,0.0,2,18,0.7
131.52,30.374755,130.960078,0.0,2,18,0.7
131.59,30.374755,130.960078,0.0,2,18,0.7
131.65,30.374755,130.960078,0.0,2,18,0.7
131.72,30.374755,130.960078,0.0,2,18,0.7
131.79,30.374755,130.960078,0.0,2,18,0.7
131.86,30.374755,130.960078,0.0,2,18,0.7
131.92,30.374755,130.960078,0.0,2,18,0.7
131.99,30.374755,130.960078,0.0,2,18,0.7
132.05,30.374755,130.960078,0.0,2,18,0.7
132.12,30.374755,130.960078,0.0,2,18,0.7
132.19,30.374755,130.960078,0.0,2,18,0.7
132.25,30.374755,130.960078,0.0,2,18,0.7
132.32,30.374755,130.960078,0.0,2,18,0.7
132.39,30.374753,130.960078,0.19,2,18,0.7
132.45,30.374753,130.960078,0.19,2,18,0.7
132.52,30.374753,130.960078,0.19,2,18,0.7
132.59,30.374753,130.960078,0.19,2,18,0.7
132.65,30.374753,130.960078,0.19,2,18,0.7
132.72,30.374753,130.960078,0.19,2,18,0.7
132.79,30.374753,130.960078,0.19,2,18,0.7
132.86,30.374753,130.960078,0.19,2,18,0.7
132.92,30.374753,130.960078,0.19,2,18,0.7
132.99,30.374753,130.960078,0.19,2,18,0.7
133.06,30.374753,130.960078,0.19,2,18,0.7
133.12,30.374753,130.960078,0.19,2,18,0.7
133.19,30.374753,130.960078,0.19,2,18,0.7
133.25,30.374753,130.960078,0.19,2,18,0.7
133.32,30.374753,130.960078,0.19,2,18,0.7
133.39,30.374753,130.960078,0.19,2,18,0.7
133.45,30.374753,130.960078,0.0,2,19,0.65
133.52,30.374753,130.960078,0.0,2,19,0.65
133.59,30.374753,130.960078,0.0,2,19,0.65
133.65,30.374753,130.960078,0.0,2,19,0.65
133.72,30.374753,130.960078,0.0,2,19,0.65
133.79,30.374753,130.960078,0.0,2,19,0.65
133.86,30.374753,130.960078,0.0,2,19,0.65
133.92,30.374753,130.960078,0.0,2,19,0.65
133.99,30.374753,130.960078,0.0,2,19,0.65
134.06,30.374753,130.960078,0.0,2,19,0.65
134.12,30.374753,130.960078,0.0,2,19,0.65
134.19,30.374753,130.960078,0.0,2,19,0.65
134.26,30.374753,130.960078,0.0,2,19,0.65
134.32,30.374753,130.960078,0.0,2,19,0.65
134.39,30.374753,130.960078,0.0,2,19,0.65
134.45,30.374753,130.960078,0.0,2,19,0.68
134.52,30.374753,130.960078,0.0,2,19,0.68
134.59,30.374753,130.960078,0.0,2,19,0.68
134.65,30.374753,130.960078,0.0,2,19,0.68
134.72,30.374753,130.960078,0.0,2,19,0.68
134.78,30.374753,130.960078,0.0,2,19,0.68
134.85,30.374753,130.960078,0.0,2,19,0.68
134.92,30.374753,130.960078,0.0,2,19,0.68
134.98,30.374753,130.960078,0.0,2,19,0.68
135.05,30.374753,130.960078,0.0,2,19,0.68
135.11,30.374753,130.960078,0.0,2,19,0.68
135.18,30.374753,130.960078,0.0,2,19,0.68
135.25,30.374753,130.960078,0.0,2,19,0.68
135.31,30.374753,130.960078,0.0,2,19,0.68
135.38,30.374753,130.960078,0.0,2,19,0.68
135.45,30.374753,130.960078,0.0,2,19,0.68
135.51,30.374753,130.960078,0.0,2,19,0.68
135.58,30.374753,130.960078,0.0,2,19,0.68
135.64,30.374753,130.960078,0.0,2,19,0.68
135.71,30.374753,130.960078,0.0,2,19,0.68
135.77,30.374753,130.960078,0.0,2,19,0.68
135.84,30.374753,130.960078,0.0,2,19,0.68
135.91,30.374753,130.960078,0.0,2,19,0.68
135.97,30.374753,130.960078,0.0,2,19,0.68
136.04,30.374753,130.960078,0.0,2,19,0.68
136.11,30.374753,130.960078,0.0,2,19,0.68
136.17,30.374753,130.960078,0.0,2,19,0.68
136.24,30.374753,130.960078,0.0,2,19,0.68
136.31,30.374753,130.960078,0.0,2,19,0.68
136.37,30.374753,130.960078,0.0,2,19,0.68
136.44,30.374753,130.960078,0.0,2,19,0.68
136.5,30.374753,130.960078,0.0,2,19,0.68
136.57,30.374753,130.960078,0.0,2,19,0.68
136.64,30.374753,130.960078,0.0,2,19,0.68
136.7,30.374753,130.960078,0.0,2,19,0.68
136.77,30.374753,130.960078,0.0,2,19,0.68
136.84,30.374753,130.960078,0.0,2,19,0.68
136.9,30.374753,130.960078,0.0,2,19,0.68
136.97,30.374753,130.960078,0.0,2,19,0.68
137.03,30.374753,130.960078,0.0,2,19,0.68
137.1,30.374753,130.960078,0.0,2,19,0.68
137.17,30.374753,130.960078,0.0,2,19,0.68
137.24,30.374753,130.960078,0.0,2,19,0.68
137.3,30.374753,130.960078,0.0,2,19,0.68
137.37,30.374753,130.960078,0.0,2,19,0.68
137.43,30.374753,130.960077,0.13,2,19,0.68
137.5,30.374753,130.960077,0.13,2,19,0.68
137.57,30.374753,130.960077,0.13,2,19,0.68
137.63,30.374753,130.960077,0.13,2,19,0.68
137.7,30.374753,130.960077,0.13,2,19,0.68
137.77,30.374753,130.960077,0.13,2,19,0.68
137.83,30.374753,130.960077,0.13,2,19,0.68
137.9,30.374753,130.960077,0.13,2,19,0.68
137.96,30.374753,130.960077,0.13,2,19,0.68
138.03,30.374753,130.960077,0.13,2,19,0.68
138.1,30.374753,130.960077,0.13,2,19,0.68
138.16,30.374753,130.960077,0.13,2,19,0.68
138.23,30.374753,130.960077,0.13,2,19,0.68
138.3,30.374753,130.960077,0.13,2,19,0.68
138.36,30.374753,130.960077,0.13,2,19,0.68
138.43,30.374753,130.960077,0.0,2,19,0.65
138.5,30.374753,130.960077,0.0,2,19,0.65
138.56,30.374753,130.960077,0.0,2,19,0.65
138.63,30.374753,130.960077,0.0,2,19,0.65
138.7,30.374753,130.960077,0.0,2,19,0.65
138.76,30.374753,130.960077,0.0,2,19,0.65
138.83,30.374753,130.960077,0.0,2,19,0.65
138.9,30.374753,130.960077,0.0,2,19,0.65
138.96,30.374753,130.960077,0.0,2,19,0.65
139.03,30.374753,130.960077,0.0,2,19,0.65
139.1,30.374753,130.960077,0.0,2,19,0.65
139.16,30.374753,130.960077,0.0,2,19,0.65
139.23,30.374753,130.960077,0.0,2,19,0.65
139.3,30.374753,130.960077,0.0,2,19,0.65
139.36,30.374753,130.960077,0.0,2,19,0.65
139.43,30.374753,130.960077,0.0,2,19,0.68
139.5,30.374753,130.960077,0.0,2,19,0.68
139.56,30.374753,130.960077,0.0,2,19,0.68
139.63,30.374753,130.960077,0.0,2,19,0.68
139.7,30.374753,130.960077,0.0,2,19,0.68
139.76,30.374753,130.960077,0.0,2,19,0.68
139.83,30.374753,130.960077,0.0,2,19,0.68
139.9,30.374753,130.960077,0.0,2,19,0.68
139.96,30.374753,130.960077,0.0,2,19,0.68
140.03,30.374753,130.960077,0.0,2,19,0.68
140.1,30.374753,130.960077,0.0,2,19,0.68
140.16,30.374753,130.960077,0.0,2,19,0.68
140.23,30.374753,130.960077,0.0,2,19,0.68
140.3,30.374753,130.960077,0.0,2,19,0.68
140.37,30.374753,130.960077,0.0,2,19,0.68
140.44,30.374753,130.960077,0.0,2,19,0.68
140.5,30.374753,130.960077,0.0,2,19,0.68
140.57,30.374753,130.960077,0.0,2,19,0.68
140.63,30.374753,130.960077,0.0,2,19,0.68
140.7,30.374753,130.960077,0.0,2,19,0.68
140.77,30.374753,130.960077,0.0,2,19,0.68
140.83,30.374753,130.960077,0.0,2,19,0.68
140.9,30.374753,130.960077,0.0,2,19,0.68
140.96,30.374753,130.960077,0.0,2,19,0.68
141.03,30.374753,130.960077,0.0,2,19,0.68
141.1,30.374753,130.960077,0.0,2,19,0.68
141.16,30.374753,130.960077,0.0,2,19,0.68
141.23,30.374753,130.960077,0.0,2,19,0.68
141.29,30.374753,130.960077,0.0,2,19,0.68
141.36,30.374753,130.960077,0.0,2,19,0.68
141.43,30.374753,130.960077,0.0,2,19,0.65
141.49,30.374753,130.960077,0.0,2,19,0.65
141.56,30.374753,130.960077,0.0,2,19,0.65
141.62,30.374753,130.960077,0.0,2,19,0.65
141.69,30.374753,130.960077,0.0,2,19,0.65
141.76,30.374753,130.960077,0.0,2,19,0.65
141.82,30.374753,130.960077,0.0,2,19,0.65
141.89,30.374753,130.960077,0.0,2,19,0.65
141.96,30.374753,130.960077,0.0,2,19,0.65
142.02,30.374753,130.960077,0.0,2,19,0.65
142.09,30.374753,130.960077,0.0,2,19,0.65
142.15,30.374753,130.960077,0.0,2,19,0.65
142.22,30.374753,130.960077,0.0,2,19,0.65
142.29,30.374753,130.960077,0.0,2,19,0.65
142.35,30.374753,130.960077,0.0,2,19,0.65
142.42,30.374753,130.960078,0.14,2,19,0.68
142.49,30.374753,130.960078,0.14,2,19,0.68
142.55,30.374753,130.960078,0.14,2,19,0.68
142.62,30.374753,130.960078,0.14,2,19,0.68
142.69,30.374753,130.960078,0.14,2,19,0.68
142.75,30.374753,130.960078,0.14,2,19,0.68
142.82,30.374753,130.960078,0.14,2,19,0.68
142.88,30.374753,130.960078,0.14,2,19,0.68
142.95,30.374753,130.960078,0.14,2,19,0.68
143.02,30.374753,130.960078,0.14,2,19,0.68
143.08,30.374753,130.960078,0.14,2,19,0.68
143.15,30.374753,130.960078,0.14,2,19,0.68
143.22,30.374753,130.960078,0.14,2,19,0.68
143.28,30.374753,130.960078,0.14,2,19,0.68
143.35,30.374753,130.960078,0.14,2,19,0.68
143.41,30.374753,130.960078,0.14,2,19,0.68
143.48,30.374753,130.960077,0.14,2,19,0.68
143.55,30.374753,130.960077,0.14,2,19,0.68
143.61,30.374753,130.960077,0.14,2,19,0.68
143.68,30.374753,130.960077,0.14,2,19,0.68
143.75,30.374753,130.960077,0.14,2,19,0.68
143.81,30.374753,130.960077,0.14,2,19,0.68
143.88,30.374753,130.960077,0.14,2,19,0.68
143.95,30.374753,130.960077,0.14,2,19,0.68
144.01,30.374753,130.960077,0.14,2,19,0.68
144.08,30.374753,130.960077,0.14,2,19,0.68
144.14,30.374753,130.960077,0.14,2,19,0.68
144.21,30.374753,130.960077,0.14,2,19,0.68
144.28,30.374753,130.960077,0.14,2,19,0.68
144.34,30.374753,130.960077,0.14,2,19,0.68
144.41,30.374753,130.960077,0.14,2,19,0.68
144.48,30.374753,130.960077,0.0,2,19,0.68
144.54,30.374753,130.960077,0.0,2,19,0.68
144.61,30.374753,130.960077,0.0,2,19,0.68
144.68,30.374753,130.960077,0.0,2,19,0.68
144.74,30.374753,130.960077,0.0,2,19,0.68
144.81,30.374753,130.960077,0.0,2,19,0.68
144.88,30.374753,130.960077,0.0,2,19,0.68
144.94,30.374753,130.960077,0.0,2,19,0.68
145.01,30.374753,130.960077,0.0,2,19,0.68
145.08,30.374753,130.960077,0.0,2,19,0.68
145.14,30.374753,130.960077,0.0,2,19,0.68
145.21,30.374753,130.960077,0.0,2,19,0.68
145.27,30.374753,130.960077,0.0,2,19,0.68
145.34,30.374753,130.960077,0.0,2,19,0.68
145.41,30.374753,130.960077,0.0,2,19,0.68
145.47,30.374753,130.960077,0.0,2,19,0.68
145.54,30.374753,130.960077,0.0,2,19,0.68
145.61,30.374753,130.960077,0.0,2,19,0.68
145.67,30.374753,130.960077,0.0,2,19,0.68
145.74,30.374753,130.960077,0.0,2,19,0.68
145.81,30.374753,130.960077,0.0,2,19,0.68
145.88,30.374753,130.960077,0.0,2,19,0.68
145.94,30.374753,130.960077,0.0,2,19,0.68
146.01,30.374753,130.960077,0.0,2,19,0.68
146.08,30.374753,130.960077,0.0,2,19,0.68
146.14,30.374753,130.960077,0.0,2,19,0.68
146.21,30.374753,130.960077,0.0,2,19,0.68
146.28,30.374753,130.960077,0.0,2,19,0.68
146.34,30.374753,130.960077,0.0,2,19,0.68
146.41,30.374753,130.960077,0.0,2,19,0.68
146.47,30.374753,130.960077,0.0,2,19,0.68
146.54,30.374753,130.960077,0.0,2,19,0.68
146.61,30.374753,130.960077,0.0,2,19,0.68
146.67,30.374753,130.960077,0.0,2,19,0.68
146.74,30.374753,130.960077,0.0,2,19,0.68
146.81,30.374753,130.960077,0.0,2,19,0.68
146.88,30.374753,130.960077,0.0,2,19,0.68
146.95,30.374753,130.960077,0.0,2,19,0.68
147.01,30.374753,130.960077,0.0,2,19,0.68
147.08,30.374753,130.960077,0.0,2,19,0.68
147.15,30.374753,130.960077,0.0,2,19,0.68
147.21,30.374753,130.960077,0.0,2,19,0.68
147.28,30.374753,130.960077,0.0,2,19,0.68
147.34,30.374753,130.960077,0.0,2,19,0.68
147.41,30.374753,130.960077,0.0,2,19,0.68
147.48,30.374753,130.960077,0.0,2,19,0.68
147.54,30.374753,130.960077,0.0,2,19,0.68
147.61,30.374753,130.960077,0.0,2,19,0.68
147.67,30.374753,130.960077,0.0,2,19,0.68
147.74,30.374753,130.960077,0.0,2,19,0.68
147.81,30.374753,130.960077,0.0,2,19,0.68
147.87,30.374753,130.960077,0.0,2,19,0.68
147.94,30.374753,130.960077,0.0,2,19,0.68
148.0,30.374753,130.960077,0.0,2,19,0.68
148.07,30.374753,130.960077,0.0,2,19,0.68
148.14,30.374753,130.960077,0.0,2,19,0.68
148.21,30.374753,130.960077,0.0,2,19,0.68
148.28,30.374753,130.960077,0.0,2,19,0.68
148.34,30.374753,130.960077,0.0,2,19,0.68
148.41,30.374753,130.960077,0.0,2,19,0.68
148.48,30.374753,130.960077,0.0,2,19,0.68
148.54,30.374753,130.960077,0.0,2,19,0.68
148.61,30.374753,130.960077,0.0,2,19,0.68
148.67,30.374753,130.960077,0.0,2,19,0.68
148.74,30.374753,130.960077,0.0,2,19,0.68
148.81,30.374753,130.960077,0.0,2,19,0.68
148.87,30.374753,130.960077,0.0,2,19,0.68
148.94,30.374753,130.960077,0.0,2,19,0.68
149.0,30.374753,130.960077,0.0,2,19,0.68
149.07,30.374753,130.960077,0.0,2,19,0.68
149.14,30.374753,130.960077,0.0,2,19,0.68
149.2,30.374753,130.960077,0.0,2,19,0.68
149.27,30.374753,130.960077,0.0,2,19,0.68
149.33,30.374753,130.960077,0.0,2,19,0.68
149.4,30.374753,130.960077,0.0,2,19,0.68
149.47,30.374753,130.960077,0.0,2,19,0.68
149.53,30.374753,130.960077,0.0,2,19,0.68
149.6,30.374753,130.960077,0.0,2,19,0.68
149.67,30.374753,130.960077,0.0,2,19,0.68
149.73,30.374753,130.960077,0.0,2,19,0.68
149.8,30.374753,130.960077,0.0,2,19,0.68
149.86,30.374753,130.960077,0.0,2,19,0.68
149.93,30.374753,130.960077,0.0,2,19,0.68
150.0,30.374753,130.960077,0.0,2,19,0.68
150.06,30.374753,130.960077,0.0,2,19,0.68
150.13,30.374753,130.960077,0.0,2,19,0.68
150.2,30.374753,130.960077,0.0,2,19,0.68
150.26,30.374753,130.960077,0.0,2,19,0.68
150.33,30.374753,130.960077,0.0,2,19,0.68
150.39,30.374753,130.960077,0.0,2,19,0.68
150.46,30.374753,130.960077,0.0,2,19,0.68
150.53,30.374753,130.960077,0.0,2,19,0.68
150.59,30.374753,130.960077,0.0,2,19,0.68
150.66,30.374753,130.960077,0.0,2,19,0.68
150.72,30.374753,130.960077,0.0,2,19,0.68
150.79,30.374753,130.960077,0.0,2,19,0.68
150.86,30.374753,130.960077,0.0,2,19,0.68
150.92,30.374753,130.960077,0.0,2,19,0.68
150.99,30.374753,130.960077,0.0,2,19,0.68
151.05,30.374753,130.960077,0.0,2,19,0.68
151.12,30.374753,130.960077,0.0,2,19,0.68
151.19,30.374753,130.960077,0.0,2,19,0.68
151.25,30.374753,130.960077,0.0,2,19,0.68
151.32,30.374753,130.960077,0.0,2,19,0.68
151.39,30.374753,130.960077,0.0,2,19,0.68
151.45,30.374753,130.960077,0.0,2,19,0.68
151.52,30.374753,130.960077,0.0,2,19,0.68
151.58,30.374753,130.960077,0.0,2,19,0.68
151.65,30.374753,130.960077,0.0,2,19,0.68
151.72,30.374753,130.960077,0.0,2,19,0.68
151.78,30.374753,130.960077,0.0,2,19,0.68
151.85,30.374753,130.960077,0.0,2,19,0.68
151.92,30.374753,130.960077,0.0,2,19,0.68
151.98,30.374753,130.960077,0.0,2,19,0.68
152.05,30.374753,130.960077,0.0,2,19,0.68
152.11,30.374753,130.960077,0.0,2,19,0.68
152.18,30.374753,130.960077,0.0,2,19,0.68
152.25,30.374753,130.960077,0.0,2,19,0.68
152.32,30.374753,130.960077,0.0,2,19,0.68
152.38,30.374753,130.960077,0.0,2,19,0.68
152.45,30.374752,130.960077,0.19,2,19,0.68
152.51,30.374752,130.960077,0.19,2,19,0.68
152.58,30.374752,130.960077,0.19,2,19,0.68
152.65,30.374752,130.960077,0.19,2,19,0.68
152.71,30.374752,130.960077,0.19,2,19,0.68
152.78,30.374752,130.960077,0.19,2,19,0.68
152.85,30.374752,130.960077,0.19,2,19,0.68
152.91,30.374752,130.960077,0.19,2,19,0.68
152.98,30.374752,130.960077,0.19,2,19,0.68
153.05,30.374752,130.960077,0.19,2,19,0.68
153.11,30.374752,130.960077,0.19,2,19,0.68
153.18,30.374752,130.960077,0.19,2,19,0.68
153.25,30.374752,130.960077,0.19,2,19,0.68
153.31,30.374752,130.960077,0.19,2,19,0.68
153.38,30.374752,130.960077,0.09,2,19,0.68
153.45,30.374752,130.960077,0.09,2,19,0.68
153.51,30.374752,130.960077,0.09,2,19,0.68
153.58,30.374752,130.960077,0.09,2,19,0.68
153.65,30.374752,130.960077,0.09,2,19,0.68
153.71,30.374752,130.960077,0.09,2,19,0.68
153.78,30.374752,130.960077,0.09,2,19,0.68
153.85,30.374752,130.960077,0.09,2,19,0.68
153.91,30.374752,130.960077,0.09,2,19,0.68
153.98,30.374752,130.960077,0.09,2,19,0.68
154.05,30.374752,130.960077,0.09,2,19,0.68
154.11,30.374752,130.960077,0.09,2,19,0.68
154.18,30.374752,130.960077,0.09,2,19,0.68
154.25,30.374752,130.960077,0.09,2,19,0.68
154.31,30.374752,130.960077,0.09,2,19,0.68
154.38,30.374752,130.960077,0.1,2,19,0.68
154.45,30.374752,130.960077,0.1,2,19,0.68
154.51,30.374752,130.960077,0.1,2,19,0.68
154.58,30.374752,130.960077,0.1,2,19,0.68
154.65,30.374752,130.960077,0.1,2,19,0.68
154.71,30.374752,130.960077,0.1,2,19,0.68
154.78,30.374752,130.960077,0.1,2,19,0.68
154.85,30.374752,130.960077,0.1,2,19,0.68
154.92,30.374752,130.960077,0.1,2,19,0.68
154.99,30.374752,130.960077,0.1,2,19,0.68
155.05,30.374752,130.960077,0.1,2,19,0.68
155.12,30.374752,130.960077,0.1,2,19,0.68
155.18,30.374752,130.960077,0.1,2,19,0.68
155.25,30.374752,130.960077,0.1,2,19,0.68
155.32,30.374752,130.960077,0.1,2,19,0.68
155.38,30.374752,130.960077,0.1,2,19,0.68
155.45,30.374752,130.960077,0.1,2,19,0.68
155.52,30.374752,130.960077,0.1,2,19,0.68
155.58,30.374752,130.960077,0.1,2,19,0.68
155.65,30.374752,130.960077,0.1,2,19,0.68
155.71,30.374752,130.960077,0.1,2,19,0.68
155.78,30.374752,130.960077,0.1,2,19,0.68
155.85,30.374752,130.960077,0.1,2,19,0.68
155.91,30.374752,130.960077,0.1,2,19,0.68
155.98,30.374752,130.960077,0.1,2,19,0.68
156.05,30.374752,130.960077,0.1,2,19,0.68
156.11,30.374752,130.960077,0.1,2,19,0.68
156.18,30.374752,130.960077,0.1,2,19,0.68
156.24,30.374752,130.960077,0.1,2,19,0.68
156.31,30.374752,130.960077,0.1,2,19,0.68
156.38,30.374752,130.960077,0.1,2,19,0.68
156.44,30.374752,130.960077,0.09,2,19,0.68
156.51,30.374752,130.960077,0.09,2,19,0.68
156.57,30.374752,130.960077,0.09,2,19,0.68
156.64,30.374752,130.960077,0.09,2,19,0.68
156.7,30.374752,130.960077,0.09,2,19,0.68
156.77,30.374752,130.960077,0.09,2,19,0.68
156.84,30.374752,130.960077,0.09,2,19,0.68
156.91,30.374752,130.960077,0.09,2,19,0.68
156.97,30.374752,130.960077,0.09,2,19,0.68
157.04,30.374752,130.960077,0.09,2,19,0.68
157.1,30.374752,130.960077,0.09,2,19,0.68
157.17,30.374752,130.960077,0.09,2,19,0.68
157.23,30.374752,130.960077,0.09,2,19,0.68
157.3,30.374752,130.960077,0.09,2,19,0.68
157.37,30.374752,130.960077,0.09,2,19,0.68
157.43,30.374752,130.960077,0.1,2,19,0.68
157.5,30.374752,130.960077,0.1,2,19,0.68
157.56,30.374752,130.960077,0.1,2,19,0.68
157.63,30.374752,130.960077,0.1,2,19,0.68
157.7,30.374752,130.960077,0.1,2,19,0.68
157.76,30.374752,130.960077,0.1,2,19,0.68
157.83,30.374752,130.960077,0.1,2,19,0.68
157.89,30.374752,130.960077,0.1,2,19,0.68
157.96,30.374752,130.960077,0.1,2,19,0.68
158.02,30.374752,130.960077,0.1,2,19,0.68
158.09,30.374752,130.960077,0.1,2,19,0.68
158.16,30.374752,130.960077,0.1,2,19,0.68
158.22,30.374752,130.960077,0.1,2,19,0.68
158.29,30.374752,130.960077,0.1,2,19,0.68
158.35,30.374752,130.960077,0.1,2,19,0.68
158.42,30.374752,130.960077,0.09,2,19,0.68
158.49,30.374752,130.960077,0.09,2,19,0.68
158.55,30.374752,130.960077,0.09,2,19,0.68
158.62,30.374752,130.960077,0.09,2,19,0.68
158.68,30.374752,130.960077,0.09,2,19,0.68
158.75,30.374752,130.960077,0.09,2,19,0.68
158.82,30.374752,130.960077,0.09,2,19,0.68
158.88,30.374752,130.960077,0.09,2,19,0.68
158.95,30.374752,130.960077,0.09,2,19,0.68
159.01,30.374752,130.960077,0.09,2,19,0.68
159.08,30.374752,130.960077,0.09,2,19,0.68
159.14,30.374752,130.960077,0.09,2,19,0.68
159.21,30.374752,130.960077,0.09,2,19,0.68
159.28,30.374752,130.960077,0.09,2,19,0.68
159.34,30.374752,130.960077,0.09,2,19,0.68
159.41,30.374752,130.960077,0.1,2,19,0.68
159.47,30.374752,130.960077,0.1,2,19,0.68
159.54,30.374752,130.960077,0.1,2,19,0.68
159.61,30.374752,130.960077,0.1,2,19,0.68
159.67,30.374752,130.960077,0.1,2,19,0.68
159.74,30.374752,130.960077,0.1,2,19,0.68
159.8,30.374752,130.960077,0.1,2,19,0.68
159.87,30.374752,130.960077,0.1,2,19,0.68
159.94,30.374752,130.960077,0.1,2,19,0.68
160.0,30.374752,130.960077,0.1,2,19,0.68
160.07,30.374752,130.960077,0.1,2,19,0.68
160.13,30.374752,130.960077,0.1,2,19,0.68
160.2,30.374752,130.960077,0.1,2,19,0.68
160.27,30.374752,130.960077,0.1,2,19,0.68
160.33,30.374752,130.960077,0.1,2,19,0.68
160.4,30.374752,130.960077,0.1,2,19,0.68
160.46,30.374752,130.960077,0.1,2,19,0.68
160.53,30.374752,130.960077,0.1,2,19,0.68
160.6,30.374752,130.960077,0.1,2,19,0.68
