ElapsedSec,MagX,MagY,MagZ
393.99,520.88,-81.25,201.75
394.06,520.88,-81.25,201.75
394.12,520.88,-81.25,201.75
394.19,520.88,-81.25,201.75
394.26,520.88,-81.25,201.75
394.32,520.88,-81.25,201.75
394.39,520.88,-81.25,201.75
394.45,520.88,-81.25,201.75
394.52,520.88,-81.25,201.75
394.59,520.88,-81.25,201.75
394.66,520.88,-81.25,201.75
394.73,520.88,-81.25,201.75
394.8,520.88,-81.25,201.75
394.86,520.88,-81.25,201.75
394.93,520.88,-81.25,201.75
394.99,520.88,-81.25,201.75
395.06,520.88,-81.25,201.75
395.12,520.88,-81.25,201.75
395.19,520.88,-81.25,201.75
395.26,520.88,-81.25,201.75
395.32,520.88,-81.25,201.75
395.39,520.88,-81.25,201.75
395.46,520.88,-81.25,201.75
395.52,520.88,-81.25,201.75
395.59,520.88,-81.25,201.75
395.66,520.88,-81.25,201.75
395.72,520.88,-81.25,201.75
395.79,520.88,-81.25,201.75
395.85,520.88,-81.25,201.75
395.92,520.88,-81.25,201.75
395.99,520.88,-81.25,201.75
396.05,520.88,-81.25,201.75
396.12,520.88,-81.25,201.75
396.19,520.88,-81.25,201.75
396.25,520.88,-81.25,201.75
396.32,520.88,-81.25,201.75
396.39,520.88,-81.25,201.75
396.45,520.88,-81.25,201.75
396.52,520.88,-81.25,201.75
396.59,520.88,-81.25,201.75
396.65,520.88,-81.25,201.75
396.72,520.88,-81.25,201.75
396.79,520.88,-81.25,201.75
396.85,520.88,-81.25,201.75
396.92,520.88,-81.25,201.75
396.99,520.88,-81.25,201.75
397.05,520.88,-81.25,201.75
397.12,520.88,-81.25,201.75
397.19,520.88,-81.25,201.75
397.25,520.88,-81.25,201.75
397.32,520.88,-81.25,201.75
397.38,520.88,-81.25,201.75
397.45,520.88,-81.25,201.75
397.52,520.88,-81.25,201.75
397.59,520.88,-81.25,201.75
397.65,520.88,-81.25,201.75
397.72,520.88,-81.25,201.75
397.79,520.88,-81.25,201.75
397.85,520.88,-81.25,201.75
397.92,520.88,-81.25,201.75
397.99,520.88,-81.25,201.75
398.05,520.88,-81.25,201.75
398.12,520.88,-81.25,201.75
398.18,520.88,-81.25,201.75
398.25,520.88,-81.25,201.75
398.32,520.88,-81.25,201.75
398.38,520.88,-81.25,201.75
398.45,520.88,-81.25,201.75
398.52,520.88,-81.25,201.75
398.58,520.88,-81.25,201.75
398.65,520.88,-81.25,201.75
398.72,520.88,-81.25,201.75
398.78,520.88,-81.25,201.75
398.85,520.88,-81.25,201.75
398.92,520.88,-81.25,201.75
398.98,520.88,-81.25,201.75
399.05,520.88,-81.25,201.75
399.12,520.88,-81.25,201.75
399.18,520.88,-81.25,201.75
399.25,520.88,-81.25,201.75
399.32,520.88,-81.25,201.75
399.38,520.88,-81.25,201.75
399.45,520.88,-81.25,201.75
399.52,520.88,-81.25,201.75
399.58,520.88,-81.25,201.75
399.65,520.88,-81.25,201.75
399.72,520.88,-81.25,201.75
399.78,520.88,-81.25,201.75
399.85,520.88,-81.25,201.75
399.92,520.88,-81.25,201.75
399.98,520.88,-81.25,201.75
400.05,520.88,-81.25,201.75
400.12,520.88,-81.25,201.75
400.19,520.88,-81.25,201.75
400.25,520.88,-81.25,201.75
400.32,520.88,-81.25,201.75
400.39,520.88,-81.25,201.75
400.45,520.88,-81.25,201.75
400.52,520.88,-81.25,201.75
400.59,520.88,-81.25,201.75
400.66,520.88,-81.25,201.75
400.72,520.88,-81.25,201.75
400.79,520.88,-81.25,201.75
400.86,520.88,-81.25,201.75
400.92,520.88,-81.25,201.75
400.99,520.88,-81.25,201.75
401.06,520.88,-81.25,201.75
401.12,520.88,-81.25,201.75
401.19,520.88,-81.25,201.75
401.26,520.88,-81.25,201.75
401.33,520.88,-81.25,201.75
401.4,520.88,-81.25,201.75
401.46,520.88,-81.25,201.75
401.53,520.88,-81.25,201.75
401.6,520.88,-81.25,201.75
401.66,520.88,-81.25,201.75
401.73,520.88,-81.25,201.75
401.79,520.88,-81.25,201.75
401.86,520.88,-81.25,201.75
401.93,520.88,-81.25,201.75
401.99,520.88,-81.25,201.75
402.06,520.88,-81.25,201.75
402.13,520.88,-81.25,201.75
402.19,520.88,-81.25,201.75
402.26,520.88,-81.25,201.75
402.32,520.88,-81.25,201.75
402.39,520.88,-81.25,201.75
402.46,520.88,-81.25,201.75
402.52,520.88,-81.25,201.75
402.59,520.88,-81.25,201.75
402.66,520.88,-81.25,201.75
402.72,520.88,-81.25,201.75
402.79,520.88,-81.25,201.75
402.86,520.88,-81.25,201.75
402.92,520.88,-81.25,201.75
402.99,520.88,-81.25,201.75
403.05,520.88,-81.25,201.75
403.12,520.88,-81.25,201.75
403.19,520.88,-81.25,201.75
403.25,520.88,-81.25,201.75
403.32,520.88,-81.25,201.75
403.38,520.88,-81.25,201.75
403.45,520.88,-81.25,201.75
403.52,520.88,-81.25,201.75
403.59,520.88,-81.25,201.75
403.65,520.88,-81.25,201.75
403.72,520.88,-81.25,201.75
403.78,520.88,-81.25,201.75
403.85,520.88,-81.25,201.75
403.92,520.88,-81.25,201.75
403.98,520.88,-81.25,201.75
404.05,520.88,-81.25,201.75
404.12,520.88,-81.25,201.75
404.18,520.88,-81.25,201.75
404.25,520.88,-81.25,201.75
404.32,520.88,-81.25,201.75
404.38,520.88,-81.25,201.75
404.45,520.88,-81.25,201.75
404.52,520.88,-81.25,201.75
404.58,520.88,-81.25,201.75
404.65,520.88,-81.25,201.75
404.72,520.88,-81.25,201.75
404.78,520.88,-81.25,201.75
404.85,520.88,-81.25,201.75
404.92,520.88,-81.25,201.75
404.98,520.88,-81.25,201.75
405.05,520.88,-81.25,201.75
405.12,520.88,-81.25,201.75
405.18,520.88,-81.25,201.75
405.25,520.88,-81.25,201.75
405.32,520.88,-81.25,201.75
405.38,520.88,-81.25,201.75
405.45,520.88,-81.25,201.75
405.52,520.88,-81.25,201.75
405.58,520.88,-81.25,201.75
405.65,520.88,-81.25,201.75
405.72,520.88,-81.25,201.75
405.78,520.88,-81.25,201.75
405.85,520.88,-81.25,201.75
405.92,520.88,-81.25,201.75
405.98,520.88,-81.25,201.75
406.05,520.88,-81.25,201.75
406.12,520.88,-81.25,201.75
406.18,520.88,-81.25,201.75
406.25,520.88,-81.25,201.75
406.32,520.88,-81.25,201.75
406.38,520.88,-81.25,201.75
406.46,520.88,-81.25,201.75
406.52,520.88,-81.25,201.75
406.59,520.88,-81.25,201.75
406.66,520.88,-81.25,201.75
406.72,520.88,-81.25,201.75
406.79,520.88,-81.25,201.75
406.86,520.88,-81.25,201.75
406.93,520.88,-81.25,201.75
406.99,520.88,-81.25,201.75
407.06,520.88,-81.25,201.75
407.13,520.88,-81.25,201.75
407.19,520.88,-81.25,201.75
407.26,520.88,-81.25,201.75
407.33,520.88,-81.25,201.75
407.39,520.88,-81.25,201.75
407.46,520.88,-81.25,201.75
407.53,520.88,-81.25,201.75
407.6,520.88,-81.25,201.75
407.66,520.88,-81.25,201.75
407.73,520.88,-81.25,201.75
407.8,520.88,-81.25,201.75
407.87,520.88,-81.25,201.75
407.94,520.88,-81.25,201.75
408.01,520.88,-81.25,201.75
408.07,520.88,-81.25,201.75
408.14,520.88,-81.25,201.75
408.21,520.88,-81.25,201.75
408.27,520.88,-81.25,201.75
408.34,520.88,-81.25,201.75
408.4,520.88,-81.25,201.75
408.47,520.88,-81.25,201.75
408.54,520.88,-81.25,201.75
408.6,520.88,-81.25,201.75
408.67,520.88,-81.25,201.75
408.74,520.88,-81.25,201.75
408.8,520.88,-81.25,201.75
408.87,520.88,-81.25,201.75
408.93,520.88,-81.25,201.75
409.0,520.88,-81.25,201.75
409.07,520.88,-81.25,201.75
409.13,520.88,-81.25,201.75
409.2,520.88,-81.25,201.75
409.26,520.88,-81.25,201.75
409.33,520.88,-81.25,201.75
409.4,520.88,-81.25,201.75
409.46,520.88,-81.25,201.75
409.53,520.88,-81.25,201.75
409.6,520.88,-81.25,201.75
409.66,520.88,-81.25,201.75
409.73,520.88,-81.25,201.75
409.8,520.88,-81.25,201.75
409.86,520.88,-81.25,201.75
409.93,520.88,-81.25,201.75
410.0,520.88,-81.25,201.75
410.06,520.88,-81.25,201.75
410.13,520.88,-81.25,201.75
410.2,520.88,-81.25,201.75
410.26,520.88,-81.25,201.75
410.33,520.88,-81.25,201.75
410.39,520.88,-81.25,201.75
410.46,520.88,-81.25,201.75
410.53,520.88,-81.25,201.75
410.6,520.88,-81.25,201.75
410.66,520.88,-81.25,201.75
410.73,520.88,-81.25,201.75
410.79,520.88,-81.25,201.75
410.86,520.88,-81.25,201.75
410.93,520.88,-81.25,201.75
410.99,520.88,-81.25,201.75
411.06,520.88,-81.25,201.75
411.13,520.88,-81.25,201.75
411.19,520.88,-81.25,201.75
411.26,520.88,-81.25,201.75
411.33,520.88,-81.25,201.75
411.39,520.88,-81.25,201.75
411.46,520.88,-81.25,201.75
411.53,520.88,-81.25,201.75
411.6,520.88,-81.25,201.75
411.66,520.88,-81.25,201.75
411.73,520.88,-81.25,201.75
411.8,520.88,-81.25,201.75
411.86,520.88,-81.25,201.75
411.93,520.88,-81.25,201.75
412.0,520.88,-81.25,201.75
412.06,520.88,-81.25,201.75
412.13,520.88,-81.25,201.75
412.2,520.88,-81.25,201.75
412.26,520.88,-81.25,201.75
412.33,520.88,-81.25,201.75
412.4,520.88,-81.25,201.75
412.47,520.88,-81.25,201.75
412.53,520.88,-81.25,201.75
412.6,520.88,-81.25,201.75
412.67,520.88,-81.25,201.75
412.73,520.88,-81.25,201.75
412.8,520.88,-81.25,201.75
412.87,520.88,-81.25,201.75
412.93,520.88,-81.25,201.75
413.0,520.88,-81.25,201.75
413.06,520.88,-81.25,201.75
413.13,520.88,-81.25,201.75
413.2,520.88,-81.25,201.75
413.26,520.88,-81.25,201.75
413.33,520.88,-81.25,201.75
413.4,520.88,-81.25,201.75
413.47,520.88,-81.25,201.75
413.53,520.88,-81.25,201.75
413.6,520.88,-81.25,201.75
413.67,520.88,-81.25,201.75
413.74,520.88,-81.25,201.75
413.8,520.88,-81.25,201.75
413.87,520.88,-81.25,201.75
413.94,520.88,-81.25,201.75
414.0,520.88,-81.25,201.75
414.07,520.88,-81.25,201.75
414.14,520.88,-81.25,201.75
414.2,520.88,-81.25,201.75
414.27,520.88,-81.25,201.75
414.34,520.88,-81.25,201.75
414.41,520.88,-81.25,201.75
414.48,520.88,-81.25,201.75
414.55,520.88,-81.25,201.75
414.61,520.88,-81.25,201.75
414.68,520.88,-81.25,201.75
414.75,520.88,-81.25,201.75
414.81,520.88,-81.25,201.75
414.88,520.88,-81.25,201.75
414.94,520.88,-81.25,201.75
415.01,520.88,-81.25,201.75
415.08,520.88,-81.25,201.75
415.14,520.88,-81.25,201.75
415.21,520.88,-81.25,201.75
415.27,520.88,-81.25,201.75
415.34,520.88,-81.25,201.75
415.41,520.88,-81.25,201.75
415.47,520.88,-81.25,201.75
415.54,520.88,-81.25,201.75
415.61,520.88,-81.25,201.75
415.67,520.88,-81.25,201.75
415.74,520.88,-81.25,201.75
415.81,520.88,-81.25,201.75
415.87,520.88,-81.25,201.75
415.94,520.88,-81.25,201.75
416.0,520.88,-81.25,201.75
416.07,520.88,-81.25,201.75
416.14,520.88,-81.25,201.75
416.2,520.88,-81.25,201.75
416.27,520.88,-81.25,201.75
416.34,520.88,-81.25,201.75
416.4,520.88,-81.25,201.75
416.47,520.88,-81.25,201.75
416.54,520.88,-81.25,201.75
416.6,520.88,-81.25,201.75
416.67,520.88,-81.25,201.75
416.74,520.88,-81.25,201.75
416.8,520.88,-81.25,201.75
416.87,520.88,-81.25,201.75
416.93,520.88,-81.25,201.75
417.0,520.88,-81.25,201.75
417.07,520.88,-81.25,201.75
417.13,520.88,-81.25,201.75
417.2,520.88,-81.25,201.75
417.27,520.88,-81.25,201.75
417.34,520.88,-81.25,201.75
417.4,520.88,-81.25,201.75
417.47,520.88,-81.25,201.75
417.54,520.88,-81.25,201.75
417.6,520.88,-81.25,201.75
417.67,520.88,-81.25,201.75
417.73,520.88,-81.25,201.75
417.8,520.88,-81.25,201.75
417.87,520.88,-81.25,201.75
417.93,520.88,-81.25,201.75
418.0,520.88,-81.25,201.75
418.07,520.88,-81.25,201.75
418.13,520.88,-81.25,201.75
418.2,520.88,-81.25,201.75
418.27,520.88,-81.25,201.75
418.34,520.88,-81.25,201.75
418.4,520.88,-81.25,201.75
418.47,520.88,-81.25,201.75
418.54,520.88,-81.25,201.75
418.6,520.88,-81.25,201.75
418.67,520.88,-81.25,201.75
418.74,520.88,-81.25,201.75
418.8,520.88,-81.25,201.75
418.87,520.88,-81.25,201.75
418.94,520.88,-81.25,201.75
419.0,520.88,-81.25,201.75
419.07,520.88,-81.25,201.75
419.14,520.88,-81.25,201.75
419.2,520.88,-81.25,201.75
419.27,520.88,-81.25,201.75
419.34,520.88,-81.25,201.75
419.4,520.88,-81.25,201.75
419.47,520.88,-81.25,201.75
419.54,520.88,-81.25,201.75
419.6,520.88,-81.25,201.75
419.67,520.88,-81.25,201.75
419.74,520.88,-81.25,201.75
419.81,520.88,-81.25,201.75
419.87,520.88,-81.25,201.75
419.94,520.88,-81.25,201.75
420.01,520.88,-81.25,201.75
420.07,520.88,-81.25,201.75
420.14,520.88,-81.25,201.75
420.21,520.88,-81.25,201.75
420.28,520.88,-81.25,201.75
420.34,520.88,-81.25,201.75
420.41,520.88,-81.25,201.75
420.48,520.88,-81.25,201.75
420.54,520.88,-81.25,201.75
420.61,520.88,-81.25,201.75
420.68,520.88,-81.25,201.75
420.74,520.88,-81.25,201.75
420.81,520.88,-81.25,201.75
420.88,520.88,-81.25,201.75
420.94,520.88,-81.25,201.75
421.01,520.88,-81.25,201.75
421.09,520.88,-81.25,201.75
421.15,520.88,-81.25,201.75
421.22,520.88,-81.25,201.75
421.28,520.88,-81.25,201.75
421.35,520.88,-81.25,201.75
421.42,520.88,-81.25,201.75
421.48,520.88,-81.25,201.75
421.55,520.88,-81.25,201.75
421.61,520.88,-81.25,201.75
421.68,520.88,-81.25,201.75
421.75,520.88,-81.25,201.75
421.81,520.88,-81.25,201.75
421.88,520.88,-81.25,201.75
421.95,520.88,-81.25,201.75
422.01,520.88,-81.25,201.75
422.08,520.88,-81.25,201.75
422.15,520.88,-81.25,201.75
422.21,520.88,-81.25,201.75
422.28,520.88,-81.25,201.75
422.35,520.88,-81.25,201.75
422.41,520.88,-81.25,201.75
422.48,520.88,-81.25,201.75
422.54,520.88,-81.25,201.75
422.61,520.88,-81.25,201.75
422.68,520.88,-81.25,201.75
422.74,520.88,-81.25,201.75
422.81,520.88,-81.25,201.75
422.88,520.88,-81.25,201.75
422.94,520.88,-81.25,201.75
423.01,520.88,-81.25,201.75
423.08,520.88,-81.25,201.75
423.14,520.88,-81.25,201.75
423.21,520.88,-81.25,201.75
423.28,520.88,-81.25,201.75
423.34,520.88,-81.25,201.75
423.41,520.88,-81.25,201.75
423.47,520.88,-81.25,201.75
423.54,520.88,-81.25,201.75
423.61,520.88,-81.25,201.75
423.67,520.88,-81.25,201.75
423.74,520.88,-81.25,201.75
423.81,520.88,-81.25,201.75
423.87,520.88,-81.25,201.75
423.94,520.88,-81.25,201.75
424.01,520.88,-81.25,201.75
424.07,520.88,-81.25,201.75
424.14,520.88,-81.25,201.75
424.21,520.88,-81.25,201.75
424.28,520.88,-81.25,201.75
424.34,520.88,-81.25,201.75
424.41,520.88,-81.25,201.75
424.48,520.88,-81.25,201.75
424.54,520.88,-81.25,201.75
424.61,520.88,-81.25,201.75
424.68,520.88,-81.25,201.75
424.74,520.88,-81.25,201.75
424.81,520.88,-81.25,201.75
424.87,520.88,-81.25,201.75
424.94,520.88,-81.25,201.75
425.01,520.88,-81.25,201.75
425.08,520.88,-81.25,201.75
425.14,520.88,-81.25,201.75
425.21,520.88,-81.25,201.75
425.28,520.88,-81.25,201.75
425.34,520.88,-81.25,201.75
425.41,520.88,-81.25,201.75
425.48,520.88,-81.25,201.75
425.54,520.88,-81.25,201.75
425.61,520.88,-81.25,201.75
425.68,520.88,-81.25,201.75
425.74,520.88,-81.25,201.75
425.81,520.88,-81.25,201.75
425.88,520.88,-81.25,201.75
425.95,520.88,-81.25,201.75
426.01,520.88,-81.25,201.75
426.08,520.88,-81.25,201.75
426.15,520.88,-81.25,201.75
426.21,520.88,-81.25,201.75
426.28,520.88,-81.25,201.75
426.35,520.88,-81.25,201.75
426.41,520.88,-81.25,201.75
426.48,520.88,-81.25,201.75
426.55,520.88,-81.25,201.75
426.62,520.88,-81.25,201.75
426.68,520.88,-81.25,201.75
426.75,520.88,-81.25,201.75
426.82,520.88,-81.25,201.75
426.88,520.88,-81.25,201.75
426.95,520.88,-81.25,201.75
427.02,520.88,-81.25,201.75
427.09,520.88,-81.25,201.75
427.15,520.88,-81.25,201.75
427.22,520.88,-81.25,201.75
427.29,520.88,-81.25,201.75
427.35,520.88,-81.25,201.75
427.42,520.88,-81.25,201.75
427.49,520.88,-81.25,201.75
427.56,520.88,-81.25,201.75
427.62,520.88,-81.25,201.75
427.7,520.88,-81.25,201.75
427.76,520.88,-81.25,201.75
427.83,520.88,-81.25,201.75
427.9,520.88,-81.25,201.75
427.96,520.88,-81.25,201.75
428.03,520.88,-81.25,201.75
428.09,520.88,-81.25,201.75
428.16,520.88,-81.25,201.75
428.23,520.88,-81.25,201.75
428.29,520.88,-81.25,201.75
428.36,520.88,-81.25,201.75
428.42,520.88,-81.25,201.75
428.49,520.88,-81.25,201.75
428.56,520.88,-81.25,201.75
428.62,520.88,-81.25,201.75
428.69,520.88,-81.25,201.75
428.76,520.88,-81.25,201.75
428.82,520.88,-81.25,201.75
428.89,520.88,-81.25,201.75
428.96,520.88,-81.25,201.75
429.02,520.88,-81.25,201.75
429.09,520.88,-81.25,201.75
429.15,520.88,-81.25,201.75
429.22,520.88,-81.25,201.75
429.29,520.88,-81.25,201.75
429.35,520.88,-81.25,201.75
429.42,520.88,-81.25,201.75
429.49,520.88,-81.25,201.75
429.55,520.88,-81.25,201.75
429.62,520.88,-81.25,201.75
429.69,520.88,-81.25,201.75
429.75,520.88,-81.25,201.75
429.82,520.88,-81.25,201.75
429.89,520.88,-81.25,201.75
429.95,520.88,-81.25,201.75
430.02,520.88,-81.25,201.75
430.09,520.88,-81.25,201.75
430.15,520.88,-81.25,201.75
430.22,520.88,-81.25,201.75
430.29,520.88,-81.25,201.75
430.35,520.88,-81.25,201.75
430.42,520.88,-81.25,201.75
430.49,520.88,-81.25,201.75
430.55,520.88,-81.25,201.75
430.62,520.88,-81.25,201.75
430.69,520.88,-81.25,201.75
430.76,520.88,-81.25,201.75
430.83,520.88,-81.25,201.75
430.9,520.88,-81.25,201.75
430.96,520.88,-81.25,201.75
431.03,520.88,-81.25,201.75
431.1,520.88,-81.25,201.75
431.16,520.88,-81.25,201.75
431.23,520.88,-81.25,201.75
431.3,520.88,-81.25,201.75
431.36,520.88,-81.25,201.75
431.43,520.88,-81.25,201.75
431.5,520.88,-81.25,201.75
431.56,520.88,-81.25,201.75
431.63,520.88,-81.25,201.75
431.7,520.88,-81.25,201.75
431.76,520.88,-81.25,201.75
431.83,520.88,-81.25,201.75
431.9,520.88,-81.25,201.75
431.96,520.88,-81.25,201.75
432.03,520.88,-81.25,201.75
432.1,520.88,-81.25,201.75
432.16,520.88,-81.25,201.75
432.23,520.88,-81.25,201.75
432.3,520.88,-81.25,201.75
432.36,520.88,-81.25,201.75
432.43,520.88,-81.25,201.75
432.5,520.88,-81.25,201.75
432.56,520.88,-81.25,201.75
432.63,520.88,-81.25,201.75
432.7,520.88,-81.25,201.75
432.77,520.88,-81.25,201.75
432.83,520.88,-81.25,201.75
432.9,520.88,-81.25,201.75
432.97,520.88,-81.25,201.75
433.03,520.88,-81.25,201.75
433.1,520.88,-81.25,201.75
433.17,520.88,-81.25,201.75
433.23,520.88,-81.25,201.75
433.3,520.88,-81.25,201.75
433.37,520.88,-81.25,201.75
433.44,520.88,-81.25,201.75
433.5,520.88,-81.25,201.75
433.57,520.88,-81.25,201.75
433.64,520.88,-81.25,201.75
433.7,520.88,-81.25,201.75
433.77,520.88,-81.25,201.75
433.84,520.88,-81.25,201.75
433.9,520.88,-81.25,201.75
433.97,520.88,-81.25,201.75
434.04,520.88,-81.25,201.75
434.11,520.88,-81.25,201.75
434.17,520.88,-81.25,201.75
434.24,520.88,-81.25,201.75
434.31,520.88,-81.25,201.75
434.38,520.88,-81.25,201.75
434.45,520.88,-81.25,201.75
434.51,520.88,-81.25,201.75
434.58,520.88,-81.25,201.75
434.65,520.88,-81.25,201.75
434.71,520.88,-81.25,201.75
434.78,520.88,-81.25,201.75
434.84,520.88,-81.25,201.75
434.91,520.88,-81.25,201.75
434.98,520.88,-81.25,201.75
435.04,520.88,-81.25,201.75
435.11,520.88,-81.25,201.75
435.17,520.88,-81.25,201.75
435.24,520.88,-81.25,201.75
435.31,520.88,-81.25,201.75
435.38,520.88,-81.25,201.75
435.44,520.88,-81.25,201.75
435.51,520.88,-81.25,201.75
435.58,520.88,-81.25,201.75
435.64,520.88,-81.25,201.75
435.72,520.88,-81.25,201.75
435.78,520.88,-81.25,201.75
435.85,520.88,-81.25,201.75
435.92,520.88,-81.25,201.75
435.98,520.88,-81.25,201.75
436.05,520.88,-81.25,201.75
436.11,520.88,-81.25,201.75
436.18,520.88,-81.25,201.75
436.25,520.88,-81.25,201.75
436.31,520.88,-81.25,201.75
436.38,520.88,-81.25,201.75
436.45,520.88,-81.25,201.75
436.51,520.88,-81.25,201.75
436.58,520.88,-81.25,201.75
436.65,520.88,-81.25,201.75
436.71,520.88,-81.25,201.75
436.78,520.88,-81.25,201.75
436.85,520.88,-81.25,201.75
436.91,520.88,-81.25,201.75
436.98,520.88,-81.25,201.75
437.04,520.88,-81.25,201.75
437.11,520.88,-81.25,201.75
437.18,520.88,-81.25,201.75
437.24,520.88,-81.25,201.75
437.31,520.88,-81.25,201.75
437.38,520.88,-81.25,201.75
437.44,520.88,-81.25,201.75
437.51,520.88,-81.25,201.75
437.58,520.88,-81.25,201.75
437.64,520.88,-81.25,201.75
437.71,520.88,-81.25,201.75
437.78,520.88,-81.25,201.75
437.84,520.88,-81.25,201.75
437.91,520.88,-81.25,201.75
437.97,520.88,-81.25,201.75
438.04,520.88,-81.25,201.75
438.11,520.88,-81.25,201.75
438.17,520.88,-81.25,201.75
438.24,520.88,-81.25,201.75
438.31,520.88,-81.25,201.75
438.37,520.88,-81.25,201.75
438.44,520.88,-81.25,201.75
438.51,520.88,-81.25,201.75
438.57,520.88,-81.25,201.75
438.64,520.88,-81.25,201.75
438.71,520.88,-81.25,201.75
438.77,520.88,-81.25,201.75
438.84,520.88,-81.25,201.75
438.91,520.88,-81.25,201.75
438.97,520.88,-81.25,201.75
439.04,520.88,-81.25,201.75
439.11,520.88,-81.25,201.75
439.17,520.88,-81.25,201.75
439.24,520.88,-81.25,201.75
439.31,520.88,-81.25,201.75
439.38,520.88,-81.25,201.75
439.44,520.88,-81.25,201.75
439.51,520.88,-81.25,201.75
439.58,520.88,-81.25,201.75
439.64,520.88,-81.25,201.75
439.71,520.88,-81.25,201.75
439.78,520.88,-81.25,201.75
439.84,520.88,-81.25,201.75
439.91,520.88,-81.25,201.75
439.98,520.88,-81.25,201.75
440.04,520.88,-81.25,201.75
440.11,520.88,-81.25,201.75
440.18,520.88,-81.25,201.75
440.24,520.88,-81.25,201.75
440.31,520.88,-81.25,201.75
440.38,520.88,-81.25,201.75
440.44,520.88,-81.25,201.75
440.51,520.88,-81.25,201.75
440.58,520.88,-81.25,201.75
440.64,520.88,-81.25,201.75
440.71,520.88,-81.25,201.75
440.78,520.88,-81.25,201.75
440.84,520.88,-81.25,201.75
440.91,520.88,-81.25,201.75
440.98,520.88,-81.25,201.75
441.04,520.88,-81.25,201.75
441.11,520.88,-81.25,201.75
441.18,520.88,-81.25,201.75
441.25,520.88,-81.25,201.75
441.31,520.88,-81.25,201.75
441.38,520.88,-81.25,201.75
441.45,520.88,-81.25,201.75
441.51,520.88,-81.25,201.75
441.58,520.88,-81.25,201.75
441.65,520.88,-81.25,201.75
441.71,520.88,-81.25,201.75
441.78,520.88,-81.25,201.75
441.85,520.88,-81.25,201.75
441.91,520.88,-81.25,201.75
441.98,520.88,-81.25,201.75
442.05,520.88,-81.25,201.75
442.12,520.88,-81.25,201.75
442.18,520.88,-81.25,201.75
442.25,520.88,-81.25,201.75
442.32,520.88,-81.25,201.75
442.39,520.88,-81.25,201.75
442.46,520.88,-81.25,201.75
442.52,520.88,-81.25,201.75
442.59,520.88,-81.25,201.75
442.66,520.88,-81.25,201.75
442.72,520.88,-81.25,201.75
442.79,520.88,-81.25,201.75
442.86,520.88,-81.25,201.75
442.92,520.88,-81.25,201.75
442.99,520.88,-81.25,201.75
443.05,520.88,-81.25,201.75
443.12,520.88,-81.25,201.75
443.19,520.88,-81.25,201.75
443.25,520.88,-81.25,201.75
443.32,520.88,-81.25,201.75
443.39,520.88,-81.25,201.75
443.45,520.88,-81.25,201.75
443.52,520.88,-81.25,201.75
443.59,520.88,-81.25,201.75
443.65,520.88,-81.25,201.75
443.72,520.88,-81.25,201.75
443.79,520.88,-81.25,201.75
443.85,520.88,-81.25,201.75
443.92,520.88,-81.25,201.75
443.98,520.88,-81.25,201.75
444.05,520.88,-81.25,201.75
444.12,520.88,-81.25,201.75
444.18,520.88,-81.25,201.75
444.25,520.88,-81.25,201.75
444.32,520.88,-81.25,201.75
444.38,520.88,-81.25,201.75
444.45,520.88,-81.25,201.75
444.52,520.88,-81.25,201.75
444.58,520.88,-81.25,201.75
444.65,520.88,-81.25,201.75
444.72,520.88,-81.25,201.75
444.78,520.88,-81.25,201.75
444.85,520.88,-81.25,201.75
444.92,520.88,-81.25,201.75
444.98,520.88,-81.25,201.75
445.05,520.88,-81.25,201.75
445.12,520.88,-81.25,201.75
445.18,520.88,-81.25,201.75
445.25,520.88,-81.25,201.75
445.32,520.88,-81.25,201.75
445.38,520.88,-81.25,201.75
445.45,520.88,-81.25,201.75
445.52,520.88,-81.25,201.75
445.58,520.88,-81.25,201.75
445.65,520.88,-81.25,201.75
445.71,520.88,-81.25,201.75
445.78,520.88,-81.25,201.75
445.85,520.88,-81.25,201.75
445.91,520.88,-81.25,201.75
445.98,520.88,-81.25,201.75
446.05,520.88,-81.25,201.75
446.11,520.88,-81.25,201.75
446.18,520.88,-81.25,201.75
446.25,520.88,-81.25,201.75
446.31,520.88,-81.25,201.75
446.38,520.88,-81.25,201.75
446.45,520.88,-81.25,201.75
446.52,520.88,-81.25,201.75
446.58,520.88,-81.25,201.75
446.65,520.88,-81.25,201.75
446.72,520.88,-81.25,201.75
446.78,520.88,-81.25,201.75
446.85,520.88,-81.25,201.75
446.92,520.88,-81.25,201.75
446.98,520.88,-81.25,201.75
447.05,520.88,-81.25,201.75
447.12,520.88,-81.25,201.75
447.18,520.88,-81.25,201.75
447.25,520.88,-81.25,201.75
447.32,520.88,-81.25,201.75
447.39,520.88,-81.25,201.75
447.45,520.88,-81.25,201.75
447.52,520.88,-81.25,201.75
447.59,520.88,-81.25,201.75
447.65,520.88,-81.25,201.75
447.72,520.88,-81.25,201.75
447.79,520.88,-81.25,201.75
447.85,520.88,-81.25,201.75
447.92,520.88,-81.25,201.75
447.99,520.88,-81.25,201.75
448.05,520.88,-81.25,201.75
448.12,520.88,-81.25,201.75
448.19,520.88,-81.25,201.75
448.25,520.88,-81.25,201.75
448.32,520.88,-81.25,201.75
448.39,520.88,-81.25,201.75
448.45,520.88,-81.25,201.75
448.52,520.88,-81.25,201.75
448.59,520.88,-81.25,201.75
448.65,520.88,-81.25,201.75
448.72,520.88,-81.25,201.75
448.79,520.88,-81.25,201.75
