ElapsedSec,MagX,MagY,MagZ
128.6,520.88,-81.25,201.75
128.67,520.88,-81.25,201.75
128.74,520.88,-81.25,201.75
128.8,520.88,-81.25,201.75
128.87,520.88,-81.25,201.75
128.93,520.88,-81.25,201.75
129.0,520.88,-81.25,201.75
129.07,520.88,-81.25,201.75
129.13,520.88,-81.25,201.75
129.2,520.88,-81.25,201.75
129.26,520.88,-81.25,201.75
129.33,520.88,-81.25,201.75
129.4,520.88,-81.25,201.75
129.46,520.88,-81.25,201.75
129.53,520.88,-81.25,201.75
129.6,520.88,-81.25,201.75
129.66,520.88,-81.25,201.75
129.73,520.88,-81.25,201.75
129.8,520.88,-81.25,201.75
129.86,520.88,-81.25,201.75
129.93,520.88,-81.25,201.75
130.0,520.88,-81.25,201.75
130.06,520.88,-81.25,201.75
130.13,520.88,-81.25,201.75
130.19,520.88,-81.25,201.75
130.26,520.88,-81.25,201.75
130.33,520.88,-81.25,201.75
130.39,520.88,-81.25,201.75
130.46,520.88,-81.25,201.75
130.52,520.88,-81.25,201.75
130.59,520.88,-81.25,201.75
130.66,520.88,-81.25,201.75
130.72,520.88,-81.25,201.75
130.79,520.88,-81.25,201.75
130.86,520.88,-81.25,201.75
130.92,520.88,-81.25,201.75
130.99,520.88,-81.25,201.75
131.06,520.88,-81.25,201.75
131.12,520.88,-81.25,201.75
131.19,520.88,-81.25,201.75
131.26,520.88,-81.25,201.75
131.32,520.88,-81.25,201.75
131.39,520.88,-81.25,201.75
131.46,520.88,-81.25,201.75
131.52,520.88,-81.25,201.75
131.59,520.88,-81.25,201.75
131.65,520.88,-81.25,201.75
131.72,520.88,-81.25,201.75
131.79,520.88,-81.25,201.75
131.86,520.88,-81.25,201.75
131.92,520.88,-81.25,201.75
131.99,520.88,-81.25,201.75
132.05,520.88,-81.25,201.75
132.12,520.88,-81.25,201.75
132.19,520.88,-81.25,201.75
132.25,520.88,-81.25,201.75
132.32,520.88,-81.25,201.75
132.39,520.88,-81.25,201.75
132.45,520.88,-81.25,201.75
132.52,520.88,-81.25,201.75
132.59,520.88,-81.25,201.75
132.65,520.88,-81.25,201.75
132.72,520.88,-81.25,201.75
132.79,520.88,-81.25,201.75
132.86,520.88,-81.25,201.75
132.92,520.88,-81.25,201.75
132.99,520.88,-81.25,201.75
133.06,520.88,-81.25,201.75
133.12,520.88,-81.25,201.75
133.19,520.88,-81.25,201.75
133.25,520.88,-81.25,201.75
133.32,520.88,-81.25,201.75
133.39,520.88,-81.25,201.75
133.45,520.88,-81.25,201.75
133.52,520.88,-81.25,201.75
133.59,520.88,-81.25,201.75
133.65,520.88,-81.25,201.75
133.72,520.88,-81.25,201.75
133.79,520.88,-81.25,201.75
133.86,520.88,-81.25,201.75
133.92,520.88,-81.25,201.75
133.99,520.88,-81.25,201.75
134.06,520.88,-81.25,201.75
134.12,520.88,-81.25,201.75
134.19,520.88,-81.25,201.75
134.26,520.88,-81.25,201.75
134.32,520.88,-81.25,201.75
134.39,520.88,-81.25,201.75
134.45,520.88,-81.25,201.75
134.52,520.88,-81.25,201.75
134.59,520.88,-81.25,201.75
134.65,520.88,-81.25,201.75
134.72,520.88,-81.25,201.75
134.78,520.88,-81.25,201.75
134.85,520.88,-81.25,201.75
134.92,520.88,-81.25,201.75
134.98,520.88,-81.25,201.75
135.05,520.88,-81.25,201.75
135.11,520.88,-81.25,201.75
135.18,520.88,-81.25,201.75
135.25,520.88,-81.25,201.75
135.31,520.88,-81.25,201.75
135.38,520.88,-81.25,201.75
135.45,520.88,-81.25,201.75
135.51,520.88,-81.25,201.75
135.58,520.88,-81.25,201.75
135.64,520.88,-81.25,201.75
135.71,520.88,-81.25,201.75
135.77,520.88,-81.25,201.75
135.84,520.88,-81.25,201.75
135.91,520.88,-81.25,201.75
135.97,520.88,-81.25,201.75
136.04,520.88,-81.25,201.75
136.11,520.88,-81.25,201.75
136.17,520.88,-81.25,201.75
136.24,520.88,-81.25,201.75
136.31,520.88,-81.25,201.75
136.37,520.88,-81.25,201.75
136.44,520.88,-81.25,201.75
136.5,520.88,-81.25,201.75
136.57,520.88,-81.25,201.75
136.64,520.88,-81.25,201.75
136.7,520.88,-81.25,201.75
136.77,520.88,-81.25,201.75
136.84,520.88,-81.25,201.75
136.9,520.88,-81.25,201.75
136.97,520.88,-81.25,201.75
137.03,520.88,-81.25,201.75
137.1,520.88,-81.25,201.75
137.17,520.88,-81.25,201.75
137.24,520.88,-81.25,201.75
137.3,520.88,-81.25,201.75
137.37,520.88,-81.25,201.75
137.43,520.88,-81.25,201.75
137.5,520.88,-81.25,201.75
137.57,520.88,-81.25,201.75
137.63,520.88,-81.25,201.75
137.7,520.88,-81.25,201.75
137.77,520.88,-81.25,201.75
137.83,520.88,-81.25,201.75
137.9,520.88,-81.25,201.75
137.96,520.88,-81.25,201.75
138.03,520.88,-81.25,201.75
138.1,520.88,-81.25,201.75
138.16,520.88,-81.25,201.75
138.23,520.88,-81.25,201.75
138.3,520.88,-81.25,201.75
138.36,520.88,-81.25,201.75
138.43,520.88,-81.25,201.75
138.5,520.88,-81.25,201.75
138.56,520.88,-81.25,201.75
138.63,520.88,-81.25,201.75
138.7,520.88,-81.25,201.75
138.76,520.88,-81.25,201.75
138.83,520.88,-81.25,201.75
138.9,520.88,-81.25,201.75
138.96,520.88,-81.25,201.75
139.03,520.88,-81.25,201.75
139.1,520.88,-81.25,201.75
139.16,520.88,-81.25,201.75
139.23,520.88,-81.25,201.75
139.3,520.88,-81.25,201.75
139.36,520.88,-81.25,201.75
139.43,520.88,-81.25,201.75
139.5,520.88,-81.25,201.75
139.56,520.88,-81.25,201.75
139.63,520.88,-81.25,201.75
139.7,520.88,-81.25,201.75
139.76,520.88,-81.25,201.75
139.83,520.88,-81.25,201.75
139.9,520.88,-81.25,201.75
139.96,520.88,-81.25,201.75
140.03,520.88,-81.25,201.75
140.1,520.88,-81.25,201.75
140.16,520.88,-81.25,201.75
140.23,520.88,-81.25,201.75
140.3,520.88,-81.25,201.75
140.37,520.88,-81.25,201.75
140.44,520.88,-81.25,201.75
140.5,520.88,-81.25,201.75
140.57,520.88,-81.25,201.75
140.63,520.88,-81.25,201.75
140.7,520.88,-81.25,201.75
140.77,520.88,-81.25,201.75
140.83,520.88,-81.25,201.75
140.9,520.88,-81.25,201.75
140.96,520.88,-81.25,201.75
141.03,520.88,-81.25,201.75
141.1,520.88,-81.25,201.75
141.16,520.88,-81.25,201.75
141.23,520.88,-81.25,201.75
141.29,520.88,-81.25,201.75
141.36,520.88,-81.25,201.75
141.43,520.88,-81.25,201.75
141.49,520.88,-81.25,201.75
141.56,520.88,-81.25,201.75
141.62,520.88,-81.25,201.75
141.69,520.88,-81.25,201.75
141.76,520.88,-81.25,201.75
141.82,520.88,-81.25,201.75
141.89,520.88,-81.25,201.75
141.96,520.88,-81.25,201.75
142.02,520.88,-81.25,201.75
142.09,520.88,-81.25,201.75
142.15,520.88,-81.25,201.75
142.22,520.88,-81.25,201.75
142.29,520.88,-81.25,201.75
142.35,520.88,-81.25,201.75
142.42,520.88,-81.25,201.75
142.49,520.88,-81.25,201.75
142.55,520.88,-81.25,201.75
142.62,520.88,-81.25,201.75
142.69,520.88,-81.25,201.75
142.75,520.88,-81.25,201.75
142.82,520.88,-81.25,201.75
142.88,520.88,-81.25,201.75
142.95,520.88,-81.25,201.75
143.02,520.88,-81.25,201.75
143.08,520.88,-81.25,201.75
143.15,520.88,-81.25,201.75
143.22,520.88,-81.25,201.75
143.28,520.88,-81.25,201.75
143.35,520.88,-81.25,201.75
143.41,520.88,-81.25,201.75
143.48,520.88,-81.25,201.75
143.55,520.88,-81.25,201.75
143.61,520.88,-81.25,201.75
143.68,520.88,-81.25,201.75
143.75,520.88,-81.25,201.75
143.81,520.88,-81.25,201.75
143.88,520.88,-81.25,201.75
143.95,520.88,-81.25,201.75
144.01,520.88,-81.25,201.75
144.08,520.88,-81.25,201.75
144.14,520.88,-81.25,201.75
144.21,520.88,-81.25,201.75
144.28,520.88,-81.25,201.75
144.34,520.88,-81.25,201.75
144.41,520.88,-81.25,201.75
144.48,520.88,-81.25,201.75
144.54,520.88,-81.25,201.75
144.61,520.88,-81.25,201.75
144.68,520.88,-81.25,201.75
144.74,520.88,-81.25,201.75
144.81,520.88,-81.25,201.75
144.88,520.88,-81.25,201.75
144.94,520.88,-81.25,201.75
145.01,520.88,-81.25,201.75
145.08,520.88,-81.25,201.75
145.14,520.88,-81.25,201.75
145.21,520.88,-81.25,201.75
145.27,520.88,-81.25,201.75
145.34,520.88,-81.25,201.75
145.41,520.88,-81.25,201.75
145.47,520.88,-81.25,201.75
145.54,520.88,-81.25,201.75
145.61,520.88,-81.25,201.75
145.67,520.88,-81.25,201.75
145.74,520.88,-81.25,201.75
145.81,520.88,-81.25,201.75
145.88,520.88,-81.25,201.75
145.94,520.88,-81.25,201.75
146.01,520.88,-81.25,201.75
146.08,520.88,-81.25,201.75
146.14,520.88,-81.25,201.75
146.21,520.88,-81.25,201.75
146.28,520.88,-81.25,201.75
146.34,520.88,-81.25,201.75
146.41,520.88,-81.25,201.75
146.47,520.88,-81.25,201.75
146.54,520.88,-81.25,201.75
146.61,520.88,-81.25,201.75
146.67,520.88,-81.25,201.75
146.74,520.88,-81.25,201.75
146.81,520.88,-81.25,201.75
146.88,520.88,-81.25,201.75
146.95,520.88,-81.25,201.75
147.01,520.88,-81.25,201.75
147.08,520.88,-81.25,201.75
147.15,520.88,-81.25,201.75
147.21,520.88,-81.25,201.75
147.28,520.88,-81.25,201.75
147.34,520.88,-81.25,201.75
147.41,520.88,-81.25,201.75
147.48,520.88,-81.25,201.75
147.54,520.88,-81.25,201.75
147.61,520.88,-81.25,201.75
147.67,520.88,-81.25,201.75
147.74,520.88,-81.25,201.75
147.81,520.88,-81.25,201.75
147.87,520.88,-81.25,201.75
147.94,520.88,-81.25,201.75
148.0,520.88,-81.25,201.75
148.07,520.88,-81.25,201.75
148.14,520.88,-81.25,201.75
148.21,520.88,-81.25,201.75
148.28,520.88,-81.25,201.75
148.34,520.88,-81.25,201.75
148.41,520.88,-81.25,201.75
148.48,520.88,-81.25,201.75
148.54,520.88,-81.25,201.75
148.61,520.88,-81.25,201.75
148.67,520.88,-81.25,201.75
148.74,520.88,-81.25,201.75
148.81,520.88,-81.25,201.75
148.87,520.88,-81.25,201.75
148.94,520.88,-81.25,201.75
149.0,520.88,-81.25,201.75
149.07,520.88,-81.25,201.75
149.14,520.88,-81.25,201.75
149.2,520.88,-81.25,201.75
149.27,520.88,-81.25,201.75
149.33,520.88,-81.25,201.75
149.4,520.88,-81.25,201.75
149.47,520.88,-81.25,201.75
149.53,520.88,-81.25,201.75
149.6,520.88,-81.25,201.75
149.67,520.88,-81.25,201.75
149.73,520.88,-81.25,201.75
149.8,520.88,-81.25,201.75
149.86,520.88,-81.25,201.75
149.93,520.88,-81.25,201.75
150.0,520.88,-81.25,201.75
150.06,520.88,-81.25,201.75
150.13,520.88,-81.25,201.75
150.2,520.88,-81.25,201.75
150.26,520.88,-81.25,201.75
150.33,520.88,-81.25,201.75
150.39,520.88,-81.25,201.75
150.46,520.88,-81.25,201.75
150.53,520.88,-81.25,201.75
150.59,520.88,-81.25,201.75
150.66,520.88,-81.25,201.75
150.72,520.88,-81.25,201.75
150.79,520.88,-81.25,201.75
150.86,520.88,-81.25,201.75
150.92,520.88,-81.25,201.75
150.99,520.88,-81.25,201.75
151.05,520.88,-81.25,201.75
151.12,520.88,-81.25,201.75
151.19,520.88,-81.25,201.75
151.25,520.88,-81.25,201.75
151.32,520.88,-81.25,201.75
151.39,520.88,-81.25,201.75
151.45,520.88,-81.25,201.75
151.52,520.88,-81.25,201.75
151.58,520.88,-81.25,201.75
151.65,520.88,-81.25,201.75
151.72,520.88,-81.25,201.75
151.78,520.88,-81.25,201.75
151.85,520.88,-81.25,201.75
151.92,520.88,-81.25,201.75
151.98,520.88,-81.25,201.75
152.05,520.88,-81.25,201.75
152.11,520.88,-81.25,201.75
152.18,520.88,-81.25,201.75
152.25,520.88,-81.25,201.75
152.32,520.88,-81.25,201.75
152.38,520.88,-81.25,201.75
152.45,520.88,-81.25,201.75
152.51,520.88,-81.25,201.75
152.58,520.88,-81.25,201.75
152.65,520.88,-81.25,201.75
152.71,520.88,-81.25,201.75
152.78,520.88,-81.25,201.75
152.85,520.88,-81.25,201.75
152.91,520.88,-81.25,201.75
152.98,520.88,-81.25,201.75
153.05,520.88,-81.25,201.75
153.11,520.88,-81.25,201.75
153.18,520.88,-81.25,201.75
153.25,520.88,-81.25,201.75
153.31,520.88,-81.25,201.75
153.38,520.88,-81.25,201.75
153.45,520.88,-81.25,201.75
153.51,520.88,-81.25,201.75
153.58,520.88,-81.25,201.75
153.65,520.88,-81.25,201.75
153.71,520.88,-81.25,201.75
153.78,520.88,-81.25,201.75
153.85,520.88,-81.25,201.75
153.91,520.88,-81.25,201.75
153.98,520.88,-81.25,201.75
154.05,520.88,-81.25,201.75
154.11,520.88,-81.25,201.75
154.18,520.88,-81.25,201.75
154.25,520.88,-81.25,201.75
154.31,520.88,-81.25,201.75
154.38,520.88,-81.25,201.75
154.45,520.88,-81.25,201.75
154.51,520.88,-81.25,201.75
154.58,520.88,-81.25,201.75
154.65,520.88,-81.25,201.75
154.71,520.88,-81.25,201.75
154.78,520.88,-81.25,201.75
154.85,520.88,-81.25,201.75
154.92,520.88,-81.25,201.75
154.99,520.88,-81.25,201.75
155.05,520.88,-81.25,201.75
155.12,520.88,-81.25,201.75
155.18,520.88,-81.25,201.75
155.25,520.88,-81.25,201.75
155.32,520.88,-81.25,201.75
155.38,520.88,-81.25,201.75
155.45,520.88,-81.25,201.75
155.52,520.88,-81.25,201.75
155.58,520.88,-81.25,201.75
155.65,520.88,-81.25,201.75
155.71,520.88,-81.25,201.75
155.78,520.88,-81.25,201.75
155.85,520.88,-81.25,201.75
155.91,520.88,-81.25,201.75
155.98,520.88,-81.25,201.75
156.05,520.88,-81.25,201.75
156.11,520.88,-81.25,201.75
156.18,520.88,-81.25,201.75
156.24,520.88,-81.25,201.75
156.31,520.88,-81.25,201.75
156.38,520.88,-81.25,201.75
156.44,520.88,-81.25,201.75
156.51,520.88,-81.25,201.75
156.57,520.88,-81.25,201.75
156.64,520.88,-81.25,201.75
156.7,520.88,-81.25,201.75
156.77,520.88,-81.25,201.75
156.84,520.88,-81.25,201.75
156.91,520.88,-81.25,201.75
156.97,520.88,-81.25,201.75
157.04,520.88,-81.25,201.75
157.1,520.88,-81.25,201.75
157.17,520.88,-81.25,201.75
157.23,520.88,-81.25,201.75
157.3,520.88,-81.25,201.75
157.37,520.88,-81.25,201.75
157.43,520.88,-81.25,201.75
157.5,520.88,-81.25,201.75
157.56,520.88,-81.25,201.75
157.63,520.88,-81.25,201.75
157.7,520.88,-81.25,201.75
157.76,520.88,-81.25,201.75
157.83,520.88,-81.25,201.75
157.89,520.88,-81.25,201.75
157.96,520.88,-81.25,201.75
158.02,520.88,-81.25,201.75
158.09,520.88,-81.25,201.75
158.16,520.88,-81.25,201.75
158.22,520.88,-81.25,201.75
158.29,520.88,-81.25,201.75
158.35,520.88,-81.25,201.75
158.42,520.88,-81.25,201.75
158.49,520.88,-81.25,201.75
158.55,520.88,-81.25,201.75
158.62,520.88,-81.25,201.75
158.68,520.88,-81.25,201.75
158.75,520.88,-81.25,201.75
158.82,520.88,-81.25,201.75
158.88,520.88,-81.25,201.75
158.95,520.88,-81.25,201.75
159.01,520.88,-81.25,201.75
159.08,520.88,-81.25,201.75
159.14,520.88,-81.25,201.75
159.21,520.88,-81.25,201.75
159.28,520.88,-81.25,201.75
159.34,520.88,-81.25,201.75
159.41,520.88,-81.25,201.75
159.47,520.88,-81.25,201.75
159.54,520.88,-81.25,201.75
159.61,520.88,-81.25,201.75
159.67,520.88,-81.25,201.75
159.74,520.88,-81.25,201.75
159.8,520.88,-81.25,201.75
159.87,520.88,-81.25,201.75
159.94,520.88,-81.25,201.75
160.0,520.88,-81.25,201.75
160.07,520.88,-81.25,201.75
160.13,520.88,-81.25,201.75
160.2,520.88,-81.25,201.75
160.27,520.88,-81.25,201.75
160.33,520.88,-81.25,201.75
160.4,520.88,-81.25,201.75
160.46,520.88,-81.25,201.75
160.53,520.88,-81.25,201.75
160.6,520.88,-81.25,201.75
160.66,520.88,-81.25,201.75
160.73,520.88,-81.25,201.75
160.79,520.88,-81.25,201.75
160.86,520.88,-81.25,201.75
160.93,520.88,-81.25,201.75
160.99,520.88,-81.25,201.75
161.06,520.88,-81.25,201.75
161.13,520.88,-81.25,201.75
161.19,520.88,-81.25,201.75
161.26,520.88,-81.25,201.75
161.33,520.88,-81.25,201.75
161.39,520.88,-81.25,201.75
161.47,520.88,-81.25,201.75
161.53,520.88,-81.25,201.75
161.6,520.88,-81.25,201.75
161.66,520.88,-81.25,201.75
161.73,520.88,-81.25,201.75
161.8,520.88,-81.25,201.75
161.86,520.88,-81.25,201.75
161.93,520.88,-81.25,201.75
161.99,520.88,-81.25,201.75
162.06,520.88,-81.25,201.75
162.13,520.88,-81.25,201.75
162.19,520.88,-81.25,201.75
162.26,520.88,-81.25,201.75
162.32,520.88,-81.25,201.75
162.39,520.88,-81.25,201.75
162.46,520.88,-81.25,201.75
162.52,520.88,-81.25,201.75
162.59,520.88,-81.25,201.75
162.65,520.88,-81.25,201.75
162.72,520.88,-81.25,201.75
162.79,520.88,-81.25,201.75
162.85,520.88,-81.25,201.75
162.92,520.88,-81.25,201.75
162.99,520.88,-81.25,201.75
163.05,520.88,-81.25,201.75
163.12,520.88,-81.25,201.75
163.18,520.88,-81.25,201.75
163.25,520.88,-81.25,201.75
163.32,520.88,-81.25,201.75
163.38,520.88,-81.25,201.75
163.45,520.88,-81.25,201.75
163.51,520.88,-81.25,201.75
163.58,520.88,-81.25,201.75
163.65,520.88,-81.25,201.75
163.71,520.88,-81.25,201.75
163.78,520.88,-81.25,201.75
163.84,520.88,-81.25,201.75
163.91,520.88,-81.25,201.75
163.98,520.88,-81.25,201.75
164.04,520.88,-81.25,201.75
164.11,520.88,-81.25,201.75
164.18,520.88,-81.25,201.75
164.24,520.88,-81.25,201.75
164.31,520.88,-81.25,201.75
164.37,520.88,-81.25,201.75
164.44,520.88,-81.25,201.75
164.51,520.88,-81.25,201.75
164.57,520.88,-81.25,201.75
164.64,520.88,-81.25,201.75
164.71,520.88,-81.25,201.75
164.77,520.88,-81.25,201.75
164.84,520.88,-81.25,201.75
164.9,520.88,-81.25,201.75
164.97,520.88,-81.25,201.75
165.04,520.88,-81.25,201.75
165.11,520.88,-81.25,201.75
165.17,520.88,-81.25,201.75
165.24,520.88,-81.25,201.75
165.3,520.88,-81.25,201.75
165.37,520.88,-81.25,201.75
165.44,520.88,-81.25,201.75
165.5,520.88,-81.25,201.75
165.57,520.88,-81.25,201.75
165.64,520.88,-81.25,201.75
165.7,520.88,-81.25,201.75
165.77,520.88,-81.25,201.75
165.84,520.88,-81.25,201.75
165.9,520.88,-81.25,201.75
165.97,520.88,-81.25,201.75
166.04,520.88,-81.25,201.75
166.1,520.88,-81.25,201.75
166.17,520.88,-81.25,201.75
166.24,520.88,-81.25,201.75
166.3,520.88,-81.25,201.75
166.37,520.88,-81.25,201.75
166.43,520.88,-81.25,201.75
166.5,520.88,-81.25,201.75
166.57,520.88,-81.25,201.75
166.63,520.88,-81.25,201.75
166.7,520.88,-81.25,201.75
166.77,520.88,-81.25,201.75
166.83,520.88,-81.25,201.75
166.9,520.88,-81.25,201.75
166.97,520.88,-81.25,201.75
167.03,520.88,-81.25,201.75
167.1,520.88,-81.25,201.75
167.17,520.88,-81.25,201.75
167.24,520.88,-81.25,201.75
167.3,520.88,-81.25,201.75
167.37,520.88,-81.25,201.75
167.43,520.88,-81.25,201.75
167.5,520.88,-81.25,201.75
167.57,520.88,-81.25,201.75
167.63,520.88,-81.25,201.75
167.7,520.88,-81.25,201.75
167.78,520.88,-81.25,201.75
167.84,520.88,-81.25,201.75
167.91,520.88,-81.25,201.75
167.97,520.88,-81.25,201.75
168.04,520.88,-81.25,201.75
168.11,520.88,-81.25,201.75
168.17,520.88,-81.25,201.75
168.24,520.88,-81.25,201.75
168.31,520.88,-81.25,201.75
168.37,520.88,-81.25,201.75
168.44,520.88,-81.25,201.75
168.5,520.88,-81.25,201.75
168.57,520.88,-81.25,201.75
168.64,520.88,-81.25,201.75
168.7,520.88,-81.25,201.75
168.77,520.88,-81.25,201.75
168.83,520.88,-81.25,201.75
168.9,520.88,-81.25,201.75
168.96,520.88,-81.25,201.75
169.03,520.88,-81.25,201.75
169.1,520.88,-81.25,201.75
169.16,520.88,-81.25,201.75
169.23,520.88,-81.25,201.75
169.3,520.88,-81.25,201.75
169.36,520.88,-81.25,201.75
169.43,520.88,-81.25,201.75
169.49,520.88,-81.25,201.75
169.56,520.88,-81.25,201.75
169.63,520.88,-81.25,201.75
169.69,520.88,-81.25,201.75
169.76,520.88,-81.25,201.75
169.82,520.88,-81.25,201.75
169.89,520.88,-81.25,201.75
169.96,520.88,-81.25,201.75
170.02,520.88,-81.25,201.75
170.09,520.88,-81.25,201.75
170.15,520.88,-81.25,201.75
170.22,520.88,-81.25,201.75
170.29,520.88,-81.25,201.75
170.35,520.88,-81.25,201.75
170.42,520.88,-81.25,201.75
170.49,520.88,-81.25,201.75
170.55,520.88,-81.25,201.75
170.62,520.88,-81.25,201.75
170.69,520.88,-81.25,201.75
170.75,520.88,-81.25,201.75
170.82,520.88,-81.25,201.75
170.88,520.88,-81.25,201.75
170.95,520.88,-81.25,201.75
171.02,520.88,-81.25,201.75
171.08,520.88,-81.25,201.75
171.15,520.88,-81.25,201.75
171.22,520.88,-81.25,201.75
171.28,520.88,-81.25,201.75
171.35,520.88,-81.25,201.75
171.42,520.88,-81.25,201.75
171.48,520.88,-81.25,201.75
171.55,520.88,-81.25,201.75
171.62,520.88,-81.25,201.75
171.68,520.88,-81.25,201.75
171.75,520.88,-81.25,201.75
171.81,520.88,-81.25,201.75
171.88,520.88,-81.25,201.75
171.95,520.88,-81.25,201.75
172.01,520.88,-81.25,201.75
172.08,520.88,-81.25,201.75
172.15,520.88,-81.25,201.75
172.21,520.88,-81.25,201.75
172.28,520.88,-81.25,201.75
172.35,520.88,-81.25,201.75
172.41,520.88,-81.25,201.75
172.48,520.88,-81.25,201.75
172.55,520.88,-81.25,201.75
172.61,520.88,-81.25,201.75
172.68,520.88,-81.25,201.75
172.75,520.88,-81.25,201.75
172.81,520.88,-81.25,201.75
172.88,520.88,-81.25,201.75
172.95,520.88,-81.25,201.75
173.01,520.88,-81.25,201.75
173.08,520.88,-81.25,201.75
173.15,520.88,-81.25,201.75
173.21,520.88,-81.25,201.75
173.28,520.88,-81.25,201.75
173.34,520.88,-81.25,201.75
173.41,520.88,-81.25,201.75
173.48,520.88,-81.25,201.75
173.55,520.88,-81.25,201.75
173.61,520.88,-81.25,201.75
173.68,520.88,-81.25,201.75
173.75,520.88,-81.25,201.75
173.81,520.88,-81.25,201.75
173.88,520.88,-81.25,201.75
173.95,520.88,-81.25,201.75
174.01,520.88,-81.25,201.75
174.09,520.88,-81.25,201.75
174.15,520.88,-81.25,201.75
174.22,520.88,-81.25,201.75
174.28,520.88,-81.25,201.75
174.35,520.88,-81.25,201.75
174.41,520.88,-81.25,201.75
174.48,520.88,-81.25,201.75
174.55,520.88,-81.25,201.75
174.61,520.88,-81.25,201.75
174.68,520.88,-81.25,201.75
174.75,520.88,-81.25,201.75
174.81,520.88,-81.25,201.75
174.88,520.88,-81.25,201.75
174.94,520.88,-81.25,201.75
175.01,520.88,-81.25,201.75
175.08,520.88,-81.25,201.75
175.14,520.88,-81.25,201.75
175.21,520.88,-81.25,201.75
175.27,520.88,-81.25,201.75
175.34,520.88,-81.25,201.75
175.41,520.88,-81.25,201.75
175.47,520.88,-81.25,201.75
175.54,520.88,-81.25,201.75
175.61,520.88,-81.25,201.75
175.67,520.88,-81.25,201.75
175.74,520.88,-81.25,201.75
175.81,520.88,-81.25,201.75
175.87,520.88,-81.25,201.75
175.94,520.88,-81.25,201.75
176.0,520.88,-81.25,201.75
176.07,520.88,-81.25,201.75
176.14,520.88,-81.25,201.75
176.2,520.88,-81.25,201.75
176.27,520.88,-81.25,201.75
176.33,520.88,-81.25,201.75
176.4,520.88,-81.25,201.75
176.47,520.88,-81.25,201.75
176.53,520.88,-81.25,201.75
176.6,520.88,-81.25,201.75
176.66,520.88,-81.25,201.75
176.73,520.88,-81.25,201.75
176.8,520.88,-81.25,201.75
176.86,520.88,-81.25,201.75
176.93,520.88,-81.25,201.75
177.0,520.88,-81.25,201.75
177.06,520.88,-81.25,201.75
177.13,520.88,-81.25,201.75
177.2,520.88,-81.25,201.75
177.26,520.88,-81.25,201.75
177.33,520.88,-81.25,201.75
177.39,520.88,-81.25,201.75
177.46,520.88,-81.25,201.75
177.53,520.88,-81.25,201.75
177.59,520.88,-81.25,201.75
177.66,520.88,-81.25,201.75
177.73,520.88,-81.25,201.75
177.79,520.88,-81.25,201.75
177.86,520.88,-81.25,201.75
177.93,520.88,-81.25,201.75
177.99,520.88,-81.25,201.75
178.06,520.88,-81.25,201.75
178.12,520.88,-81.25,201.75
178.19,520.88,-81.25,201.75
178.26,520.88,-81.25,201.75
178.32,520.88,-81.25,201.75
178.39,520.88,-81.25,201.75
178.46,520.88,-81.25,201.75
178.52,520.88,-81.25,201.75
178.59,520.88,-81.25,201.75
178.66,520.88,-81.25,201.75
178.72,520.88,-81.25,201.75
178.79,520.88,-81.25,201.75
178.86,520.88,-81.25,201.75
178.92,520.88,-81.25,201.75
178.99,520.88,-81.25,201.75
179.06,520.88,-81.25,201.75
179.12,520.88,-81.25,201.75
179.19,520.88,-81.25,201.75
179.26,520.88,-81.25,201.75
179.32,520.88,-81.25,201.75
179.39,520.88,-81.25,201.75
179.46,520.88,-81.25,201.75
179.52,520.88,-81.25,201.75
179.59,520.88,-81.25,201.75
179.66,520.88,-81.25,201.75
179.72,520.88,-81.25,201.75
179.79,520.88,-81.25,201.75
179.86,520.88,-81.25,201.75
179.92,520.88,-81.25,201.75
179.99,520.88,-81.25,201.75
180.06,520.88,-81.25,201.75
180.13,520.88,-81.25,201.75
180.19,520.88,-81.25,201.75
180.26,520.88,-81.25,201.75
180.33,520.88,-81.25,201.75
180.4,520.88,-81.25,201.75
180.46,520.88,-81.25,201.75
180.53,520.88,-81.25,201.75
180.6,520.88,-81.25,201.75
180.66,520.88,-81.25,201.75
180.73,520.88,-81.25,201.75
180.79,520.88,-81.25,201.75
180.86,520.88,-81.25,201.75
180.93,520.88,-81.25,201.75
180.99,520.88,-81.25,201.75
181.06,520.88,-81.25,201.75
181.13,520.88,-81.25,201.75
181.19,520.88,-81.25,201.75
181.26,520.88,-81.25,201.75
181.32,520.88,-81.25,201.75
181.39,520.88,-81.25,201.75
181.46,520.88,-81.25,201.75
181.52,520.88,-81.25,201.75
181.59,520.88,-81.25,201.75
181.65,520.88,-81.25,201.75
181.72,520.88,-81.25,201.75
181.79,520.88,-81.25,201.75
181.85,520.88,-81.25,201.75
181.92,520.88,-81.25,201.75
181.98,520.88,-81.25,201.75
182.05,520.88,-81.25,201.75
182.12,520.88,-81.25,201.75
182.18,520.88,-81.25,201.75
182.25,520.88,-81.25,201.75
182.32,520.88,-81.25,201.75
182.38,520.88,-81.25,201.75
182.45,520.88,-81.25,201.75
182.52,520.88,-81.25,201.75
182.58,520.88,-81.25,201.75
182.65,520.88,-81.25,201.75
182.71,520.88,-81.25,201.75
182.78,520.88,-81.25,201.75
182.85,520.88,-81.25,201.75
182.91,520.88,-81.25,201.75
182.98,520.88,-81.25,201.75
183.05,520.88,-81.25,201.75
183.11,520.88,-81.25,201.75
