ElapsedSec,Phase,MissionElapsedSec,MissionEndReason,MissionTotalTimeout
370.49,3,370.49,RUNNING,0
370.55,3,370.55,RUNNING,0
370.62,3,370.62,RUNNING,0
370.68,3,370.68,RUNNING,0
370.75,3,370.75,RUNNING,0
370.82,3,370.82,RUNNING,0
370.88,3,370.88,RUNNING,0
370.95,3,370.95,RUNNING,0
371.02,3,371.02,RUNNING,0
371.09,3,371.09,RUNNING,0
371.15,3,371.15,RUNNING,0
371.22,3,371.22,RUNNING,0
371.29,3,371.29,RUNNING,0
371.35,3,371.35,RUNNING,0
371.42,3,371.42,RUNNING,0
371.49,3,371.49,RUNNING,0
371.55,3,371.55,RUNNING,0
371.62,3,371.62,RUNNING,0
371.69,3,371.69,RUNNING,0
371.75,3,371.75,RUNNING,0
371.82,3,371.82,RUNNING,0
371.89,3,371.89,RUNNING,0
371.95,3,371.95,RUNNING,0
372.02,3,372.02,RUNNING,0
372.09,3,372.09,RUNNING,0
372.16,3,372.16,RUNNING,0
372.22,3,372.22,RUNNING,0
372.29,3,372.29,RUNNING,0
372.36,3,372.36,RUNNING,0
372.42,3,372.42,RUNNING,0
372.49,3,372.49,RUNNING,0
372.56,3,372.56,RUNNING,0
372.62,3,372.62,RUNNING,0
372.69,3,372.69,RUNNING,0
372.76,3,372.76,RUNNING,0
372.82,3,372.82,RUNNING,0
372.89,3,372.89,RUNNING,0
372.96,3,372.96,RUNNING,0
373.03,3,373.03,RUNNING,0
373.09,3,373.09,RUNNING,0
373.16,3,373.16,RUNNING,0
373.23,3,373.23,RUNNING,0
373.29,3,373.29,RUNNING,0
373.36,3,373.36,RUNNING,0
373.44,3,373.44,RUNNING,0
373.5,3,373.5,RUNNING,0
373.57,3,373.57,RUNNING,0
373.63,3,373.63,RUNNING,0
373.7,3,373.7,RUNNING,0
373.77,3,373.77,RUNNING,0
373.83,3,373.83,RUNNING,0
373.9,3,373.9,RUNNING,0
373.96,3,373.96,RUNNING,0
374.03,3,374.03,RUNNING,0
374.1,3,374.1,RUNNING,0
374.16,3,374.16,RUNNING,0
374.23,3,374.23,RUNNING,0
374.3,3,374.3,RUNNING,0
374.36,3,374.36,RUNNING,0
374.43,3,374.43,RUNNING,0
374.5,3,374.5,RUNNING,0
374.56,3,374.56,RUNNING,0
374.63,3,374.63,RUNNING,0
374.7,3,374.7,RUNNING,0
374.76,3,374.76,RUNNING,0
374.83,3,374.83,RUNNING,0
374.89,3,374.89,RUNNING,0
374.96,3,374.96,RUNNING,0
375.03,3,375.03,RUNNING,0
375.09,3,375.09,RUNNING,0
375.16,3,375.16,RUNNING,0
375.23,3,375.23,RUNNING,0
375.29,3,375.29,RUNNING,0
375.36,3,375.36,RUNNING,0
375.43,3,375.43,RUNNING,0
375.49,3,375.49,RUNNING,0
375.56,3,375.56,RUNNING,0
375.63,3,375.63,RUNNING,0
375.69,3,375.69,RUNNING,0
375.76,3,375.76,RUNNING,0
375.82,3,375.82,RUNNING,0
375.89,3,375.89,RUNNING,0
375.96,3,375.96,RUNNING,0
376.02,3,376.02,RUNNING,0
376.09,3,376.09,RUNNING,0
376.16,3,376.16,RUNNING,0
376.22,3,376.22,RUNNING,0
376.29,3,376.29,RUNNING,0
376.36,3,376.36,RUNNING,0
376.42,3,376.42,RUNNING,0
376.49,3,376.49,RUNNING,0
376.56,3,376.56,RUNNING,0
376.62,3,376.62,RUNNING,0
376.69,3,376.69,RUNNING,0
376.76,3,376.76,RUNNING,0
376.82,3,376.82,RUNNING,0
376.89,3,376.89,RUNNING,0
376.96,3,376.96,RUNNING,0
377.02,3,377.02,RUNNING,0
377.09,3,377.09,RUNNING,0
377.16,3,377.16,RUNNING,0
377.22,3,377.22,RUNNING,0
377.29,3,377.29,RUNNING,0
377.36,3,377.36,RUNNING,0
377.42,3,377.42,RUNNING,0
377.49,3,377.49,RUNNING,0
377.56,3,377.56,RUNNING,0
377.62,3,377.62,RUNNING,0
377.69,3,377.69,RUNNING,0
377.76,3,377.76,RUNNING,0
377.82,3,377.82,RUNNING,0
377.89,3,377.89,RUNNING,0
377.96,3,377.96,RUNNING,0
378.02,3,378.02,RUNNING,0
378.09,3,378.09,RUNNING,0
378.16,3,378.16,RUNNING,0
378.22,3,378.22,RUNNING,0
378.29,3,378.29,RUNNING,0
378.36,3,378.36,RUNNING,0
378.42,3,378.42,RUNNING,0
378.49,3,378.49,RUNNING,0
378.56,3,378.56,RUNNING,0
378.63,3,378.63,RUNNING,0
378.69,3,378.69,RUNNING,0
378.76,3,378.76,RUNNING,0
378.83,3,378.83,RUNNING,0
378.89,3,378.89,RUNNING,0
378.96,3,378.96,RUNNING,0
379.03,3,379.03,RUNNING,0
379.1,3,379.1,RUNNING,0
379.16,3,379.16,RUNNING,0
379.23,3,379.23,RUNNING,0
379.3,3,379.3,RUNNING,0
379.36,3,379.36,RUNNING,0
379.43,3,379.43,RUNNING,0
379.5,3,379.5,RUNNING,0
379.56,3,379.56,RUNNING,0
379.63,3,379.63,RUNNING,0
379.7,3,379.7,RUNNING,0
379.76,3,379.76,RUNNING,0
379.83,3,379.83,RUNNING,0
379.9,3,379.9,RUNNING,0
379.96,3,379.96,RUNNING,0
380.03,3,380.03,RUNNING,0
380.1,3,380.1,RUNNING,0
380.17,3,380.17,RUNNING,0
380.24,3,380.24,RUNNING,0
380.31,3,380.31,RUNNING,0
380.37,3,380.37,RUNNING,0
380.44,3,380.44,RUNNING,0
380.51,3,380.51,RUNNING,0
380.57,3,380.57,RUNNING,0
380.64,3,380.64,RUNNING,0
380.71,3,380.71,RUNNING,0
380.77,3,380.77,RUNNING,0
380.84,3,380.84,RUNNING,0
380.9,3,380.9,RUNNING,0
380.97,3,380.97,RUNNING,0
381.04,3,381.04,RUNNING,0
381.1,3,381.1,RUNNING,0
381.17,3,381.17,RUNNING,0
381.24,3,381.24,RUNNING,0
381.3,3,381.3,RUNNING,0
381.37,3,381.37,RUNNING,0
381.44,3,381.44,RUNNING,0
381.5,3,381.5,RUNNING,0
381.57,3,381.57,RUNNING,0
381.63,3,381.63,RUNNING,0
381.7,3,381.7,RUNNING,0
381.77,3,381.77,RUNNING,0
381.83,3,381.83,RUNNING,0
381.9,3,381.9,RUNNING,0
381.97,3,381.97,RUNNING,0
382.03,3,382.03,RUNNING,0
382.1,3,382.1,RUNNING,0
382.17,3,382.17,RUNNING,0
382.23,3,382.23,RUNNING,0
382.3,3,382.3,RUNNING,0
382.37,3,382.37,RUNNING,0
382.43,3,382.43,RUNNING,0
382.5,3,382.5,RUNNING,0
382.57,3,382.57,RUNNING,0
382.63,3,382.63,RUNNING,0
382.7,3,382.7,RUNNING,0
382.76,3,382.76,RUNNING,0
382.83,3,382.83,RUNNING,0
382.9,3,382.9,RUNNING,0
382.96,3,382.96,RUNNING,0
383.03,3,383.03,RUNNING,0
383.1,3,383.1,RUNNING,0
383.16,3,383.16,RUNNING,0
383.23,3,383.23,RUNNING,0
383.3,3,383.3,RUNNING,0
383.36,3,383.36,RUNNING,0
383.43,3,383.43,RUNNING,0
383.49,3,383.49,RUNNING,0
383.56,3,383.56,RUNNING,0
383.63,3,383.63,RUNNING,0
383.69,3,383.69,RUNNING,0
383.76,3,383.76,RUNNING,0
383.83,3,383.83,RUNNING,0
383.89,3,383.89,RUNNING,0
383.96,3,383.96,RUNNING,0
384.03,3,384.03,RUNNING,0
384.09,3,384.09,RUNNING,0
384.16,3,384.16,RUNNING,0
384.23,3,384.23,RUNNING,0
384.29,3,384.29,RUNNING,0
384.36,3,384.36,RUNNING,0
384.43,3,384.43,RUNNING,0
384.49,3,384.49,RUNNING,0
384.56,3,384.56,RUNNING,0
384.63,3,384.63,RUNNING,0
384.69,3,384.69,RUNNING,0
384.76,3,384.76,RUNNING,0
384.83,3,384.83,RUNNING,0
384.9,3,384.9,RUNNING,0
384.96,3,384.96,RUNNING,0
385.03,3,385.03,RUNNING,0
385.1,3,385.1,RUNNING,0
385.16,3,385.16,RUNNING,0
385.23,3,385.23,RUNNING,0
385.3,3,385.3,RUNNING,0
385.36,3,385.36,RUNNING,0
385.43,3,385.43,RUNNING,0
385.5,3,385.5,RUNNING,0
385.56,3,385.56,RUNNING,0
385.63,3,385.63,RUNNING,0
385.7,3,385.7,RUNNING,0
385.76,3,385.76,RUNNING,0
385.83,3,385.83,RUNNING,0
385.9,3,385.9,RUNNING,0
385.96,3,385.96,RUNNING,0
386.03,3,386.03,RUNNING,0
386.1,3,386.1,RUNNING,0
386.16,3,386.16,RUNNING,0
386.23,3,386.23,RUNNING,0
386.3,3,386.3,RUNNING,0
386.36,3,386.36,RUNNING,0
386.43,3,386.43,RUNNING,0
386.5,3,386.5,RUNNING,0
386.56,3,386.56,RUNNING,0
386.63,3,386.63,RUNNING,0
386.7,3,386.7,RUNNING,0
386.77,3,386.77,RUNNING,0
386.84,3,386.84,RUNNING,0
386.91,3,386.91,RUNNING,0
386.98,3,386.98,RUNNING,0
387.04,3,387.04,RUNNING,0
387.11,3,387.11,RUNNING,0
387.17,3,387.17,RUNNING,0
387.24,3,387.24,RUNNING,0
387.31,3,387.31,RUNNING,0
387.37,3,387.37,RUNNING,0
387.44,3,387.44,RUNNING,0
387.51,3,387.51,RUNNING,0
387.57,3,387.57,RUNNING,0
387.64,3,387.64,RUNNING,0
387.71,3,387.71,RUNNING,0
387.77,3,387.77,RUNNING,0
387.84,3,387.84,RUNNING,0
387.9,3,387.9,RUNNING,0
387.97,3,387.97,RUNNING,0
388.04,3,388.04,RUNNING,0
388.1,3,388.1,RUNNING,0
388.17,3,388.17,RUNNING,0
388.24,3,388.24,RUNNING,0
388.3,3,388.3,RUNNING,0
388.37,3,388.37,RUNNING,0
388.44,3,388.44,RUNNING,0
388.5,3,388.5,RUNNING,0
388.57,3,388.57,RUNNING,0
388.64,3,388.64,RUNNING,0
388.7,3,388.7,RUNNING,0
388.77,3,388.77,RUNNING,0
388.84,3,388.84,RUNNING,0
388.9,3,388.9,RUNNING,0
388.97,3,388.97,RUNNING,0
389.04,3,389.04,RUNNING,0
389.1,3,389.1,RUNNING,0
389.17,3,389.17,RUNNING,0
389.24,3,389.24,RUNNING,0
389.3,3,389.3,RUNNING,0
389.37,3,389.37,RUNNING,0
389.44,3,389.44,RUNNING,0
389.5,3,389.5,RUNNING,0
389.57,3,389.57,RUNNING,0
389.64,3,389.64,RUNNING,0
389.7,3,389.7,RUNNING,0
389.77,3,389.77,RUNNING,0
389.84,3,389.84,RUNNING,0
389.9,3,389.9,RUNNING,0
389.97,3,389.97,RUNNING,0
390.04,3,390.04,RUNNING,0
390.1,3,390.1,RUNNING,0
390.17,3,390.17,RUNNING,0
390.24,3,390.24,RUNNING,0
390.3,3,390.3,RUNNING,0
390.37,3,390.37,RUNNING,0
390.44,3,390.44,RUNNING,0
390.5,3,390.5,RUNNING,0
390.57,3,390.57,RUNNING,0
390.64,3,390.64,RUNNING,0
390.7,3,390.7,RUNNING,0
390.77,3,390.77,RUNNING,0
390.84,3,390.84,RUNNING,0
390.91,3,390.91,RUNNING,0
390.97,3,390.97,RUNNING,0
391.04,3,391.04,RUNNING,0
391.11,3,391.11,RUNNING,0
391.17,3,391.17,RUNNING,0
391.24,3,391.24,RUNNING,0
391.31,3,391.31,RUNNING,0
391.37,3,391.37,RUNNING,0
391.44,3,391.44,RUNNING,0
391.51,3,391.51,RUNNING,0
391.57,3,391.57,RUNNING,0
391.64,3,391.64,RUNNING,0
391.71,3,391.71,RUNNING,0
391.77,3,391.77,RUNNING,0
391.84,3,391.84,RUNNING,0
391.91,3,391.91,RUNNING,0
391.98,3,391.98,RUNNING,0
392.04,3,392.04,RUNNING,0
392.11,3,392.11,RUNNING,0
392.18,3,392.18,RUNNING,0
392.24,3,392.24,RUNNING,0
392.31,3,392.31,RUNNING,0
392.38,3,392.38,RUNNING,0
392.45,3,392.45,RUNNING,0
392.51,3,392.51,RUNNING,0
392.58,3,392.58,RUNNING,0
392.65,3,392.65,RUNNING,0
392.71,3,392.71,RUNNING,0
392.78,3,392.78,RUNNING,0
392.85,3,392.85,RUNNING,0
392.92,3,392.92,RUNNING,0
392.98,3,392.98,RUNNING,0
393.05,3,393.05,RUNNING,0
393.12,3,393.12,RUNNING,0
393.18,3,393.18,RUNNING,0
393.25,3,393.25,RUNNING,0
393.32,3,393.32,RUNNING,0
393.39,3,393.39,RUNNING,0
393.46,3,393.46,RUNNING,0
393.53,3,393.53,RUNNING,0
393.59,3,393.59,RUNNING,0
393.66,3,393.66,RUNNING,0
393.72,3,393.72,RUNNING,0
393.79,3,393.79,RUNNING,0
393.86,3,393.86,RUNNING,0
393.92,3,393.92,RUNNING,0
393.99,3,393.99,RUNNING,0
394.06,3,394.06,RUNNING,0
394.12,3,394.12,RUNNING,0
394.19,3,394.19,RUNNING,0
394.26,3,394.26,RUNNING,0
394.32,3,394.32,RUNNING,0
394.39,3,394.39,RUNNING,0
394.45,3,394.45,RUNNING,0
394.52,3,394.52,RUNNING,0
394.59,3,394.59,RUNNING,0
394.66,3,394.66,RUNNING,0
394.73,3,394.73,RUNNING,0
394.8,3,394.8,RUNNING,0
394.86,3,394.86,RUNNING,0
394.93,3,394.93,RUNNING,0
394.99,3,394.99,RUNNING,0
395.06,3,395.06,RUNNING,0
395.12,3,395.12,RUNNING,0
395.19,3,395.19,RUNNING,0
395.26,3,395.26,RUNNING,0
395.32,3,395.32,RUNNING,0
395.39,3,395.39,RUNNING,0
395.46,3,395.46,RUNNING,0
395.52,3,395.52,RUNNING,0
395.59,3,395.59,RUNNING,0
395.66,3,395.66,RUNNING,0
395.72,3,395.72,RUNNING,0
395.79,3,395.79,RUNNING,0
395.85,3,395.85,RUNNING,0
395.92,3,395.92,RUNNING,0
395.99,3,395.99,RUNNING,0
396.05,3,396.05,RUNNING,0
396.12,3,396.12,RUNNING,0
396.19,3,396.19,RUNNING,0
396.25,3,396.25,RUNNING,0
396.32,3,396.32,RUNNING,0
396.39,3,396.39,RUNNING,0
396.45,3,396.45,RUNNING,0
396.52,3,396.52,RUNNING,0
396.59,3,396.59,RUNNING,0
396.65,3,396.65,RUNNING,0
396.72,3,396.72,RUNNING,0
396.79,3,396.79,RUNNING,0
396.85,3,396.85,RUNNING,0
396.92,3,396.92,RUNNING,0
396.99,3,396.99,RUNNING,0
397.05,3,397.05,RUNNING,0
397.12,3,397.12,RUNNING,0
397.19,3,397.19,RUNNING,0
397.25,3,397.25,RUNNING,0
397.32,3,397.32,RUNNING,0
397.38,3,397.38,RUNNING,0
397.45,3,397.45,RUNNING,0
397.52,3,397.52,RUNNING,0
397.59,3,397.59,RUNNING,0
397.65,3,397.65,RUNNING,0
397.72,3,397.72,RUNNING,0
397.79,3,397.79,RUNNING,0
397.85,3,397.85,RUNNING,0
397.92,3,397.92,RUNNING,0
397.99,3,397.99,RUNNING,0
398.05,3,398.05,RUNNING,0
398.12,3,398.12,RUNNING,0
398.18,3,398.18,RUNNING,0
398.25,3,398.25,RUNNING,0
398.32,3,398.32,RUNNING,0
398.38,3,398.38,RUNNING,0
398.45,3,398.45,RUNNING,0
398.52,3,398.52,RUNNING,0
398.58,3,398.58,RUNNING,0
398.65,3,398.65,RUNNING,0
398.72,3,398.72,RUNNING,0
398.78,3,398.78,RUNNING,0
398.85,3,398.85,RUNNING,0
398.92,3,398.92,RUNNING,0
398.98,3,398.98,RUNNING,0
399.05,3,399.05,RUNNING,0
399.12,3,399.12,RUNNING,0
399.18,3,399.18,RUNNING,0
399.25,3,399.25,RUNNING,0
399.32,3,399.32,RUNNING,0
399.38,3,399.38,RUNNING,0
399.45,3,399.45,RUNNING,0
399.52,3,399.52,RUNNING,0
399.58,3,399.58,RUNNING,0
399.65,3,399.65,RUNNING,0
399.72,3,399.72,RUNNING,0
399.78,3,399.78,RUNNING,0
399.85,3,399.85,RUNNING,0
399.92,3,399.92,RUNNING,0
399.98,3,399.98,RUNNING,0
400.05,3,400.05,RUNNING,0
400.12,3,400.12,RUNNING,0
400.19,3,400.19,RUNNING,0
400.25,3,400.25,RUNNING,0
400.32,3,400.32,RUNNING,0
400.39,3,400.39,RUNNING,0
400.45,3,400.45,RUNNING,0
400.52,3,400.52,RUNNING,0
400.59,3,400.59,RUNNING,0
400.66,3,400.66,RUNNING,0
400.72,3,400.72,RUNNING,0
400.79,3,400.79,RUNNING,0
400.86,3,400.86,RUNNING,0
400.92,3,400.92,RUNNING,0
400.99,3,400.99,RUNNING,0
401.06,3,401.06,RUNNING,0
401.12,3,401.12,RUNNING,0
401.19,3,401.19,RUNNING,0
401.26,3,401.26,RUNNING,0
401.33,3,401.33,RUNNING,0
401.4,3,401.4,RUNNING,0
401.46,3,401.46,RUNNING,0
401.53,3,401.53,RUNNING,0
401.6,3,401.6,RUNNING,0
401.66,3,401.66,RUNNING,0
401.73,3,401.73,RUNNING,0
401.79,3,401.79,RUNNING,0
401.86,3,401.86,RUNNING,0
401.93,3,401.93,RUNNING,0
401.99,3,401.99,RUNNING,0
402.06,3,402.06,RUNNING,0
402.13,3,402.13,RUNNING,0
402.19,3,402.19,RUNNING,0
402.26,3,402.26,RUNNING,0
402.32,3,402.32,RUNNING,0
402.39,3,402.39,RUNNING,0
402.46,3,402.46,RUNNING,0
402.52,3,402.52,RUNNING,0
402.59,3,402.59,RUNNING,0
402.66,3,402.66,RUNNING,0
402.72,3,402.72,RUNNING,0
402.79,3,402.79,RUNNING,0
402.86,3,402.86,RUNNING,0
402.92,3,402.92,RUNNING,0
402.99,3,402.99,RUNNING,0
403.05,3,403.05,RUNNING,0
403.12,3,403.12,RUNNING,0
403.19,3,403.19,RUNNING,0
403.25,3,403.25,RUNNING,0
403.32,3,403.32,RUNNING,0
403.38,3,403.38,RUNNING,0
403.45,3,403.45,RUNNING,0
403.52,3,403.52,RUNNING,0
403.59,3,403.59,RUNNING,0
403.65,3,403.65,RUNNING,0
403.72,3,403.72,RUNNING,0
403.78,3,403.78,RUNNING,0
403.85,3,403.85,RUNNING,0
403.92,3,403.92,RUNNING,0
403.98,3,403.98,RUNNING,0
404.05,3,404.05,RUNNING,0
404.12,3,404.12,RUNNING,0
404.18,3,404.18,RUNNING,0
404.25,3,404.25,RUNNING,0
404.32,3,404.32,RUNNING,0
404.38,3,404.38,RUNNING,0
404.45,3,404.45,RUNNING,0
404.52,3,404.52,RUNNING,0
404.58,3,404.58,RUNNING,0
404.65,3,404.65,RUNNING,0
404.72,3,404.72,RUNNING,0
404.78,3,404.78,RUNNING,0
404.85,3,404.85,RUNNING,0
404.92,3,404.92,RUNNING,0
404.98,3,404.98,RUNNING,0
405.05,3,405.05,RUNNING,0
405.12,3,405.12,RUNNING,0
405.18,3,405.18,RUNNING,0
405.25,3,405.25,RUNNING,0
405.32,3,405.32,RUNNING,0
405.38,3,405.38,RUNNING,0
405.45,3,405.45,RUNNING,0
405.52,3,405.52,RUNNING,0
405.58,3,405.58,RUNNING,0
405.65,3,405.65,RUNNING,0
405.72,3,405.72,RUNNING,0
405.78,3,405.78,RUNNING,0
405.85,3,405.85,RUNNING,0
405.92,3,405.92,RUNNING,0
405.98,3,405.98,RUNNING,0
406.05,3,406.05,RUNNING,0
406.12,3,406.12,RUNNING,0
406.18,3,406.18,RUNNING,0
406.25,3,406.25,RUNNING,0
406.32,3,406.32,RUNNING,0
406.38,3,406.38,RUNNING,0
406.46,3,406.46,RUNNING,0
406.52,3,406.52,RUNNING,0
406.59,3,406.59,RUNNING,0
406.66,3,406.66,RUNNING,0
406.72,3,406.72,RUNNING,0
406.79,3,406.79,RUNNING,0
406.86,3,406.86,RUNNING,0
406.93,3,406.93,RUNNING,0
406.99,3,406.99,RUNNING,0
407.06,3,407.06,RUNNING,0
407.13,3,407.13,RUNNING,0
407.19,3,407.19,RUNNING,0
407.26,3,407.26,RUNNING,0
407.33,3,407.33,RUNNING,0
407.39,3,407.39,RUNNING,0
407.46,3,407.46,RUNNING,0
407.53,3,407.53,RUNNING,0
407.6,3,407.6,RUNNING,0
407.66,3,407.66,RUNNING,0
407.73,3,407.73,RUNNING,0
407.8,3,407.8,RUNNING,0
407.87,3,407.87,RUNNING,0
407.94,3,407.94,RUNNING,0
408.01,3,408.01,RUNNING,0
408.07,3,408.07,RUNNING,0
408.14,3,408.14,RUNNING,0
408.21,3,408.21,RUNNING,0
408.27,3,408.27,RUNNING,0
408.34,3,408.34,RUNNING,0
408.4,3,408.4,RUNNING,0
408.47,3,408.47,RUNNING,0
408.54,3,408.54,RUNNING,0
408.6,3,408.6,RUNNING,0
408.67,3,408.67,RUNNING,0
408.74,3,408.74,RUNNING,0
408.8,3,408.8,RUNNING,0
408.87,3,408.87,RUNNING,0
408.93,3,408.93,RUNNING,0
409.0,3,409.0,RUNNING,0
409.07,3,409.07,RUNNING,0
409.13,3,409.13,RUNNING,0
409.2,3,409.2,RUNNING,0
409.26,3,409.26,RUNNING,0
409.33,3,409.33,RUNNING,0
409.4,3,409.4,RUNNING,0
409.46,3,409.46,RUNNING,0
409.53,3,409.53,RUNNING,0
409.6,3,409.6,RUNNING,0
409.66,3,409.66,RUNNING,0
409.73,3,409.73,RUNNING,0
409.8,3,409.8,RUNNING,0
409.86,3,409.86,RUNNING,0
409.93,3,409.93,RUNNING,0
410.0,3,410.0,RUNNING,0
410.06,3,410.06,RUNNING,0
410.13,3,410.13,RUNNING,0
410.2,3,410.2,RUNNING,0
410.26,3,410.26,RUNNING,0
410.33,3,410.33,RUNNING,0
410.39,3,410.39,RUNNING,0
410.46,3,410.46,RUNNING,0
410.53,3,410.53,RUNNING,0
410.6,3,410.6,RUNNING,0
410.66,3,410.66,RUNNING,0
410.73,3,410.73,RUNNING,0
410.79,3,410.79,RUNNING,0
410.86,3,410.86,RUNNING,0
410.93,3,410.93,RUNNING,0
410.99,3,410.99,RUNNING,0
411.06,3,411.06,RUNNING,0
411.13,3,411.13,RUNNING,0
411.19,3,411.19,RUNNING,0
411.26,3,411.26,RUNNING,0
411.33,3,411.33,RUNNING,0
411.39,3,411.39,RUNNING,0
411.46,3,411.46,RUNNING,0
411.53,3,411.53,RUNNING,0
411.6,3,411.6,RUNNING,0
411.66,3,411.66,RUNNING,0
411.73,3,411.73,RUNNING,0
411.8,3,411.8,RUNNING,0
411.86,3,411.86,RUNNING,0
411.93,3,411.93,RUNNING,0
412.0,3,412.0,RUNNING,0
412.06,3,412.06,RUNNING,0
412.13,3,412.13,RUNNING,0
412.2,3,412.2,RUNNING,0
412.26,3,412.26,RUNNING,0
412.33,3,412.33,RUNNING,0
412.4,3,412.4,RUNNING,0
412.47,3,412.47,RUNNING,0
412.53,3,412.53,RUNNING,0
412.6,3,412.6,RUNNING,0
412.67,3,412.67,RUNNING,0
412.73,3,412.73,RUNNING,0
412.8,3,412.8,RUNNING,0
412.87,3,412.87,RUNNING,0
412.93,3,412.93,RUNNING,0
413.0,3,413.0,RUNNING,0
413.06,3,413.06,RUNNING,0
413.13,3,413.13,RUNNING,0
413.2,3,413.2,RUNNING,0
413.26,3,413.26,RUNNING,0
413.33,3,413.33,RUNNING,0
413.4,3,413.4,RUNNING,0
413.47,3,413.47,RUNNING,0
413.53,3,413.53,RUNNING,0
413.6,3,413.6,RUNNING,0
413.67,3,413.67,RUNNING,0
413.74,3,413.74,RUNNING,0
413.8,3,413.8,RUNNING,0
413.87,3,413.87,RUNNING,0
413.94,3,413.94,RUNNING,0
414.0,3,414.0,RUNNING,0
414.07,3,414.07,RUNNING,0
414.14,3,414.14,RUNNING,0
414.2,3,414.2,RUNNING,0
414.27,3,414.27,RUNNING,0
414.34,3,414.34,RUNNING,0
414.41,3,414.41,RUNNING,0
414.48,3,414.48,RUNNING,0
414.55,3,414.55,RUNNING,0
414.61,3,414.61,RUNNING,0
414.68,3,414.68,RUNNING,0
414.75,3,414.75,RUNNING,0
414.81,3,414.81,RUNNING,0
414.88,3,414.88,RUNNING,0
414.94,3,414.94,RUNNING,0
415.01,3,415.01,RUNNING,0
415.08,3,415.08,RUNNING,0
415.14,3,415.14,RUNNING,0
415.21,3,415.21,RUNNING,0
415.27,3,415.27,RUNNING,0
415.34,3,415.34,RUNNING,0
415.41,3,415.41,RUNNING,0
415.47,3,415.47,RUNNING,0
415.54,3,415.54,RUNNING,0
415.61,3,415.61,RUNNING,0
415.67,3,415.67,RUNNING,0
415.74,3,415.74,RUNNING,0
415.81,3,415.81,RUNNING,0
415.87,3,415.87,RUNNING,0
415.94,3,415.94,RUNNING,0
416.0,3,416.0,RUNNING,0
416.07,3,416.07,RUNNING,0
416.14,3,416.14,RUNNING,0
416.2,3,416.2,RUNNING,0
416.27,3,416.27,RUNNING,0
416.34,3,416.34,RUNNING,0
416.4,3,416.4,RUNNING,0
416.47,3,416.47,RUNNING,0
416.54,3,416.54,RUNNING,0
416.6,3,416.6,RUNNING,0
416.67,3,416.67,RUNNING,0
416.74,3,416.74,RUNNING,0
416.8,3,416.8,RUNNING,0
416.87,3,416.87,RUNNING,0
416.93,3,416.93,RUNNING,0
417.0,3,417.0,RUNNING,0
417.07,3,417.07,RUNNING,0
417.13,3,417.13,RUNNING,0
417.2,3,417.2,RUNNING,0
417.27,3,417.27,RUNNING,0
417.34,3,417.34,RUNNING,0
417.4,3,417.4,RUNNING,0
417.47,3,417.47,RUNNING,0
417.54,3,417.54,RUNNING,0
417.6,3,417.6,RUNNING,0
417.67,3,417.67,RUNNING,0
417.73,3,417.73,RUNNING,0
417.8,3,417.8,RUNNING,0
417.87,3,417.87,RUNNING,0
417.93,3,417.93,RUNNING,0
418.0,3,418.0,RUNNING,0
418.07,3,418.07,RUNNING,0
418.13,3,418.13,RUNNING,0
418.2,3,418.2,RUNNING,0
418.27,3,418.27,RUNNING,0
418.34,3,418.34,RUNNING,0
418.4,3,418.4,RUNNING,0
418.47,3,418.47,RUNNING,0
418.54,3,418.54,RUNNING,0
418.6,3,418.6,RUNNING,0
418.67,3,418.67,RUNNING,0
418.74,3,418.74,RUNNING,0
418.8,3,418.8,RUNNING,0
418.87,3,418.87,RUNNING,0
418.94,3,418.94,RUNNING,0
419.0,3,419.0,RUNNING,0
419.07,3,419.07,RUNNING,0
419.14,3,419.14,RUNNING,0
419.2,3,419.2,RUNNING,0
419.27,3,419.27,RUNNING,0
419.34,3,419.34,RUNNING,0
419.4,3,419.4,RUNNING,0
419.47,3,419.47,RUNNING,0
419.54,3,419.54,RUNNING,0
419.6,3,419.6,RUNNING,0
419.67,3,419.67,RUNNING,0
419.74,3,419.74,RUNNING,0
419.81,3,419.81,RUNNING,0
419.87,3,419.87,RUNNING,0
419.94,3,419.94,RUNNING,0
420.01,3,420.01,RUNNING,0
420.07,3,420.07,RUNNING,0
420.14,3,420.14,RUNNING,0
420.21,3,420.21,RUNNING,0
420.28,3,420.28,RUNNING,0
420.34,3,420.34,RUNNING,0
420.41,3,420.41,RUNNING,0
420.48,3,420.48,RUNNING,0
420.54,3,420.54,RUNNING,0
420.61,3,420.61,RUNNING,0
420.68,3,420.68,RUNNING,0
420.74,3,420.74,RUNNING,0
420.81,3,420.81,RUNNING,0
420.88,3,420.88,RUNNING,0
420.94,3,420.94,RUNNING,0
421.01,3,421.01,RUNNING,0
421.09,3,421.09,RUNNING,0
421.15,3,421.15,RUNNING,0
421.22,3,421.22,RUNNING,0
421.28,3,421.28,RUNNING,0
421.35,3,421.35,RUNNING,0
421.42,3,421.42,RUNNING,0
421.48,3,421.48,RUNNING,0
421.55,3,421.55,RUNNING,0
421.61,3,421.61,RUNNING,0
421.68,3,421.68,RUNNING,0
421.75,3,421.75,RUNNING,0
421.81,3,421.81,RUNNING,0
421.88,3,421.88,RUNNING,0
421.95,3,421.95,RUNNING,0
422.01,3,422.01,RUNNING,0
422.08,3,422.08,RUNNING,0
422.15,3,422.15,RUNNING,0
