ElapsedSec,Phase,MissionElapsedSec,MissionEndReason,MissionTotalTimeout
128.14,0,128.14,RUNNING,0
128.21,0,128.21,RUNNING,0
128.27,0,128.27,RUNNING,0
128.34,0,128.34,RUNNING,0
128.4,0,128.4,RUNNING,0
128.47,0,128.47,RUNNING,0
128.54,0,128.54,RUNNING,0
128.6,0,128.6,RUNNING,0
128.67,0,128.67,RUNNING,0
128.74,0,128.74,RUNNING,0
128.8,0,128.8,RUNNING,0
128.87,0,128.87,RUNNING,0
128.93,0,128.93,RUNNING,0
129.0,0,129.0,RUNNING,0
129.07,0,129.07,RUNNING,0
129.13,0,129.13,RUNNING,0
129.2,0,129.2,RUNNING,0
129.26,0,129.26,RUNNING,0
129.33,0,129.33,RUNNING,0
129.4,0,129.4,RUNNING,0
129.46,0,129.46,RUNNING,0
129.53,0,129.53,RUNNING,0
129.6,0,129.6,RUNNING,0
129.66,0,129.66,RUNNING,0
129.73,0,129.73,RUNNING,0
129.8,0,129.8,RUNNING,0
129.86,0,129.86,RUNNING,0
129.93,0,129.93,RUNNING,0
130.0,0,130.0,RUNNING,0
130.06,0,130.06,RUNNING,0
130.13,0,130.13,RUNNING,0
130.19,0,130.19,RUNNING,0
130.26,0,130.26,RUNNING,0
130.33,0,130.33,RUNNING,0
130.39,0,130.39,RUNNING,0
130.46,0,130.46,RUNNING,0
130.52,0,130.52,RUNNING,0
130.59,0,130.59,RUNNING,0
130.66,0,130.66,RUNNING,0
130.72,0,130.72,RUNNING,0
130.79,0,130.79,RUNNING,0
130.86,0,130.86,RUNNING,0
130.92,0,130.92,RUNNING,0
130.99,0,130.99,RUNNING,0
131.06,0,131.06,RUNNING,0
131.12,0,131.12,RUNNING,0
131.19,0,131.19,RUNNING,0
131.26,0,131.26,RUNNING,0
131.32,0,131.32,RUNNING,0
131.39,0,131.39,RUNNING,0
131.46,0,131.46,RUNNING,0
131.52,0,131.52,RUNNING,0
131.59,0,131.59,RUNNING,0
131.65,0,131.65,RUNNING,0
131.72,0,131.72,RUNNING,0
131.79,0,131.79,RUNNING,0
131.86,0,131.86,RUNNING,0
131.92,0,131.92,RUNNING,0
131.99,0,131.99,RUNNING,0
132.05,0,132.05,RUNNING,0
132.12,0,132.12,RUNNING,0
132.19,0,132.19,RUNNING,0
132.25,0,132.25,RUNNING,0
132.32,0,132.32,RUNNING,0
132.39,0,132.39,RUNNING,0
132.45,0,132.45,RUNNING,0
132.52,0,132.52,RUNNING,0
132.59,0,132.59,RUNNING,0
132.65,0,132.65,RUNNING,0
132.72,0,132.72,RUNNING,0
132.79,0,132.79,RUNNING,0
132.86,0,132.86,RUNNING,0
132.92,0,132.92,RUNNING,0
132.99,0,132.99,RUNNING,0
133.06,0,133.06,RUNNING,0
133.12,0,133.12,RUNNING,0
133.19,0,133.19,RUNNING,0
133.25,0,133.25,RUNNING,0
133.32,0,133.32,RUNNING,0
133.39,0,133.39,RUNNING,0
133.45,0,133.45,RUNNING,0
133.52,0,133.52,RUNNING,0
133.59,0,133.59,RUNNING,0
133.65,0,133.65,RUNNING,0
133.72,0,133.72,RUNNING,0
133.79,0,133.79,RUNNING,0
133.86,0,133.86,RUNNING,0
133.92,0,133.92,RUNNING,0
133.99,0,133.99,RUNNING,0
134.06,0,134.06,RUNNING,0
134.12,0,134.12,RUNNING,0
134.19,0,134.19,RUNNING,0
134.26,0,134.26,RUNNING,0
134.32,0,134.32,RUNNING,0
134.39,0,134.39,RUNNING,0
134.45,0,134.45,RUNNING,0
134.52,0,134.52,RUNNING,0
134.59,0,134.59,RUNNING,0
134.65,0,134.65,RUNNING,0
134.72,0,134.72,RUNNING,0
134.78,0,134.78,RUNNING,0
134.85,0,134.85,RUNNING,0
134.92,0,134.92,RUNNING,0
134.98,0,134.98,RUNNING,0
135.05,0,135.05,RUNNING,0
135.11,0,135.11,RUNNING,0
135.18,0,135.18,RUNNING,0
135.25,0,135.25,RUNNING,0
135.31,0,135.31,RUNNING,0
135.38,0,135.38,RUNNING,0
135.45,0,135.45,RUNNING,0
135.51,0,135.51,RUNNING,0
135.58,0,135.58,RUNNING,0
135.64,0,135.64,RUNNING,0
135.71,0,135.71,RUNNING,0
135.77,0,135.77,RUNNING,0
135.84,0,135.84,RUNNING,0
135.91,0,135.91,RUNNING,0
135.97,0,135.97,RUNNING,0
136.04,0,136.04,RUNNING,0
136.11,0,136.11,RUNNING,0
136.17,0,136.17,RUNNING,0
136.24,0,136.24,RUNNING,0
136.31,0,136.31,RUNNING,0
136.37,0,136.37,RUNNING,0
136.44,0,136.44,RUNNING,0
136.5,0,136.5,RUNNING,0
136.57,0,136.57,RUNNING,0
136.64,0,136.64,RUNNING,0
136.7,0,136.7,RUNNING,0
136.77,0,136.77,RUNNING,0
136.84,0,136.84,RUNNING,0
136.9,0,136.9,RUNNING,0
136.97,0,136.97,RUNNING,0
137.03,0,137.03,RUNNING,0
137.1,0,137.1,RUNNING,0
137.17,0,137.17,RUNNING,0
137.24,0,137.24,RUNNING,0
137.3,0,137.3,RUNNING,0
137.37,0,137.37,RUNNING,0
137.43,0,137.43,RUNNING,0
137.5,0,137.5,RUNNING,0
137.57,0,137.57,RUNNING,0
137.63,0,137.63,RUNNING,0
137.7,0,137.7,RUNNING,0
137.77,0,137.77,RUNNING,0
137.83,0,137.83,RUNNING,0
137.9,0,137.9,RUNNING,0
137.96,0,137.96,RUNNING,0
138.03,0,138.03,RUNNING,0
138.1,0,138.1,RUNNING,0
138.16,0,138.16,RUNNING,0
138.23,0,138.23,RUNNING,0
138.3,0,138.3,RUNNING,0
138.36,0,138.36,RUNNING,0
138.43,0,138.43,RUNNING,0
138.5,0,138.5,RUNNING,0
138.56,0,138.56,RUNNING,0
138.63,0,138.63,RUNNING,0
138.7,0,138.7,RUNNING,0
138.76,0,138.76,RUNNING,0
138.83,0,138.83,RUNNING,0
138.9,0,138.9,RUNNING,0
138.96,0,138.96,RUNNING,0
139.03,0,139.03,RUNNING,0
139.1,0,139.1,RUNNING,0
139.16,0,139.16,RUNNING,0
139.23,0,139.23,RUNNING,0
139.3,0,139.3,RUNNING,0
139.36,0,139.36,RUNNING,0
139.43,0,139.43,RUNNING,0
139.5,0,139.5,RUNNING,0
139.56,0,139.56,RUNNING,0
139.63,0,139.63,RUNNING,0
139.7,0,139.7,RUNNING,0
139.76,0,139.76,RUNNING,0
139.83,0,139.83,RUNNING,0
139.9,0,139.9,RUNNING,0
139.96,0,139.96,RUNNING,0
140.03,0,140.03,RUNNING,0
140.1,0,140.1,RUNNING,0
140.16,0,140.16,RUNNING,0
140.23,0,140.23,RUNNING,0
140.3,0,140.3,RUNNING,0
140.37,0,140.37,RUNNING,0
140.44,0,140.44,RUNNING,0
140.5,0,140.5,RUNNING,0
140.57,0,140.57,RUNNING,0
140.63,0,140.63,RUNNING,0
140.7,0,140.7,RUNNING,0
140.77,0,140.77,RUNNING,0
140.83,0,140.83,RUNNING,0
140.9,0,140.9,RUNNING,0
140.96,0,140.96,RUNNING,0
141.03,0,141.03,RUNNING,0
141.1,0,141.1,RUNNING,0
141.16,0,141.16,RUNNING,0
141.23,0,141.23,RUNNING,0
141.29,0,141.29,RUNNING,0
141.36,0,141.36,RUNNING,0
141.43,0,141.43,RUNNING,0
141.49,0,141.49,RUNNING,0
141.56,0,141.56,RUNNING,0
141.62,0,141.62,RUNNING,0
141.69,0,141.69,RUNNING,0
141.76,0,141.76,RUNNING,0
141.82,0,141.82,RUNNING,0
141.89,0,141.89,RUNNING,0
141.96,0,141.96,RUNNING,0
142.02,0,142.02,RUNNING,0
142.09,0,142.09,RUNNING,0
142.15,0,142.15,RUNNING,0
142.22,0,142.22,RUNNING,0
142.29,0,142.29,RUNNING,0
142.35,0,142.35,RUNNING,0
142.42,0,142.42,RUNNING,0
142.49,0,142.49,RUNNING,0
142.55,0,142.55,RUNNING,0
142.62,0,142.62,RUNNING,0
142.69,0,142.69,RUNNING,0
142.75,0,142.75,RUNNING,0
142.82,0,142.82,RUNNING,0
142.88,0,142.88,RUNNING,0
142.95,0,142.95,RUNNING,0
143.02,0,143.02,RUNNING,0
143.08,0,143.08,RUNNING,0
143.15,0,143.15,RUNNING,0
143.22,0,143.22,RUNNING,0
143.28,0,143.28,RUNNING,0
143.35,0,143.35,RUNNING,0
143.41,0,143.41,RUNNING,0
143.48,0,143.48,RUNNING,0
143.55,0,143.55,RUNNING,0
143.61,0,143.61,RUNNING,0
143.68,0,143.68,RUNNING,0
143.75,0,143.75,RUNNING,0
143.81,0,143.81,RUNNING,0
143.88,0,143.88,RUNNING,0
143.95,0,143.95,RUNNING,0
144.01,0,144.01,RUNNING,0
144.08,0,144.08,RUNNING,0
144.14,0,144.14,RUNNING,0
144.21,0,144.21,RUNNING,0
144.28,0,144.28,RUNNING,0
144.34,0,144.34,RUNNING,0
144.41,0,144.41,RUNNING,0
144.48,0,144.48,RUNNING,0
144.54,0,144.54,RUNNING,0
144.61,0,144.61,RUNNING,0
144.68,0,144.68,RUNNING,0
144.74,0,144.74,RUNNING,0
144.81,0,144.81,RUNNING,0
144.88,0,144.88,RUNNING,0
144.94,0,144.94,RUNNING,0
145.01,0,145.01,RUNNING,0
145.08,0,145.08,RUNNING,0
145.14,0,145.14,RUNNING,0
145.21,0,145.21,RUNNING,0
145.27,0,145.27,RUNNING,0
145.34,0,145.34,RUNNING,0
145.41,0,145.41,RUNNING,0
145.47,0,145.47,RUNNING,0
145.54,0,145.54,RUNNING,0
145.61,0,145.61,RUNNING,0
145.67,0,145.67,RUNNING,0
145.74,0,145.74,RUNNING,0
145.81,0,145.81,RUNNING,0
145.88,0,145.88,RUNNING,0
145.94,0,145.94,RUNNING,0
146.01,0,146.01,RUNNING,0
146.08,0,146.08,RUNNING,0
146.14,0,146.14,RUNNING,0
146.21,0,146.21,RUNNING,0
146.28,0,146.28,RUNNING,0
146.34,0,146.34,RUNNING,0
146.41,0,146.41,RUNNING,0
146.47,0,146.47,RUNNING,0
146.54,0,146.54,RUNNING,0
146.61,0,146.61,RUNNING,0
146.67,0,146.67,RUNNING,0
146.74,0,146.74,RUNNING,0
146.81,0,146.81,RUNNING,0
146.88,0,146.88,RUNNING,0
146.95,0,146.95,RUNNING,0
147.01,0,147.01,RUNNING,0
147.08,0,147.08,RUNNING,0
147.15,0,147.15,RUNNING,0
147.21,0,147.21,RUNNING,0
147.28,0,147.28,RUNNING,0
147.34,0,147.34,RUNNING,0
147.41,0,147.41,RUNNING,0
147.48,0,147.48,RUNNING,0
147.54,0,147.54,RUNNING,0
147.61,0,147.61,RUNNING,0
147.67,0,147.67,RUNNING,0
147.74,0,147.74,RUNNING,0
147.81,0,147.81,RUNNING,0
147.87,0,147.87,RUNNING,0
147.94,0,147.94,RUNNING,0
148.0,0,148.0,RUNNING,0
148.07,0,148.07,RUNNING,0
148.14,0,148.14,RUNNING,0
148.21,0,148.21,RUNNING,0
148.28,0,148.28,RUNNING,0
148.34,0,148.34,RUNNING,0
148.41,0,148.41,RUNNING,0
148.48,0,148.48,RUNNING,0
148.54,0,148.54,RUNNING,0
148.61,0,148.61,RUNNING,0
148.67,0,148.67,RUNNING,0
148.74,0,148.74,RUNNING,0
148.81,0,148.81,RUNNING,0
148.87,0,148.87,RUNNING,0
148.94,0,148.94,RUNNING,0
149.0,0,149.0,RUNNING,0
149.07,0,149.07,RUNNING,0
149.14,0,149.14,RUNNING,0
149.2,0,149.2,RUNNING,0
149.27,0,149.27,RUNNING,0
149.33,0,149.33,RUNNING,0
149.4,0,149.4,RUNNING,0
149.47,0,149.47,RUNNING,0
149.53,0,149.53,RUNNING,0
149.6,0,149.6,RUNNING,0
149.67,0,149.67,RUNNING,0
149.73,0,149.73,RUNNING,0
149.8,0,149.8,RUNNING,0
149.86,0,149.86,RUNNING,0
149.93,0,149.93,RUNNING,0
150.0,0,150.0,RUNNING,0
150.06,0,150.06,RUNNING,0
150.13,0,150.13,RUNNING,0
150.2,0,150.2,RUNNING,0
150.26,0,150.26,RUNNING,0
150.33,0,150.33,RUNNING,0
150.39,0,150.39,RUNNING,0
150.46,0,150.46,RUNNING,0
150.53,0,150.53,RUNNING,0
150.59,0,150.59,RUNNING,0
150.66,0,150.66,RUNNING,0
150.72,0,150.72,RUNNING,0
150.79,0,150.79,RUNNING,0
150.86,0,150.86,RUNNING,0
150.92,0,150.92,RUNNING,0
150.99,0,150.99,RUNNING,0
151.05,0,151.05,RUNNING,0
151.12,0,151.12,RUNNING,0
151.19,0,151.19,RUNNING,0
151.25,0,151.25,RUNNING,0
151.32,0,151.32,RUNNING,0
151.39,0,151.39,RUNNING,0
151.45,0,151.45,RUNNING,0
151.52,0,151.52,RUNNING,0
151.58,0,151.58,RUNNING,0
151.65,0,151.65,RUNNING,0
151.72,0,151.72,RUNNING,0
151.78,0,151.78,RUNNING,0
151.85,0,151.85,RUNNING,0
151.92,0,151.92,RUNNING,0
151.98,0,151.98,RUNNING,0
152.05,0,152.05,RUNNING,0
152.11,0,152.11,RUNNING,0
152.18,0,152.18,RUNNING,0
152.25,0,152.25,RUNNING,0
152.32,0,152.32,RUNNING,0
152.38,0,152.38,RUNNING,0
152.45,0,152.45,RUNNING,0
152.51,0,152.51,RUNNING,0
152.58,0,152.58,RUNNING,0
152.65,0,152.65,RUNNING,0
152.71,0,152.71,RUNNING,0
152.78,0,152.78,RUNNING,0
152.85,0,152.85,RUNNING,0
152.91,0,152.91,RUNNING,0
152.98,0,152.98,RUNNING,0
153.05,0,153.05,RUNNING,0
153.11,0,153.11,RUNNING,0
153.18,0,153.18,RUNNING,0
153.25,0,153.25,RUNNING,0
153.31,0,153.31,RUNNING,0
153.38,0,153.38,RUNNING,0
153.45,0,153.45,RUNNING,0
153.51,0,153.51,RUNNING,0
153.58,0,153.58,RUNNING,0
153.65,0,153.65,RUNNING,0
153.71,0,153.71,RUNNING,0
153.78,0,153.78,RUNNING,0
153.85,0,153.85,RUNNING,0
153.91,0,153.91,RUNNING,0
153.98,0,153.98,RUNNING,0
154.05,0,154.05,RUNNING,0
154.11,0,154.11,RUNNING,0
154.18,0,154.18,RUNNING,0
154.25,0,154.25,RUNNING,0
154.31,0,154.31,RUNNING,0
154.38,0,154.38,RUNNING,0
154.45,0,154.45,RUNNING,0
154.51,0,154.51,RUNNING,0
154.58,0,154.58,RUNNING,0
154.65,0,154.65,RUNNING,0
154.71,0,154.71,RUNNING,0
154.78,0,154.78,RUNNING,0
154.85,0,154.85,RUNNING,0
154.92,0,154.92,RUNNING,0
154.99,0,154.99,RUNNING,0
155.05,0,155.05,RUNNING,0
155.12,0,155.12,RUNNING,0
155.18,0,155.18,RUNNING,0
155.25,0,155.25,RUNNING,0
155.32,0,155.32,RUNNING,0
155.38,0,155.38,RUNNING,0
155.45,0,155.45,RUNNING,0
155.52,0,155.52,RUNNING,0
155.58,0,155.58,RUNNING,0
155.65,0,155.65,RUNNING,0
155.71,0,155.71,RUNNING,0
155.78,0,155.78,RUNNING,0
155.85,0,155.85,RUNNING,0
155.91,0,155.91,RUNNING,0
155.98,0,155.98,RUNNING,0
156.05,0,156.05,RUNNING,0
156.11,0,156.11,RUNNING,0
156.18,0,156.18,RUNNING,0
156.24,0,156.24,RUNNING,0
156.31,0,156.31,RUNNING,0
156.38,0,156.38,RUNNING,0
156.44,0,156.44,RUNNING,0
156.51,0,156.51,RUNNING,0
156.57,0,156.57,RUNNING,0
156.64,0,156.64,RUNNING,0
156.7,0,156.7,RUNNING,0
156.77,0,156.77,RUNNING,0
156.84,0,156.84,RUNNING,0
156.91,0,156.91,RUNNING,0
156.97,0,156.97,RUNNING,0
157.04,0,157.04,RUNNING,0
157.1,0,157.1,RUNNING,0
157.17,0,157.17,RUNNING,0
157.23,0,157.23,RUNNING,0
157.3,0,157.3,RUNNING,0
157.37,0,157.37,RUNNING,0
157.43,0,157.43,RUNNING,0
157.5,0,157.5,RUNNING,0
157.56,0,157.56,RUNNING,0
157.63,0,157.63,RUNNING,0
157.7,0,157.7,RUNNING,0
157.76,0,157.76,RUNNING,0
157.83,0,157.83,RUNNING,0
157.89,0,157.89,RUNNING,0
157.96,0,157.96,RUNNING,0
158.02,0,158.02,RUNNING,0
158.09,0,158.09,RUNNING,0
158.16,0,158.16,RUNNING,0
158.22,0,158.22,RUNNING,0
158.29,0,158.29,RUNNING,0
158.35,0,158.35,RUNNING,0
158.42,0,158.42,RUNNING,0
158.49,0,158.49,RUNNING,0
158.55,0,158.55,RUNNING,0
158.62,0,158.62,RUNNING,0
158.68,0,158.68,RUNNING,0
158.75,0,158.75,RUNNING,0
158.82,0,158.82,RUNNING,0
158.88,0,158.88,RUNNING,0
158.95,0,158.95,RUNNING,0
159.01,0,159.01,RUNNING,0
159.08,0,159.08,RUNNING,0
159.14,0,159.14,RUNNING,0
159.21,0,159.21,RUNNING,0
159.28,0,159.28,RUNNING,0
159.34,0,159.34,RUNNING,0
159.41,0,159.41,RUNNING,0
159.47,0,159.47,RUNNING,0
159.54,0,159.54,RUNNING,0
159.61,0,159.61,RUNNING,0
159.67,0,159.67,RUNNING,0
159.74,0,159.74,RUNNING,0
159.8,0,159.8,RUNNING,0
159.87,0,159.87,RUNNING,0
159.94,0,159.94,RUNNING,0
160.0,0,160.0,RUNNING,0
160.07,0,160.07,RUNNING,0
160.13,0,160.13,RUNNING,0
160.2,0,160.2,RUNNING,0
160.27,0,160.27,RUNNING,0
160.33,0,160.33,RUNNING,0
160.4,0,160.4,RUNNING,0
160.46,0,160.46,RUNNING,0
160.53,0,160.53,RUNNING,0
160.6,0,160.6,RUNNING,0
160.66,0,160.66,RUNNING,0
160.73,0,160.73,RUNNING,0
160.79,0,160.79,RUNNING,0
160.86,0,160.86,RUNNING,0
160.93,0,160.93,RUNNING,0
160.99,0,160.99,RUNNING,0
161.06,0,161.06,RUNNING,0
161.13,0,161.13,RUNNING,0
161.19,0,161.19,RUNNING,0
161.26,0,161.26,RUNNING,0
161.33,0,161.33,RUNNING,0
161.39,0,161.39,RUNNING,0
161.47,0,161.47,RUNNING,0
161.53,0,161.53,RUNNING,0
161.6,0,161.6,RUNNING,0
161.66,0,161.66,RUNNING,0
161.73,0,161.73,RUNNING,0
161.8,0,161.8,RUNNING,0
161.86,0,161.86,RUNNING,0
161.93,0,161.93,RUNNING,0
161.99,0,161.99,RUNNING,0
162.06,0,162.06,RUNNING,0
162.13,0,162.13,RUNNING,0
162.19,0,162.19,RUNNING,0
162.26,0,162.26,RUNNING,0
162.32,0,162.32,RUNNING,0
162.39,0,162.39,RUNNING,0
162.46,0,162.46,RUNNING,0
162.52,0,162.52,RUNNING,0
162.59,0,162.59,RUNNING,0
162.65,0,162.65,RUNNING,0
162.72,0,162.72,RUNNING,0
162.79,0,162.79,RUNNING,0
162.85,0,162.85,RUNNING,0
162.92,0,162.92,RUNNING,0
162.99,0,162.99,RUNNING,0
163.05,0,163.05,RUNNING,0
163.12,0,163.12,RUNNING,0
163.18,0,163.18,RUNNING,0
163.25,0,163.25,RUNNING,0
163.32,0,163.32,RUNNING,0
163.38,0,163.38,RUNNING,0
163.45,0,163.45,RUNNING,0
163.51,0,163.51,RUNNING,0
163.58,0,163.58,RUNNING,0
163.65,0,163.65,RUNNING,0
163.71,0,163.71,RUNNING,0
163.78,0,163.78,RUNNING,0
163.84,0,163.84,RUNNING,0
163.91,0,163.91,RUNNING,0
163.98,0,163.98,RUNNING,0
164.04,0,164.04,RUNNING,0
164.11,0,164.11,RUNNING,0
164.18,0,164.18,RUNNING,0
164.24,0,164.24,RUNNING,0
164.31,0,164.31,RUNNING,0
164.37,0,164.37,RUNNING,0
164.44,0,164.44,RUNNING,0
164.51,0,164.51,RUNNING,0
164.57,0,164.57,RUNNING,0
164.64,0,164.64,RUNNING,0
164.71,0,164.71,RUNNING,0
164.77,0,164.77,RUNNING,0
164.84,0,164.84,RUNNING,0
164.9,0,164.9,RUNNING,0
164.97,0,164.97,RUNNING,0
165.04,0,165.04,RUNNING,0
165.11,0,165.11,RUNNING,0
165.17,0,165.17,RUNNING,0
165.24,0,165.24,RUNNING,0
165.3,0,165.3,RUNNING,0
165.37,0,165.37,RUNNING,0
165.44,0,165.44,RUNNING,0
165.5,0,165.5,RUNNING,0
165.57,0,165.57,RUNNING,0
165.64,0,165.64,RUNNING,0
165.7,0,165.7,RUNNING,0
165.77,0,165.77,RUNNING,0
165.84,0,165.84,RUNNING,0
165.9,0,165.9,RUNNING,0
165.97,0,165.97,RUNNING,0
166.04,0,166.04,RUNNING,0
166.1,0,166.1,RUNNING,0
166.17,0,166.17,RUNNING,0
166.24,0,166.24,RUNNING,0
166.3,0,166.3,RUNNING,0
166.37,0,166.37,RUNNING,0
166.43,0,166.43,RUNNING,0
166.5,0,166.5,RUNNING,0
166.57,0,166.57,RUNNING,0
166.63,0,166.63,RUNNING,0
166.7,0,166.7,RUNNING,0
166.77,0,166.77,RUNNING,0
166.83,0,166.83,RUNNING,0
166.9,0,166.9,RUNNING,0
166.97,0,166.97,RUNNING,0
167.03,0,167.03,RUNNING,0
167.1,0,167.1,RUNNING,0
167.17,0,167.17,RUNNING,0
167.24,0,167.24,RUNNING,0
167.3,0,167.3,RUNNING,0
167.37,0,167.37,RUNNING,0
167.43,0,167.43,RUNNING,0
167.5,0,167.5,RUNNING,0
167.57,0,167.57,RUNNING,0
167.63,0,167.63,RUNNING,0
167.7,0,167.7,RUNNING,0
167.78,0,167.78,RUNNING,0
167.84,0,167.84,RUNNING,0
167.91,0,167.91,RUNNING,0
167.97,0,167.97,RUNNING,0
168.04,0,168.04,RUNNING,0
168.11,0,168.11,RUNNING,0
168.17,0,168.17,RUNNING,0
168.24,0,168.24,RUNNING,0
168.31,0,168.31,RUNNING,0
168.37,0,168.37,RUNNING,0
168.44,0,168.44,RUNNING,0
168.5,0,168.5,RUNNING,0
168.57,0,168.57,RUNNING,0
168.64,0,168.64,RUNNING,0
168.7,0,168.7,RUNNING,0
168.77,0,168.77,RUNNING,0
168.83,0,168.83,RUNNING,0
168.9,0,168.9,RUNNING,0
168.96,0,168.96,RUNNING,0
169.03,0,169.03,RUNNING,0
169.1,0,169.1,RUNNING,0
169.16,0,169.16,RUNNING,0
169.23,0,169.23,RUNNING,0
169.3,0,169.3,RUNNING,0
169.36,0,169.36,RUNNING,0
169.43,0,169.43,RUNNING,0
169.49,0,169.49,RUNNING,0
169.56,0,169.56,RUNNING,0
169.63,0,169.63,RUNNING,0
169.69,0,169.69,RUNNING,0
169.76,0,169.76,RUNNING,0
169.82,0,169.82,RUNNING,0
169.89,0,169.89,RUNNING,0
169.96,0,169.96,RUNNING,0
170.02,0,170.02,RUNNING,0
170.09,0,170.09,RUNNING,0
170.15,0,170.15,RUNNING,0
170.22,0,170.22,RUNNING,0
170.29,0,170.29,RUNNING,0
170.35,0,170.35,RUNNING,0
170.42,0,170.42,RUNNING,0
170.49,0,170.49,RUNNING,0
170.55,0,170.55,RUNNING,0
170.62,0,170.62,RUNNING,0
170.69,0,170.69,RUNNING,0
170.75,0,170.75,RUNNING,0
170.82,0,170.82,RUNNING,0
170.88,0,170.88,RUNNING,0
170.95,0,170.95,RUNNING,0
171.02,0,171.02,RUNNING,0
171.08,0,171.08,RUNNING,0
171.15,0,171.15,RUNNING,0
171.22,0,171.22,RUNNING,0
171.28,0,171.28,RUNNING,0
171.35,0,171.35,RUNNING,0
171.42,0,171.42,RUNNING,0
171.48,0,171.48,RUNNING,0
171.55,0,171.55,RUNNING,0
171.62,0,171.62,RUNNING,0
171.68,0,171.68,RUNNING,0
171.75,0,171.75,RUNNING,0
171.81,0,171.81,RUNNING,0
171.88,0,171.88,RUNNING,0
171.95,0,171.95,RUNNING,0
172.01,0,172.01,RUNNING,0
172.08,0,172.08,RUNNING,0
172.15,0,172.15,RUNNING,0
172.21,0,172.21,RUNNING,0
172.28,0,172.28,RUNNING,0
172.35,0,172.35,RUNNING,0
172.41,0,172.41,RUNNING,0
172.48,0,172.48,RUNNING,0
172.55,0,172.55,RUNNING,0
172.61,0,172.61,RUNNING,0
172.68,0,172.68,RUNNING,0
172.75,0,172.75,RUNNING,0
172.81,0,172.81,RUNNING,0
172.88,0,172.88,RUNNING,0
172.95,0,172.95,RUNNING,0
173.01,0,173.01,RUNNING,0
173.08,0,173.08,RUNNING,0
173.15,0,173.15,RUNNING,0
173.21,0,173.21,RUNNING,0
173.28,0,173.28,RUNNING,0
173.34,0,173.34,RUNNING,0
173.41,0,173.41,RUNNING,0
173.48,0,173.48,RUNNING,0
173.55,0,173.55,RUNNING,0
173.61,0,173.61,RUNNING,0
173.68,0,173.68,RUNNING,0
173.75,0,173.75,RUNNING,0
173.81,0,173.81,RUNNING,0
173.88,0,173.88,RUNNING,0
173.95,0,173.95,RUNNING,0
174.01,0,174.01,RUNNING,0
174.09,0,174.09,RUNNING,0
174.15,0,174.15,RUNNING,0
174.22,0,174.22,RUNNING,0
174.28,0,174.28,RUNNING,0
174.35,0,174.35,RUNNING,0
174.41,0,174.41,RUNNING,0
174.48,0,174.48,RUNNING,0
174.55,0,174.55,RUNNING,0
174.61,0,174.61,RUNNING,0
174.68,0,174.68,RUNNING,0
174.75,0,174.75,RUNNING,0
174.81,0,174.81,RUNNING,0
174.88,0,174.88,RUNNING,0
174.94,0,174.94,RUNNING,0
175.01,0,175.01,RUNNING,0
175.08,0,175.08,RUNNING,0
175.14,0,175.14,RUNNING,0
175.21,0,175.21,RUNNING,0
175.27,0,175.27,RUNNING,0
175.34,0,175.34,RUNNING,0
175.41,0,175.41,RUNNING,0
175.47,0,175.47,RUNNING,0
175.54,0,175.54,RUNNING,0
175.61,0,175.61,RUNNING,0
175.67,0,175.67,RUNNING,0
175.74,0,175.74,RUNNING,0
175.81,0,175.81,RUNNING,0
175.87,0,175.87,RUNNING,0
175.94,0,175.94,RUNNING,0
176.0,0,176.0,RUNNING,0
176.07,0,176.07,RUNNING,0
176.14,0,176.14,RUNNING,0
176.2,0,176.2,RUNNING,0
176.27,0,176.27,RUNNING,0
176.33,0,176.33,RUNNING,0
176.4,0,176.4,RUNNING,0
176.47,0,176.47,RUNNING,0
176.53,0,176.53,RUNNING,0
176.6,0,176.6,RUNNING,0
176.66,0,176.66,RUNNING,0
176.73,0,176.73,RUNNING,0
176.8,0,176.8,RUNNING,0
176.86,0,176.86,RUNNING,0
176.93,0,176.93,RUNNING,0
177.0,0,177.0,RUNNING,0
177.06,0,177.06,RUNNING,0
177.13,0,177.13,RUNNING,0
177.2,0,177.2,RUNNING,0
177.26,0,177.26,RUNNING,0
177.33,0,177.33,RUNNING,0
177.39,0,177.39,RUNNING,0
177.46,0,177.46,RUNNING,0
177.53,0,177.53,RUNNING,0
177.59,0,177.59,RUNNING,0
177.66,0,177.66,RUNNING,0
177.73,0,177.73,RUNNING,0
177.79,0,177.79,RUNNING,0
177.86,0,177.86,RUNNING,0
177.93,0,177.93,RUNNING,0
177.99,0,177.99,RUNNING,0
178.06,0,178.06,RUNNING,0
178.12,0,178.12,RUNNING,0
178.19,0,178.19,RUNNING,0
178.26,0,178.26,RUNNING,0
178.32,0,178.32,RUNNING,0
178.39,0,178.39,RUNNING,0
178.46,0,178.46,RUNNING,0
178.52,0,178.52,RUNNING,0
178.59,0,178.59,RUNNING,0
178.66,0,178.66,RUNNING,0
178.72,0,178.72,RUNNING,0
178.79,0,178.79,RUNNING,0
178.86,0,178.86,RUNNING,0
178.92,0,178.92,RUNNING,0
178.99,0,178.99,RUNNING,0
179.06,0,179.06,RUNNING,0
179.12,0,179.12,RUNNING,0
179.19,0,179.19,RUNNING,0
179.26,0,179.26,RUNNING,0
179.32,0,179.32,RUNNING,0
179.39,0,179.39,RUNNING,0
179.46,0,179.46,RUNNING,0
179.52,0,179.52,RUNNING,0
